"rownum","Monster","SkillType","rid","[rid]","[i32]","rid","Animation","Stats","StatsValues","i32","rid","GrantedEffects","i32","rid","Script1","Script2","Mods","Name","i32","[rid]","i32","i32","[i32]","[rid]","[rid]","[rid]","MiscAnimations","bool"
27,2672,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
28,2672,3,1977,[214],[8],8557,51,"[175,634,6166]","[50,-60,2]",0,"",[],0,"","","",[],"Fire Breath",62,[],0,0,[],[],[],[],[],""
29,2612,0,345,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Fire Strike",0,[],0,0,[],[],[],[],[],""
30,2612,1,2760,[],[],8552,24,[],[],0,"",[],0,"","","",[],"Flamecrack",57,[],0,0,[],[],[],[],[],""
31,2612,2,1080,[],[],8554,32,[],[],0,"",[],0,"","","",[],"Raise Burning Bones",58,[],0,0,[],[],[],[],[],""
32,2612,3,1213,[],[],8548,32,"[1821,612,357]","[20,50,-2400]",0,"",[],0,"","","",[],"Fire Storm",55,[],0,0,[],[],[],[],[],""
33,2612,4,1213,[2156],[3],8599,32,[],[],0,"",[],0,"","","",[],"Conflagration",0,[],-40,0,[],[],[],[],[],""
34,1135,0,337,[],[],8571,"",[],[],0,"",[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
35,1138,0,337,[],[],8571,"",[],[],0,"",[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
36,1141,0,337,[],[],8571,"",[],[],0,"",[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
37,413,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
38,413,1,337,[1231],[20],6464,"",[],[],0,"",[7413],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggeredThrust, ContactPoint );\""",[],"Thrusting Strike",0,[],30,0,[],[],[],[],[],""
39,413,2,188,[],[],8564,"",[70],[-20],0,"","[5858,5870]",0,"","","on_event_footstep_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeFootstep );\""\r\non_event_contact_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeImpact );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
40,413,3,188,[],[],8565,"",[70],[-40],0,"",[7461],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphCloneStampede, TargetLocation );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
41,421,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
42,421,1,337,[1231],[20],6464,"",[],[],0,"",[7413],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggeredThrust, ContactPoint );\""",[],"Thrusting Strike",0,[],30,0,[],[],[],[],[],""
43,421,2,188,[],[],8564,"",[70],[-20],0,"","[5858,5870]",0,"","","on_event_footstep_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeFootstep );\""\r\non_event_contact_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeImpact );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
44,421,3,188,[],[],8565,"",[70],[-40],0,"",[7461],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphCloneStampede, TargetLocation );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
45,1129,0,337,[],[],8571,"",[],[],0,"",[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
46,1131,0,337,[],[],8571,"",[],[],0,"",[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
47,1133,0,337,[],[],8571,"",[],[],0,"",[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
48,1041,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
49,1041,1,8300,[],[],8500,"",[434],[100],0,"",[],0,"","","",[],"Crashing Wave",0,[],10,0,[],[],[],[],[],""
50,1041,2,8300,[],[],8502,"","[434,70]","[100,-30]",0,"",[865],0,"","","on_event_contact_for_GeometryAttack = \""TriggerSkill( MetamorphFreezingPulseNova, Ahead );\""",[],"Cleaving Frost",0,[],0,0,[],[],[],[],[],""
51,426,0,343,[],[],8571,"",[],[],0,"",[],0,"","","",[3644],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
52,426,3,8299,[],[],8665,114,[],[],0,5900,[],0,"","","",[3644],"Screeching Cry",95,[],0,0,[],[],[],[],[],""
53,426,4,8299,[],[],8562,23,[],[],0,"",[4760],0,"","","on_event_contact_for_GeometryTrigger = \""TriggerSkill( MetamorphosisCastCausticGround, Self );\""",[3644],"Caustic Blast",67,[],0,0,[],[],[],[],[],""
54,883,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
55,492,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
56,904,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
57,1058,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
58,1058,1,8300,[],[],8500,"",[434],[100],0,"",[],0,"","","",[],"Crashing Wave",0,[],0,0,[],[],[],[],[],""
59,1058,2,8300,[],[],8502,"","[434,70]","[100,-30]",0,"",[865],0,"","","on_event_contact_for_GeometryAttack = \""TriggerSkill( MetamorphFreezingPulseNova, Ahead );\""",[],"Cleaving Frost",0,[],0,0,[],[],[],[],[],""
60,1058,3,7917,[],[],8666,20,[],[],0,"",[],0,"","","",[],"Frost Barrage",96,[],-40,0,[],[],[],[],[],""
61,1058,4,7917,[],[],8556,20,[318],[50],0,7918,[4761],0,"","","",[],"Frost Burst",98,[],0,0,[],[],[],[],[],""
62,638,0,337,[],[],8571,"",[],[],0,"",[],6,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
63,638,2,337,[],[],8603,114,[],[],0,7414,[],0,"","","",[],"Ground Strike",99,[],0,0,[],[],[],[],[],""
64,482,0,343,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],20,0,[],[],[],[],[],""
65,482,1,5863,[],[],8667,"",[],[],0,5901,[],0,"","","",[],"Sea Surge",97,[],0,0,[],[],[],[],[],""
66,482,3,8312,[],[],8560,22,[],[],0,"",[],0,"","","",[],"Geyser",65,[],0,0,[],[],[],[],[],""
67,482,4,2771,[],[],8556,23,[],[],0,3021,[],0,"","","",[],"Siren's Call",98,[],30,0,[],[],[],[],[],""
68,648,0,337,[],[],8571,"",[],[],0,"",[],6,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
69,648,2,337,[],[],8603,114,[],[],0,7414,[],0,"","","",[],"Ground Strike",99,[],70,0,[],[],[],[],[],""
70,516,0,337,[],[],8508,"",[],[],0,"",[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
71,516,1,337,[],[],8535,1,[],[],0,1550,[],0,"","","",[],"Skeletal Barrage",56,[],0,0,[],[],[],[],[],""
72,516,3,337,[],[],8539,1,[1212],[200],0,1550,[],0,"","","",[],"Hunter's Barrage",52,[],0,0,[],[],[],[],[],""
73,2647,0,337,[],[],8571,"",[],[],0,"",[],2,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
74,2647,1,644,[],[],8527,40,[173],[4],0,"",[],2,"","","",[],"Rock Toss",49,[],70,0,[],[],[],[],[],""
75,2610,0,337,[],[],8571,"",[],[],0,"",[],2,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
76,2610,1,644,[],[],8527,40,[173],[4],0,"",[],2,"","","",[],"Rock Toss",49,[],70,0,[],[],[],[],[],""
77,2673,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
78,2673,2,1977,[],[],8557,21,"[175,6166,195]","[50,12,1]",0,"",[],0,"","","",[],"Fire Breath",62,[],40,0,[],[],[],[],[],""
79,212,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
80,212,1,664,[],[],8563,14,[],[],0,"",[],0,"","","",[],"Leap Slam",0,[],0,0,[],[],[],[],[],""
81,212,4,664,[],[],8566,14,[],[],0,"","[8628,5910]",0,"","","on_event_hit_ground_for_LeapSlam = \""TriggerSkill( MetamorphGeometryEarthquake );\""",[],"Leap Slam Quake",0,[],0,0,[],[],[],[],[],""
82,1530,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
83,1530,2,2223,[],[],8533,"",[],[],0,"",[],0,"","","",[],"Spew Blood",51,[],0,0,[],[],[],[],[],""
84,981,1,777,[],[],8528,20,[214],[2],0,"",[],0,"","","",[],"Spark",49,[],0,0,[],[],[],[],[],""
85,981,2,777,[],[],8529,20,"[1778,2121,2122,2123,1790]","[1,30,1000,360,50]",0,"",[],0,"","","",[],"Spark Nova",49,[],0,0,[],[],[],[],[],""
86,981,3,889,[],[],8562,"",[],[],0,7562,[],0,"","","",[],"Expanding Shocknova",67,[],0,0,[],[],[],[],[],""
87,981,4,889,[],[],8631,"",[357],[1500],0,8308,[],0,"","","",[],"Storm Blast",122,[],0,0,[],[],[],[],[],""
88,253,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
89,253,1,3,[],[],8508,20,[173],[4],0,"",[],0,"","","",[],"Fireball",0,[],0,0,[],[],[],[],[],""
90,253,2,1324,[],[],8561,"",[],[],0,"",[],0,"","","",[],"Molten Shell",66,[],0,0,[],[],[],[],[],""
91,253,3,3,[],[],8632,20,[],[],0,"",[],0,"","","",[],"Fire Blast",123,[],0,0,[],[],[],[],[],""
92,529,0,337,[],[],8508,"",[],[],0,"",[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
93,529,1,1699,[],[],8509,"","[195,173]","[1,2]",0,"",[],0,"","","",[],"Burning Arrow",0,[],20,0,[],[],[],[],[],""
94,5164,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],-20,0,[],[],[],[],[],""
95,5164,3,3604,[],[],8565,"",[],[],0,"",[8674],0,"","","on_event_metamortar_for_VollCharge = \""TriggerSkill( MetamorphosisMortar );\""",[],"Charge Forward",0,[],80,0,"[1,10]","[6858,2504]",[],[],[],""
96,5166,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],-20,0,[],[],[],[],[],""
97,5166,3,337,[],[],8565,"",[],[],0,3604,[8674],0,"","","on_event_metamortar_for_VollCharge = \""TriggerSkill( MetamorphosisMortar );\""",[],"Charge Forward",0,[],80,0,"[1,10]","[6858,2504]",[],[],[],""
98,513,2,1290,[],[],8537,1,[6833],[50],0,"",[],0,"","","",[],"Splitting Barrage",56,[],-40,0,[],[],[],[],[],""
99,513,4,1281,[],[],8577,53,[],[],0,"",[],0,"","","",[],"Storm of Arrows",71,[],-80,0,[],[],[],[],[],""
100,250,1,3144,[],[],8500,"",[],[],0,"",[],0,"","","",[],"Molten Strike",0,[],0,0,[],[],[],[],[],""
101,250,2,702,[],[],8523,"",[6356],[30],0,"",[4735],0,"","","on_event_hit_ground_for_LeapSlam = \""TriggerSkill( TheFaunCastGroundEffectLavaTemporary ); KillGroundEffectsOfType( Fire, 2, 3.0 );\""",[],"Lava Leap",0,[],0,0,[],[],[],[],[],""
102,250,3,8314,[],[],8511,"",[434],[100],0,"",[],0,"","","",[],"Volcanic Sunder",0,[],0,0,[],[],[],[],[],""
103,391,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
104,391,2,1830,[],[],8554,"",[],[],0,1088,[],0,"","","",[],"Summon Skeletons",58,[],0,0,[],[],[],[],[],""
105,391,3,1830,[],[],8666,20,[173],[2],0,8619,[],0,"","","",[],"Necrotic Barrage",96,[],-65,0,[],[],[],[],[],""
106,511,0,343,[],[],8571,"",[],[],0,"",[],0,"","","",[5687],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
107,511,1,840,[],[],8500,"",[],[],0,"",[],0,"","","",[5687],"Glacial Hammer",0,[],40,0,[],[],[],[],[],""
108,511,4,5212,[],[],8521,"",[173],[2],0,"",[],0,"","on_event_metafx_for_ThrownShieldProjectile = \""PlayEffect( ColdSurge1 );\""","",[5687],"Frosted Shield Toss",0,[],0,0,"[100,3000,100]","[2391,357,434]",[],[],[2394],""
109,536,0,337,[],[],8508,"",[],[],0,"",[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
110,536,1,1635,[],[],8509,1,[173],[4],0,"",[],0,"","","",[],"Lightning Arrow",0,[],50,0,[],[],[],[],[],""
111,646,0,336,[],[],8571,"",[],[],0,"",[],6,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
112,646,2,336,[],[],8603,114,[],[],0,7414,[],0,"","","",[],"Ground Strike",99,[],70,0,[],[],[],[],[],""
113,1202,0,337,[],[],8571,"",[],[],0,"",[],1,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
114,1202,3,337,[],[],8515,114,[1212],[-50],0,8624,[8609],0,"","on_start_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Skeletal Slam",0,[],50,50,[100],[434],[],[],[3726],""
115,1204,0,337,[],[],8571,"",[],[],0,"",[],1,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
116,1204,3,337,[],[],8515,114,[1212],[-50],0,8624,[8609],0,"","on_start_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Skeletal Slam",0,[],50,50,[100],[434],[],[],[3726],""
117,1206,0,337,[],[],8571,"",[],[],0,"",[],1,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
118,1206,3,337,[],[],8515,114,[1212],[-50],0,8624,[8609],0,"","on_start_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Skeletal Slam",0,[],50,50,[100],[434],[],[],[3726],""
119,139,1,2009,[],[],8509,"",[],[],0,"",[],0,"","","",[],"Hook",0,[],0,0,[],[],[],[],[],""
120,139,2,3275,[],[],8573,"",[],[],0,"",[],0,"","","",[],"Brute Slam",0,[],-50,0,[],[],[],[],[],""
121,139,3,7378,[],[],8574,51,[],[],0,"",[],0,"","","",[],"Enraged Slam",0,[],-10,0,[],[],[],[],[],""
122,139,4,3245,"[434,1212]","[50,50]",8577,13,[434],[-40],0,"",[],0,"","","",[],"Bed of Nails",71,[],0,0,[],[],[],[],[],""
123,395,0,343,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
124,395,3,2927,[],[],8554,"",[],[],0,2928,[],0,"","","",[],"Call Cadavers",58,[],0,0,[],[],[],[],[],""
125,395,4,2927,[],[],8568,"",[],[],0,3423,[],0,"","","",[],"Vulnerability",0,[],0,0,[],[],[],[],[],""
126,400,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
127,400,2,1830,[],[],8554,"",[],[],0,1088,[],0,"","","",[],"Summon Skeletons",58,[],0,0,[],[],[],[],[],""
128,400,3,981,[],[],8567,"",[1212],[-50],0,"",[8600],0,"","","on_event_contact_for_Enfeeble = \""TriggerSkill( MetamorphosisSummonMetaVolatiles, TargetLocation );\""",[],"Enfeebling Volatiles",0,[],0,0,"[5,3,0]","[884,2156,4778]",[],[],[],""
129,543,0,337,[],[],8508,"",[],[],0,"",[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
130,543,1,1618,[],[],8509,1,"[173,3819,1922]","[4,1,-33]",0,"",[],0,"","","",[],"Maiming Puncture",0,[],20,0,[],[],[],[],[],""
131,576,0,739,[],[],8528,20,[173],[4],0,"",[],0,"","","",[],"Projected Ice",49,[],50,0,[],[],[],[],[],""
132,576,1,739,[],[],8580,20,"[455,175,1790]","[25,-25,40]",0,"",[],0,"","on_event_metafx_for_GeometryTrigger = \""PlayEffect( ColdSurge1 );\""","",[],"Frost Spray",124,[],40,0,[],[],[],[],[2394],""
133,576,4,739,[],[],8521,114,[1212],[-75],0,8624,[3620],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( ColdSurge1 );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( ColdSurge1 );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( BloodlinesBearerColdBeacon );\""",[],"Frost Spheres",0,[],0,0,"[3000,-25,50]","[357,434,2480]",[],[],[2394],""
134,620,0,745,[],[],8528,20,[173],[4],0,"",[],0,"","","",[],"Projected Lightning",49,[],50,0,[],[],[],[],[],""
135,620,2,745,[],[],8510,20,"[1778,2121,2122,2123,175,659,1790]","[1,15,500,120,100,33,50]",0,"",[],0,"","on_event_metafx_for_SkeletonProjectileLightning = \""PlayEffect( LightningSurge1 );\""","",[],"Charged Nova",0,[],-20,0,"[3000,-75,60]",[],[],[],[2395],""
136,620,4,745,[],[],8520,114,[1212],[-75],0,8624,[3623],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( LightningSurge1 );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( LightningSurge1 );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( BloodlinesBearerLightningBeacon );\""",[],"Lightning Beacons",0,[],0,0,"[3000,-25,60]","[357,434,2480]",[],[],[2395],""
137,674,0,336,[],[],8571,"",[],[],0,"",[],0,"","","",[12174],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
138,226,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
139,226,1,664,[],[],8563,"",[],[],0,"",[],0,"","","",[],"Leap Slam",0,[],0,0,[],[],[],[],[],""
140,264,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
141,264,1,752,[],[],8552,"",[],[],0,"",[],0,"","","",[],"Spark Nova",57,[],50,0,[],[],[],[],[],""
142,264,2,870,[],[],8561,"","[434,1848,357]","[50,1,4000]",0,"",[],0,"","","",[],"Shocking Nova",66,[],50,0,[],[],[],[],[],""
143,270,0,345,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Fire Strike",0,[],0,0,[],[],[],[],[],""
144,270,3,1326,[],[],8519,"",[195],[1],0,"",[],0,"","","",[],"Molten Shell",0,[],0,0,[],[],[],[],[],""
145,270,4,3109,[214],[2],8521,"","[862,1212]","[5000,-66]",0,"",[],0,"","","",[],"Fireball Cascade",0,[],0,0,[],[],[],[],[],""
146,328,0,343,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
147,328,1,5202,[],[],8572,"",[611],[100],0,"",[],0,"","","",[],"Flame Slash",0,[],0,0,[],[],[],[],[],""
148,328,4,8319,[],[],8520,"",[],[],0,"",[],0,"","on_event_metafx_for_CastGroundEffect = \""PlayEffect( FlameSurge3 );\""","",[],"Scorched Earth",0,[],33,0,[],[],[],[],[2381],""
149,310,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
150,310,3,337,[],[],8593,24,"[1922,10882]","[-50,-15]",0,8674,[],0,"","","",[],"Flame Barrage",82,[],50,0,[],[],[],[],[],""
151,150,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
152,150,1,337,[],[],8535,114,[],[],0,8618,[],0,"","on_start_GeometryTrigger = \""PlayEffect( MetamorphosisSkillSurgeFast );\""","",[],"Ghostly Barrage",56,[],-20,0,[],[],[],[],[3727],""
153,422,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
154,422,1,337,[1231],[20],6464,"",[],[],0,"",[7413],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggeredThrust, ContactPoint );\""",[],"Thrusting Strike",0,[],30,0,[],[],[],[],[],""
155,422,2,188,[],[],8564,"",[70],[-20],0,"","[5858,5870]",0,"","","on_event_footstep_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeFootstep );\""\r\non_event_contact_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeImpact );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
156,422,3,188,[],[],8565,"",[70],[-40],0,"",[7460],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphRhoaStampede );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
157,506,0,336,[],[],8571,"",[],[],0,"",[],0,"","","",[8520],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
158,506,1,2433,[],[],8509,"",[173],[4],0,"",[],0,"","","",[8520],"Spectral Weapon",0,[],30,0,[],[],[],[],[],""
159,506,4,2736,[],[],8588,"","[357,617]","[4000,-33]",0,"",[],0,"","","",[8520],"Spectral Swarm",78,[],0,0,[],[],[],[],[],""
160,895,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
161,1032,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
162,1032,3,529,[],[],8555,"",[434],[50],0,"",[],0,"","","",[],"Flash Freeze",58,[],50,0,[],[],[],[],[],""
163,1032,4,529,[],[],8597,114,"[884,2156,4778]","[12,1,0]",0,8600,[8609],0,"","on_event_metafx_for_GeometryTrigger = \""PlayEffect( ColdSurge1 );\""","on_event_contact_for_GeometryTrigger = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Frost Volatiles",129,[],0,-66,[200],[3890],[],[],[2394],""
164,164,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
165,164,2,1299,[],[],8502,"","[214,70,634]","[2,160,-50]",0,"",[],0,"","","",[],"Flicker Strike",0,[],60,0,[],[],[],[],[],""
166,491,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[3828],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
167,491,4,337,[],[],8568,"",[1212],[-50],0,3423,[],0,"","","",[3828],"Vulnerability",0,[],0,0,[],[],[],[],[],""
168,884,0,337,[],[],8571,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
169,1029,1,8300,[],[],8570,"",[434],[100],0,"",[],0,"","","",[4576],"Crashing Wave",68,[],0,0,[],[],[],[],[],""
170,1029,2,77,[],[],8583,"",[434],[50],0,79,[],0,"","","",[4576],"Water Nova",74,[],0,0,[],[],[],[],[],""
171,1029,3,8321,[],[],8585,"",[],[],0,"",[],0,"","","",[4576],"Call from the Deep",76,[],0,0,[],[],[],[],[],""
