"rownum","BaseItemTypesKey","AddedModsKeys","NegativeWeight_TagsKeys","NegativeWeight_Values","ForcedAddModsKeys","ForbiddenDelveCraftingTagsKeys","AllowedDelveCraftingTagsKeys","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","CanRollEnchant","HasLuckyRolls","SellPrice_ModsKeys","CanRollWhiteSockets","Weight_TagsKeys","Weight_Values","DelveCraftingModifierDescriptionsKeys","BlockedDelveCraftingModifierDescriptionsKeys","bool","bool"
30,8476,[],[316],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,32]","[49,17]","",""
31,8477,[],[27],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,66]","[50,75]","",""
32,8478,[],[309],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,28]","[51,11]","",""
33,8479,[],[318],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,34]","[52,15]","",""
34,8480,[],[317],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,33]","[53,18]","",""
35,8481,[],[637],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,67]","[54,76]","",""
36,8482,[],[645],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,68]","[55,77]","",""
37,8483,[],[630],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,40]","[56,39]","",""
38,8484,[],[310],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,29]","[57,12]","",""
39,8485,[],[312],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,31]","[58,14]","",""
40,8486,[],[34],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,69]","[59,19,25]","",""
41,8487,[],[321],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,70]","[60,78]","",""
42,8488,[],[639],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,42]","[61,41]","",""
43,8489,[],[319],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,71]","[62,20,26]","",""
44,8490,[],[641],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,72]","[63,79,16]","",""
45,8491,[],[324],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,37]","[43,22]","",""
46,8492,[],[313],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,27]","[45,10]","",""
47,8493,[],[320],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,65]","[46,74]","",""
48,8494,[],[323],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,36]","[47,21]","",""
49,8495,[],[311],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,30]","[48,13]","",""
50,8496,[],[316],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,32]","[49,17]","",""
51,8497,[],[27],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,66]","[50,75]","",""
52,8498,[],[309],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,28]","[51,11]","",""
53,8499,[],[318],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,34]","[52,15]","",""
54,8500,[],[317],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,33]","[53,18]","",""
55,8501,[],[637],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,67]","[54,76]","",""
56,8502,[],[645],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,68]","[55,77]","",""
57,8503,[],[630],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,40]","[56,39]","",""
58,8504,[],[310],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,29]","[57,12]","",""
59,8505,[],[312],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,31]","[58,14]","",""
60,8506,[],[34],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,69]","[59,19,25]","",""
61,8507,[],[321],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,70]","[60,78]","",""
62,8508,[],[639],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,42]","[61,41]","",""
63,8509,[],[319],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,71]","[62,20,26]","",""
64,8510,[],[641],[0],[],[],[],"",0,"","","",[],"",[638],[3000],"[44,72]","[63,79,16]","",""
65,8511,[],[324],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,37]","[43,22]","",""
66,8512,[],[638],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,64]","[44,73]","",""
67,8513,[],[320],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,65]","[46,74]","",""
68,8514,[],[323],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,36]","[47,21]","",""
69,8515,[],[311],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,30]","[48,13]","",""
70,8516,[],[316],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,32]","[49,17]","",""
71,8517,[],[27],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,66]","[50,75]","",""
72,8518,[],[309],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,28]","[51,11]","",""
73,8519,[],[318],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,34]","[52,15]","",""
74,8520,[],[317],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,33]","[53,18]","",""
75,8521,[],[637],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,67]","[54,76]","",""
76,8522,[],[645],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,68]","[55,77]","",""
77,8523,[],[630],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,40]","[56,39]","",""
78,8524,[],[310],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,29]","[57,12]","",""
79,8525,[],[312],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,31]","[58,14]","",""
80,8526,[],[34],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,69]","[59,19,25]","",""
81,8527,[],[321],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,70]","[60,78]","",""
82,8528,[],[639],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,42]","[61,41]","",""
83,8529,[],[319],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,71]","[62,20,26]","",""
84,8530,[],[641],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,72]","[63,79,16]","",""
85,8531,[],[324],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,37]","[43,22]","",""
86,8532,[],[638],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,64]","[44,73]","",""
87,8533,[],[313],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,27]","[45,10]","",""
88,8534,[],[323],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,36]","[47,21]","",""
89,8535,[],[311],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,30]","[48,13]","",""
90,8536,[],[316],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,32]","[49,17]","",""
91,8537,[],[27],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,66]","[50,75]","",""
92,8538,[],[309],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,28]","[51,11]","",""
93,8539,[],[318],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,34]","[52,15]","",""
94,8540,[],[317],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,33]","[53,18]","",""
95,8541,[],[637],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,67]","[54,76]","",""
96,8542,[],[645],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,68]","[55,77]","",""
97,8543,[],[630],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,40]","[56,39]","",""
98,8544,[],[310],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,29]","[57,12]","",""
99,8545,[],[312],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,31]","[58,14]","",""
100,8546,[],[34],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,69]","[59,19,25]","",""
101,8547,[],[321],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,70]","[60,78]","",""
102,8548,[],[639],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,42]","[61,41]","",""
103,8549,[],[319],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,71]","[62,20,26]","",""
104,8550,[],[641],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,72]","[63,79,16]","",""
105,8551,[],[324],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,37]","[43,22]","",""
106,8552,[],[638],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,64]","[44,73]","",""
107,8553,[],[313],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,27]","[45,10]","",""
108,8554,[],[320],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,65]","[46,74]","",""
109,8555,[],[311],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,30]","[48,13]","",""
110,8556,[],[316],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,32]","[49,17]","",""
111,8557,[],[27],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,66]","[50,75]","",""
112,8558,[],[309],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,28]","[51,11]","",""
113,8559,[],[318],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,34]","[52,15]","",""
114,8560,[],[317],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,33]","[53,18]","",""
115,8561,[],[637],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,67]","[54,76]","",""
116,8562,[],[645],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,68]","[55,77]","",""
117,8563,[],[630],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,40]","[56,39]","",""
118,8564,[],[310],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,29]","[57,12]","",""
119,8565,[],[312],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,31]","[58,14]","",""
120,8566,[],[34],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,69]","[59,19,25]","",""
121,8567,[],[321],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,70]","[60,78]","",""
122,8568,[],[639],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,42]","[61,41]","",""
123,8569,[],[319],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,71]","[62,20,26]","",""
124,8570,[],[641],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,72]","[63,79,16]","",""
125,8571,[],[324],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,37]","[43,22]","",""
126,8572,[],[638],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,64]","[44,73]","",""
127,8573,[],[313],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,27]","[45,10]","",""
128,8574,[],[320],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,65]","[46,74]","",""
129,8575,[],[323],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,36]","[47,21]","",""
130,8576,[],[316],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,32]","[49,17]","",""
131,8577,[],[27],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,66]","[50,75]","",""
132,8578,[],[309],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,28]","[51,11]","",""
133,8579,[],[318],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,34]","[52,15]","",""
134,8580,[],[317],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,33]","[53,18]","",""
135,8581,[],[637],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,67]","[54,76]","",""
136,8582,[],[645],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,68]","[55,77]","",""
137,8583,[],[630],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,40]","[56,39]","",""
138,8584,[],[310],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,29]","[57,12]","",""
139,8585,[],[312],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,31]","[58,14]","",""
140,8586,[],[34],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,69]","[59,19,25]","",""
141,8587,[],[321],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,70]","[60,78]","",""
142,8588,[],[639],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,42]","[61,41]","",""
143,8589,[],[319],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,71]","[62,20,26]","",""
144,8590,[],[641],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,72]","[63,79,16]","",""
145,8591,[],[324],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,37]","[43,22]","",""
146,8592,[],[638],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,64]","[44,73]","",""
147,8593,[],[313],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,27]","[45,10]","",""
148,8594,[],[320],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,65]","[46,74]","",""
149,8595,[],[323],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,36]","[47,21]","",""
150,8596,[],[311],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,30]","[48,13]","",""
151,8597,[],[27],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,66]","[50,75]","",""
152,8598,[],[309],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,28]","[51,11]","",""
153,8599,[],[318],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,34]","[52,15]","",""
154,8600,[],[317],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,33]","[53,18]","",""
155,8601,[],[637],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,67]","[54,76]","",""
156,8602,[],[645],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,68]","[55,77]","",""
157,8603,[],[630],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,40]","[56,39]","",""
158,8604,[],[310],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,29]","[57,12]","",""
159,8605,[],[312],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,31]","[58,14]","",""
160,8606,[],[34],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,69]","[59,19,25]","",""
161,8607,[],[321],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,70]","[60,78]","",""
162,8608,[],[639],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,42]","[61,41]","",""
163,8609,[],[319],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,71]","[62,20,26]","",""
164,8610,[],[641],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,72]","[63,79,16]","",""
165,8611,[],[324],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,37]","[43,22]","",""
166,8612,[],[638],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,64]","[44,73]","",""
167,8613,[],[313],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,27]","[45,10]","",""
168,8614,[],[320],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,65]","[46,74]","",""
169,8615,[],[323],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,36]","[47,21]","",""
170,8616,[],[311],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,30]","[48,13]","",""
171,8617,[],[316],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,32]","[49,17]","",""
172,8618,[],[309],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,28]","[51,11]","",""
173,8619,[],[318],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,34]","[52,15]","",""
174,8620,[],[317],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,33]","[53,18]","",""
175,8621,[],[637],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,67]","[54,76]","",""
176,8622,[],[645],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,68]","[55,77]","",""
177,8623,[],[630],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,40]","[56,39]","",""
178,8624,[],[310],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,29]","[57,12]","",""
179,8625,[],[312],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,31]","[58,14]","",""
180,8626,[],[34],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,69]","[59,19,25]","",""
181,8627,[],[321],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,70]","[60,78]","",""
182,8628,[],[639],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,42]","[61,41]","",""
183,8629,[],[319],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,71]","[62,20,26]","",""
184,8630,[],[641],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,72]","[63,79,16]","",""
185,8631,[],[324],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,37]","[43,22]","",""
186,8632,[],[638],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,64]","[44,73]","",""
187,8633,[],[313],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,27]","[45,10]","",""
188,8634,[],[320],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,65]","[46,74]","",""
189,8635,[],[323],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,36]","[47,21]","",""
190,8636,[],[311],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,30]","[48,13]","",""
191,8637,[],[316],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,32]","[49,17]","",""
192,8638,[],[27],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,66]","[50,75]","",""
193,8639,[],[318],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,34]","[52,15]","",""
194,8640,[],[317],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,33]","[53,18]","",""
195,8641,[],[637],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,67]","[54,76]","",""
196,8642,[],[645],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,68]","[55,77]","",""
197,8643,[],[630],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,40]","[56,39]","",""
198,8644,[],[310],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,29]","[57,12]","",""
199,8645,[],[312],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,31]","[58,14]","",""
200,8646,[],[34],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,69]","[59,19,25]","",""
201,8647,[],[321],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,70]","[60,78]","",""
202,8648,[],[639],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,42]","[61,41]","",""
203,8649,[],[319],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,71]","[62,20,26]","",""
204,8650,[],[641],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,72]","[63,79,16]","",""
205,8651,[],[324],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,37]","[43,22]","",""
206,8652,[],[638],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,64]","[44,73]","",""
207,8653,[],[313],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,27]","[45,10]","",""
208,8654,[],[320],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,65]","[46,74]","",""
209,8655,[],[323],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,36]","[47,21]","",""
210,8656,[],[311],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,30]","[48,13]","",""
211,8657,[],[316],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,32]","[49,17]","",""
212,8658,[],[27],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,66]","[50,75]","",""
213,8659,[],[309],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,28]","[51,11]","",""
214,8660,[],[317],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,33]","[53,18]","",""
215,8661,[],[637],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,67]","[54,76]","",""
216,8662,[],[645],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,68]","[55,77]","",""
217,8663,[],[630],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,40]","[56,39]","",""
218,8664,[],[310],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,29]","[57,12]","",""
219,8665,[],[312],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,31]","[58,14]","",""
220,8666,[],[34],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,69]","[59,19,25]","",""
221,8667,[],[321],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,70]","[60,78]","",""
222,8668,[],[639],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,42]","[61,41]","",""
223,8669,[],[319],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,71]","[62,20,26]","",""
224,8670,[],[641],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,72]","[63,79,16]","",""
225,8671,[],[324],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,37]","[43,22]","",""
226,8672,[],[638],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,64]","[44,73]","",""
227,8673,[],[313],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,27]","[45,10]","",""
228,8674,[],[320],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,65]","[46,74]","",""
229,8675,[],[323],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,36]","[47,21]","",""
230,8676,[],[311],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,30]","[48,13]","",""
231,8677,[],[316],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,32]","[49,17]","",""
232,8678,[],[27],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,66]","[50,75]","",""
233,8679,[],[309],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,28]","[51,11]","",""
234,8680,[],[318],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,34]","[52,15]","",""
235,8681,[],[637],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,67]","[54,76]","",""
236,8682,[],[645],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,68]","[55,77]","",""
237,8683,[],[630],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,40]","[56,39]","",""
238,8684,[],[310],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,29]","[57,12]","",""
239,8685,[],[312],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,31]","[58,14]","",""
240,8686,[],[34],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,69]","[59,19,25]","",""
241,8687,[],[321],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,70]","[60,78]","",""
242,8688,[],[639],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,42]","[61,41]","",""
243,8689,[],[319],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,71]","[62,20,26]","",""
244,8690,[],[641],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,72]","[63,79,16]","",""
245,8691,[],[324],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,37]","[43,22]","",""
246,8692,[],[638],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,64]","[44,73]","",""
247,8693,[],[313],[0],[],[],[],"",0,"","","",[],"",[637],[3000],"[54,27]","[45,10]","",""
