"rownum","Id","MonsterPacksKey","bool","i32","MonsterVarietiesKey"
374,"ProxyKey950",224,1,15,788
375,"ProxyKey952",224,1,15,792
376,"ProxyKey2691",224,1,70,276
377,"ProxyKey949",225,1,40,276
378,"ProxyKey953",225,1,60,792
379,"ProxyKey1230",226,1,30,796
380,"ProxyKey1231",226,1,40,788
381,"ProxyKey1244",226,1,30,792
382,"ProxyKey1232",227,1,60,805
383,"ProxyKey1233",227,1,40,807
384,"ProxyKey1234",228,1,60,809
385,"ProxyKey1235",228,1,40,811
386,"ProxyKey1236",229,1,60,813
387,"ProxyKey1237",229,1,40,815
388,"ProxyKey1238",230,1,100,818
389,"ProxyKey1239",231,1,100,820
390,"ProxyKey1240",232,1,100,821
391,"ProxyKey1241",233,1,40,816
392,"ProxyKey1242",233,1,30,788
393,"ProxyKey1243",233,1,30,792
394,"ProxyKey428",213,1,33,899
395,"ProxyKey429",213,1,33,902
396,"ProxyKey430",213,1,34,903
397,"ProxyKey431",214,1,100,932
398,"ProxyKey2165",214,"",1,931
399,"ProxyKey432",215,1,100,935
400,"ProxyKey433",216,1,100,941
401,"ProxyKey434",217,1,100,942
402,"ProxyKey435",218,1,100,925
403,"ProxyKey2164",218,"",1,930
404,"ProxyKey436",219,1,100,922
405,"ProxyKey2500",221,1,80,5260
406,"ProxyKey2504",221,1,20,4153
407,"ProxyKey2501",222,1,40,927
408,"ProxyKey2502",222,1,30,928
409,"ProxyKey2503",222,1,30,929
410,"ProxyKey2320",220,1,80,959
411,"ProxyKey2321",220,1,20,960
412,"ProxyKey439",234,1,40,1034
413,"ProxyKey1796",234,1,40,1038
414,"ProxyKey1797",234,1,20,1039
415,"ProxyKey440",235,1,40,1043
416,"ProxyKey1795",235,1,20,1046
417,"ProxyKey2606",235,1,40,1045
418,"ProxyKey441",236,1,50,1050
419,"ProxyKey2607",236,1,50,1052
420,"ProxyKey442",237,1,50,1055
421,"ProxyKey2608",237,1,50,1057
422,"ProxyKey2226",238,1,70,1063
423,"ProxyKey2227",238,1,30,1060
424,"ProxyKey2476",239,1,50,1072
425,"ProxyKey2609",239,1,50,1074
426,"ProxyKey443",240,1,33,1098
427,"ProxyKey1226",240,1,33,1100
428,"ProxyKey1227",240,1,34,1102
429,"ProxyKey444",241,1,33,1129
430,"ProxyKey1415",241,1,33,1131
431,"ProxyKey1416",241,1,34,1133
432,"ProxyKey445",242,1,16,1164
433,"ProxyKey1417",242,1,16,1167
434,"ProxyKey1418",242,1,20,1170
435,"ProxyKey2692",242,1,16,1184
436,"ProxyKey2693",242,1,16,1185
437,"ProxyKey2694",242,1,16,1186
438,"ProxyKey447",243,1,33,1187
439,"ProxyKey1439",243,1,33,1189
440,"ProxyKey1440",243,1,34,1191
441,"ProxyKey448",244,1,33,1202
442,"ProxyKey1387",244,1,33,1204
443,"ProxyKey1388",244,1,34,1206
444,"ProxyKey449",245,1,33,1208
445,"ProxyKey1419",245,1,33,1209
446,"ProxyKey1420",245,1,34,1210
447,"ProxyKey450",246,1,100,1211
448,"ProxyKey754",247,1,33,1123
449,"ProxyKey755",247,1,33,1125
450,"ProxyKey756",247,1,34,1127
451,"ProxyKey2228",248,1,80,5085
452,"ProxyKey2272",248,1,20,5081
453,"ProxyKey2229",249,1,25,5136
454,"ProxyKey2230",249,1,25,5143
455,"ProxyKey2231",249,1,25,5111
456,"ProxyKey2232",249,1,25,5121
457,"ProxyKey2233",250,1,25,5141
458,"ProxyKey2234",250,1,25,5145
459,"ProxyKey2235",250,1,25,5119
460,"ProxyKey2236",250,1,25,5123
461,"ProxyKey285",251,1,40,4
462,"ProxyKey286",251,1,40,6
463,"ProxyKey454",251,1,20,8
464,"ProxyKey455",252,1,60,516
465,"ProxyKey465",252,1,40,576
466,"ProxyKey456",253,1,60,542
467,"ProxyKey509",253,1,40,879
468,"ProxyKey457",254,1,70,529
469,"ProxyKey467",254,1,30,613
470,"ProxyKey459",255,1,40,635
471,"ProxyKey510",255,1,60,536
472,"ProxyKey462",256,1,60,533
473,"ProxyKey511",256,1,40,481
474,"ProxyKey707",257,1,30,1568
475,"ProxyKey708",257,1,70,449
476,"ProxyKey202",258,1,50,1236
477,"ProxyKey668",258,1,50,1293
478,"ProxyKey203",259,1,30,1238
479,"ProxyKey669",259,1,70,1305
480,"ProxyKey204",260,1,40,1293
481,"ProxyKey670",260,1,60,1305
482,"ProxyKey291",305,1,30,1238
483,"ProxyKey988",305,1,30,1293
484,"ProxyKey989",305,1,40,1305
485,"ProxyKey207",261,1,20,1301
486,"ProxyKey671",261,1,80,1305
487,"ProxyKey2637",261,"",1,1300
488,"ProxyKey705",262,1,30,1299
489,"ProxyKey706",262,1,70,1368
490,"ProxyKey1800",262,"",1,1375
491,"ProxyKey208",263,1,50,1368
492,"ProxyKey672",263,1,50,1386
493,"ProxyKey1801",263,"",1,1375
494,"ProxyKey226",264,1,40,1419
495,"ProxyKey673",264,1,60,1382
496,"ProxyKey230",265,1,30,1399
497,"ProxyKey674",265,1,70,1389
498,"ProxyKey234",266,1,30,1399
499,"ProxyKey693",266,1,30,1368
500,"ProxyKey675",266,1,40,1419
501,"ProxyKey976",267,1,50,1540
502,"ProxyKey977",267,1,50,1525
503,"ProxyKey249",268,1,50,1440
504,"ProxyKey676",268,1,50,1588
505,"ProxyKey2237",269,1,100,1442
506,"ProxyKey2238",270,1,80,1446
507,"ProxyKey2239",270,1,20,1447
508,"ProxyKey703",271,1,40,1440
509,"ProxyKey704",271,1,60,1517
510,"ProxyKey268",272,1,20,1477
511,"ProxyKey677",272,1,60,1485
512,"ProxyKey1929",272,1,20,1477
513,"ProxyKey281",273,1,30,1479
514,"ProxyKey678",273,1,70,1485
515,"ProxyKey679",274,1,100,1485
516,"ProxyKey2240",275,1,30,1499
517,"ProxyKey2241",275,1,70,1501
518,"ProxyKey2242",276,1,30,1497
519,"ProxyKey2243",276,1,70,1501
520,"ProxyKey437",277,1,30,1503
521,"ProxyKey680",277,1,40,1512
522,"ProxyKey2351",277,1,30,1514
523,"ProxyKey701",278,1,70,1512
524,"ProxyKey2354",278,1,30,1514
525,"ProxyKey451",279,1,60,1540
526,"ProxyKey681",279,1,40,2003
527,"ProxyKey712",280,1,40,1540
528,"ProxyKey713",280,1,60,2014
529,"ProxyKey466",281,1,100,1549
530,"ProxyKey715",282,1,30,1259
531,"ProxyKey714",282,1,70,1549
532,"ProxyKey491",283,1,35,1566
533,"ProxyKey683",283,1,65,1877
534,"ProxyKey716",284,1,40,1566
535,"ProxyKey717",284,1,60,1998
536,"ProxyKey492",285,1,35,1568
537,"ProxyKey684",285,1,65,1587
538,"ProxyKey516",286,1,20,1556
539,"ProxyKey685",286,1,40,613
540,"ProxyKey682",286,1,40,1597
541,"ProxyKey2244",287,"",1,1560
542,"ProxyKey2245",287,1,100,545
543,"ProxyKey2246",288,"",1,412
544,"ProxyKey2247",288,1,100,685
545,"ProxyKey577",289,1,40,1612
546,"ProxyKey686",289,1,60,1609
547,"ProxyKey696",290,1,60,1609
548,"ProxyKey697",290,1,40,941
549,"ProxyKey589",291,1,80,1816
550,"ProxyKey1794",291,1,20,1817
551,"ProxyKey2248",292,"",2,1813
552,"ProxyKey2249",292,1,100,1807
553,"ProxyKey2454",293,1,80,1818
554,"ProxyKey2455",293,1,20,3788
555,"ProxyKey498",294,1,30,1942
556,"ProxyKey687",294,1,30,1940
557,"ProxyKey692",294,1,40,1860
558,"ProxyKey2422",294,"",1,1853
559,"ProxyKey694",295,1,30,1985
560,"ProxyKey591",295,1,35,1870
561,"ProxyKey688",295,1,35,1914
562,"ProxyKey698",296,1,30,1943
563,"ProxyKey699",296,1,30,1985
564,"ProxyKey700",296,1,40,1845
565,"ProxyKey2498",298,1,100,1860
566,"ProxyKey2499",298,"",1,5722
567,"ProxyKey490",299,1,35,1870
568,"ProxyKey493",299,1,35,1940
569,"ProxyKey978",299,1,30,1985
570,"ProxyKey446",297,1,50,1943
571,"ProxyKey471",297,1,50,1873
572,"ProxyKey2424",297,"",1,1853
573,"ProxyKey644",300,1,50,1996
574,"ProxyKey690",300,1,50,1998
575,"ProxyKey2356",300,"",2,2001
576,"ProxyKey666",301,1,40,2005
577,"ProxyKey606",301,1,30,2016
578,"ProxyKey689",301,1,30,2007
579,"ProxyKey979",302,1,40,2005
580,"ProxyKey980",302,1,30,2003
581,"ProxyKey981",302,1,30,2007
582,"ProxyKey2423",302,"",1,2011
583,"ProxyKey667",306,1,60,2014
584,"ProxyKey590",306,1,40,2016
585,"ProxyKey473",307,1,50,1605
586,"ProxyKey474",307,1,15,1601
587,"ProxyKey475",307,1,35,1594
588,"ProxyKey183",308,1,100,1629
589,"ProxyKey184",309,1,100,1525
590,"ProxyKey201",310,1,100,1530
591,"ProxyKey185",311,1,50,2593
592,"ProxyKey22",311,1,50,2585
593,"ProxyKey186",312,1,70,638
594,"ProxyKey187",312,1,30,729
595,"ProxyKey188",313,"",2,1879
596,"ProxyKey189",313,1,100,1889
597,"ProxyKey388",314,"",2,1920
598,"ProxyKey458",314,1,100,1924
599,"ProxyKey2250",315,"",2,1989
600,"ProxyKey2251",315,1,50,1926
601,"ProxyKey2252",315,1,50,1891
602,"ProxyKey190",316,1,30,1889
603,"ProxyKey494",316,1,30,1924
604,"ProxyKey191",316,1,40,1451
605,"ProxyKey199",318,1,100,1471
606,"ProxyKey460",319,1,40,1471
607,"ProxyKey469",319,1,30,1889
608,"ProxyKey480",319,1,30,1924
609,"ProxyKey200",317,1,100,1451
610,"ProxyKey1021",320,1,100,2987
611,"ProxyKey1022",321,1,35,2987
612,"ProxyKey1023",321,1,65,1517
613,"ProxyKey23",322,1,100,3071
614,"ProxyKey24",322,"",2,3075
615,"ProxyKey31",323,1,100,3706
616,"ProxyKey105025",323,"",1,3786
617,"ProxyKey32",324,1,100,3718
618,"ProxyKey34",325,1,50,3749
619,"ProxyKey35",325,1,50,3763
620,"ProxyKey37",326,1,100,3810
621,"ProxyKey2253",327,1,50,3815
622,"ProxyKey2254",327,1,50,3816
623,"ProxyKey2350",328,1,100,3819
624,"ProxyKey2638",329,1,50,3818
625,"ProxyKey2639",329,1,50,4013
626,"ProxyKey38",330,1,50,3731
627,"ProxyKey39",330,"",1,3821
628,"ProxyKey40",330,1,50,3767
629,"ProxyKey41",331,1,30,3853
630,"ProxyKey42",331,1,30,3866
631,"ProxyKey43",331,1,40,3876
632,"ProxyKey44",331,"",1,3886
633,"ProxyKey46",332,1,30,3853
634,"ProxyKey47",332,1,30,3866
635,"ProxyKey48",332,1,40,3876
636,"ProxyKey50",332,"",2,3895
637,"ProxyKey75",333,1,100,3866
638,"ProxyKey77",333,"",2,3895
639,"ProxyKey51",334,1,100,3844
640,"ProxyKey52",335,1,40,3925
641,"ProxyKey53",335,1,30,3927
642,"ProxyKey54",335,1,30,3928
643,"ProxyKey73",335,"",1,3956
644,"ProxyKey55",336,1,30,3925
645,"ProxyKey56",336,1,50,3934
646,"ProxyKey71",336,1,20,3929
647,"ProxyKey36",337,1,30,3925
648,"ProxyKey1107",337,1,70,3934
649,"ProxyKey1108",337,"",1,4137
650,"ProxyKey2255",338,1,20,3930
651,"ProxyKey2256",338,1,40,3931
652,"ProxyKey2257",338,1,40,3932
653,"ProxyKey2258",338,"",1,3933
654,"ProxyKey57",339,1,100,3940
655,"ProxyKey59",339,"",1,3944
656,"ProxyKey60",340,1,100,3934
657,"ProxyKey61",340,"",1,3956
658,"ProxyKey62",341,1,50,3973
659,"ProxyKey65",341,1,50,3983
660,"ProxyKey67",342,1,50,4006
661,"ProxyKey68",342,1,50,4010
662,"ProxyKey69",343,1,100,4011
663,"ProxyKey70",344,1,100,330
664,"ProxyKey1816",345,1,60,3983
665,"ProxyKey1817",345,1,40,3985
666,"ProxyKey10524",346,1,100,4034
667,"ProxyKey10525",346,"",1,4045
668,"ProxyKey10526",347,1,50,433
669,"ProxyKey10527",347,1,50,123
670,"ProxyKey10528",347,"",1,4347
671,"ProxyKey10529",348,1,50,559
672,"ProxyKey10530",348,1,50,719
673,"ProxyKey10531",348,"",1,4347
674,"ProxyKey1148",349,1,50,4059
675,"ProxyKey1149",349,1,50,4051
676,"ProxyKey1150",350,1,30,4059
677,"ProxyKey1151",350,1,40,4051
678,"ProxyKey1152",350,1,30,4064
679,"ProxyKey1153",351,1,40,4064
680,"ProxyKey1154",351,1,30,557
681,"ProxyKey1155",351,1,30,716
682,"ProxyKey2456",352,1,25,563
683,"ProxyKey2457",352,1,25,565
684,"ProxyKey2458",352,1,25,721
685,"ProxyKey2459",352,1,25,723
686,"ProxyKey2460",352,"",1,4349
687,"ProxyKey1161",353,"",1,4188
688,"ProxyKey1162",353,1,50,4181
689,"ProxyKey1163",353,1,50,4176
690,"ProxyKey2259",354,"",1,4192
691,"ProxyKey2260",354,1,100,4183
692,"ProxyKey2261",354,"",2,4179
693,"ProxyKey2262",355,1,20,4189
694,"ProxyKey2263",355,"",2,4186
695,"ProxyKey2264",355,1,80,4183
696,"ProxyKey2265",356,1,20,1661
