"rownum","Buff","[rid]","i32"
185,"herald_of_thunder_buff",[673],4
186,"herald_of_thunder_buff",[716],5
187,"herald_of_thunder_buff",[802],6
188,"herald_of_thunder_buff",[806],7
189,"herald_of_thunder_buff",[875],8
190,"herald_of_thunder_buff",[879],9
191,"herald_of_thunder_buff",[888],10
192,"herald_of_thunder_buff",[899],11
193,"herald_of_thunder_buff",[904],12
194,"herald_of_thunder_buff",[1031],13
195,"herald_of_thunder_buff",[1054],14
196,"herald_of_thunder_buff",[1151],15
197,"herald_of_thunder_buff",[1231],16
198,"herald_of_thunder_buff",[1277],17
199,"herald_of_thunder_buff",[1299],18
200,"herald_of_thunder_buff",[1368],19
201,"herald_of_thunder_buff",[1438],20
202,"herald_of_ice_buff",[892],-1
203,"herald_of_ice_buff",[317],0
204,"herald_of_ice_buff",[317],1
205,"herald_of_ice_buff",[591],2
206,"herald_of_ice_buff",[668],3
207,"herald_of_ice_buff",[672],4
208,"herald_of_ice_buff",[715],5
209,"herald_of_ice_buff",[801],6
210,"herald_of_ice_buff",[805],7
211,"herald_of_ice_buff",[874],8
212,"herald_of_ice_buff",[878],9
213,"herald_of_ice_buff",[887],10
214,"herald_of_ice_buff",[898],11
215,"herald_of_ice_buff",[903],12
216,"herald_of_ice_buff",[1030],13
217,"herald_of_ice_buff",[1053],14
218,"herald_of_ice_buff",[1150],15
219,"herald_of_ice_buff",[1230],16
220,"herald_of_ice_buff",[1278],17
221,"herald_of_ice_buff",[1300],18
222,"herald_of_ice_buff",[1369],19
223,"herald_of_ice_buff",[1439],20
224,"herald_of_thunder_active_buff",[0],-1
225,"herald_of_thunder_active_buff",[319],0
226,"herald_of_thunder_active_buff",[319],1
227,"herald_of_thunder_active_buff",[676],2
228,"herald_of_thunder_active_buff",[675],3
229,"herald_of_thunder_active_buff",[674],4
230,"herald_of_thunder_active_buff",[717],5
231,"herald_of_thunder_active_buff",[803],6
232,"herald_of_thunder_active_buff",[807],7
233,"herald_of_thunder_active_buff",[876],8
234,"herald_of_thunder_active_buff",[880],9
235,"herald_of_thunder_active_buff",[889],10
236,"herald_of_thunder_active_buff",[900],11
237,"herald_of_thunder_active_buff",[905],12
238,"herald_of_thunder_active_buff",[1032],13
239,"herald_of_thunder_active_buff",[1055],14
240,"herald_of_thunder_active_buff",[1152],15
241,"herald_of_thunder_active_buff",[1232],16
242,"herald_of_thunder_active_buff",[1279],17
243,"herald_of_thunder_active_buff",[1301],18
244,"herald_of_thunder_active_buff",[1370],19
245,"herald_of_thunder_active_buff",[1440],20
246,"herald_of_agony_buff",[892],-1
247,"herald_of_agony_buff",[909],0
248,"herald_of_agony_buff",[909],1
249,"herald_of_agony_buff",[909],2
250,"herald_of_agony_buff",[909],3
251,"herald_of_agony_buff",[909],4
252,"herald_of_agony_buff",[909],5
253,"herald_of_agony_buff",[909],6
254,"herald_of_agony_buff",[909],7
255,"herald_of_agony_buff",[909],8
256,"herald_of_agony_buff",[909],9
257,"herald_of_agony_buff",[912],10
258,"herald_of_agony_buff",[910],11
259,"herald_of_agony_buff",[911],12
260,"herald_of_agony_buff",[913],13
261,"herald_of_agony_buff",[914],14
262,"herald_of_agony_buff",[1147],15
263,"herald_of_agony_buff",[1234],16
264,"herald_of_agony_buff",[1275],17
265,"herald_of_agony_buff",[1297],18
266,"herald_of_agony_buff",[1366],19
267,"herald_of_agony_buff",[1436],20
268,"herald_of_light_buff",[892],-1
269,"herald_of_light_buff",[916],0
270,"herald_of_light_buff",[916],1
271,"herald_of_light_buff",[916],2
272,"herald_of_light_buff",[916],3
273,"herald_of_light_buff",[916],4
274,"herald_of_light_buff",[916],5
275,"herald_of_light_buff",[916],6
276,"herald_of_light_buff",[916],7
277,"herald_of_light_buff",[916],8
278,"herald_of_light_buff",[916],9
279,"herald_of_light_buff",[919],10
280,"herald_of_light_buff",[917],11
281,"herald_of_light_buff",[918],12
282,"herald_of_light_buff",[920],13
283,"herald_of_light_buff",[921],14
284,"herald_of_light_buff",[1148],15
285,"herald_of_light_buff",[1233],16
286,"herald_of_light_buff",[1274],17
287,"herald_of_light_buff",[1296],18
288,"herald_of_light_buff",[1365],19
289,"herald_of_light_buff",[1435],20
290,"burning_arrow_debuff",[1163],0
291,"burning_arrow_debuff",[1164],1
292,"mortar_barrage_mine_aura",[1119],0
293,"mortar_barrage_mine_aura",[1608],2
294,"mine_lightning_explosion_aura",[1109],0
295,"mine_lightning_explosion_aura",[1609],2
296,"cold_projectile_mine_aura",[1118],0
297,"cold_projectile_mine_aura",[1610],2
298,"vaal_arc_buff",[882],6
299,"vaal_arc_buff",[930],7
300,"vaal_arc_buff",[1092],8
301,"flame_wall_burning",[165],0
302,"flame_wall_burning",[1040],1
303,"flame_wall_burning",[1554],2
304,"flame_wall_burning",[1615],3
305,"plague_bearer_at_max_damage",[1105],0
306,"plague_bearer_at_max_damage",[1105],1
307,"plague_bearer_buff_active_aura",[1106],0
308,"plague_bearer_buff_active_aura",[1106],1
309,"plague_bearer_accumulating",[1115],0
310,"plague_bearer_accumulating",[1616],1
311,"plague_bearer_aura",[1116],0
312,"plague_bearer_aura",[1617],1
313,"penance_brand_magma_pustule",[1294],0
314,"penance_brand_magma_pustule",[1618],2
315,"penance_brand_many_charges",[1311],0
316,"penance_brand_many_charges",[1619],2
317,"winter_brand_burn",[1312],0
318,"winter_brand_burn",[1620],2
319,"winter_brand_secondary_burn",[1313],0
320,"winter_brand_secondary_burn",[1621],2
321,"winter_brand_orb",[1317],0
322,"winter_brand_orb",[1622],2
323,"divine_cry_buff",[1557],0
324,"divine_cry_buff",[1625],2
325,"divine_cry_buff",[1626],3
326,"blight_channel_main",[523],0
327,"blight_channel_main",[1084],1
328,"blight_channel_main",[1518],2
329,"blight_channel_main",[1519],3
330,"blight_channel_main",[1551],4
331,"blight_channel_hinder",[1629],3
332,"blight_channel_hinder",[1556],4
333,"wither_channelled_main",[479],1
334,"wither_channelled_main",[1114],2
335,"wither_channelled_main",[1520],3
336,"wither_channelled_main",[1521],4
337,"wither_channelled_main",[1522],5
338,"wither_channelled_main",[1552],6
339,"wither_channelled_hinder",[1629],4
340,"wither_channelled_hinder",[1556],6
341,"soul_link_source",[1631],0
342,"soul_link_target",[1632],0
343,"storm_blade",[1630],0
344,"flame_link_source",[1633],0
345,"flame_link_target",[1634],0
346,"remora_link_source",[1635],0
347,"remora_link_target",[1636],0
348,"bulwark_link_source",[1637],0
349,"bulwark_link_target",[1638],0
350,"trigger_link_source",[1639],0
351,"trigger_link_target",[1640],0
352,"critical_link_source",[1641],0
353,"critical_link_target",[1642],0
354,"explosive_concoction_flask_attach",[1623],0
355,"poisonous_concoction_flask_attach",[1624],0
