"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","i32","DropLevelMinimum","DropLevelMaximum","Monster_ModsKeys","EssenceTypeKey","Level","i32","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence"
10,81,"","","","","","","","","","","","","",2369,1904,613,613,704,704,"","",693,-1245983058,48,100,[11921],1,4,931,"","",2236,2248,"",692,"",692,692,704,704,2248,2236,2248,2248,2248,2248,2236,2236,2236,2236,2236,2236,2236,11866,75,613,1904,613,"",693,"",""
11,82,"","","","","","","","","","","","","",2370,1905,614,614,"","",694,708,701,-182539987,68,100,[11922],1,5,1024,"","",2241,2253,"",705,"",708,694,705,705,2253,2241,2253,2253,2253,2253,2241,2241,2241,2241,2241,2241,2241,11867,0,614,1905,614,"",701,"",1
12,83,"","","","","","","","","","","","","",2371,1911,616,615,"","",696,709,702,910335598,0,0,[11923],1,6,0,"","",2242,2254,"",706,"",709,696,706,706,2254,2242,2254,2254,2254,2254,2242,2242,2242,2242,2242,2242,2242,11868,0,615,1911,616,"",702,"",""
13,84,"","","","","","","","","","","","","",2372,1912,617,616,"","",700,710,703,1591416724,0,0,[11924],1,7,0,"","",2243,2255,"",707,"",710,700,707,707,2255,2243,2255,2255,2255,2255,2243,2243,2243,2243,2243,2243,2243,11869,0,616,1912,617,"",703,"",""
14,85,"","","","","","","","","","","","","",979,"","",4529,"","","","","",1724552963,1,47,[11918],2,1,700,8897,"","","","",295,"",295,295,295,295,8897,8897,8897,8897,8897,8897,8897,8897,8897,8897,8897,8897,8897,11856,35,4529,2778,2778,2778,295,"",""
15,86,"","","","","","","","","","","","","",980,"","",4530,"","","","","",-1337235593,12,67,[11919],2,2,770,8898,"","","","",296,"",296,296,296,296,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,11857,45,4530,2779,2779,2779,296,"",""
16,87,"","","","","","","","","","","","","",981,"","",4531,"","","","","",1334812465,30,100,[11920],2,3,847,8899,"","","","",297,"",297,297,297,297,8899,8899,8899,8899,8899,8899,8899,8899,8899,8899,8899,8899,8899,11858,60,4531,2780,2780,2780,297,"",""
17,88,"","","","","","","","","","","","","",982,"","",4532,288,288,"","","",-669856137,48,100,[11921],2,4,931,8900,"","","","",289,"",289,289,288,288,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,11859,75,4532,2781,2781,2781,289,"",""
18,89,"","","","","","","","","","","","","",983,"","",4533,"","",291,290,291,181619222,68,100,[11922],2,5,1024,8901,"","","","",289,"",290,291,289,289,8901,8901,8901,8901,8901,8901,8901,8901,8901,8901,8901,8901,8901,11860,0,4533,2782,2782,2782,291,"",1
19,90,"","","","","","","","","","","","","",984,"","",4534,"","",293,291,292,2059925248,0,0,[11923],2,6,0,8902,"","","","",290,"",291,293,290,290,8902,8902,8902,8902,8902,8902,8902,8902,8902,8902,8902,8902,8902,11861,0,4534,2783,2783,2783,292,"",""
20,91,"","","","","","","","","","","","","",985,"","",4535,"","",298,300,299,-1356244188,0,0,[11924],2,7,0,8903,"","","","",301,"",300,298,301,301,8903,8903,8903,8903,8903,8903,8903,8903,8903,8903,8903,8903,8903,11862,0,4535,2784,2784,2784,299,"",""
21,92,"","","","","","","","","","","","","",711,"","",4606,711,4606,4606,4606,4606,1018082169,1,47,[11918],3,1,700,"","",1274,1285,"",4606,"",4606,4606,4606,711,1285,1274,1285,1285,1285,1285,1274,1274,1274,1274,1274,1274,1274,11831,35,4606,711,711,711,4606,"",""
22,93,"","","","","","","","","","","","","",712,"","",4607,712,4607,4607,4607,4607,829889309,12,67,[11919],3,2,770,"","",1275,1286,"",4607,"",4607,4607,4607,712,1286,1275,1286,1286,1286,1286,1275,1275,1275,1275,1275,1275,1275,11832,45,4607,712,712,712,4607,"",""
23,94,"","","","","","","","","","","","","",714,"","",4608,713,4608,4608,4608,4608,2051179612,30,100,[11920],3,3,847,"","",1276,1287,"",4608,"",4608,4608,4608,713,1287,1276,1287,1287,1287,1287,1276,1276,1276,1276,1276,1276,1276,11833,60,4608,714,714,714,4608,"",""
24,95,"","","","","","","","","","","","","",716,716,715,4609,724,4609,4609,4609,4609,-743698363,48,100,[11921],3,4,931,"","",1277,1288,"",4609,"",4609,4609,4609,724,1288,1277,1288,1288,1288,1288,1277,1277,1277,1277,1277,1277,1277,11834,75,4609,716,715,"",4609,"",""
25,96,"","","","","","","","","","","","","",718,718,721,4610,725,4610,4610,4610,4610,-205989316,68,100,"[11922,11838]",3,5,1024,"","",1279,1290,"",4610,"",4610,4610,4610,725,1290,1279,1290,1290,1290,1290,1279,1279,1279,1279,1279,1279,1279,11835,0,4610,718,721,"",4610,"",1
26,97,"","","","","","","","","","","","","",719,719,722,4611,726,4611,4611,4611,4611,-1738015661,0,0,"[11923,11838]",3,6,0,"","",1280,1291,"",4611,"",4611,4611,4611,726,1291,1280,1291,1291,1291,1291,1280,1280,1280,1280,1280,1280,1280,11836,0,4611,719,722,"",4611,"",""
27,98,"","","","","","","","","","","","","",720,720,723,4612,727,4612,4612,4612,4612,1330507188,0,0,"[11924,11838]",3,7,0,"","",1284,1295,"",4612,"",4612,4612,4612,727,1295,1284,1295,1295,1295,1295,1284,1284,1284,1284,1284,1284,1284,11837,0,4612,720,723,"",4612,"",""
28,99,"","","","","","","","","","","","","",78,"","","","","","","","",535092733,12,67,"[11919,11926]",4,2,669,"","",8211,8217,"",78,"",78,78,78,78,8217,8211,8217,8217,8217,8217,8211,8211,8211,8211,8211,8211,8211,11825,45,78,78,78,78,78,78,""
29,100,"","","","","","","","","","","","","",79,"","","","","","","","",-267836319,30,100,"[11920,11926]",4,3,736,"","",8212,8218,"",79,"",79,79,79,79,8218,8212,8218,8218,8218,8218,8212,8212,8212,8212,8212,8212,8212,11826,60,79,79,79,79,79,79,""
30,101,"","","","","","","","","","","","","",81,"","","","","","","","",-880120152,48,100,"[11921,11926]",4,4,810,"","",8213,8219,"",81,"",81,81,81,81,8219,8213,8219,8219,8219,8219,8213,8213,8213,8213,8213,8213,8213,11827,75,81,81,81,81,81,81,""
31,102,"","","","","","","","","","","","","",82,"","","","","","","","",1066624914,68,100,"[11922,11926]",4,5,891,"","",8214,8220,"",82,"",82,82,82,82,8220,8214,8220,8220,8220,8220,8214,8214,8214,8214,8214,8214,8214,11828,0,82,82,82,82,82,82,1
32,103,"","","","","","","","","","","","","",84,"","","","","","","","",993214565,0,0,"[11923,11926]",4,6,0,"","",8215,8221,"",84,"",84,84,84,84,8221,8215,8221,8221,8221,8221,8215,8215,8215,8215,8215,8215,8215,11829,0,84,84,84,84,84,84,""
33,104,"","","","","","","","","","","","","",87,"","","","","","","","",-558420537,0,0,"[11924,11926]",4,7,0,"","",8216,8222,"",87,"",87,87,87,87,8222,8216,8222,8222,8222,8222,8216,8216,8216,8216,8216,8216,8216,11830,0,87,87,87,87,87,87,""
34,105,"","","","","","","","","","","","",1731,2967,"","",2967,"","","","","",-36091224,12,67,"[11919,11928]",5,2,669,1731,"","","",1743,2967,"",2967,2967,2967,2967,1731,1731,1743,1743,1743,1743,1731,1731,1731,1731,1731,1731,1731,11765,45,2967,3479,3479,3479,2967,"",""
35,106,"","","","","","","","","","","","",1733,2968,"","",2968,"","","","","",-1327428615,30,100,"[11920,11928]",5,3,736,1733,"","","",1745,2968,"",2968,2968,2968,2968,1733,1733,1745,1745,1745,1745,1733,1733,1733,1733,1733,1733,1733,11766,60,2968,3480,3480,3480,2968,"",""
36,107,"","","","","","","","","","","","",1735,2969,"","",2969,"","","","","",891153638,48,100,"[11921,11928]",5,4,810,1735,"","","",1747,2969,"",2969,2969,2969,2969,1735,1735,1747,1747,1747,1747,1735,1735,1735,1735,1735,1735,1735,11767,75,2969,3481,3481,3481,2969,"",""
37,108,"","","","","","","","","","","","",1737,2971,"","",2971,"","","","","",128783824,68,100,"[11922,11928]",5,5,891,1737,"","","",1749,2971,"",2971,2971,2971,2971,1737,1737,1749,1749,1749,1749,1737,1737,1737,1737,1737,1737,1737,11768,0,2971,3482,3482,3482,2971,"",1
38,109,"","","","","","","","","","","","",1738,2972,"","",2972,"","","","","",-452117587,0,0,"[11923,11928]",5,6,0,1738,"","","",1750,2972,"",2972,2972,2972,2972,1738,1738,1750,1750,1750,1750,1738,1738,1738,1738,1738,1738,1738,11769,0,2972,3483,3483,3483,2972,"",""
39,110,"","","","","","","","","","","","",1740,2973,"","",2973,"","","","","",1536872438,0,0,"[11924,11928]",5,7,0,1740,"","","",1762,2973,"",2973,2973,2973,2973,1740,1740,1762,1762,1762,1762,1740,1740,1740,1740,1740,1740,1740,11770,0,2973,3484,3484,3484,2973,"",""
40,111,"","","","","","","","","","","","","",923,"","",4600,914,4600,11404,4600,11404,-475311494,12,67,"[11919,11927]",6,2,669,"","",9156,9194,"",4600,"",4600,11404,4600,914,9194,9156,9194,9194,9194,9194,9156,9156,9156,9156,9156,9156,9156,11789,45,4600,914,914,914,11404,"",""
41,112,"","","","","","","","","","","","","",925,"","",4601,933,4601,11405,4601,11405,1008794806,30,100,"[11920,11927]",6,3,736,"","",9158,9196,"",4601,"",4601,11405,4601,933,9196,9158,9196,9196,9196,9196,9158,9158,9158,9158,9158,9158,9158,11790,60,4601,916,916,916,11405,"",""
42,113,"","","","","","","","","","","","","",927,"","",4602,934,4602,11406,4602,11406,-1179354155,48,100,"[11921,11927]",6,4,810,"","",9160,9198,"",4602,"",4602,11406,4602,934,9198,9160,9198,9198,9198,9198,9160,9160,9160,9160,9160,9160,9160,11791,75,4602,918,918,918,11406,"",""
43,114,"","","","","","","","","","","","","",929,"","",4603,935,4603,11407,4603,11407,747230036,68,100,"[11922,11927]",6,5,891,"","",9162,9200,"",4603,"",4603,11407,4603,935,9200,9162,9200,9200,9200,9200,9162,9162,9162,9162,9162,9162,9162,11792,0,4603,920,920,920,11407,"",1
44,115,"","","","","","","","","","","","","",930,"","",4604,936,4604,11408,4604,11408,-826006652,0,0,"[11923,11927]",6,6,0,"","",9163,9201,"",4604,"",4604,11408,4604,936,9201,9163,9201,9201,9201,9201,9163,9163,9163,9163,9163,9163,9163,11793,0,4604,921,921,921,11408,"",""
45,116,"","","","","","","","","","","","","",931,"","",4605,937,4605,11409,4605,11409,-1551618851,0,0,"[11924,11927]",6,7,0,"","",9164,9202,"",4605,"",4605,11409,4605,937,9202,9164,9202,9202,9202,9202,9164,9164,9164,9164,9164,9164,9164,11794,0,4605,932,932,932,11409,"",""
46,117,"","","","","","","","","","","","","",4416,"","",4433,4465,"","",4459,"",697488794,12,67,[11919],7,2,669,"","",19386,19397,"",4433,"",4459,4433,4433,4465,19397,19386,19397,19397,19397,19397,19386,19386,19386,19386,19386,19386,19386,11797,45,4433,4416,4416,4416,4433,"",""
47,118,"","","","","","","","","","","","","",4417,"","",4434,4466,"","",4460,"",-185991819,30,100,[11920],7,3,736,"","",19387,19398,"",4434,"",4460,4434,4434,4466,19398,19387,19398,19398,19398,19398,19387,19387,19387,19387,19387,19387,19387,11798,60,4434,4417,4417,4417,4434,"",""
48,119,"","","","","","","","","","","","","",4418,"","",4435,4467,"","",4461,"",2034631909,48,100,[11921],7,4,810,"","",19388,19399,"",4435,"",4461,4435,4435,4467,19399,19388,19399,19399,19399,19399,19388,19388,19388,19388,19388,19388,19388,11799,75,4435,4418,4418,4418,4435,"",""
49,120,"","","","","","","","","","","","","",4419,"","",4436,4468,"","",4462,"",-575837846,68,100,[11922],7,5,891,"","",19393,19400,"",4436,"",4462,4436,4436,4468,19400,19393,19400,19400,19400,19400,19393,19393,19393,19393,19393,19393,19393,11800,0,4436,4419,4419,4419,4436,"",1
50,121,"","","","","","","","","","","","","",4420,"","",4437,4469,"","",4463,"",117284401,0,0,[11923],7,6,0,"","",19394,19401,"",4437,"",4463,4437,4437,4469,19401,19394,19401,19401,19401,19401,19394,19394,19394,19394,19394,19394,19394,11801,0,4437,4420,4420,4420,4437,"",""
51,122,"","","","","","","","","","","","","",4421,"","",4438,4470,"","",4464,"",-779044208,0,0,[11924],7,7,0,"","",19395,19402,"",4438,"",4464,4438,4438,4470,19402,19395,19402,19402,19402,19402,19395,19395,19395,19395,19395,19395,19395,11802,0,4438,4421,4421,4421,4438,"",""
52,123,"","","","","","","","","","","","","",879,"","",4645,869,4645,11399,4645,11399,836789809,30,100,"[11920,11926]",8,3,640,"","",9141,9186,"",4645,"",4645,11399,4645,869,9186,9141,9186,9186,9186,9186,9141,9141,9141,9141,9141,9141,9141,11803,60,4645,870,870,870,11399,"",""
53,124,"","","","","","","","","","","","","",881,"","",4646,887,4646,11400,4646,11400,-1267169214,48,100,"[11921,11926]",8,4,704,"","",9143,9188,"",4646,"",4646,11400,4646,887,9188,9143,9188,9188,9188,9188,9143,9143,9143,9143,9143,9143,9143,11804,75,4646,872,872,872,11400,"",""
54,125,"","","","","","","","","","","","","",882,"","",4647,888,4647,11401,4647,11401,-1833058895,68,100,"[11922,11926]",8,5,775,"","",9145,9190,"",4647,"",4647,11401,4647,888,9190,9145,9190,9190,9190,9190,9145,9145,9145,9145,9145,9145,9145,11805,0,4647,873,873,873,11401,"",1
55,126,"","","","","","","","","","","","","",884,"","",4648,889,4648,11402,4648,11402,864068417,0,0,"[11923,11926]",8,6,0,"","",9146,9191,"",4648,"",4648,11402,4648,889,9191,9146,9191,9191,9191,9191,9146,9146,9146,9146,9146,9146,9146,11806,0,4648,875,875,875,11402,"",""
56,127,"","","","","","","","","","","","","",885,"","",4649,890,4649,11403,4649,11403,222024053,0,0,"[11924,11926]",8,7,0,"","",9147,9192,"",4649,"",4649,11403,4649,890,9192,9147,9192,9192,9192,9192,9147,9147,9147,9147,9147,9147,9147,11807,0,4649,886,886,886,11403,"",""
57,128,"","","","","","","","","","","","","",2,"","","","","","","","",-1583709973,30,100,"[11920,11928,7581]",9,3,640,"","",8200,8205,"",2,"",2,2,2,2,8205,8200,8205,8205,8205,8205,8200,8200,8200,8200,8200,8200,8200,11848,60,2,2,2,2,2,2,""
58,129,"","","","","","","","","","","","","",4,"","","","","","","","",292711936,48,100,"[11921,11928,7581]",9,4,704,"","",8201,8206,"",4,"",4,4,4,4,8206,8201,8206,8206,8206,8206,8201,8201,8201,8201,8201,8201,8201,11849,75,4,4,4,4,4,4,""
59,130,"","","","","","","","","","","","","",5,"","","","","","","","",-645724387,68,100,"[11922,11928,7581]",9,5,775,"","",8202,8207,"",5,"",5,5,5,5,8207,8202,8207,8207,8207,8207,8202,8202,8202,8202,8202,8202,8202,11850,0,5,5,5,5,5,5,1
60,131,"","","","","","","","","","","","","",7,"","","","","","","","",-193173256,0,0,"[11923,11928,7581]",9,6,0,"","",8203,8208,"",7,"",7,7,7,7,8208,8203,8208,8208,8208,8208,8203,8203,8203,8203,8203,8203,8203,11851,0,7,7,7,7,7,7,""
61,132,"","","","","","","","","","","","","",10,"","","","","","","","",-954409300,0,0,"[11924,11928,7581]",9,7,0,"","",8204,8209,"",10,"",10,10,10,10,8209,8204,8209,8209,8209,8209,8204,8204,8204,8204,8204,8204,8204,11852,0,10,10,10,10,10,10,""
62,133,"","","","","","","","","","","","",1837,3116,"","",3116,"","","","","",1046769873,30,100,"[11920,11927]",10,3,640,1837,"",1837,"",1849,3116,"",3116,3116,3116,3116,1837,1837,1849,1849,1849,1849,1837,1837,1837,1837,1837,1837,1837,11778,60,3116,3544,3544,3544,3116,"",""
63,134,"","","","","","","","","","","","",1839,3117,"","",3117,"","","","","",-383181272,48,100,"[11921,11927]",10,4,704,1839,"",1839,"",1851,3117,"",3117,3117,3117,3117,1839,1839,1851,1851,1851,1851,1839,1839,1839,1839,1839,1839,1839,11779,75,3117,3545,3545,3545,3117,"",""
64,135,"","","","","","","","","","","","",1841,3119,"","",3119,"","","","","",491155825,68,100,"[11922,11927]",10,5,775,1841,"",1841,"",1853,3119,"",3119,3119,3119,3119,1841,1841,1853,1853,1853,1853,1841,1841,1841,1841,1841,1841,1841,11780,0,3119,3547,3547,3547,3119,"",1
65,136,"","","","","","","","","","","","",1842,3120,"","",3120,"","","","","",-150361862,0,0,"[11923,11927]",10,6,0,1842,"",1842,"",1854,3120,"",3120,3120,3120,3120,1842,1842,1854,1854,1854,1854,1842,1842,1842,1842,1842,1842,1842,11781,0,3120,3548,3548,3548,3120,"",""
66,137,"","","","","","","","","","","","",1844,3121,"","",3121,"","","","","",1926779813,0,0,"[11924,11927]",10,7,0,1844,"",1844,"",1866,3121,"",3121,3121,3121,3121,1844,1844,1866,1866,1866,1866,1844,1844,1844,1844,1844,1844,1844,11782,0,3121,3549,3549,3549,3121,"",""
67,138,"","","","","","","","","","","","","",2742,1892,"","","","","","","",-557327777,30,100,[11920],11,3,640,4225,"","","","",1947,"",1947,1947,1947,1947,4225,4225,4225,4225,4225,4225,4225,4225,4225,4225,4225,4225,4225,11870,60,1924,1892,1924,1924,1947,"",""
68,139,"","","","","","","","","","","","","",2743,1893,"","",1961,1961,"","",1950,-1074439089,48,100,[11921],11,4,704,4226,"","","","",1949,"",1949,1949,1961,1961,4226,4226,4226,4226,4226,4226,4226,4226,4226,4226,4226,4226,4226,11871,75,1925,1893,1925,1925,1950,"",""
69,140,"","","","","","","","","","","","","",2744,1894,"","",1962,1962,1951,1957,1965,1419643846,68,100,[11922],11,5,775,4227,"","","","",1962,"",1957,1951,1962,1962,4227,4227,4227,4227,4227,4227,4227,4227,4227,4227,4227,4227,4227,11872,0,1926,1894,1926,1926,1965,"",1
70,141,"","","","","","","","","","","","","",2745,1897,"","",1963,1963,1953,1958,1966,2044538361,0,0,[11923],11,6,0,4228,"","","","",1963,"",1958,1953,1963,1963,4228,4228,4228,4228,4228,4228,4228,4228,4228,4228,4228,4228,4228,11873,0,1927,1897,1927,1927,1966,"",""
71,142,"","","","","","","","","","","","","",2746,1898,"","",1964,1964,1955,1959,1967,-444339820,0,0,[11924],11,7,0,4229,"","","","",1964,"",1959,1955,1964,1964,4229,4229,4229,4229,4229,4229,4229,4229,4229,4229,4229,4229,4229,11874,0,1929,1898,1929,1929,1967,"",""
72,143,"","","","","","","","","","","","","",836,"","",5870,842,5870,11395,5870,11395,-964777382,48,100,"[11921,11928,11975]",12,4,612,"","",9126,9178,"",5870,"",5870,11395,5870,842,9178,9126,9178,9178,9178,9178,9126,9126,9126,9126,9126,9126,9126,11840,75,5870,827,827,827,11395,"",""
73,144,"","","","","","","","","","","","","",838,"","",5871,843,5871,11396,5871,11396,1027011185,68,100,"[11922,11928,11975]",12,5,673,"","",9128,9180,"",5871,"",5871,11396,5871,843,9180,9128,9180,9180,9180,9180,9128,9128,9128,9128,9128,9128,9128,11841,0,5871,829,829,829,11396,"",1
74,145,"","","","","","","","","","","","","",839,"","",5872,844,5872,11397,5872,11397,-1839053998,0,0,"[11923,11928,11975]",12,6,0,"","",9129,9181,"",5872,"",5872,11397,5872,844,9181,9129,9181,9181,9181,9181,9129,9129,9129,9129,9129,9129,9129,11842,0,5872,830,830,830,11397,"",""
75,146,"","","","","","","","","","","","","",840,"","",5873,845,5873,11398,5873,11398,1845632009,0,0,"[11924,11928,11975]",12,7,0,"","",9130,9182,"",5873,"",5873,11398,5873,845,9182,9130,9182,9182,9182,9182,9130,9130,9130,9130,9130,9130,9130,11843,0,5873,841,841,841,11398,"",""
76,147,"","","","","","","","","","","","","",2886,2886,2898,3379,2898,8633,"","",5525,-1618168670,48,100,[11921],13,4,612,3834,"","","","",6079,"",6079,6079,8633,2898,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,11818,75,3379,2886,2898,"",5525,"",""
77,148,"","","","","","","","","","","","","",2887,2887,2899,3380,2899,8634,"","",5526,-2058874949,68,100,[11922],13,5,673,3835,"","","","",6080,"",6080,6080,8634,2899,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,3835,11819,0,3380,2887,2899,"",5526,"",1
78,149,"","","","","","","","","","","","","",2888,2888,2900,3381,2900,8635,"","",5527,-697952158,0,0,[11923],13,6,0,3836,"","","","",6081,"",6081,6081,8635,2900,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,3836,11820,0,3381,2888,2900,"",5527,"",""
79,150,"","","","","","","","","","","","","",2897,2897,2901,3382,2901,8636,"","",5528,-417900903,0,0,[11924],13,7,0,3837,"","","","",6082,"",6082,6082,8636,2901,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,3837,11821,0,3382,2897,2901,"",5528,"",""
80,151,"","","","","","","","","","","","","",161,"","","","","","","","",-2072698540,48,100,"[11921,11927]",14,4,612,"","",8191,8195,"",161,"",161,161,161,161,8195,8191,8195,8195,8195,8195,8191,8191,8191,8191,8191,8191,8191,11875,75,161,161,161,161,161,161,""
81,152,"","","","","","","","","","","","","",162,"","","","","","","","",-19953861,68,100,"[11922,11927]",14,5,673,"","",8192,8196,"",162,"",162,162,162,162,8196,8192,8196,8196,8196,8196,8192,8192,8192,8192,8192,8192,8192,11876,0,162,162,162,162,162,162,1
82,153,"","","","","","","","","","","","","",164,"","","","","","","","",-1542366365,0,0,"[11923,11927]",14,6,0,"","",8193,8197,"",164,"",164,164,164,164,8197,8193,8197,8197,8197,8197,8193,8193,8193,8193,8193,8193,8193,11877,0,164,164,164,164,164,164,""
83,154,"","","","","","","","","","","","","",167,"","","","","","","","",473094408,0,0,"[11924,11927]",14,7,0,"","",8194,8198,"",167,"",167,167,167,167,8198,8194,8198,8198,8198,8198,8194,8194,8194,8194,8194,8194,8194,11878,0,167,167,167,167,167,167,""
84,155,"","","","","","","","","","","","","",2688,"","",19436,2679,2070,9094,20287,3359,-355385139,48,100,[11921],15,4,612,"",2572,"","","",3359,2576,20287,9094,2070,2679,2576,2576,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,2572,11814,75,19436,2684,2684,2684,3359,"",""
85,156,"","","","","","","","","","","","","",2689,"","",19437,2681,2071,9095,20288,3360,839378797,68,100,[11922],15,5,673,"",2573,"","","",3360,2577,20288,9095,2071,2681,2577,2577,2573,2573,2573,2573,2573,2573,2573,2573,2573,2573,2573,11815,0,19437,2685,2685,2685,3360,"",1
86,157,"","","","","","","","","","","","","",2690,"","",19438,2682,2072,9096,20289,3361,-1822562206,0,0,[11923],15,6,0,"",2574,"","","",3361,2578,20289,9096,2072,2682,2578,2578,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574,11816,0,19438,2686,2686,2686,3361,"",""
