"rownum","Id","MiscAnimatedKey1","SpawnWeight","LevelMin","LevelMax","BuffDefinitionsKey","[i32]","SpawnPatterns","ModsKey","[i32]","[i32]","MiscAnimatedKey2","EnvironmentsKey","i32","Achievements","Type","Description","DaemonSpawningDataKey","bool"
67,"ColdUber1",4948,10,68,72,1712,"[100,60]",[4],[],[],"[0,0,0,0]",5040,1181,5,"[7584,7469]","Glacial","Monsters deal extra Cold Damage and can Freeze \nIcy Beams rotate",3,1
68,"ColdUber2",4948,10,73,77,1712,"[100,70]",[4],[],[],"[0,0,0,0]",5040,1181,6,"[7584,7469]","Glacial","Monsters deal extra Cold Damage and can Freeze \nIcy Beams rotate",3,1
69,"ColdUber3",4948,10,78,100,1712,"[100,80]",[4],[],[],"[0,0,0,0]",5040,1181,6,"[7584,7469]","Glacial","Monsters deal extra Cold Damage and can Freeze \nIcy Beams rotate",3,1
70,"LightningUber1",5021,10,68,72,1714,"[100,60]",[1],[],[],"[0,0,0,0]",5041,1187,5,"[7585,7470]","Volatile","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",7,1
71,"LightningUber2",5021,10,73,77,1714,"[100,70]",[1],[],[],"[0,0,0,0]",5041,1187,6,"[7585,7470]","Volatile","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",7,1
72,"LightningUber3",5021,10,78,100,1714,"[100,80]",[1],[],[],"[0,0,0,0]",5041,1187,6,"[7585,7470]","Volatile","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",7,1
73,"PhysicalBloodUber1",5023,10,68,72,1715,"[100,60]",[2],[],[],"[0,0,0,0]",5042,1190,5,"[7586,7471]","Sanguine","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",15,1
74,"PhysicalBloodUber2",5023,10,73,77,1715,"[100,70]",[2],[],[],"[0,0,0,0]",5042,1190,6,"[7586,7471]","Sanguine","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",15,1
75,"PhysicalBloodUber3",5023,10,78,100,1715,"[100,80]",[2],[],[],"[0,0,0,0]",5042,1190,6,"[7586,7471]","Sanguine","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",15,1
76,"ChaosPurpleUber1",4949,10,68,72,1713,"[15,30]",[1],[],[],"[0,0,0,0]",5043,1180,5,"[7587,7472]","Malevolent","Monsters deal extra Chaos Damage and can Wither \nAnomalies fire Chaos projectiles",5,1
77,"ChaosPurpleUber2",4949,10,73,77,1713,"[18,40]",[1],[],[],"[0,0,0,0]",5043,1180,6,"[7587,7472]","Malevolent","Monsters deal extra Chaos Damage and can Wither \nAnomalies fire Chaos projectiles",5,1
78,"ChaosPurpleUber3",4949,10,78,100,1713,"[20,50]",[1],[],[],"[0,0,0,0]",5043,1180,6,"[7587,7472]","Malevolent","Monsters deal extra Chaos Damage and can Wither \nAnomalies fire Chaos projectiles",5,1
