"rownum","Id","Text"
109,"NoAssociatedSteamId","This account does not have a Steam account associated with it."
110,"MapDeviceBusy","Activation failed. The device is busy."
111,"MapDeviceTooManyItems","Activation failed."
112,"MapDeviceTooManyItemsSound","Activation failed. You hear a sound in the distance."
113,"MapDeviceNotMap","Activation failed. There is no map in the map device."
114,"MapDeviceCreateInstanceFailed","Activation failed. Unable to open portals to area."
115,"MapDeviceCancelled","Activation cancelled."
116,"MapDeviceEmpty","Activation failed. The device requires a map."
117,"PlayerDisconnected","{0} has left the area."
118,"PlayerJoined","{0} has joined the area."
119,"EnteredArea","You have entered {0}."
120,"LeagueNotYetStarted","The league has not yet started and so you cannot move. Once the league has started, you will be able to move."
121,"LeagueAlreadyEnded","This league has already ended."
122,"LadderRankAlive","{1}. {0} Level {2} {3} Exp: {4}"
123,"LadderRankDead","{1}. {0} (Dead) Level {2} {3} Exp: {4}"
124,"LadderRankTimed","{1}. {0} Level {2} {3} Time: {4}"
125,"LevelUp","{0} ({1}) is now level {2}"
126,"AlreadyInPVPQueue","You must cancel your PvP queue first."
127,"MissingRequiredQuestState","You do not have the required quest state."
128,"FailedToJoinAnyInstances","Error: Failed to join any instances."
129,"FailedToJoinInstance","Error: Failed to join instance because: {0}"
130,"FailedToConnectToInstance","Failed to connect to instance"
131,"FailedToApplyCurrency","Failed to apply item: {0}"
132,"TooManyGlobalItemLinks","You may not send more than {0} items in global chat."
133,"MutedUntilSeconds","Your account has been muted by a GM. You will be able to talk again in {0}."
134,"MutedUntilSecondsConsole","Your account has been muted by a GM. You will be able to talk again in {0}. If you would like to discuss this, please send a PM to \""Support\"" via the website."
135,"ObaPlayerJoined","You must be brave or stupid to think you might loot my treasure and live. Either way, I applaud you!"
136,"ObaDoorUnlocked","Proceed, exile, and seize what you can, while you can."
137,"ObaBeginDeathCount","The corruption is growing. Hurry now, before it consumes you as it did me."
138,"ObaFinalCountdown","{0}"
139,"ObaKillPlayer","Bah! You are unworthy to bear my legacy. Feed the corruption with your corpse. "
140,"Oba75PercentOxygen","The Nightmare has your scent. Now it hungers for your flesh."
141,"Oba50PercentOxygen","Is your cup half empty or half full, exile?"
142,"Oba25PercentOxygen","Disappointing. It seems corruption will get the better of you after all. "
143,"CowardsTrialNextWave","The darkness looms forebodingly..."
144,"CowardsTrialRoomClear","The room grows still and quiet..."
145,"CowardsTrialLevelClear","The oppressive atmosphere slowly dissipates..."
146,"VaalKillOversoul","You need to kill the Vaal Oversoul."
147,"VaalDeliverAmulets","You need to give the bandit amulets to Eramir and acquire the Apex."
148,"VaalAcquireAmulets","You need to acquire the amulets of the bandit lords."
149,"VaalGetApexDex","You need to take the Apex from Kraityn."
150,"VaalGetApexStr","You need to take the Apex from Oak."
151,"VaalGetApexInt","You need to take the Apex from Alira."
152,"VaalGetApexTown","You need to take the Apex from Eramir."
153,"MonsterRemaining1","1 monster remains."
154,"MonstersRemainingN","{0} monsters remain."
155,"MonstersRemainingMoreThan50","More than 50 monsters remain."
156,"PlayerDeathCount1","You have died 1 time."
157,"PlayerDeathCountN","You have died {0} times."
158,"PlayerKillCount","You have killed {0} monsters."
159,"PvPStats1v1","1v1 W/L/D: {0}/{1}/{2}"
160,"PvPStats3v3","3v3 W/L/D: {0}/{1}/{2}"
161,"PvPPlayerJoinedTeam","{0} has joined the {1} team."
162,"PvPNotEnoughPlayers","Match failed to start. Not enough players joined."
163,"PvPPlayerKilled","{0} has been killed by {1}."
164,"PvPPartyTooLarge","Unable to join PvP: too many party members for this PvP type."
165,"PvPPlayerAlreadyInQueue","Unable to join PvP: You are already queued for PvP."
166,"PvPPartyMemberAlreadyInQueue","Unable to join PvP: A party member is already queued for PvP."
167,"PvPPlayerTooFarQuest","Unable to join PvP: You have progressed beyond the quest limit for this PvP type."
168,"PvPPartyMemberTooFarQuest","Unable to join PvP: A party member has progressed beyond the quest limit for this PvP type."
169,"PvPPlayerTooHighLevel","Unable to join PvP: You are above the level cap for this PvP type."
170,"PvPPartyMemberTooHighLevel","Unable to join PvP: A party member is above the level cap for this PvP type."
171,"PvPPlayerHasAscendancy","Unable to join PvP: You have chosen an Ascendancy class, which is not allowed for this PvP type."
172,"PvPPartyMemberHasAscendancy","Unable to join PvP: A party member has chosen an Ascendancy class, which is not allowed for this PvP type."
173,"PvPJoinFail","Unable to join PvP queue because: {0}"
174,"PvPQueueCancelled","PvP Queue cancelled."
175,"PvPQueueCancelledBy","PvP Queue cancelled by {0}."
176,"PvPMatchListUnreachable","Unable to get PvP match list because: {0}"
177,"PvPDisabled","PvP is disabled here."
178,"PlayerSuicide","{0} has committed suicide."
179,"PlayerSlain","{0} has been slain."
180,"NoCharacterSpecified","Please specify a character name."
181,"WhoIsOffline","{0} is a level {2} {3} in the {1} league who is not currently online."
182,"WhoIsOnline","{0} is a level {2} {3} in the {1} league and is currently playing in {4}."
183,"ItemOnCursorLevel","Item on cursor is level {0}."
184,"NoItemOnCursor","There is no item on the cursor."
185,"ItemOnCursorHasNoLevel","Item on cursor doesn't have a level (it needs to be one that can get mods)."
186,"FixMyHelmetSuccess","Helmet updated."
187,"OperationFailed","Operation failed."
188,"FixMyHelmetAlreadyFixed","That helmet already has the correct visual identity."
189,"FixMyHelmetUnique","The helmet on the cursor is Unique."
190,"FixMyHelmetNotHelmet","The item on the cursor is not a helmet."
191,"ItemHasMicrotransaction","You cannot do this to an item with a microtransaction effect. Please remove the microtransaction effect and try again."
192,"BugReportNumber","Your bug report reference number is {0}."
193,"PlayedTime","You have played for {0}."
194,"CharacterAge","Your character was created {0} ago."
195,"CharacterAgeUnknown","Your character has no record of creation time."
196,"HelpCtrlClick","Ctrl-click an area transition or waypoint to create a new area instance"
197,"ReceivedRespecPoint1","You have received a Passive Respec Point."
198,"ReceivedRespecPointN","You have received {0} Passive Respec Points."
199,"ReceivedPassivePoint1","You have received a Passive Skill Point."
200,"ReceivedPassivePointN","You have received {0} Passive Skill Points."
201,"ReceivedStatBonus","You have received {0}."
202,"LeagueTradeDisabled","You cannot trade in this League."
203,"TradeItemOnCursor","You cannot trade with an item on the cursor."
204,"TradePlayerBusy","That player is currently busy."
205,"TradeAccepted","Trade accepted."
206,"TradeCancelled","Trade cancelled."
207,"YouWereIgnored","That player has ignored you."
208,"AchievementServerUnreachable","Error: Unable to connect to achievement server."
209,"DestroyCursorItem","Item on cursor destroyed."
210,"DestroyItemInTrade","You cannot destroy items in trade."
211,"DestroyQuestItem","You cannot destroy quest items."
212,"DestroyMicrotransactions","You cannot destroy items with microtransaction effects on them."
213,"DestroyBanditRespec","This item cannot be destroyed, but you can sell it to an NPC for a refund."
214,"CannotCreatePublicPartyYet","You must reach the first town before you can create public parties."
215,"PublicPartyListUnreachable","Unable to get public party list because: {0}"
216,"FullPassiveSkillRefund","Your passive skills have been refunded."
217,"TeleportFailed","Teleport failed: could not place player at destination."
218,"TutorialShowItems","Hold Alt to show items on the ground."
219,"FinishedDescent","Congratulations, you have conquered Descent!"
220,"JoinedGlobalChannel","You have joined global chat channel {1} {0}."
221,"JoinedTradeChannel","You have joined trade chat channel {1} {0}."
222,"ShopPackageDoesNotExist","Shop package does not exist."
223,"ShopPackagePurchaseFailed","Failed to purchase package."
224,"ShopPackageTransactionDoesNotExist","Shop transaction does not exist."
225,"DownForMaintenanceTemp","The server you were on was brought down for maintenance. Please log in again."
226,"ThirdPartyIdAlreadyExists","This third party account already has an Path of Exile account associated with it."
227,"GuildNameTooLong","The guild name is too long."
228,"GuildTagTooLong","The guild tag is too long."
229,"AccountAlreadyInGuild","This account is already in a guild."
230,"GuildDoesNotExist","The specified guild was not found."
231,"GuildMustBeOfficer","You must be a guild officer or leader to perform this action."
232,"NotInGuild","Account is not a member of this guild."
233,"GuildFull","The guild is full and can not have any more members added."
234,"GuildMustBeLeader","You must be the guild leader to perform this action."
235,"DisallowedOnSelf","You can't do this to yourself."
236,"TooManyGuildInvites","This character is already invited to too many guilds."
237,"GuildStatusMessageTooLong","This guild status message is too long."
238,"NotEnoughPointsForTransaction","You don't have enough points to complete this transaction."
239,"GuildMustBeMember","You must be a guild member to perform this action."
240,"RemoteStashAlreadyLocked","The remote stash is already locked. Try again soon."
241,"RemoteStashOperationRequiresLock","The remote stash requires a lock before this operation can be performed"
242,"BadGuildStashPermissions","You don't have permission to perform this action on this guild stash."
243,"MaximumGuildSlots","You are not allowed to have any more guild slots."
244,"GuildTagTooShort","Guild tag must be a minimum of 3 characters."
245,"GuildKickDisabledForAccount","You can not kick this account from the guild because they have gifted microtransaction credit too recently."
246,"FriendNoteTooLong","This friend note is too long."
247,"TooHighLevelForCap","This area has a level cap of {0}."
248,"PlayerWins","{0} wins!"
249,"TooLowLevelToSendWhisper","You can't send whispers until you are level {0}"
250,"TooLowLevelToSendChat","You can't talk in {0} chat until you are level {1}"
251,"ReachedRegularChatLimit","Please wait before sending another chat message."
252,"ReachedTradeChatLimit","Please wait before sending another message in trade chat."
253,"PortalEffectChanged","Your character will now use the {0}."
254,"PortraitFrameChanged","Your character will now use the {0}. You must log out and in again for the change to take effect."
255,"CharacterPortraitChanged","Your character will now use the {0}. You must log out and in again for the change to take effect."
256,"NoHideout","This player has no Hideout in this league."
257,"FailedToUseItem","Failed to use item: {0}"
258,"ObaCompleted","Haha! You are a mighty adventurer indeed. Use what I have given you and spread my legacy throughout all of Wraeclast."
259,"ArenaScoreTitle","Current rankings: (Kills/Deaths)"
260,"ArenaScore","{1}: {0} ({2}/{3})"
261,"LostPassivePoint1","You have lost a Passive Skill Point."
262,"LostPassivePointN","You have lost {0} Passive Skill Points."
263,"LostStatBonus","You have lost {0}."
264,"FFALadderUpdate","You are now #{0} in the arena."
265,"CraftingFailed","Crafting failed: {0}"
266,"SpectatorJoined","{0} is now spectating."
267,"LeagueStartingSoonGlobal","The next race event starts in {1}. To enter, go to the character selection screen and click Join on the \""{0}\"" league. Information about this event is available in the Events/Leagues forum."
268,"LeagueStartingSoonLocal","The league is starting in {0}."
269,"LeagueStartingNow","The league has now started!"
270,"LeagueEndingMinutes","The league is ending in {0}."
271,"LeagueFinished","The league has finished!"
272,"LeagueFirstToReachLevel","{0} is the first character to reach level {1}!"
273,"LeagueFirstToEnterArea","{0} is the first character to enter {1}!"
274,"LeagueFirstToEnterDelveLevelSolo","{0} is the first character to solo delve to depth {1}!"
275,"LeagueFirstToEnterDelveLevelParty","{0} is the first character to delve to depth {1}!"
276,"LeagueFirstToFullyClear","{0} is the first character to fully clear {1}!"
277,"LeagueFirstToDoQuest","{0} is the first character to {1}!"
278,"RealmRestartingSoon","The realm is restarting in {0}."
279,"RealmShuttingDownSown","The realm is shutting down in {0}."
280,"RealmRestarting","Beginning realm restart..."
281,"RealmShuttingDown","Beginning realm shutdown..."
282,"RealmRestartDeployPatchNotification","We are restarting the realm to deploy the {0} update. Its patch notes are in the Patch Notes forum. Downtime will be approximately {2}. {1}"
283,"RealmMaintenanceNotification","We are shutting the realm down for maintenance. Downtime will be approximately {1}. {0}"
284,"CharacterOffline","That character is not online."
285,"CharacterNameOffline","{0} is not online."
286,"CharacterDifferentLeague","That character is in a different league."
287,"NotMutualFriends","That account has not accepted you as a friend."
288,"CharacterNotInPvP","That character is not currently engaged in PvP."
289,"SpectateFollow","You are now queued to spectate that account."
290,"HideoutDoodadLimitReached","Cannot place another Hideout object. You are limited to 750 objects in your Hideout at one time."
291,"HardcoreDeathAnnouncement","{0} (Level {1}) has died at position {2} on the ladder."
292,"InteractErrorIncaBossSpawner","It seems to require a triangular key."
293,"InteractErrorMalachaiPortal","You have not killed Malachai, or were not in the area when he was killed."
294,"InteractErrorMervielExit","You have not killed Merveil, or were not in the area when she was killed."
295,"InteractErrorHillockGate","You must kill Hillock first."
296,"InteractErrorTowerTransition","You have not killed Dominus, or were not in the area when he was killed."
297,"InteractErrorMineEntranceSeal","The entrance to the Mines is blocked by Deshret's Seal."
298,"InteractErrorLockedDoor","The door is locked."
299,"InteractErrorTowerKey","The Tower Key has not been used to unlock the door."
300,"InteractErrorPoisonTree","Tree roots block your path.\r\nPerhaps they can be opened\r\nat a later time."
301,"InteractErrorUndyingBlockage","The way is blocked."
302,"InteractErrorLocked","It's locked."
303,"InteractErrorBlockageTransition","The way is blocked."
304,"InteractErrorSpikeBlockage","It seems to require some kind of key."
305,"InteractErrorGlyphWall","This wall seems to require three strangely shaped objects."
306,"InteractErrorWaterCave","You must find a way to lower the water first."
307,"InteractErrorNotYourCraftingTable","You cannot use other people's crafting benches."
308,"InteractErrorNotYourMapDevice","You cannot use other people's map devices."
309,"InteractErrorCoreTransition","You must kill all three of Malachai's guardians to access the Black Core."
310,"InteractErrorCoreTransitionOrgans","You must kill all three of Malachai's guardians and deliver the organs to Piety to access the Black Core."
311,"InteractErrorPietyGateTransition","You must deal with Piety first."
312,"InteractErrorVinktarSquareGateLocked","The gate is surging with the power of the Guardians."
313,"NotAllowedInPlayersHideout","You cannot currently access this player's area."
314,"CantChangeToHideoutFromHere","You can't go to this area from here."
315,"StrMissionStartPointRocks","The entrance has collapsed"
316,"LoginTokenExpired","Your credentials have expired. Please restart the game."
317,"IgnoredPvP","You have been ignored."
318,"LocalChatDisabledWhileSpectating","Local chat is disabled while spectating PvP."
319,"AbandonDailyNotInHideout","You can only use this command inside your Hideout."
320,"NoDailyActive","You don't have a daily mission open."
321,"GrandmasterSaved","Grandmaster file has been saved. Grinding Gear Games staff will be notified."
322,"LeagueFinishTimeRaceCompleted","You completed the objective of this race. Check the ladder thread to see your ranking."
323,"LeagueFinishTimeRaceLogin","You've already completed this race's objective with this character."
324,"CharacterNotFriendOrGuildmate","That account is not a mutual friend or guildmate."
325,"MapDeviceDisabled","The Map Device is disabled in this league."
326,"PVPTeamDoesNotExist","This PvP team is not registered for this event"
327,"ForwardedToMasterShard","This request was forwarded to the master database. This request should be dropped with no response."
328,"PVPTournamentFinished","The tournament is complete."
329,"ErrorNotInHideout","You must be in your Hideout to do this."
330,"ErrorHideoutSuperceded","Hideout modifications are currently disabled. Please create a new Hideout instance and try again."
331,"ErrorCannotModifyGuildHideout","You do not have permission to modify the Guild Hideout."
332,"ClaimCraftingBenchSuccess","Adding crafting bench to Hideout stash."
333,"CharacterIsPVPOnly","PvP-only characters may not do this."
334,"StoppedSpectateFollow","You are no longer queued to spectate."
335,"CannotTradeItemLockedToCharacter","Item cannot be traded or modified."
336,"CannotTradeItemLockedToAccount","Item cannot be traded."
337,"PvPRelocatingArena","You are being moved to another PvP arena to rebalance player numbers."
338,"MapCraftingFailedCost","You don't have enough currency."
339,"MapCraftingFailedTrade","Failed to open map. Cannot consume items while trade window is open."
340,"PvPMustHaveFullParty","Your party isn't large enough to play in this PvP match."
341,"WithdrawnFromPVPTournament","You have withdrawn from this PvP tournament."
342,"SpectatingDisabled","Spectating is disabled for this match."
343,"ChestLocked","This chest is locked."
344,"HideoutPortalLocked","Map Portals have been locked."
345,"PVPCTFOwnFlag","Bring another team's flag back here to gain a point."
346,"SpiderChestLocked","You hear skittering nearby..."
347,"AFKModeEnabled","AFK mode is now ON. Autoreply \""{0}\"""
348,"AFKModeDisabled","AFK mode is now OFF."
349,"DNDModeEnabled","DND mode is now ON. Autoreply \""{0}\"""
350,"DNDModeDisabled","DND mode is now OFF."
351,"AutoReplyEnabled","Autoreply set \""{0}\"""
352,"IncaApexDoorLocked","This door cannot be opened at this time."
353,"CharacterNameExistsButCanExpire","Creating this character would expire the character name of another character."
354,"CharacterIsNotExpired","This character's name is not expired."
355,"CharacterIsExpired","This character's name has been taken by another player due to inactivity on this account. It must be renamed."
356,"OrphanedInstance","Game server lost contact with the realm."
357,"ErrorLabyrinthLocked","This Labyrinth has already been opened, so it can no longer be joined. Visit a new Aspirants' Plaza to start a new Labyrinth."
358,"ErrorZanaMissionLocked","You have already visited this unstable area before, and cannot access it again."
359,"InteractErrorDoorRequiresGoldenKey","This door is locked. You need a Golden Key to open it."
360,"InteractErrorDoorRequiresSilverKey","This door is locked. You need a Silver Key to open it."
361,"InteractErrorDoorRequiresBronzeKey","This door is locked. You need a Bronze Key to open it."
362,"TooManyCharacterSlots","You can not have more than 255 character slots on a single account."
363,"EchoClientString","{0}"
364,"ErrorCannotWhisperIgnored","You cannot whisper people on your ignore list."
365,"AccountIsOnline","This account is currently online."
366,"IzaroChestLocked","This chest is locked. A Treasure Key is required to open it."
367,"ProfanityCheckFailed","The text you entered contains profanity."
368,"ErrorCannotChangeAscendancyClass","You may not change your Ascendancy class in this League."
369,"TencentAasLoginDenied","You are a minor and can't login."
370,"TencentAasNotification","You've been playing for {0} hours, please consider taking a rest."
371,"TencentAasAlarm","You have played for more than three hours and are a minor. You can't login until you have had a five hour rest."
372,"LeagueDisallowsCharacterDeletion","This league doesn't allow character deletion at the moment."
373,"ErrorCannotAccessMapLabyrinth","You have not yet completed the Map Labyrinth Trials."
374,"ErrorCannotSealProphecy","Failed to seal Prophecy."
375,"InviteErrorAlreadyInParty","Party invite failed. That character is already in a party."
376,"TencentCannotAccessMapDevice","Complete The Lord's Labyrinth to gain access to the Map Device. Travel to the Sarn Encampment and click on the Ascendancy Plaque to find out more about the Labyrinth. Finish the Trials of Ascendancy and defeat Emperor Izaro in his Labyrinth to gain access to endgame maps."
377,"DailyPortalBlocked","Cannot open daily mission: Portal location is blocked. Use Edit Mode to move the master to a new location and try again."
378,"OfferDoesNotExist","The offer no longer exists."
379,"OfferInWrongState","The offer is in an invalid state for this action."
380,"OfferContainsUntradeableItems","The offer can not be submitted because it contains untradeable items."
381,"NoOffersOnYourOwnItems","You can not make an offer on this item because you already own it."
382,"PublicListingLockedDueToLevel","You cannot publicly list items for sale until you have had at least one character at level 25 on your account."
383,"OffersLockedDueToLevel","You cannot make offers on items until you have had at least one character at level 25 on your account."
384,"AccountNoLongerHasItem","The player no longer has the listed item."
385,"TooManyBuyerOffers","You can only have 10 active offers at a time, please resolve active offers to create new ones."
386,"TooManySellerOffers","The seller has too many offers on thier items. Try again later."
387,"AlreadyHaveOfferOnItem","You already have an offer in progress for this item."
388,"SentOfferTooRecently","You have submitted an offer to this account too recently."
389,"EventErrorLevelTooLow","You must be at least level {0} to enter this event."
390,"EnteredPathOfEnduranceLevel","You have reached Level {0}"
391,"EventEndsIn","This event ends in {0}"
392,"GuildTagAlreadyExists","That guild tag is already in use."
393,"GlobalChatOnCooldown","Please wait a few seconds before using Global Chat again."
394,"InteractErrorKaruiDoorLocked","The gate is locked, but it appears to be missing an eye..."
395,"LabyrinthErrorPartyTooBigTencent","You may only enter the Labyrinth with {0} or fewer players in your party."
396,"InteractErrorNoSignOfPurity","You need the Sign of Purity to activate this."
397,"InteractErrorCannotAccessEndgame","You cannot access endgame content until you have completed Act 10."
398,"CharacterNameContainsProfanity","This Character name is restricted."
399,"ConsoleDisconnectedBecauseActiveUserChanged","Disconnected because the active user signed out"
400,"ConsoleDisconnectedBecauseSuspending","Disconnected because the game was suspended"
401,"InteractErrorNeedSunMoonOrbs","You need the Sun and Moon Orbs to activate this."
402,"TheBeaconLever","The torch doesn't have enough fuel to ignite."
403,"OnlyOneAllowedInHideout","You can not place more than one of this type of item in your Hideout."
404,"AccountLoggedInOnOtherRealm","You cannot be logged in on the beta and regular Path of Exile realms at the same time."
405,"KitavaArenaLocked","It is unsafe to portal to this area."
406,"InteractErrorBeaconMissingFlag","You need the Black Flag from the Cavern of Anger to use the Beacon."
407,"InteractErrorGreustShrine","An ancient Azmeri shrine. Maybe Helena knows something about it."
408,"PantheonFailedToCreateSoulItem","The Captured Soul failed to generate in the Map Device."
409,"PantheonCannotConsumeVessel","Activation failed. The Boss in this map cannot have its Soul captured."
410,"PantheonCannotConsumeVesselAlreadyCaptured","Activation failed. You have already captured the Soul of this Map's Boss."
411,"ExitToLoginFailed","Failed to connect to login server. Please login and try again."
412,"MessageDoesNotExist","The specified message does not exist."
413,"MessageTooLong","The message is too long."
414,"AreaErrorLevelTooLow","You must be at least Level {0} to access this area."
415,"AreaErrorLevelTooLowGeneric","You have not reached a high enough Level to access this area."
416,"TradeMarketCloseOfferWithItems","You still have items present in the offer, remove these items to close the offer."
417,"TradeMarketSendOfferWithNoItems","You cannot submit an offer without any currency items offered."
418,"XboxLoginErrorNoLiveAccess","Cannot log in because Xbox Live cannot be accessed."
419,"ConsoleLoginErrorNoInternetConnection","Cannot log in because there is no Internet connection."
420,"ErrorChatIsFull","Failed to join requested chat channel because it is full."
421,"LoginConnectionLimitReached","The login server is currently too busy. Please try again later."
422,"TooManyObjects","Too many objects requested, please contact support."
423,"SubtabAlreadyExists","This subtab already exists."
424,"MaxInventoryColumns","You have reached the maximum number of inventory columns allowed. CHINA ONLY NOT FOR WORLDWIDE REALM"
425,"IncorrectInventoryColumnUpgrade","You are trying to purchase the inventory upgrade for the incorrect number of existing slots. CHINA ONLY NOT FOR WORLDWIDE REALM"
426,"GenericRateLimit","Requested failed because you have made too many requests in a short time."
427,"RequestInProgress","A request is already in progress. Please try again soon."
428,"ItemNotInStash","The item is not in the given stash."
429,"BestiaryNetChanged","Your character will now use {0} to capture Beasts."
430,"ErrorPlayerHasNoMenagerie","That player does not have a Menagerie."
431,"MicrotransactionNotAvailableInLeague","You are not allowed to buy this microtransaction in this league."
432,"CaptureMonsterSuccess","Captured Beast: {0}"
433,"PlayersRemainingN","{0} players remain."
434,"AccountNotVerifiedChatError","You must verify your account before you can chat."
