"rownum","Id","AlternateTreeVersionsKey","Name","PassiveType","StatsKeys","Stat1Min","Stat1Max","Stat2Min","Stat2Max","i32","i32","i32","i32","i32","i32","i32","i32","SpawnWeight","i32","RandomMin","RandomMax","FlavourText","DDSIcon","AchievementItemsKeys","i32","i32"
18,"vaal_small_critical_strike_multiplier",1,"Critical Strike Multiplier","[1,2]",[95],6,10,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalOffensive.dds",[],0,100
19,"vaal_small_attack_speed",1,"Attack Speed","[1,2]",[70],3,4,0,0,0,0,0,0,0,0,0,0,75,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalOffensive.dds",[],0,100
20,"vaal_small_cast_speed",1,"Cast Speed","[1,2]",[216],2,3,0,0,0,0,0,0,0,0,0,0,75,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalOffensive.dds",[],0,100
21,"vaal_small_movement_speed",1,"Movement Speed","[1,2]",[177],2,3,0,0,0,0,0,0,0,0,0,0,75,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalOffensive.dds",[],0,100
22,"vaal_small_chance_to_ignite",1,"Ignite Chance","[1,2]",[611],3,6,0,0,0,0,0,0,0,0,0,0,25,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalOffensive.dds",[],0,100
23,"vaal_small_chance_to_freeze",1,"Freeze Chance","[1,2]",[455],3,6,0,0,0,0,0,0,0,0,0,0,25,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalOffensive.dds",[],0,100
24,"vaal_small_chance_to_shock",1,"Shock Chance","[1,2]",[659],3,6,0,0,0,0,0,0,0,0,0,0,25,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalOffensive.dds",[],0,100
25,"vaal_small_duration",1,"Skill Duration","[1,2]",[215],4,7,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalOffensive.dds",[],0,100
26,"vaal_small_life",1,"Life","[1,2]",[124],2,4,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalDefensive.dds",[],0,100
27,"vaal_small_mana",1,"Mana","[1,2]",[128],4,6,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalDefensive.dds",[],0,100
28,"vaal_small_mana_regeneration",1,"Mana Regeneration","[1,2]",[130],12,17,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalDefensive.dds",[],0,100
29,"vaal_small_armour",1,"Armour","[1,2]",[117],7,12,0,0,0,0,0,0,0,0,0,0,75,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalDefensive.dds",[],0,100
30,"vaal_small_evasion",1,"Evasion","[1,2]",[120],7,12,0,0,0,0,0,0,0,0,0,0,75,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalDefensive.dds",[],0,100
31,"vaal_small_energy_shield",1,"Energy Shield","[1,2]",[134],3,5,0,0,0,0,0,0,0,0,0,0,75,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalDefensive.dds",[],0,100
32,"vaal_small_attack_block",1,"Block","[1,2]",[1082],1,1,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalDefensive.dds",[],0,100
33,"vaal_small_spell_block",1,"Spell Block","[1,2]",[2091],1,1,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalDefensive.dds",[],0,100
34,"vaal_small_attack_dodge",1,"Avoid Elemental Ailments","[1,2]",[620],3,3,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalDefensive.dds",[],0,100
35,"vaal_small_spell_dodge",1,"Spell Suppression","[1,2]",[14805],2,2,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalDefensive.dds",[],0,100
36,"vaal_small_aura_effect",1,"Aura Effect","[1,2]",[3844],2,4,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalDefensive.dds",[],0,100
37,"vaal_small_curse_effect",1,"Curse Effect","[1,2]",[1387],2,4,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalDefensive.dds",[],0,100
38,"vaal_small_fire_resistance",1,"Fire Resistance","[1,2]",[144],9,14,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalDefensive.dds",[],0,100
39,"vaal_small_cold_resistance",1,"Cold Resistance","[1,2]",[146],9,14,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalDefensive.dds",[],0,100
40,"vaal_small_lightning_resistance",1,"Lightning Resistance","[1,2]",[148],9,14,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalDefensive.dds",[],0,100
41,"vaal_small_chaos_resistance",1,"Chaos Resistance","[1,2]",[150],6,10,0,0,0,0,0,0,0,0,0,0,75,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalDefensive.dds",[],0,100
42,"vaal_notable_fire_damage_1",1,"Ritual of Immolation",[3],"[42,593]",25,35,2,4,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableOffensive.dds",[],0,100
43,"vaal_notable_fire_damage_2",1,"Revitalising Flames",[3],"[42,3107]",25,35,20,20,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableOffensive.dds",[],0,100
44,"vaal_notable_fire_damage_3",1,"Flesh to Flames",[3],"[42,482]",25,35,10,10,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableOffensive.dds",[],0,100
45,"vaal_notable_cold_damage_1",1,"Ritual of Stillness",[3],"[49,594]",25,35,2,4,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableOffensive.dds",[],0,100
46,"vaal_notable_cold_damage_2",1,"Revitalising Frost",[3],"[49,3108]",25,35,20,20,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableOffensive.dds",[],0,100
47,"vaal_notable_cold_damage_3",1,"Flesh to Frost",[3],"[49,483]",25,35,10,10,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableOffensive.dds",[],0,100
48,"vaal_notable_lightning_damage_1",1,"Ritual of Thunder",[3],"[56,595]",25,35,2,4,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableOffensive.dds",[],0,100
49,"vaal_notable_lightning_damage_2",1,"Revitalising Lightning",[3],"[56,3109]",25,35,20,20,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableOffensive.dds",[],0,100
50,"vaal_notable_lightning_damage_3",1,"Flesh to Lightning",[3],"[56,484]",25,35,10,10,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableOffensive.dds",[],0,100
51,"vaal_notable_physical_damage_1",1,"Ritual of Might",[3],"[26,5821]",25,35,2,4,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableOffensive.dds",[],0,100
52,"vaal_notable_physical_damage_2",1,"Revitalising Winds",[3],"[26,3106]",25,35,20,20,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableOffensive.dds",[],0,100
53,"vaal_notable_physical_damage_3",1,"Bloody Savagery",[3],"[26,9100]",25,35,10,10,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableOffensive.dds",[],0,100
54,"vaal_notable_chaos_damage_1",1,"Ritual of Shadows",[3],"[63,9784]",25,35,25,25,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableOffensive.dds",[],0,100
55,"vaal_notable_chaos_damage_2",1,"Revitalising Darkness",[3],"[63,2133]",25,35,20,20,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableOffensive.dds",[],0,100
56,"vaal_notable_spell_damage_1",1,"Thaumaturgical Aptitude",[3],"[25,556]",25,35,35,50,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableOffensive.dds",[],0,100
57,"vaal_notable_minion_damage_1",1,"Hierarchy",[3],"[488,159]",25,35,15,20,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableOffensive.dds",[],0,100
58,"vaal_notable_damage_over_time_1",1,"Exquisite Pain",[3],"[1975,215]",25,35,7,11,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableOffensive.dds",[],0,100
59,"vaal_notable_life_1",1,"Ritual of Flesh",[3],"[124,451]",6,10,42,72,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
60,"vaal_notable_life_2",1,"Flesh Worship",[3],"[124,2693]",6,10,40,40,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
61,"vaal_notable_mana_1",1,"Ritual of Memory",[3],"[128,130]",17,23,15,25,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
62,"vaal_notable_armour_1",1,"Automaton Studies",[3],"[117,1035]",30,40,3,4,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
63,"vaal_notable_evasion_1",1,"Construct Studies",[3],"[120,974]",30,40,5,7,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
64,"vaal_notable_energy_shield_1",1,"Energy Flow Studies",[3],"[134,138]",8,12,10,15,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
65,"vaal_notable_energy_shield_2",1,"Soul Worship",[3],"[134,8844]",8,12,30,30,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
66,"vaal_notable_block_1",1,"Blood-Quenched Bulwark",[3],"[1082,1364]",5,5,6,10,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
67,"vaal_notable_block_2",1,"Thaumaturgical Protection",[3],"[2091,23]",5,5,20,30,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
68,"vaal_notable_dodge_1",1,"Jungle Paths",[3],"[620,6090]",8,10,8,10,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
69,"vaal_notable_dodge_2",1,"Temple Paths",[3],"[14805,141]",6,6,8,10,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
70,"vaal_notable_aura_1",1,"Commanding Presence",[3],"[3844,845]",7,10,20,20,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
71,"vaal_notable_curse_1",1,"Ancient Hex",[3],"[1387,8911]",7,10,20,20,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
72,"vaal_notable_fire_resistance_1",1,"Cult of Fire",[3],"[144,943]",20,30,1,1,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
73,"vaal_notable_cold_resistance_1",1,"Cult of Ice",[3],"[146,944]",20,30,1,1,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
74,"vaal_notable_lightning_resistance_1",1,"Cult of Lightning",[3],"[148,945]",20,30,1,1,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
75,"vaal_notable_chaos_resistance_1",1,"Cult of Chaos",[3],"[150,946]",13,19,1,1,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
76,"vaal_notable_random_offense",1,"Might of the Vaal",[3],[],0,0,0,0,0,0,0,0,0,0,0,0,300,0,3,4,"","Art/2DArt/SkillIcons/passives/VaalNotableOffensive.dds",[],0,100
77,"vaal_notable_random_defence",1,"Legacy of the Vaal",[3],[],0,0,0,0,0,0,0,0,0,0,0,0,300,0,3,4,"","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
78,"karui_keystone_1",2,"Strength of Blood",[4],[9706],1,1,0,0,0,0,0,0,0,0,0,0,100,1,0,0,"Wreathed in madness and blood, you are unstoppable.","Art/2DArt/SkillIcons/passives/StrengthOfBlood.dds",[],0,100
79,"karui_keystone_2",2,"Tempered by War",[4],[9464],1,1,0,0,0,0,0,0,0,0,0,0,100,2,0,0,"Tasalio and Valako test you, child of the volcano. Prove yourself worthy.","Art/2DArt/SkillIcons/passives/TemperedByWar.dds",[],0,100
80,"karui_keystone_3",2,"Glancing Blows",[4],[9587],1,1,0,0,0,0,0,0,0,0,0,0,100,3,0,0,"Utter trust in your defence unleashes ultimate potential.","Art/2DArt/SkillIcons/passives/GlancingBlows.dds",[],0,0
81,"karui_keystone_3_v2",2,"Chainbreaker",[4],[11874],1,1,0,0,0,0,0,0,0,0,0,0,100,3,0,0,"No man may enslave you, for you have a secret: you're always angry.","Art/2DArt/SkillIcons/passives/FocusedRage.dds",[],1,100
82,"maraketh_keystone_1",3,"Wind Dancer",[4],[9640],1,1,0,0,0,0,0,0,0,0,0,0,100,1,0,0,"Invite the enemy when you are strong, evade them when you are weak;\r\nstrike with the coming of the storm.","Art/2DArt/SkillIcons/passives/WindDancer.dds",[],0,0
83,"maraketh_keystone_1_v2",3,"The Traitor",[4],[11848],1,1,0,0,0,0,0,0,0,0,0,0,100,1,0,0,"The fewer there are, the less you have to share.","Art/2DArt/SkillIcons/passives/OasisKeystone.dds",[],1,100
84,"maraketh_keystone_2",3,"Dance with Death",[4],[9432],1,1,0,0,0,0,0,0,0,0,0,0,100,2,0,0,"You circle the black scorpion with enmity, daring it time and again.","Art/2DArt/SkillIcons/passives/SharpandBrittle.dds",[],0,100
85,"maraketh_keystone_3",3,"Second Sight",[4],[9625],1,1,0,0,0,0,0,0,0,0,0,0,100,3,0,0,"Speak not, but listen, for danger reveals itself on the wind.","Art/2DArt/SkillIcons/passives/TheBlindMonk.dds",[],0,100
86,"templar_keystone_1",4,"The Agnostic",[4],[9462],1,1,0,0,0,0,0,0,0,0,0,0,100,1,0,0,"Put your faith in intellect rather than mysticism.","Art/2DArt/SkillIcons/passives/MiracleMaker.dds",[],0,0
87,"templar_keystone_1_v2",4,"Transcendence",[4],[11919],1,1,0,0,0,0,0,0,0,0,0,0,100,1,0,0,"Master the mortal world, and you may find immortality beyond.","Art/2DArt/SkillIcons/passives/TranscendenceKeystone.dds",[],1,100
88,"templar_keystone_2",4,"Inner Conviction",[4],[9409],1,1,0,0,0,0,0,0,0,0,0,0,100,2,0,0,"Your every move is calm and calculated with absolute certainty.","Art/2DArt/SkillIcons/passives/InnerConviction.dds",[],0,100
89,"templar_keystone_3",4,"Power of Purpose",[4],[9424],1,1,0,0,0,0,0,0,0,0,0,0,100,3,0,0,"Empowered by the divine, you fear no weapon of man.","Art/2DArt/SkillIcons/passives/PowerOfPurpose.dds",[],0,100
90,"templar_devotion_node",4,"Devotion",[1],[9632],10,10,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/DevotionNode.dds",[],0,100
91,"templar_notable_fire_conversion",4,"Heated Devotion",[3],[9723],15,15,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
92,"templar_notable_cold_conversion",4,"Calming Devotion",[3],[9724],15,15,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
93,"templar_notable_lightning_conversion",4,"Thundrous Devotion",[3],[9725],15,15,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
94,"templar_notable_mana_added_as_energy_shield",4,"Thoughts and Prayers",[3],[9726],5,5,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
95,"templar_notable_arcane_surge",4,"Zealot",[3],[9727],1,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
96,"templar_notable_minimum_endurance_charge",4,"Enduring Faith",[3],[9728],1,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
97,"templar_notable_minimum_frenzy_charge",4,"Powerful Faith",[3],[9729],1,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
98,"templar_notable_minimum_power_charge",4,"Frenzied Faith",[3],[9730],1,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
99,"templar_notable_consecrated_ground_ailments",4,"Cloistered",[3],[9731],1,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
100,"templar_notable_additional_physical_reduction",4,"Martyr's Might",[3],[9732],5,5,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
101,"templar_notable_max_resistances",4,"Intolerance of Sin",[3],[9733],1,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
102,"templar_notable_fire_exposure",4,"Smite the Wicked",[3],[9734],10,10,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
103,"templar_notable_cold_exposure",4,"Smite the Ignorant",[3],[9735],10,10,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
104,"templar_notable_lightning_exposure",4,"Smite the Heretical",[3],[9736],10,10,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
105,"eternal_keystone_1",5,"Supreme Decadence",[4],[9596],1,1,0,0,0,0,0,0,0,0,0,0,100,1,0,0,"You may find that having is less pleasing a thing than wanting.","Art/2DArt/SkillIcons/passives/SupremeDecadence.dds",[],0,100
106,"eternal_keystone_2",5,"Supreme Grandstanding",[4],[9413],1,1,0,0,0,0,0,0,0,0,0,0,100,2,0,0,"Your fiery passion inspires everyone around you - especially your foes.","Art/2DArt/SkillIcons/passives/SupremeGrandstand.dds",[],0,100
107,"eternal_keystone_3",5,"Supreme Ego",[4],[9752],1,1,0,0,0,0,0,0,0,0,0,0,100,3,0,0,"You are the heart of the empire, shining bright so that all are lifted up by your light.\r\nLet none tell you otherwise.","Art/2DArt/SkillIcons/passives/SupremeEgo.dds",[],0,0
108,"eternal_keystone_3_v2",5,"Supreme Ostentation",[4],[11849],1,1,0,0,0,0,0,0,0,0,0,0,100,3,0,0,"Displays of power are not just for show. If you are never truly tested,\r\nyou may divert those resources elsewhere.","Art/2DArt/SkillIcons/passives/SupremeProdigy.dds",[],1,100
109,"eternal_small_blank",5,"Price of Glory","[1,2]",[],0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireBlank.dds",[],0,100
110,"eternal_notable_crit_1",5,"Flawless Execution",[3],[554],80,80,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
111,"eternal_notable_crit_2",5,"Brutal Execution",[3],[95],40,40,0,0,0,0,0,0,0,0,0,0,35,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
112,"eternal_notable_endurance_1",5,"Eternal Resilience",[3],[7506],1,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
113,"eternal_notable_endurance_2",5,"Eternal Fortitude",[3],[8225],8,8,0,0,0,0,0,0,0,0,0,0,30,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
114,"eternal_notable_endurance_3",5,"Eternal Dominance",[3],[3390],10,10,0,0,0,0,0,0,0,0,0,0,30,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
115,"eternal_notable_frenzy_1",5,"Eternal Fervour",[3],[186],10,10,0,0,0,0,0,0,0,0,0,0,15,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
116,"eternal_notable_frenzy_2",5,"Eternal Adaptiveness",[3],[122],8,8,0,0,0,0,0,0,0,0,0,0,30,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
117,"eternal_notable_frenzy_3",5,"Eternal Bloodlust",[3],[1654],10,10,0,0,0,0,0,0,0,0,0,0,30,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
118,"eternal_notable_power_1",5,"Eternal Subjugation",[3],[1251],15,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
119,"eternal_notable_power_2",5,"Eternal Separation",[3],[8226],4,4,0,0,0,0,0,0,0,0,0,0,30,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
120,"eternal_notable_power_3",5,"Eternal Exploitation",[3],[6142],10,10,0,0,0,0,0,0,0,0,0,0,30,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
121,"eternal_notable_chill_1",5,"Rites of Lunaris",[3],[3561],30,30,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
122,"eternal_notable_chill_2",5,"Rites of Solaris",[3],[190],80,80,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
123,"eternal_notable_shock_1",5,"Virtue Gem Surgery",[3],[3562],30,30,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
