"rownum","Id","BaseItemTypesKey","HASH16","HASH32","i32","bool","bool","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
36,"Metadata/Pet/DemonHand/Basic",4170,1691856294,575857,0,1,"",0,182583296,0,0,0,0,183631872,0,0,-33554432,-16843010,-16843010,-16843010,16711422
37,"Metadata/Pet/Fox/infernal_fox/Infernal",4171,-2060816315,652655,0,1,"",0,188874752,0,0,0,0,189923328,0,0,-33554432,-16843010,-16843010,-16843010,16711422
38,"Metadata/Pet/Bat/Vampire_Bat/Lightning",4172,-1635191195,551149,0,1,"",0,195166208,0,0,0,0,196214784,0,0,-33554432,-16843010,-16843010,-16843010,16711422
39,"Metadata/Pet/Garena/Garena",4173,1000559177,551402,0,1,"",0,199884800,0,0,0,0,200933376,0,0,-33554432,-16843010,-16843010,-16843010,16711422
40,"Metadata/Pet/BellLizard/BellLizard",4174,1417188679,573759,0,1,"",0,205651968,0,0,0,0,206700544,0,0,-33554432,-16843010,-16843010,-16843010,16711422
41,"Metadata/Pet/Lion/Demon/DemonLion",4175,-1772228717,752078,0,1,"",0,211288064,0,0,0,0,212336640,0,0,-33554432,-16843010,-16843010,-16843010,16711422
42,"Metadata/Pet/Lion/Gem/GemLion",4176,-848574228,722311,0,1,"",0,216399872,0,0,0,0,217448448,0,0,-33554432,-16843010,-16843010,-16843010,16711422
43,"Metadata/Pet/Cobra/Cobra",4177,-325807316,556984,0,1,"",0,220856320,0,0,0,0,221904896,0,0,-33554432,-16843010,-16843010,-16843010,16711422
44,"Metadata/Pet/Cockroach/Cockroach",4178,80998440,587003,0,1,"",0,226361344,0,0,0,0,227409920,0,0,-33554432,-16843010,-16843010,-16843010,16711422
45,"Metadata/Pet/FormosanBear/FormosanBear",4179,903989278,720383,0,1,"",0,232652800,0,0,0,0,233701376,0,0,-33554432,-16843010,-16843010,-16843010,16711422
46,"Metadata/Pet/SpiderLizard/SpiderLizard",4180,1067122867,540456,0,1,"",0,238944256,0,0,0,0,239992832,0,0,-33554432,-16843010,-16843010,-16843010,16711422
47,"Metadata/Pet/BlueLandCrab/BlueLandCrab",4181,106004084,555045,0,1,"",0,245235712,0,0,0,0,246284288,0,0,-33554432,-16843010,-16843010,-16843010,16711422
48,"Metadata/Pet/CaneToad/CaneToad1/CaneToad1",4182,-1035234302,546377,0,1,"",0,251920384,0,0,0,0,252968960,0,0,-33554432,-16843010,-16843010,-16843010,16711422
49,"Metadata/Pet/CaneToad/CaneToad2/CaneToad2",4183,-1918041876,560449,0,1,"",0,258605056,0,0,0,0,259653632,0,0,-33554432,-16843010,-16843010,-16843010,16711422
50,"Metadata/Pet/CaneToad/CaneToad3/CaneToad3",4184,2041806806,525925,0,1,"",0,265289728,0,0,0,0,266338304,0,0,-33554432,-16843010,-16843010,-16843010,16711422
51,"Metadata/Pet/CaneToad/CaneToad4/CaneToad4",4185,1838585932,587226,0,1,"",0,271974400,0,0,0,0,273022976,0,0,-33554432,-16843010,-16843010,-16843010,16711422
52,"Metadata/Pet/CaneToad/CaneToad5/CaneToad5",4186,-1376809836,532859,0,1,"",0,278659072,0,0,0,0,279707648,0,0,-33554432,-16843010,-16843010,-16843010,16711422
53,"Metadata/Pet/CaneToad/CaneToad6/CaneToad6",4187,-1376662020,548877,0,1,"",0,285343744,0,0,0,0,286392320,0,0,-33554432,-16843010,-16843010,-16843010,16711422
54,"Metadata/Pet/Spider/spider",4188,2119162085,566954,0,1,"",0,290062336,0,0,0,0,291110912,0,0,-33554432,-16843010,-16843010,-16843010,16711422
55,"Metadata/Pet/FormosanDeer/FormosanDeer",4189,-2127929308,712974,0,1,"",0,296353792,0,0,0,0,297402368,0,0,-33554432,-16843010,-16843010,-16843010,16711422
56,"Metadata/Pet/FlySwarm/FlySwarm",4190,1093161574,660302,0,1,"",0,301596672,0,0,0,0,302645248,0,0,-33554432,-16843010,-16843010,-16843010,16711422
57,"Metadata/Pet/DropBear/DropBear",4193,1321914861,630567,0,1,"",0,306839552,0,0,0,0,307888128,0,0,-33554432,-16843010,-16843010,-16843010,16711422
58,"Metadata/Pet/BloodWorm/BloodWorm",4194,1503156081,528105,0,1,"",0,312344576,0,0,0,0,313393152,0,0,-33554432,-16843010,-16843010,-16843010,16711422
59,"Metadata/Pet/Rat_Black/Rat_Black",4195,1837838469,548110,0,1,"",0,317849600,0,0,0,0,318898176,0,0,-33554432,-16843010,-16843010,-16843010,16711422
60,"Metadata/Pet/RollingHead/RollingHead",4196,-2048091485,532303,0,1,"",0,323878912,0,0,0,0,324927488,0,0,-33554432,-16843010,-16843010,-16843010,16711422
61,"Metadata/Pet/FlySwarm/FlySwarmGreen",4191,2107757903,633070,0,1,"",0,329777152,0,0,0,0,330825728,0,0,-33554432,-16843010,-16843010,-16843010,16711422
62,"Metadata/Pet/FlySwarm/FlySwarmOrange",4192,-1323519248,590828,0,1,"",0,335806464,0,0,0,0,336855040,0,0,-33554432,-16843010,-16843010,-16843010,16711422
63,"Metadata/Pet/BabyBlackDeath/BabyBlackDeath",4197,-617942796,666590,0,1,"",0,342622208,0,0,0,0,343670784,0,0,-33554432,-16843010,-16843010,-16843010,16711422
64,"Metadata/Pet/Chicken/Chicken",4198,568450361,589016,0,1,"",0,347602944,0,0,0,0,348651520,0,0,-33554432,-16843010,-16843010,-16843010,16711422
65,"Metadata/Pet/WildTurkey/WildTurkey",4199,1133742393,641706,0,1,"",0,353370112,0,0,0,0,354418688,0,0,-33554432,-16843010,-16843010,-16843010,16711422
66,"Metadata/Pet/Hedgehog/Hedgehog",4200,2080801648,589686,0,1,"",0,358612992,0,0,0,0,359661568,0,0,-33554432,-16843010,-16843010,-16843010,16711422
67,"Metadata/Pet/Lemur/Lemur",4201,1889044674,587866,0,1,"",0,363069440,0,0,0,0,364118016,0,0,-33554432,-16843010,-16843010,-16843010,16711422
68,"Metadata/Pet/PeacockMale/PeacockMale",4202,1024272070,662475,0,1,"",0,369098752,0,0,0,0,370147328,0,0,-33554432,-16843010,-16843010,-16843010,16711422
69,"Metadata/Pet/PeacockFemale/PeacockFemale",4203,177636339,624997,0,1,"",0,375652352,0,0,0,0,376700928,0,0,-33554432,-16843010,-16843010,-16843010,16711422
70,"Metadata/Pet/Pukeko/Pukeko",4204,1856546580,575932,0,1,"",0,380370944,0,0,0,0,381419520,0,0,-33554432,-16843010,-16843010,-16843010,16711422
71,"Metadata/Pet/RockElemental/RockElemental",4205,531828749,528318,0,1,"",0,386924544,0,0,0,0,387973120,0,0,-33554432,-16843010,-16843010,-16843010,16711422
72,"Metadata/Pet/DesertTortoise/DesertTortoise",4206,1061254767,543022,0,1,"",0,393740288,0,0,0,0,394788864,0,0,-33554432,-16843010,-16843010,-16843010,16711422
73,"Metadata/Pet/Koala/KoalaBear",4207,-1369569374,633340,0,1,"",0,398721024,0,0,0,0,399769600,0,0,-33554432,-16843010,-16843010,-16843010,16711422
74,"Metadata/Pet/Basilisk/LargeInfernal",4208,-232283631,675894,0,1,"",0,404619264,0,0,0,0,405667840,0,0,-33554432,-16843010,-16843010,-16843010,16711422
75,"Metadata/Pet/BabyElephant/BabyElephant",4209,878110891,711933,0,1,"",0,410910720,0,0,0,0,411959296,0,0,-33554432,-16843010,-16843010,-16843010,16711422
76,"Metadata/Pet/Wallaby/Wallaby",4210,-1683374014,613355,0,1,"",0,415891456,0,0,0,0,416940032,0,0,-33554432,-16843010,-16843010,-16843010,16711422
77,"Metadata/Pet/Merveil/Merveil",4211,-1445383141,564674,0,1,"",0,420872192,0,0,0,0,421920768,0,0,-33554432,-16843010,-16843010,-16843010,16711422
78,"Metadata/Pet/Lynx/FrostLynx/FrostLynx",4212,-1535890414,624742,0,1,"",0,427032576,0,0,0,0,428081152,0,0,-33554432,-16843010,-16843010,-16843010,16711422
79,"Metadata/Pet/Centipede/Centipede",4213,-1893815030,533012,0,1,"",0,432537600,0,0,0,0,433586176,0,0,-33554432,-16843010,-16843010,-16843010,16711422
80,"Metadata/Pet/Parasite/Parasite",4214,960660280,572026,0,1,"",0,437780480,0,0,0,0,438829056,0,0,-33554432,-16843010,-16843010,-16843010,16711422
81,"Metadata/Pet/Wolf/Wolf",4215,1206981490,676995,0,1,"",0,441974784,0,0,0,0,443023360,0,0,-33554432,-16843010,-16843010,-16843010,16711422
82,"Metadata/Pet/GargoyleStone/GargoyleStone",4216,-830787059,588918,0,1,"",0,448528384,0,0,0,0,449576960,0,0,-33554432,-16843010,-16843010,-16843010,16711422
83,"Metadata/Pet/GargoyleBronze/GargoyleBronze",4217,1740134938,605602,0,1,"",0,455344128,0,0,0,0,456392704,0,0,-33554432,-16843010,-16843010,-16843010,16711422
84,"Metadata/Pet/GargoyleGold/GargoyleGold",4218,-17377126,730732,0,1,"",0,461635584,0,0,0,0,462684160,0,0,-33554432,-16843010,-16843010,-16843010,16711422
85,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthine",4219,1577973149,830352,65536,1,"",0,469762048,0,0,0,0,470810624,0,0,-33554432,-16843010,-16843010,-16843010,16711422
86,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremium",4220,-629782635,826851,16777216,1,"",0,478806016,0,0,0,0,479854592,0,0,-33554432,-16843010,-16843010,-16843010,16711422
87,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremiumExpired",4221,1234256136,788633,65536,1,"",0,488767488,0,0,0,0,489816064,0,0,-33554432,-16843010,-16843010,-16843010,16711422
88,"Metadata/Pet/BladeSentry/BladeSentry",4222,1753604362,625039,0,1,"",0,494796800,0,0,0,0,495845376,0,0,-33554432,-16843010,-16843010,-16843010,16711422
89,"Metadata/Pet/WhiteTiger/WhiteTiger",4223,-543087578,785287,0,1,"",0,500563968,0,0,0,0,501612544,0,0,-33554432,-16843010,-16843010,-16843010,16711422
90,"Metadata/Pet/Parrot/BrazilianParrot",4224,1278553151,548874,0,1,"",0,506462208,0,0,0,0,507510784,0,0,-33554432,-16843010,-16843010,-16843010,16711422
91,"Metadata/Pet/MonkeyNavali/MonkeyNavaliPet",4225,157390377,565064,0,1,"",0,513146880,0,0,0,0,514195456,0,0,-33554432,-16843010,-16843010,-16843010,16711422
92,"Metadata/Pet/Rabbit/Rabbit",4227,211109754,543727,0,1,"",0,517865472,0,0,0,0,518914048,0,0,-33554432,-16843010,-16843010,-16843010,16711422
93,"Metadata/Pet/Beetle/Beetle",4226,-638257687,535581,0,1,"",0,522584064,0,0,0,0,523632640,0,0,-33554432,-16843010,-16843010,-16843010,16711422
94,"Metadata/Pet/HeiTiki/Spawner",4228,2056783246,556822,0,1,"",0,527564800,0,0,0,0,528613376,0,0,-33554432,-16843010,-16843010,-16843010,16711422
95,"Metadata/Pet/GraspingHands/Spawner",4229,1466452343,531999,0,1,"",0,533331968,0,0,0,0,534380544,0,0,-33554432,-16843010,-16843010,-16843010,16711422
96,"Metadata/Pet/GamepediaBook/GamepediaBook",4230,582792321,562749,0,1,"",0,539885568,0,0,0,0,540934144,0,0,-33554432,-16843010,-16843010,-16843010,16711422
97,"Metadata/Pet/Frog/PurpleCrown",4231,-341046971,582377,0,1,"",0,544997376,0,0,0,0,546045952,0,0,-33554432,-16843010,-16843010,-16843010,16711422
98,"Metadata/Pet/FlySwarm/FlySwarmLightning",4232,349869067,557265,0,1,"",0,551419904,0,0,0,0,552468480,0,0,-33554432,-16843010,-16843010,-16843010,16711422
99,"Metadata/Pet/Tiger/Tiger",4233,-446978324,541623,65536,1,"",0,555876352,0,0,0,0,556924928,0,0,-33554432,-16843010,-16843010,-16843010,16711422
100,"Metadata/Pet/Scorpion/acid_upgrade_purple",4234,1698853405,530271,0,1,"",0,562561024,0,0,0,0,563609600,0,0,-33554432,-16843010,-16843010,-16843010,16711422
101,"Metadata/Pet/CaneToad/CaneToadGlass/CaneToadGlass",4235,1930340955,579925,65536,1,"",0,570294272,0,0,0,0,571342848,0,0,-33554432,-16843010,-16843010,-16843010,16711422
102,"Metadata/Pet/WhiteWolf/WhiteWolf",4236,1856269555,655959,0,1,"",0,575799296,0,0,0,0,576847872,0,0,-33554432,-16843010,-16843010,-16843010,16711422
103,"Metadata/Pet/Cat/Orange",4237,1557830505,575411,0,1,"",0,580124672,0,0,0,0,581173248,0,0,-33554432,-16843010,-16843010,-16843010,16711422
104,"Metadata/Pet/Devourling/Spawner",4238,-398225136,555347,0,1,"",0,585498624,0,0,0,0,586547200,0,0,-33554432,-16843010,-16843010,-16843010,16711422
105,"Metadata/Pet/Taotie/Taotie",4239,-525610344,537139,0,1,"",0,590217216,0,0,0,0,591265792,0,0,-33554432,-16843010,-16843010,-16843010,16711422
106,"Metadata/Pet/TaowuPet/Taowu",4240,-1522750493,790239,0,1,"",0,595066880,0,0,0,0,596115456,0,0,-33554432,-16843010,-16843010,-16843010,16711422
107,"Metadata/Pet/FlySwarm/FlySwarmLight",4241,118464978,567005,0,1,"",0,600965120,0,0,0,0,602013696,0,0,-33554432,-16843010,-16843010,-16843010,16711422
108,"Metadata/Pet/FlySwarm/FlySwarmDark",4242,-177259484,575819,0,1,"",0,606732288,0,0,0,0,607780864,0,0,-33554432,-16843010,-16843010,-16843010,16711422
109,"Metadata/Pet/HarbingerTiger/HarbingerTiger",4243,135419822,548796,0,1,"",0,613548032,0,0,0,0,614596608,0,0,-33554432,-16843010,-16843010,-16843010,16711422
110,"Metadata/Pet/Crow/Crow",4244,2083994821,540914,0,1,"",0,617742336,0,0,0,0,618790912,0,0,-33554432,-16843010,-16843010,-16843010,16711422
111,"Metadata/Pet/Dove/Dove",4245,-1888396772,578925,0,1,"",0,621936640,0,0,0,0,622985216,0,0,-33554432,-16843010,-16843010,-16843010,16711422
112,"Metadata/Pet/PolarBearCub/PolarBearCub",4246,777651135,536037,65536,1,"",0,628228096,0,0,0,0,629276672,0,0,-33554432,-16843010,-16843010,-16843010,16711422
113,"Metadata/Pet/Frog/Fire",4247,614829907,568310,0,1,"",0,632422400,0,0,0,0,633470976,0,0,-33554432,-16843010,-16843010,-16843010,16711422
114,"Metadata/Pet/Frog/Ice",4248,-1741436479,545266,0,1,"",0,636485632,0,0,0,0,637534208,0,0,-33554432,-16843010,-16843010,-16843010,16711422
115,"Metadata/Pet/Hundun/Hundun",4249,1675991458,588359,0,1,"",0,641204224,0,0,0,0,642252800,0,0,-33554432,-16843010,-16843010,-16843010,16711422
116,"Metadata/Pet/Cat/Julio",4250,1039286254,524828,0,1,"",0,645398528,0,0,0,0,646447104,0,0,-33554432,-16843010,-16843010,-16843010,16711422
117,"Metadata/Pet/Qiongqi/Qiongqi",4251,1651407510,792824,0,1,"",0,650379264,0,0,0,0,651427840,0,0,-33554432,-16843010,-16843010,-16843010,16711422
118,"Metadata/Pet/Tiger/IceTiger",4252,990943617,565905,0,1,"",0,655228928,0,0,0,0,656277504,0,0,-33554432,-16843010,-16843010,-16843010,16711422
119,"Metadata/Pet/Lion/Fire",4253,14923620,571271,0,1,"",0,659423232,0,0,0,0,660471808,0,0,-33554432,-16843010,-16843010,-16843010,16711422
120,"Metadata/Pet/Eyeball/Eyeball1",4254,-1204894032,556702,0,1,"",0,664535040,0,0,0,0,665583616,0,0,-33554432,-16843010,-16843010,-16843010,16711422
121,"Metadata/Pet/Eyeball/Eyeball2",4255,1134403120,581037,0,1,"",0,669646848,0,0,0,0,670695424,0,0,-33554432,-16843010,-16843010,-16843010,16711422
122,"Metadata/Pet/Eyeball/Eyeball3",4256,1515528802,555063,0,1,"",0,674758656,0,0,0,0,675807232,0,0,-33554432,-16843010,-16843010,-16843010,16711422
123,"Metadata/Pet/Eyeball/Eyeball4",4257,-852220236,584576,0,1,"",0,679870464,0,0,0,0,680919040,0,0,-33554432,-16843010,-16843010,-16843010,16711422
124,"Metadata/Pet/Eyeball/Eyeball5",4258,-1877756094,534353,0,1,"",0,684982272,0,0,0,0,686030848,0,0,-33554432,-16843010,-16843010,-16843010,16711422
125,"Metadata/Pet/HellionCub/HellionCub",4259,-972914652,542246,0,1,"",0,690749440,0,0,0,0,691798016,0,0,-33554432,-16843010,-16843010,-16843010,16711422
126,"Metadata/Pet/Cat/Celestial",4260,1398287328,555192,0,1,"",0,695468032,0,0,0,0,696516608,0,0,-33554432,-16843010,-16843010,-16843010,16711422
127,"Metadata/Pet/CoconutCrab/CoconutCrab",4261,-145564155,534871,0,1,"",0,701497344,0,0,0,0,702545920,0,0,-33554432,-16843010,-16843010,-16843010,16711422
128,"Metadata/Pet/Harpy/Harpy",4262,-1250807314,558236,0,1,"",0,705953792,0,0,0,0,707002368,0,0,-33554432,-16843010,-16843010,-16843010,16711422
129,"Metadata/Pet/SinAndInnocenceSwords/Sin2hSword",4263,1688782712,566224,0,1,"",0,713162752,0,0,0,0,714211328,0,0,-33554432,-16843010,-16843010,-16843010,16711422
130,"Metadata/Pet/SinAndInnocenceSwords/Innocence2hSword",4264,163801931,549512,0,1,"",0,721158144,0,0,0,0,722206720,0,0,-33554432,-16843010,-16843010,-16843010,16711422
131,"Metadata/Pet/SinAndInnocenceSwords/SinInnocence2hSword",4265,-1982790892,559813,0,1,"",0,729546752,0,0,0,0,730595328,0,0,-33554432,-16843010,-16843010,-16843010,16711422
132,"Metadata/Pet/Cherub/Sin",4266,-1596949538,580366,0,1,"",0,733872128,0,0,0,0,734920704,0,0,-33554432,-16843010,-16843010,-16843010,16711422
133,"Metadata/Pet/Cherub/Innocence",4267,-1000928662,577085,0,1,"",0,738983936,0,0,0,0,740032512,0,0,-33554432,-16843010,-16843010,-16843010,16711422
134,"Metadata/Pet/Beast/Beast",4268,486600888,585144,0,1,"",0,743440384,0,0,0,0,744488960,0,0,-33554432,-16843010,-16843010,-16843010,16711422
135,"Metadata/Pet/Goatman/Goatman",4269,308627029,545840,0,1,"",0,748421120,0,0,0,0,749469696,0,0,-33554432,-16843010,-16843010,-16843010,16711422
136,"Metadata/Pet/Monkey/Monkey",4270,-2040578038,575061,0,1,"",0,753139712,0,0,0,0,754188288,0,0,-33554432,-16843010,-16843010,-16843010,16711422
137,"Metadata/Pet/Raptor/Raptor",4271,1698595983,582065,0,1,"",0,757858304,0,0,0,0,758906880,0,0,-33554432,-16843010,-16843010,-16843010,16711422
138,"Metadata/Pet/Tumbleweed/Tumbleweed",4272,-2080417893,578660,0,1,"",0,763625472,0,0,0,0,764674048,0,0,-33554432,-16843010,-16843010,-16843010,16711422
139,"Metadata/Pet/Copter/Copter",4273,660553808,550671,0,1,"",0,768344064,0,0,0,0,769392640,0,0,-33554432,-16843010,-16843010,-16843010,16711422
140,"Metadata/Pet/Scorpion/Machine",4274,526116862,587941,0,1,"",0,773455872,0,0,0,0,774504448,0,0,-33554432,-16843010,-16843010,-16843010,16711422
141,"Metadata/Pet/Wolpertinger/TrillingWolpertinger",4275,-1620999270,531707,0,1,"",0,780795904,0,0,0,0,781844480,0,0,-33554432,-16843010,-16843010,-16843010,16711422
142,"Metadata/Pet/Wolpertinger/SqueakingWolpertinger",4276,1673959631,588553,0,1,"",0,788267008,0,0,0,0,789315584,0,0,-33554432,-16843010,-16843010,-16843010,16711422
143,"Metadata/Pet/Wolpertinger/GruntingWolpertinger",4277,-1070884214,547489,0,1,"",0,795607040,0,0,0,0,796655616,0,0,-33554432,-16843010,-16843010,-16843010,16711422
144,"Metadata/Pet/Lion/Gold",4278,-2024527875,565417,0,1,"",0,799801344,0,0,0,0,800849920,0,0,-33554432,-16843010,-16843010,-16843010,16711422
145,"Metadata/Pet/Raven/BloodGuard",4280,669476092,541467,0,1,"",0,804913152,0,0,0,0,805961728,0,0,-33554432,-16843010,-16843010,-16843010,16711422
146,"Metadata/Pet/Eagle/FaithGuard",4281,-789573270,573850,0,1,"",0,810024960,0,0,0,0,811073536,0,0,-33554432,-16843010,-16843010,-16843010,16711422
147,"Metadata/Pet/Raven/Oriath",4282,284889460,524687,0,1,"",0,814612480,0,0,0,0,815661056,0,0,-33554432,-16843010,-16843010,-16843010,16711422
148,"Metadata/Pet/Pigeon/Dark",4284,1049527056,572830,0,1,"",0,819068928,0,0,0,0,820117504,0,0,-33554432,-16843010,-16843010,-16843010,16711422
149,"Metadata/Pet/Pigeon/Light",4283,-704138850,550809,0,1,"",0,823656448,0,0,0,0,824705024,0,0,-33554432,-16843010,-16843010,-16843010,16711422
150,"Metadata/Pet/BallTrio/Fire",4285,1412657883,534248,0,1,"",0,828375040,0,0,0,0,829423616,0,0,-33554432,-16843010,-16843010,-16843010,16711422
151,"Metadata/Pet/BallTrio/Cold",4286,1951976917,571789,0,1,"",0,833093632,0,0,0,0,834142208,0,0,-33554432,-16843010,-16843010,-16843010,16711422
152,"Metadata/Pet/BallTrio/Lightning",4287,1055828270,563136,0,1,"",0,838467584,0,0,0,0,839516160,0,0,-33554432,-16843010,-16843010,-16843010,16711422
153,"Metadata/Pet/Hound/BloodGuard",4279,-544107367,543496,0,1,"",0,843579392,0,0,0,0,844627968,0,0,-33554432,-16843010,-16843010,-16843010,16711422
154,"Metadata/Pet/DreadForgeLion/DreadForgeLionPet",4288,156625065,582140,0,1,"",0,850788352,0,0,0,0,851836928,0,0,-33554432,-16843010,-16843010,-16843010,16711422
155,"Metadata/Pet/Canary/Canary",4289,2067705541,579067,0,1,"",0,855506944,0,0,0,0,856555520,0,0,-33554432,-16843010,-16843010,-16843010,16711422
