"rownum","Id","AOFile","PreloadGroupsKeys","i32","i32","HASH32"
55,"LightningWeaknessCast","Metadata/Effects/Spells/curses_02/area/conductivity_aoe.ao",[],4,300,2140727851
56,"DrainEssenceCast","Metadata/Effects/Spells/curses/area/mark/mark_warlord.ao",[],4,0,-954827653
57,"PunishmentCast","Metadata/Effects/Spells/curses_02/area/punishment_aoe.ao",[],4,300,1300810275
58,"EnfeebleCast","Metadata/Effects/Spells/curses_02/area/enfeeble_aoe.ao",[],4,300,-1318569133
59,"CriticalWeaknessCast","Metadata/Effects/Spells/curses/area/mark/mark_assassin.ao",[],4,0,-469557133
60,"ProjectileWeaknessCast","Metadata/Effects/Spells/curses/area/projectile_weakness.ao",[],4,0,-896203968
61,"VulnerabilityCast","Metadata/Effects/Spells/curses_02/area/vulnerability_aoe.ao",[],4,300,1102344911
62,"PoachersMarkCast","Metadata/Effects/Spells/curses/area/mark/mark_hunter.ao",[],4,0,-1751485439
63,"TeleportBallEffect","Metadata/Effects/Spells/fade/rig.ao",[],4,0,-135151553
64,"RaiseSkeletonEffect","Metadata/Effects/Spells/raise_skeleton_02/rig.ao",[],3,0,1223116327
65,"HeavyStrikeEffect","Metadata/Effects/Spells/heavy_strike_02/heavy_strike_hit.ao",[],4,0,-552200663
66,"ConversionStrikeHit","Metadata/Effects/Spells/dominating_blow/monster_hit/monster_hit.ao",[],4,0,1209439309
67,"ConversionStrikeConvert","Metadata/Effects/Spells/dominating_blow/monster_covert/monster_convert.ao",[],4,0,-148035131
68,"RainOfArrows","Metadata/Effects/Spells/rain_of_arrows/rig.ao",[],4,0,-1340957303
69,"BladeFlurry","Metadata/Effects/Spells/flurry/rig.ao",[],4,0,-1104663965
70,"BladeFlurryTrail","Metadata/Effects/Spells/flurry/trail/rig.ao",[],4,0,-1802525423
71,"FireStormEffect","Metadata/Effects/Spells/firestorm/rig.ao",[],4,0,-1331794428
72,"ImmortalCallCast","Metadata/Effects/Spells/immortal_call/rig.ao",[],4,0,1750845284
73,"DischargeFire","Metadata/Effects/Spells/discharge_03/discharge_core.ao",[],4,200,1282324092
74,"DischargeCold","Metadata/Effects/Spells/discharge_03/discharge_core_ice.ao",[],4,0,-1458684114
75,"DischargeLightning","Metadata/Effects/Spells/discharge_03/discharge_core_lightning.ao",[],4,0,-802881727
76,"DischargeFireNoSound","Metadata/Effects/Spells/discharge/fire_discharge_NoSound.ao",[],4,0,-1668943467
77,"DischargeColdNoSound","Metadata/Effects/Spells/discharge/ice_discharge_NoSound.ao",[],4,0,-1193860176
78,"DischargeLightningNoSound","Metadata/Effects/Spells/discharge/light_discharge_NoSound.ao",[],4,0,-1770637684
79,"GlacialHammerShatter","Metadata/Effects/Spells/icehammer_explosion/rig.ao",[],4,0,-460060070
80,"LightningWarpTarget","Metadata/Effects/Spells/lightning_warp_02/marker.ao",[],4,0,1211236602
81,"LightningWarpUp","Metadata/Effects/Spells/lightning_lightningbolt/bolt_upwards.ao",[],4,0,2090490654
82,"LightningWarpDown","Metadata/Effects/Spells/lightning_warp_02/warp_Down.ao",[],4,0,-1372976443
83,"QuestReward","Metadata/Effects/misc/quest_hand_in/blue.ao",[],3,0,73685695
84,"ForsakenRainOfArrows","Metadata/Effects/Spells/monsters_effects/forsaken_skeleton/rain.ao",[],4,0,-351987162
85,"FireShield","Metadata/Effects/Spells/molten_armour/spinner.ao",[],4,0,301495872
86,"GemLevelUpStr","Metadata/Effects/misc/gem_levelup/red.ao",[],3,0,-689301924
87,"GemLevelUpDex","Metadata/Effects/misc/gem_levelup/green.ao",[],3,0,-278241992
88,"GemLevelUpInt","Metadata/Effects/misc/gem_levelup/blue.ao",[],3,0,-1518747816
89,"PowerSiphonPlayer1","Metadata/Effects/Spells/wand_power_siphon/siphon.ao",[],4,200,-259903842
90,"PowerSiphonPlayer2","Metadata/Effects/Spells/wand_power_siphon/siphon.ao",[],4,200,203083463
91,"PowerSiphonPlayer3","Metadata/Effects/Spells/wand_power_siphon/siphon.ao",[],4,200,-508600341
92,"PowerSiphonMonster","Metadata/Effects/Spells/power_siphon/onkill/main/siphon_main.ao",[],4,0,-1251426378
93,"PowerSiphonMonsterSubtle","Metadata/Effects/Spells/power_siphon/onkill/subtle/siphon_sub.ao",[],4,0,-1758426553
94,"PowerSiphonMonsterHit","Metadata/Effects/Spells/power_siphon/projectile/soul_hit.ao",[],4,0,1484534509
95,"IncaBossLaser","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/bluebeam.ao",[],4,0,1572373651
96,"IncaBossLaserAtziri","Metadata/Effects/Spells/monsters_effects/act2/AtziriOversoul/laser.ao",[],4,0,1966892374
97,"LightningSlashEffect1","Metadata/Effects/Spells/lightning_blade/lightninglong.ao",[],4,0,2001697980
98,"LightningSlashEffect2","Metadata/Effects/Spells/lightning_blade/lightninglong1.ao",[],4,0,-2113208611
99,"LightningSlashStrike","Metadata/Effects/Spells/monk_lightningstrike/lightningStrike_impact_01.ao",[],4,310,1844141954
100,"LightningSlashStrikeLite","Metadata/Effects/Spells/lightning_strike_02/lite/strike.ao",[],4,0,122980523
101,"LightningSlashStrikePowered","Metadata/Effects/Spells/monk_lightningstrike/lightningStrike_impact_02.ao",[],4,310,1352426020
102,"FireShieldCast","Metadata/Effects/Spells/molten_armour/moltsheild_cast.ao",[],4,0,1205789722
103,"LightningArrowMainHit","Metadata/Effects/Spells/bow_lightning_arrow/impact_01.ao",[],4,0,1243146284
104,"LightningArrowHit","Metadata/Effects/Spells/soul_siphon/rig.ao",[],4,0,1682495318
105,"LightningArrow","Metadata/Effects/Spells/lightning_arrows/rig.ao",[],4,0,1420959379
106,"LightningArrowBloodMTXExplode","Metadata/Effects/Spells/blood_arrow/explode.ao",[],4,0,-512320324
107,"LightningArrowBloodMTXBeam","Metadata/Effects/Spells/blood_arrow/small_beams.ao",[],4,0,528368734
108,"RighteousFireOrb","Metadata/Effects/Spells/ri_fire/firebuff.ao",[],4,0,946749918
109,"RighteousFireRing","Metadata/Effects/Spells/ri_fire/rifire.ao",[],4,400,80442054
110,"RaiseSkeletonBigEffect","Metadata/Effects/Spells/raise_skeleton_large/raiseskelington.ao",[],4,0,1279108040
111,"BurningArrow","Metadata/Effects/Spells/firearrow/rig.ao",[],4,0,-1489875971
112,"KiwiUnsummon","Metadata/Effects/Microtransactions/pets/summon/unsummon.ao",[],3,0,-846457931
113,"GroundFireTrapExplode","Metadata/Effects/Spells/traps/fireground_trap/rig.ao",[],4,0,-883286810
114,"GroundCausticTrapExplode","Metadata/Effects/Spells/monsters_effects/act3/pyro/trap_explode_poison.ao",[],4,0,2105229602
115,"GroundIceTrapExplode","Metadata/Effects/Spells/traps/cold_trap/rig.ao",[],4,0,1706042182
116,"IceTrapEffect","Metadata/Effects/Spells/traps/ice_trap/rig.ao",[],4,0,1900185277
117,"BearTrapEffect","Metadata/Effects/Spells/bear_trap/bear_trap.ao",[],4,0,-1372746260
118,"ConvertTrapEffect","Metadata/Effects/Spells/traps/gas_trap/gastrap.ao",[],4,0,507684914
119,"TotemEarthquakeSpell","Metadata/Effects/Spells/totems/spells/earthshock.ao",[],4,0,-863555518
120,"NecromancerReviveCast","Metadata/Effects/Spells/monsters_effects/necro_cast/rig.ao",[],4,0,848653540
121,"ShadowProjectileHitGround","Metadata/Effects/Spells/ninja_shotgun/ninjashotgunground.ao",[],4,0,766854003
122,"GroundFireOnDeathEffect","Metadata/Effects/Spells/monsters_effects/hell_lion_death/rig.ao",[],3,0,-1786275797
123,"PietyPortalRunes","Metadata/Effects/Environment/piety_portal/circle.ao",[],4,0,-379279890
124,"PietyPortal","Metadata/Effects/Environment/piety_portal/close.ao",[],4,0,1679203443
125,"BlindOrb","Metadata/Effects/Spells/curses/blinded.ao",[],3,0,279204848
126,"IncaRock1","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/rock_fall/rockdrop_01.ao",[],4,0,-1233159927
127,"IncaRock2","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/rock_fall/rockdrop_02.ao",[],4,0,2126790828
128,"IncaRock3","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/rock_fall/rockdrop_03.ao",[],4,0,670027782
129,"IncaRock4","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/rock_fall/rockdrop_04.ao",[],4,0,910051078
130,"IncaTeleportEnd","Metadata/Effects/Spells/monsters_effects/act2/inca_boss/teleportup.ao",[],4,0,-498512059
131,"IncaTeleportEndAtziri","Metadata/Effects/Spells/monsters_effects/act2/AtziriOversoul/teleportup.ao",[],4,0,1202770722
132,"IceShotArrow","Metadata/Effects/Spells/icearrow/rig.ao",[],4,0,-422761551
133,"IceShotHit","Metadata/Effects/Spells/icearrow_02/cone.ao",[],4,0,1641020163
134,"IceShotHitVaalOrb","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/cone.ao",[],4,0,1946952582
135,"IceShotWideVaalOrb","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/cone_lv1.ao",[],4,0,1844125829
136,"IceShotVeryWideVaalOrb","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/cone_lv2.ao",[],4,0,-1213076397
137,"IceShotSurgeVaalOrb","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/surge_ice.ao",[],4,0,222950819
138,"IceShotMuzzleFlashVaalOrb","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/ice_flash.ao",[],4,0,-492398524
139,"IceShield","Metadata/Effects/Spells/frozen_barrier/rig.ao",[],4,0,-562477919
140,"IceShieldDemon","Metadata/Effects/Spells/monsters_effects/act3/demon_icesheild/icefeet.ao",[],4,0,-1181587301
141,"ArcticBreathExplosion","Metadata/Effects/Spells/arcticbreath/explosion.ao",[],4,120,1962339864
142,"Arc","Metadata/Effects/Spells/arc/rig.ao",[],4,0,1950446294
143,"ArcHitSoundEffect","Metadata/Effects/impact_sounds/ArcImpact.ao",[],4,0,-1528925775
144,"BrutusHook","Metadata/Effects/Spells/monsters_effects/act1/brute/chain.ao",[],4,0,562065829
145,"BrutusHookBlood","Metadata/Effects/Spells/monsters_effects/brute_hook/player_hit.ao",[],4,0,-1147667168
146,"BrutusHookBleeding","Metadata/Effects/Spells/monsters_effects/brute_hook/playerdrag.ao",[],4,0,-834710689
147,"ConsumeCorpseEffect","Metadata/Effects/Spells/totems/spells/devouringtotem.ao",[],4,0,-46552312
148,"FireballExplosion","Metadata/Effects/Spells/fire_fireball/ao/impact.ao",[],4,200,1432603515
149,"FireballExplosionLarge","Metadata/Effects/Spells/fire_fireball/ao/impact.ao",[],4,210,-318001713
150,"DragonFireballExplosion","Metadata/Effects/Microtransactions/Spells/fireball/dragon_fireball/mid.ao",[],4,175,-1276352749
151,"StygianFireballExplosion","Metadata/Effects/Microtransactions/Spells/fireball/stygian/aoe.ao",[],4,175,-128326384
152,"GoatmanMoltenShell","Metadata/Effects/Spells/molten_armour/small/spinners.ao",[],4,0,-1733528952
153,"ConsumeCorpseRoots","Metadata/Effects/Spells/totems/spells/devouringtotem_roots.ao",[],4,0,-78381609
154,"FlaskCurseImmune","Metadata/Effects/misc/flask_effects/curse_immune/curse_immune.ao",[],3,0,-27102583
155,"UndyingFreezingPulseLeaves","Metadata/Effects/Spells/monsters_effects/act3/undying_freezing_pulse/particles.ao",[],4,0,769176655
156,"BallLightningBeam","Metadata/Effects/Spells/monsters_effects/act3/piety/lightning_ball/lightningball_beam.ao",[],4,0,63351852
157,"BallLightningGroundBeam","Metadata/Effects/Spells/monsters_effects/act3/piety/lightning_ball/lightningball_beamsmall.ao",[],4,0,-1975255585
158,"InsectJuicyExplode","Metadata/Effects/Spells/monsters_effects/act3/insect_explode_particles/insect_exploderparticles.ao",[],4,90,-2080980466
159,"InsectPartsExplode","Metadata/Effects/Spells/monsters_effects/insect_minion_explode/insect_exploder.ao",[],4,0,748806800
160,"CleaveSoundEffect","Metadata/Effects/impact_sounds/cleave_impact.ao",[],4,0,-250335530
161,"DoubleStrikeSoundEffect","Metadata/Effects/impact_sounds/DoubleStrike_impact.ao",[],4,0,-1995014929
162,"DualStrikeSoundEffect","Metadata/Effects/impact_sounds/DualStrike_impact.ao",[],4,0,820300523
163,"FlickerStrikeSoundEffect","Metadata/Effects/impact_sounds/FlickerStrike_impact.ao",[],4,0,-2026629729
164,"ShieldChargeSoundEffect","Metadata/Effects/impact_sounds/ShieldChargeImpact.ao",[],4,0,19351813
165,"SweepSoundEffect","Metadata/Effects/impact_sounds/sweep_impact.ao",[],4,0,849179768
166,"WhirlingBladesSoundEffect","Metadata/Effects/impact_sounds/WhirlingBladesImpact.ao",[],4,0,783009536
167,"WhirlingBladesSoundEffectMossMonster","Metadata/Effects/impact_sounds/WhirlingBladesImpact_STONE.ao",[],4,0,-1310395747
168,"GuardianArc","Metadata/Effects/Spells/monsters_effects/act3/cloth_lightning_head/arc.ao",[],4,0,976604421
169,"PietyArc","Metadata/Effects/Spells/monsters_effects/act3/piety/arc/arc_piety.ao",[],4,0,-205320364
170,"BallistaFirestorm","Metadata/Effects/Microtransactions/Spells/firestorm/ballista_ball/ballistaball.ao",[],4,0,-787776661
171,"ColdSnapHand","Metadata/Effects/Microtransactions/Spells/coldsnap/demon_hand_coldsnap/demonhand_coldsnap_hand.ao",[],4,0,-29671407
172,"ColdSnapHandBurst","Metadata/Effects/Microtransactions/Spells/coldsnap/demon_hand_coldsnap/demonhand_coldsnap.ao",[],4,0,1421475427
173,"PietyLightningStorm","Metadata/Effects/Spells/monsters_effects/Archnemesis_FOUR/Lightning_strike.ao",[],4,0,-34952611
174,"LightningStrikeAlternate","Metadata/Effects/Spells/lightning_strike/LightningStrikeHit.ao",[],4,0,128674319
175,"LightningArrowBeam","Metadata/Effects/Spells/lightning_arrows/small_beams.ao",[],4,0,-118814660
176,"CycloneEffect","Metadata/Effects/Spells/whirlwind/whirlwind.ao",[],4,0,706094753
177,"FlamethrowerPulse","Metadata/Effects/Spells/flaming_wrath/flamethrower_powerup.ao",[],4,0,1846426640
178,"CycloneHandsSoundEffect","Metadata/Effects/Spells/whirlwind/whirlwind_soundhands_rig.ao",[],4,0,190928160
179,"FlamethrowerBluePulse","Metadata/Effects/Microtransactions/Spells/incinerate/blue/powerup/flamethrower_powerup.ao",[],4,0,-1436666199
180,"CycloneEnd","Metadata/Effects/Spells/whirlwind/whirlwind_end.ao",[],4,0,-48517977
181,"CycloneWhite","Metadata/Effects/Microtransactions/Spells/whirlwind/white/whirlwindwhite.ao",[],4,0,21598391
182,"CycloneWhiteEnd","Metadata/Effects/Microtransactions/Spells/whirlwind/white/whirlwindwhite_end.ao",[],4,0,-103771552
183,"CycloneBlue","Metadata/Effects/Microtransactions/Spells/whirlwind/blue/whirlwindblue.ao",[],4,0,2002934349
184,"CycloneBlueEnd","Metadata/Effects/Microtransactions/Spells/whirlwind/blue/whirlwindblue_end.ao",[],4,0,-1499872015
185,"CycloneImpactSound","Metadata/Effects/impact_sounds/WhirlwindImpact.ao",[],4,0,2123049782
186,"CycloneSaw","Metadata/Effects/Microtransactions/Spells/whirlwind/sawblade/whirlwind_sawblade.ao",[],4,0,-1237239962
187,"CycloneSawEnd","Metadata/Effects/Microtransactions/Spells/whirlwind/sawblade/whirlwindend.ao",[],4,0,1557942983
188,"CycloneSawSound","Metadata/Effects/impact_sounds/WhirlwindImpact_BladeMTX.ao",[],4,0,-362584150
189,"CycloneSawHandsSound","Metadata/Effects/Spells/whirlwind/whirlwind_soundhands_rig_BladeMTX.ao",[],4,0,678655161
190,"CloudIceShield","Metadata/Effects/Microtransactions/Spells/ice_sheilds/cloud/cloud.ao",[],4,0,-1766494885
191,"SearingBondBeam","Metadata/Effects/Spells/totems/spells/searingbond.ao",[],4,0,699520906
192,"SearingBondStartSound","Metadata/Effects/Spells/totems/spells/sear_start.ao",[],4,0,1566124846
193,"SearingBondStopSound","Metadata/Effects/Spells/totems/spells/sear_end.ao",[],4,0,-1962357112
194,"SearingBondLoopSound","Metadata/Effects/Spells/totems/spells/sear_loop.ao",[],4,0,498117749
195,"SearingBondGreenBeam","Metadata/Effects/Microtransactions/Spells/totem/spell/searing_bond/green/searingbond_corrupt.ao",[],4,0,280671932
196,"SearingBondGreenLoopSound","Metadata/Effects/Microtransactions/Spells/totem/spell/searing_bond/green/sear_loop.ao",[],4,0,760019017
197,"ChillingBondBeam","Metadata/Effects/Spells/monsters_effects/act3/dominus/cold_totem_beams/icebeam.ao",[],4,0,652197857
198,"ChillingBondStartSound","Metadata/Effects/Spells/monsters_effects/act3/dominus/cold_totem_beams/sear_start.ao",[],4,0,-1142556000
199,"ChillingBondStopSound","Metadata/Effects/Spells/monsters_effects/act3/dominus/cold_totem_beams/sear_end.ao",[],4,0,-1928438024
200,"ChillingBondLoopSound","Metadata/Effects/Spells/monsters_effects/act3/dominus/cold_totem_beams/sear_loop.ao",[],4,0,-348915935
201,"DemonHandCleave","Metadata/Effects/Microtransactions/Spells/cleave/demon_hand_cleave/cleaveclaw.ao",[],4,0,-958607623
202,"BloodSlamFenceSpike","Metadata/Effects/Microtransactions/Spells/ground_slam/blood_slam1/fencespike.ao",[],4,0,1112098382
203,"BloodSlamGrinder","Metadata/Effects/Microtransactions/Spells/ground_slam/blood_slam1/grinder.ao",[],4,0,-1468329761
204,"BloodSlamSawSpike","Metadata/Effects/Microtransactions/Spells/ground_slam/blood_slam1/sawspike.ao",[],4,0,1071194579
205,"BloodSlamSpike","Metadata/Effects/Microtransactions/Spells/ground_slam/blood_slam1/spike.ao",[],4,0,-1541728157
206,"ExtraGoreRedBloodGib1","Metadata/Effects/Microtransactions/Misc/Extra_Blood/blood_gibs_01.ao",[],3,0,752444146
207,"ExtraGoreRedBloodGib2","Metadata/Effects/Microtransactions/Misc/Extra_Blood/blood_gibs_02.ao",[],3,0,-1129451236
208,"ExtraGoreRedBloodGib3","Metadata/Effects/Microtransactions/Misc/Extra_Blood/blood_gibs_03.ao",[],3,0,72001588
209,"ExtraGoreRedBloodGib4","Metadata/Effects/Microtransactions/Misc/Extra_Blood/blood_gibs_04.ao",[],3,0,-1496961390
210,"ExtraGoreRedBloodGib5","Metadata/Effects/Microtransactions/Misc/Extra_Blood/blood_gibs_05.ao",[],3,0,123072758
211,"ExtraGoreRedBloodGib6","Metadata/Effects/Microtransactions/Misc/Extra_Blood/blood_gibs_06.ao",[],3,0,31880260
212,"ExtraGoreZombieBloodGib1","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_zombie_01.ao",[],3,0,1264414492
213,"ExtraGoreZombieBloodGib2","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_zombie_02.ao",[],3,0,1612175783
214,"ExtraGoreZombieBloodGib3","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_zombie_03.ao",[],3,0,1799196302
215,"ExtraGoreZombieBloodGib4","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_zombie_04.ao",[],3,0,-313756517
216,"ExtraGoreZombieBloodGib5","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_zombie_05.ao",[],3,0,-1803145540
217,"ExtraGoreZombieBloodGib6","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_zombie_06.ao",[],3,0,653247722
218,"ExtraGoreSpiderBloodGib1","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_yellow_01.ao",[],3,0,1649048730
219,"ExtraGoreSpiderBloodGib2","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_yellow_02.ao",[],3,0,-608611152
220,"ExtraGoreSpiderBloodGib3","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_yellow_03.ao",[],3,0,298282658
221,"ExtraGoreSpiderBloodGib4","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_yellow_04.ao",[],3,0,-1075182098
222,"ExtraGoreSpiderBloodGib5","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_yellow_05.ao",[],3,0,-1435906869
223,"ExtraGoreSpiderBloodGib6","Metadata/Effects/Microtransactions/Misc/Extra_Blood/gibs_yellow_06.ao",[],3,0,-111468072
224,"MapBossFirestorm","Metadata/Effects/Spells/firestorm_mapboss/rig.ao",[],4,0,324444793
225,"TempestShieldStart","Metadata/Effects/Spells/electrical_repulse/Start.ao",[],4,0,-1548147813
226,"TemporalChainsCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/purple.ao",[],4,350,1450555587
227,"ElementalWeaknessCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/blue.ao",[],4,350,-561601268
228,"FireWeaknessCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/orange.ao",[],4,350,1199627518
229,"ColdWeaknessCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/white.ao",[],4,0,443658065
230,"LightningWeaknessCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/blue.ao",[],4,350,-174174422
231,"DrainEssenceCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/mint.ao",[],4,0,309589390
232,"PunishmentCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/yellow.ao",[],4,350,1105095748
233,"EnfeebleCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/green.ao",[],4,350,1401737300
234,"CriticalWeaknessCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/white.ao",[],4,0,848425318
235,"ProjectileWeaknessCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/orange.ao",[],4,0,-785351717
236,"VulnerabilityCastAlt","Metadata/Effects/Microtransactions/Spells/curse/area/demonic/red.ao",[],4,350,-1135101274
