"rownum","BaseItemType","ReqStr","ReqInt","ReqDex"
327,1694,10,0,0
328,1695,20,0,10
329,1696,30,0,14
330,1697,37,0,16
331,1698,48,0,20
332,1699,60,0,25
333,1700,67,0,27
334,1701,81,0,33
335,1702,86,0,35
336,1703,93,0,37
337,1704,96,0,38
338,1705,116,0,45
339,1706,0,0,0
340,1707,10,0,0
341,1708,20,0,10
342,1709,30,0,14
343,1710,37,0,16
344,1711,50,0,21
345,1712,60,0,25
346,1713,72,0,29
347,1714,81,0,33
348,1715,89,0,36
349,1716,93,0,37
350,1717,102,0,40
351,1718,116,0,45
352,1719,0,0,0
353,1720,11,0,0
354,1721,25,0,0
355,1722,38,0,0
356,1723,52,0,0
357,1724,61,0,0
358,1725,76,0,0
359,1726,83,0,0
360,1727,104,0,0
361,1728,110,0,0
362,1729,119,0,0
363,1730,126,0,0
364,1731,148,0,0
365,1732,0,0,0
366,1733,11,0,0
367,1734,27,0,0
368,1735,38,0,0
369,1736,52,0,0
370,1737,65,0,0
371,1738,76,0,0
372,1739,88,0,0
373,1740,104,0,0
374,1741,115,0,0
375,1742,119,0,0
376,1743,124,0,0
377,1744,148,0,0
378,1745,0,0,0
379,1746,0,0,11
380,1747,10,0,20
381,1748,14,0,30
382,1749,17,0,39
383,1750,20,0,48
384,1751,25,0,60
385,1752,29,0,72
386,1753,33,0,81
387,1754,36,65,91
388,1755,37,0,93
389,1756,39,0,98
390,1757,45,0,116
391,1758,0,0,0
392,1759,0,0,16
393,1760,0,0,29
394,1761,0,0,38
395,1762,0,0,52
396,1763,0,0,65
397,1764,0,0,76
398,1765,0,0,83
399,1766,0,0,104
400,1767,0,0,112
401,1768,0,0,119
402,1769,0,0,126
403,1770,0,0,148
404,1771,0,0,0
405,1772,0,10,10
406,1773,0,18,18
407,1774,0,22,22
408,1775,0,27,27
409,1776,0,36,36
410,1777,0,43,43
411,1778,0,50,50
412,1779,0,57,57
413,1780,0,62,62
414,1781,0,66,66
415,1782,0,71,71
416,1783,0,81,81
417,1784,0,0,0
418,1785,0,0,10
419,1786,0,11,22
420,1787,0,14,30
421,1788,0,16,37
422,1789,0,22,51
423,1790,0,25,60
424,1791,0,27,67
425,1792,0,33,81
426,1793,0,34,84
427,1794,0,37,93
428,1795,0,40,100
429,1796,0,45,116
430,1797,0,0,0
431,1798,13,0,0
432,1799,22,11,0
433,1800,30,14,0
434,1801,37,16,0
435,1802,48,20,0
436,1803,60,25,0
437,1804,69,28,0
438,1805,81,33,0
439,1806,84,34,0
440,1807,93,37,0
441,1808,103,41,0
442,1809,116,45,0
443,1836,0,0,0
444,1837,0,0,14
445,1838,0,0,27
446,1839,0,0,38
447,1840,0,0,52
448,1841,0,0,65
449,1842,0,0,76
450,1843,0,0,90
451,1844,0,0,104
452,1845,0,0,115
453,1846,119,0,119
454,1847,0,0,128
455,1848,0,0,148
456,1849,0,0,0
457,1850,8,0,8
458,1851,15,0,15
459,1852,22,0,22
460,1853,27,0,27
461,1854,34,0,34
462,1855,43,0,43
463,1856,49,0,49
464,1857,57,0,57
465,1858,61,0,61
466,1859,66,0,66
467,1860,71,0,71
468,1861,81,0,81
469,2252,0,0,0
470,2253,51,51,51
471,2254,46,46,46
472,2255,40,40,40
473,2256,43,43,43
474,2338,94,0,0
475,2339,99,0,0
476,2340,105,0,0
477,2341,113,0,0
478,2342,122,0,0
479,2343,128,0,0
480,2344,0,0,94
481,2345,0,0,99
482,2346,0,0,105
483,2347,0,0,113
484,2348,0,0,122
485,2349,0,0,128
486,2350,0,94,0
487,2351,0,99,0
488,2352,0,105,0
489,2353,0,113,0
490,2354,0,122,0
491,2355,0,128,0
492,2356,51,0,51
493,2357,55,0,55
494,2358,59,0,59
495,2359,62,0,62
496,2360,67,0,67
497,2361,70,0,70
498,2362,51,51,0
499,2363,55,55,0
500,2364,59,59,0
501,2365,62,62,0
502,2366,67,67,0
503,2367,70,70,0
504,2368,0,51,51
505,2369,0,55,55
506,2370,0,59,59
507,2371,0,62,62
508,2372,0,67,67
509,2373,0,70,70
510,2374,83,0,0
511,2375,88,0,0
512,2376,94,0,0
513,2377,101,0,0
514,2378,108,0,0
515,2379,0,0,83
516,2380,0,0,88
517,2381,0,0,94
518,2382,0,0,101
519,2383,0,0,108
520,2384,0,83,0
521,2385,0,88,0
522,2386,0,94,0
523,2387,0,101,0
524,2388,0,108,0
525,2389,46,0,46
526,2390,49,0,49
527,2391,52,0,52
528,2392,55,0,55
529,2393,59,0,59
530,2394,46,46,0
531,2395,49,49,0
532,2396,52,52,0
533,2397,55,55,0
534,2398,59,59,0
535,2399,0,46,46
536,2400,0,49,49
537,2401,0,52,52
538,2402,0,55,55
539,2403,0,59,59
540,2404,73,0,0
541,2405,82,0,0
542,2406,88,0,0
543,2407,95,0,0
544,2408,0,0,73
545,2409,0,0,82
546,2410,0,0,88
547,2411,0,0,95
548,2412,0,73,0
549,2413,0,82,0
550,2414,0,88,0
551,2415,0,95,0
552,2416,40,0,40
553,2417,46,0,46
554,2418,52,0,52
555,2419,40,40,0
556,2420,46,46,0
557,2421,52,52,0
558,2422,0,40,40
559,2423,0,46,46
560,2424,0,52,52
561,2425,78,0,0
562,2426,88,0,0
563,2427,95,0,0
564,2428,101,0,0
565,2429,0,0,78
566,2430,0,0,88
567,2431,0,0,95
568,2432,0,0,101
569,2433,0,78,0
570,2434,0,88,0
571,2435,0,95,0
572,2436,0,101,0
573,2437,43,0,43
574,2438,49,0,49
575,2439,56,0,56
576,2440,43,43,0
577,2441,49,49,0
578,2442,56,56,0
579,2443,0,43,43
580,2444,0,49,49
581,2445,0,56,56
582,2446,83,0,0
583,2447,88,0,0
584,2448,94,0,0
585,2449,101,0,0
586,2450,108,0,0
587,2451,112,0,0
588,2452,46,0,46
589,2453,49,0,49
590,2454,52,0,52
591,2455,55,0,55
592,2456,59,0,59
593,2457,62,0,62
594,2458,46,46,0
595,2459,49,49,0
596,2460,52,52,0
597,2461,55,55,0
598,2462,59,59,0
599,2463,62,62,0
600,2464,0,0,83
601,2465,0,0,88
602,2466,0,0,94
603,2467,0,0,101
604,2468,0,0,108
605,2469,0,0,112
606,2470,0,83,0
607,2471,0,88,0
608,2472,0,94,0
609,2473,0,101,0
610,2474,0,108,0
611,2475,0,112,0
612,2308,104,0,0
613,2309,110,0,0
614,2310,117,0,0
615,2311,126,0,0
616,2312,135,0,0
617,2313,142,0,0
618,2314,104,0,0
619,2315,110,0,0
620,2316,117,0,0
621,2317,126,0,0
622,2318,135,0,0
623,2319,142,0,0
624,2320,0,33,81
625,2321,0,35,86
626,2322,0,36,91
627,2323,0,39,98
628,2324,0,42,105
629,2325,0,44,110
630,2326,0,0,104
631,2327,0,0,110
632,2328,0,0,117
633,2329,0,0,126
634,2330,0,0,135
635,2331,0,0,142
636,2332,57,0,57
637,2333,61,0,61
638,2334,65,0,65
639,2335,69,0,69
640,2336,74,0,74
641,2337,78,0,78
642,2476,157,0,0
643,2477,157,0,0
644,2478,157,0,0
645,2479,0,0,157
646,2480,0,0,157
647,2481,0,0,157
648,2482,0,157,0
649,2483,0,157,0
650,2484,0,157,0
651,2485,86,0,86
652,2486,86,0,86
653,2487,86,0,86
654,2488,86,0,86
655,2489,86,0,86
656,2490,86,86,0
657,2491,86,86,0
658,2492,86,86,0
659,2493,0,86,86
660,2494,0,86,86
661,2495,0,86,86
662,2496,118,0,0
663,2497,129,0,0
664,2498,139,0,0
665,2499,0,0,118
666,2500,0,0,129
667,2501,0,0,139
668,2502,0,118,0
669,2503,0,129,0
670,2504,0,139,0
671,2505,65,0,65
672,2506,70,0,70
673,2507,76,0,76
674,2508,65,65,0
675,2509,70,70,0
676,2510,76,76,0
677,2511,0,65,65
678,2512,0,70,70
679,2513,0,76,76
680,2514,104,0,0
681,2515,113,0,0
682,2516,122,0,0
683,2517,0,0,104
684,2518,0,0,113
685,2519,0,0,122
686,2520,0,104,0
687,2521,0,113,0
688,2522,0,122,0
689,2523,57,0,57
690,2524,62,0,62
691,2525,67,0,67
692,2526,57,57,0
693,2527,62,62,0
694,2528,67,67,0
695,2529,0,57,57
696,2530,0,62,62
697,2531,0,67,67
698,2532,111,0,0
699,2533,121,0,0
700,2534,131,0,0
701,2535,0,0,111
702,2536,0,0,121
703,2537,0,0,131
704,2538,0,111,0
705,2539,0,121,0
706,2540,0,131,0
707,2541,61,0,61
708,2542,66,0,66
709,2543,71,0,71
710,2544,61,61,0
711,2545,66,66,0
712,2546,71,71,0
713,2547,0,61,61
714,2548,0,66,66
715,2549,0,71,71
716,2550,118,0,0
717,2551,129,0,0
718,2552,139,0,0
719,2553,65,0,65
720,2554,70,0,70
721,2555,76,0,76
722,2556,65,65,0
723,2557,70,70,0
724,2558,76,76,0
725,2559,0,0,118
726,2560,0,0,129
727,2561,0,0,139
728,2562,0,118,0
729,2563,0,129,0
730,2564,0,139,0
731,2565,174,0,0
732,2566,193,0,0
733,2567,212,0,0
734,2568,212,0,0
735,2569,212,0,0
736,2570,212,0,0
737,2571,174,0,0
738,2572,193,0,0
739,2573,212,0,0
740,2574,212,0,0
741,2575,212,0,0
742,2576,212,0,0
743,2577,0,53,135
744,2578,0,59,150
745,2579,0,64,165
746,2580,0,64,165
747,2581,0,64,165
748,2582,0,64,165
749,2583,0,0,174
750,2584,0,0,193
751,2585,0,0,212
752,2586,0,0,212
753,2587,0,0,212
754,2588,0,0,212
755,2589,95,0,95
756,2590,106,0,106
757,2591,116,0,116
758,2592,116,0,116
759,2593,116,0,116
760,2594,116,0,116
