"rownum","Id","MonsterPacksKey","bool","i32","MonsterVarietiesKey","string"
70,"71",114,"",1,498,""
71,"72",130,1,100,670,""
72,"73",132,1,100,687,""
73,"74",131,1,100,672,""
74,"75",162,1,100,855,""
75,"76",217,1,33,863,""
76,"77",217,1,33,864,""
77,"78",217,1,34,865,""
78,"79",218,1,100,895,""
79,"80",219,1,100,680,""
80,"81",220,1,30,872,""
81,"82",220,1,35,873,""
82,"83",220,1,35,874,""
83,"84",221,1,100,936,""
84,"85",222,"",1,5,""
85,"86",222,1,100,1,""
86,"87",223,1,33,947,""
87,"88",223,1,33,948,""
88,"89",223,1,34,943,""
89,"90",224,1,100,903,""
90,"91",225,1,100,903,""
91,"92",226,1,100,905,""
92,"93",227,1,100,985,""
93,"94",228,1,100,984,""
94,"95",229,1,25,923,""
95,"96",229,1,25,924,""
96,"97",229,1,25,925,""
97,"98",229,1,25,926,""
98,"99",230,1,25,927,""
99,"100",230,1,25,928,""
100,"101",230,1,25,929,""
101,"102",230,1,25,930,""
102,"103",231,1,25,931,""
103,"104",231,1,25,932,""
104,"105",231,1,25,933,""
105,"106",231,1,25,934,""
106,"107",232,1,100,425,""
107,"108",233,1,100,950,""
108,"109",234,1,100,991,""
109,"110",235,1,100,888,""
110,"111",236,1,100,888,""
111,"112",237,1,100,889,""
112,"113",238,1,100,916,""
113,"114",239,1,100,884,""
114,"115",240,1,100,884,""
115,"116",241,1,60,881,""
116,"117",241,1,40,882,""
117,"118",242,1,60,881,""
118,"119",242,1,40,882,""
119,"120",243,1,100,880,""
120,"121",245,1,100,891,""
121,"122",246,1,50,919,""
122,"123",246,1,50,920,""
123,"1398",247,1,100,920,""
124,"125",248,1,30,922,""
125,"1399",248,1,70,919,""
126,"126",249,1,100,1012,""
127,"127",250,1,100,898,""
128,"128",258,1,100,898,""
129,"129",251,1,100,1001,""
130,"130",252,1,100,1005,""
131,"131",259,1,100,1016,""
132,"132",260,1,100,1018,""
133,"133",261,1,100,1017,""
134,"134",262,1,100,1014,""
135,"135",255,1,50,919,""
136,"136",255,1,50,920,""
137,"138",256,1,100,920,""
138,"139",257,1,30,922,""
139,"140",257,1,70,919,""
140,"141",253,"",1,1008,""
141,"142",263,1,30,943,""
142,"143",264,"",1,942,""
143,"144",265,1,100,944,""
144,"145",266,1,100,945,""
145,"146",267,1,100,946,""
146,"147",263,1,50,948,""
147,"148",263,1,20,947,""
148,"149",269,1,100,949,""
149,"150",268,1,100,1013,""
150,"151",254,"",1,1007,""
151,"152",270,"",1,1090,""
152,"153",270,"",2,1087,""
153,"154",270,"",2,1086,""
154,"155",270,"",2,1089,""
155,"156",271,"",2,1090,""
156,"157",271,"",2,1086,""
157,"158",271,"",2,1089,""
158,"159",272,"",2,1105,""
159,"160",272,"",2,1087,""
160,"161",272,"",2,1089,""
161,"162",273,"",1,1105,""
162,"163",273,"",4,1085,""
163,"164",273,"",1,1105,""
164,"165",274,"",1,1109,""
165,"166",275,1,25,1090,""
166,"167",275,1,25,1087,""
167,"168",275,1,25,1086,""
168,"169",275,1,25,1089,""
169,"170",276,1,25,1105,""
170,"171",276,1,25,1085,""
171,"172",276,1,50,1089,""
172,"173",279,1,50,1126,""
173,"174",279,1,50,1129,""
174,"175",280,1,50,1128,""
175,"176",280,1,50,1126,""
176,"177",277,1,33,1134,""
177,"178",277,1,33,1135,""
178,"179",278,1,33,1138,""
179,"180",278,1,34,1137,""
180,"181",281,1,100,999,""
181,"182",283,1,65,900,""
182,"183",283,1,35,1023,""
183,"184",284,1,65,901,""
184,"185",284,1,35,1024,""
185,"186",289,1,100,1025,""
186,"187",287,1,100,985,""
187,"188",285,1,100,520,""
188,"189",288,1,50,1140,""
189,"190",288,1,50,1141,""
190,"191",282,1,100,1108,""
191,"192",291,1,0,1029,""
192,"193",291,1,100,1031,""
193,"194",292,1,25,1030,""
194,"195",292,1,75,1031,""
195,"196",293,1,25,1092,""
196,"197",293,1,75,1090,""
197,"198",294,1,40,1086,""
198,"199",294,1,60,1089,""
199,"200",295,1,60,1087,""
200,"201",295,1,40,1085,""
201,"202",286,1,100,520,""
202,"203",290,1,100,1149,""
203,"204",296,1,35,1036,""
204,"205",296,1,65,1054,""
205,"206",297,1,65,1067,""
206,"207",297,1,35,1036,""
207,"208",298,1,35,1050,""
208,"209",298,1,65,1065,""
209,"210",299,1,65,1078,""
210,"211",299,1,35,1050,""
211,"212",302,1,35,1042,""
212,"213",302,1,65,1059,""
213,"214",303,1,65,1072,""
214,"215",303,1,35,1042,""
215,"216",300,1,35,1039,""
216,"217",300,1,65,1056,""
217,"218",301,1,65,1069,""
218,"219",301,1,35,1039,""
219,"220",304,1,35,1048,""
220,"221",304,1,65,1063,""
221,"222",305,1,65,1076,""
222,"223",305,1,35,1048,""
223,"224",306,1,100,1032,""
224,"225",307,"",1,883,"my_handler"
225,"226",307,"",3,917,"my_dog"
226,"227",244,1,100,880,""
227,"228",308,1,100,521,""
228,"229",309,1,100,988,""
229,"230",311,1,25,1170,""
230,"231",311,1,75,1166,""
231,"232",312,1,75,1162,""
232,"233",313,1,75,1172,""
233,"234",313,1,25,1164,""
234,"235",312,1,25,1168,""
235,"236",314,1,100,899,""
236,"237",315,1,100,1174,""
237,"238",316,1,33,1042,""
238,"239",316,1,33,1059,""
239,"240",316,1,33,1072,""
240,"241",317,1,28,1050,""
241,"242",317,1,28,1065,""
242,"243",317,1,28,1078,""
243,"244",317,1,16,1097,""
244,"245",318,"",1,1182,""
245,"246",319,1,100,1085,""
246,"247",320,1,100,1087,""
247,"248",321,1,100,1190,""
248,"249",322,1,50,1044,""
249,"250",322,1,30,1061,""
250,"251",322,1,20,1074,""
251,"252",323,1,50,1041,""
252,"253",323,1,30,1058,""
253,"254",323,1,20,1071,""
254,"255",324,1,100,1191,""
255,"256",325,1,60,1037,""
256,"257",325,1,40,1055,""
257,"258",326,1,35,1068,""
258,"259",326,1,65,1037,""
259,"260",327,1,60,1049,""
260,"261",327,1,40,1064,""
261,"262",328,1,35,1077,""
262,"263",328,1,65,1049,""
263,"264",329,1,100,1099,""
264,"265",333,1,20,1021,""
265,"266",333,1,80,901,""
266,"267",334,1,20,1022,""
267,"268",334,1,80,1023,""
268,"269",330,1,35,1024,""
269,"270",330,1,65,900,""
270,"271",331,1,100,1020,""
271,"272",332,1,100,1194,""
272,"273",335,1,100,1215,""
273,"274",336,1,100,1208,""
274,"275",337,1,100,1218,""
275,"276",338,1,100,1219,""
276,"277",339,1,100,1213,""
277,"278",340,1,100,1214,""
278,"279",341,1,100,1217,""
279,"323",25,1,45,238,""
280,"324",25,1,25,239,""
281,"325",25,1,20,240,""
282,"326",25,1,10,241,""
283,"327",26,1,91,230,""
284,"328",26,1,9,231,""
285,"329",27,1,50,230,""
286,"330",27,1,50,231,""
287,"331",28,1,45,238,""
288,"332",28,1,25,239,""
289,"333",28,1,20,240,""
290,"334",28,1,10,241,""
291,"335",29,1,30,238,""
292,"336",29,1,20,239,""
293,"337",29,1,30,240,""
294,"338",29,1,20,241,""
295,"339",30,1,45,250,""
296,"340",30,1,25,251,""
297,"341",30,1,20,252,""
298,"342",30,1,10,253,""
299,"343",31,1,50,262,""
300,"344",31,1,50,261,""
301,"345",32,1,50,262,""
302,"346",32,1,50,261,""
303,"347",33,1,100,400,""
304,"348",34,1,100,400,""
305,"349",35,1,66,278,""
306,"350",35,1,34,279,""
307,"354",36,"",1,210,""
308,"355",37,1,34,281,""
309,"356",37,1,66,283,""
310,"357",38,1,100,285,""
311,"358",39,1,100,291,""
312,"359",40,1,100,291,""
313,"360",41,1,100,261,""
314,"361",42,1,66,206,""
315,"362",42,1,34,207,""
316,"363",44,1,35,374,""
317,"364",44,1,35,376,""
318,"365",44,1,15,378,""
319,"366",44,1,15,380,""
320,"367",45,1,100,394,""
321,"368",46,1,70,206,""
322,"369",46,1,30,207,""
323,"370",47,1,50,206,""
324,"371",47,1,50,207,""
325,"372",48,1,70,272,""
326,"373",48,1,30,273,""
327,"374",49,1,50,272,""
328,"375",49,1,50,273,""
329,"385",50,1,100,404,""
330,"386",53,1,100,310,""
331,"387",52,1,100,294,""
332,"388",51,1,100,183,""
333,"389",54,1,40,409,""
334,"390",54,1,40,412,""
335,"391",54,1,20,415,""
336,"396",56,1,100,421,""
337,"397",57,1,100,423,""
338,"398",58,1,100,305,""
339,"399",59,1,100,187,""
340,"400",60,1,100,1380,""
341,"401",61,1,30,409,""
342,"402",61,1,50,405,""
343,"403",61,1,20,412,""
344,"404",62,1,100,1482,""
345,"405",63,1,100,396,""
346,"407",64,1,100,351,""
347,"408",65,1,40,409,""
348,"409",65,1,40,412,""
349,"410",65,1,20,415,""
350,"411",66,1,100,395,""
351,"412",67,1,100,233,""
352,"413",68,1,40,234,""
353,"414",68,1,60,233,""
354,"415",69,1,50,289,""
355,"416",69,1,50,288,""
356,"417",70,1,100,440,""
357,"418",71,1,100,648,""
358,"419",74,1,100,287,""
359,"420",75,1,30,317,""
360,"421",75,1,30,318,""
361,"422",75,1,20,320,""
362,"423",75,1,20,321,""
363,"424",76,1,25,317,""
364,"425",76,1,25,318,""
365,"426",76,1,25,320,""
366,"427",76,1,25,321,""
367,"428",77,1,100,305,""
368,"429",78,1,70,305,""
369,"430",78,1,30,307,""
370,"431",79,1,40,320,""
371,"432",79,1,40,321,""
372,"433",79,1,20,324,""
373,"434",80,1,100,307,""
374,"435",84,1,50,304,""
375,"436",84,1,30,305,""
376,"437",84,1,20,307,""
377,"438",85,1,100,293,""
378,"439",86,1,100,398,""
379,"440",105,1,100,726,""
380,"441",106,1,100,682,""
381,"442",107,1,16,360,""
382,"443",107,1,9,361,""
383,"444",107,1,9,362,""
384,"445",107,1,8,363,""
385,"446",107,1,8,365,""
386,"447",107,1,8,366,""
387,"448",107,1,8,367,""
388,"449",107,1,17,372,""
389,"450",107,1,17,373,""
390,"451",108,1,16,360,""
391,"452",108,1,9,361,""
392,"453",108,1,9,362,""
393,"454",108,1,8,363,""
394,"455",108,1,8,365,""
395,"456",108,1,8,366,""
396,"457",108,1,8,367,""
397,"458",108,1,17,372,""
398,"459",108,1,17,373,""
399,"460",109,1,100,660,""
400,"461",110,1,100,459,""
401,"462",111,1,100,813,""
402,"463",115,1,50,479,""
403,"464",115,1,50,478,""
404,"465",116,1,20,475,""
405,"466",116,1,20,476,""
406,"467",116,1,20,477,""
407,"468",116,1,20,480,""
408,"469",116,1,20,481,""
409,"470",117,1,30,474,""
410,"471",117,1,70,482,""
411,"472",122,1,50,483,""
412,"473",122,1,50,491,""
413,"474",118,1,50,483,""
414,"475",118,1,50,491,""
415,"476",119,1,50,487,""
416,"477",119,1,50,489,""
417,"478",120,1,33,495,""
418,"479",120,1,33,485,""
419,"480",120,1,34,497,""
420,"481",121,1,34,493,""
421,"482",121,1,33,499,""
422,"483",121,1,33,500,""
423,"484",123,1,20,485,""
424,"485",123,1,20,487,""
425,"486",123,1,20,489,""
426,"487",123,1,20,495,""
427,"488",123,1,20,497,""
428,"489",124,1,34,493,""
429,"490",124,1,33,499,""
430,"491",124,1,33,500,""
431,"492",125,1,100,740,""
432,"493",126,1,75,665,""
433,"494",126,1,25,669,""
434,"495",127,1,100,687,""
435,"496",128,1,25,794,""
436,"497",128,1,25,796,""
437,"498",128,1,25,797,""
438,"499",128,1,25,798,""
439,"500",129,1,100,214,""
440,"501",133,1,100,687,""
441,"502",134,1,50,372,""
442,"503",134,1,50,373,""
443,"504",135,1,33,363,""
444,"505",135,1,34,369,""
445,"506",135,1,33,367,""
446,"507",135,1,0,373,""
447,"508",136,1,42,663,""
448,"509",136,1,42,665,""
449,"510",136,1,16,667,""
450,"511",137,1,100,818,""
451,"512",138,1,100,372,""
452,"513",138,1,0,736,""
453,"514",139,1,18,363,""
454,"515",139,1,28,364,""
455,"516",139,1,18,369,""
456,"517",139,1,28,370,""
457,"518",139,1,0,372,""
458,"519",139,1,8,451,""
459,"520",140,1,100,736,""
460,"521",141,1,100,816,""
461,"522",142,1,100,750,""
462,"523",144,1,20,777,""
463,"524",144,1,20,778,""
464,"525",144,1,60,779,""
465,"526",145,1,20,777,""
466,"527",145,1,20,778,""
467,"528",145,1,60,779,""
468,"529",143,1,100,750,""
469,"530",146,1,40,777,""
470,"531",146,1,20,778,""
471,"532",146,1,40,779,""
472,"533",147,1,100,748,""
473,"534",148,1,100,662,""
474,"535",149,1,100,699,""
475,"536",150,1,100,701,""
476,"537",151,1,100,774,""
477,"538",152,1,60,1475,""
478,"539",152,1,40,1477,""
479,"540",153,1,100,462,""
480,"541",154,1,100,849,""
481,"542",155,1,100,740,""
482,"543",156,1,17,801,""
483,"544",156,1,33,802,""
484,"545",156,1,33,803,""
485,"546",156,1,17,806,""
486,"547",157,1,100,822,""
487,"548",158,1,100,655,""
488,"549",163,1,100,723,""
489,"550",164,1,75,808,""
490,"551",164,1,25,809,""
491,"552",165,1,100,831,""
492,"553",166,1,60,831,""
493,"554",166,1,40,832,""
494,"555",167,1,100,831,""
495,"556",169,"",1,738,""
496,"557",170,1,100,827,""
497,"558",172,1,100,738,""
498,"559",173,1,80,842,""
499,"560",173,1,20,844,""
500,"561",174,1,100,846,""
501,"562",171,1,100,9,""
502,"563",175,1,100,8,""
503,"564",176,1,25,833,""
504,"565",176,1,25,834,""
505,"566",176,1,25,835,""
506,"567",176,1,25,836,""
507,"568",177,1,100,839,""
508,"569",178,1,100,838,""
509,"570",179,1,100,837,""
510,"571",180,1,100,837,""
511,"572",182,1,100,848,""
512,"573",183,1,100,513,""
513,"574",184,1,50,503,""
514,"575",184,1,50,507,""
515,"576",185,1,15,504,""
516,"577",185,1,10,505,""
517,"578",185,1,55,506,""
518,"579",185,1,10,509,""
519,"580",185,1,15,510,""
520,"1413",186,1,10,504,""
521,"1412",186,1,15,505,""
522,"1411",186,1,10,506,""
523,"1410",186,1,50,509,""
524,"1414",186,1,15,510,""
525,"581",187,1,34,508,""
526,"582",187,1,33,511,""
527,"583",187,1,33,512,""
528,"624",310,1,100,916,""
529,"676",342,1,100,1294,""
530,"677",343,1,100,1295,""
531,"678",344,1,100,1296,""
532,"679",345,"",100,1297,""
533,"788",346,1,100,294,""
534,"789",347,"",1,392,""
535,"845",352,1,100,287,""
536,"846",353,1,100,287,""
537,"847",354,1,100,285,""
538,"848",355,1,100,285,""
539,"849",356,1,100,324,""
540,"850",361,1,100,1425,""
541,"851",357,1,100,325,""
542,"852",358,1,100,332,""
543,"853",359,1,80,332,""
544,"854",359,1,20,1348,""
545,"855",360,1,18,429,""
546,"856",360,1,33,431,""
547,"857",360,1,18,432,""
548,"858",360,1,15,430,""
549,"859",360,1,15,433,""
550,"860",362,1,100,1453,""
551,"873",81,1,100,309,""
552,"874",82,1,100,309,""
553,"875",83,1,100,315,""
554,"876",72,1,100,1458,""
555,"877",73,1,100,1457,""
556,"878",363,1,33,326,""
557,"879",363,1,34,327,""
558,"880",363,1,33,328,""
559,"881",188,1,100,501,""
560,"882",189,1,100,502,""
561,"883",190,1,100,675,""
562,"884",191,1,15,1460,""
563,"885",191,1,43,1463,""
564,"886",191,1,42,1465,""
565,"887",349,1,100,1373,""
566,"888",350,1,100,1372,""
567,"889",351,1,100,1374,""
568,"890",87,"",1,25,""
569,"891",88,1,100,25,""
570,"892",89,1,100,29,""
571,"893",90,1,100,29,""
572,"894",92,1,84,194,""
573,"895",92,1,16,192,""
574,"896",91,1,15,192,""
575,"897",91,1,42,320,""
576,"898",91,1,43,321,""
577,"899",91,1,0,324,""
578,"900",159,1,100,851,""
579,"901",160,1,100,1485,""
580,"902",161,1,100,853,""
581,"1415",192,"",1,691,""
582,"903",192,1,100,460,""
583,"904",193,1,100,661,""
584,"905",194,1,100,741,""
585,"906",195,1,60,10,""
586,"907",195,1,40,812,""
587,"908",196,1,100,814,""
588,"909",204,1,100,817,""
589,"910",205,1,100,819,""
590,"911",197,1,100,799,""
591,"912",199,1,100,1495,""
592,"1442",200,1,100,799,""
593,"913",201,1,100,737,""
594,"914",202,1,100,668,""
595,"915",203,1,100,664,""
596,"916",198,1,100,719,""
597,"917",206,1,100,1476,""
598,"918",207,1,100,850,""
599,"919",208,1,100,688,""
600,"1416",209,"",1,712,""
601,"1421",209,1,75,810,""
602,"1420",209,1,25,812,""
603,"920",210,1,100,820,""
604,"921",211,1,100,1496,""
605,"922",212,1,100,852,""
606,"923",213,1,100,807,""
607,"925",214,1,100,1476,""
608,"927",215,1,25,1486,""
609,"1525",215,1,75,823,""
610,"1526",216,"",1,184,""
611,"929",93,1,100,195,""
612,"930",95,1,100,194,""
613,"931",94,1,13,194,""
614,"932",94,1,37,320,""
615,"933",94,1,38,321,""
616,"934",94,1,12,324,""
617,"935",96,1,100,197,""
618,"936",98,1,100,193,""
619,"937",97,1,13,193,""
620,"938",97,1,38,320,""
621,"939",97,1,37,321,""
622,"940",97,1,12,324,""
623,"941",99,1,100,434,""
624,"942",100,1,100,435,""
625,"943",101,1,100,435,""
626,"944",364,1,50,975,""
627,"945",364,1,50,978,""
628,"946",365,1,69,973,""
629,"947",365,1,31,972,""
630,"948",366,1,33,975,""
631,"949",366,1,33,977,""
632,"950",366,1,34,976,""
633,"951",367,1,100,979,""
634,"952",368,1,50,980,""
635,"953",368,1,50,982,""
636,"954",181,1,100,840,""
637,"955",181,1,20,841,""
638,"956",168,1,100,831,""
639,"957",369,"",3,1316,""
640,"958",370,1,65,230,""
641,"959",370,1,35,231,""
642,"960",371,1,30,238,""
643,"961",371,1,10,239,""
644,"962",371,1,45,240,""
645,"963",371,1,15,241,""
646,"964",372,1,50,262,""
647,"965",372,1,50,261,""
648,"966",373,1,100,400,""
649,"967",374,1,50,278,""
650,"968",374,1,50,279,""
651,"969",375,1,20,210,""
652,"1474",375,1,80,280,""
653,"970",376,1,80,285,""
654,"971",376,1,20,291,""
655,"972",377,1,50,206,""
656,"973",377,1,50,207,""
657,"974",378,1,100,426,""
658,"975",379,1,35,374,""
659,"976",379,1,35,376,""
660,"977",379,1,15,378,""
661,"978",379,1,15,380,""
662,"979",380,1,100,394,""
663,"980",381,1,50,272,""
664,"981",381,1,50,273,""
665,"982",382,1,100,404,""
666,"983",385,1,20,310,""
667,"1477",385,1,40,409,""
668,"1478",385,1,40,412,""
669,"984",384,1,10,392,""
670,"1475",384,1,45,423,""
671,"1476",384,1,45,412,""
672,"985",383,1,60,418,""
673,"986",383,1,35,412,""
674,"987",383,1,5,183,""
675,"988",386,1,34,409,""
676,"989",386,1,35,412,""
677,"990",386,1,28,415,""
678,"1522",386,1,3,728,""
679,"991",387,1,65,421,""
680,"992",387,1,35,412,""
681,"993",388,1,65,423,""
682,"994",388,1,35,412,""
683,"996",389,1,80,305,""
684,"997",389,1,20,307,""
685,"998",390,1,12,1478,""
686,"1480",390,1,43,409,""
687,"1479",390,1,45,412,""
688,"999",391,1,12,1482,""
689,"1482",391,1,43,412,""
690,"1481",391,1,45,415,""
691,"1000",393,1,10,396,""
692,"1484",393,1,90,421,""
693,"1001",394,1,65,233,""
694,"1002",394,1,35,234,""
695,"1003",395,1,100,440,""
696,"1004",396,1,70,648,""
697,"1005",396,1,30,649,""
698,"1006",397,1,20,317,""
699,"1007",397,1,20,318,""
700,"1008",397,1,20,320,""
701,"1009",397,1,20,321,""
702,"1010",397,1,0,324,""
703,"1011",399,1,100,304,""
704,"1012",400,1,40,293,""
705,"1485",400,1,60,305,""
706,"1013",401,1,100,398,""
707,"1014",410,1,100,324,""
708,"1015",414,1,50,1425,""
709,"1016",414,1,50,1427,""
710,"1017",411,1,100,325,""
711,"1018",412,1,5,1348,""
712,"1487",412,1,95,332,""
713,"1019",413,1,18,429,""
714,"1020",413,1,34,431,""
715,"1021",413,1,18,432,""
716,"1022",413,1,15,430,""
717,"1023",413,1,15,433,""
718,"1024",398,1,100,315,""
719,"1025",402,1,7,25,""
720,"1486",402,1,93,234,""
721,"1026",403,1,100,29,""
722,"1027",405,1,80,194,""
723,"1028",405,1,20,192,""
724,"1029",404,1,40,328,""
725,"1030",404,1,40,326,""
726,"1031",404,1,20,325,""
727,"1032",406,1,100,194,""
728,"1033",407,1,100,197,""
729,"1034",408,1,40,327,""
730,"1035",408,1,40,328,""
731,"1036",408,1,10,325,""
732,"1037",409,1,50,434,""
733,"1038",409,1,50,435,""
734,"1039",415,1,50,975,""
735,"1040",415,1,50,978,""
736,"1041",416,1,75,973,""
737,"1042",416,1,25,972,""
738,"1043",417,1,33,975,""
739,"1044",417,1,33,977,""
740,"1045",417,1,34,976,""
741,"1046",418,1,40,979,""
742,"1488",418,1,30,976,""
743,"1489",418,1,30,977,""
744,"1047",421,1,65,699,""
745,"1048",421,1,35,702,""
746,"1049",422,1,60,706,""
747,"1050",422,1,40,708,""
748,"1051",423,1,40,710,""
749,"1052",423,1,60,706,""
750,"1053",529,1,100,903,""
751,"1054",424,1,100,726,""
752,"1507",425,1,3,680,""
753,"1055",425,1,100,682,""
754,"1056",426,1,0,360,""
755,"1057",426,1,10,361,""
756,"1058",426,1,10,362,""
757,"1059",426,1,10,363,""
758,"1060",426,1,10,365,""
759,"1061",426,1,10,366,""
760,"1062",426,1,10,367,""
761,"1063",426,1,15,372,""
762,"1064",426,1,15,373,""
763,"1065",436,1,30,466,""
764,"1066",436,1,30,465,""
765,"1067",436,1,20,472,""
766,"1068",436,1,20,503,""
767,"1069",437,1,30,471,""
768,"1070",437,1,30,470,""
769,"1071",437,1,20,473,""
770,"1072",437,1,20,468,""
771,"1073",438,1,30,504,""
772,"1074",438,1,30,505,""
773,"1075",438,1,20,511,""
774,"1076",438,1,20,503,""
775,"1077",439,1,30,510,""
776,"1078",439,1,30,509,""
777,"1079",439,1,20,512,""
778,"1080",439,1,20,508,""
779,"1081",427,1,100,659,""
780,"1082",428,1,90,459,""
781,"1083",428,1,10,690,""
782,"1084",429,1,10,813,""
783,"1508",429,1,45,363,""
784,"1509",429,1,45,369,""
785,"1085",430,1,100,740,""
786,"1086",431,1,75,665,""
787,"1087",431,1,25,669,""
788,"1088",432,1,90,687,""
789,"1089",432,1,10,781,""
790,"1090",433,1,30,794,""
791,"1091",433,1,30,796,""
792,"1092",433,1,20,797,""
793,"1093",433,1,20,798,""
794,"1094",434,1,50,372,""
795,"1095",434,1,50,373,""
796,"1096",435,1,50,363,""
797,"1097",435,1,50,369,""
798,"1098",435,1,0,372,""
799,"1099",435,1,0,373,""
800,"1100",440,1,75,663,""
801,"1101",440,1,25,667,""
802,"1102",441,1,90,818,""
803,"1103",441,1,10,736,""
804,"1104",442,1,17,363,""
805,"1105",442,1,17,364,""
806,"1106",442,1,17,369,""
807,"1107",442,1,17,370,""
808,"1108",442,1,17,372,""
809,"1510",442,1,5,451,""
810,"1109",443,1,100,213,""
811,"1110",444,1,100,816,""
812,"1111",445,1,95,750,""
813,"1491",445,1,5,744,""
814,"1490",446,1,5,746,""
815,"1112",446,1,95,750,""
816,"1492",447,1,5,776,""
817,"1113",447,1,18,777,""
818,"1114",447,1,12,778,""
819,"1115",447,1,65,779,""
820,"1116",448,1,10,748,""
821,"1511",448,1,15,777,""
822,"1512",448,1,10,778,""
823,"1513",448,1,65,779,""
824,"1117",449,1,100,662,""
825,"1493",450,1,50,774,""
826,"1118",450,1,50,775,""
827,"1119",451,1,100,1475,""
828,"1120",452,1,100,462,""
829,"1121",453,1,15,849,""
830,"1514",453,1,85,858,""
831,"1122",454,1,0,801,""
832,"1123",454,1,20,802,""
833,"1124",454,1,20,803,""
834,"1125",454,1,60,806,""
835,"1126",455,1,100,822,""
836,"1127",456,1,15,655,""
837,"1515",456,1,85,659,""
838,"1128",460,1,100,723,""
839,"1129",461,1,25,808,""
840,"1130",461,1,50,809,""
841,"1131",461,1,25,811,""
842,"1132",462,1,60,831,""
843,"1133",463,1,100,827,""
844,"1134",465,1,100,738,""
845,"1135",464,1,100,9,""
846,"1136",466,1,25,833,""
847,"1137",466,1,25,834,""
848,"1138",466,1,25,835,""
849,"1139",466,1,25,836,""
850,"1140",467,1,100,838,""
851,"1141",468,1,92,837,""
852,"1517",468,1,8,463,""
853,"1142",470,1,20,513,""
854,"1494",470,1,80,510,""
855,"1143",419,1,100,1458,""
856,"1144",420,1,100,1457,""
857,"1145",471,1,100,501,""
858,"1146",472,1,100,502,""
859,"1147",473,1,20,675,""
860,"1495",473,1,80,1460,""
861,"1149",474,1,50,1463,""
862,"1150",474,1,50,1465,""
863,"1151",475,1,100,1373,""
864,"1152",476,1,100,1372,""
865,"1153",477,1,100,1374,""
866,"1154",457,1,10,851,""
867,"1516",457,1,90,806,""
868,"1155",458,1,100,1485,""
869,"1156",459,1,100,853,""
870,"1157",469,1,15,840,""
871,"1158",469,1,5,841,""
872,"1518",469,1,20,833,""
873,"1519",469,1,20,834,""
874,"1521",469,1,20,835,""
875,"1520",469,1,20,836,""
876,"1159",530,1,33,863,""
877,"1160",530,1,33,864,""
878,"1161",530,1,34,865,""
879,"1162",531,1,100,895,""
880,"1504",532,1,33,863,""
881,"1503",532,1,34,864,""
882,"1502",532,1,33,865,""
883,"1164",533,1,30,872,""
884,"1165",533,1,35,873,""
885,"1166",533,1,35,874,""
886,"1167",534,1,25,936,""
887,"1501",534,1,75,949,""
888,"1168",535,1,100,1,""
889,"1169",536,1,50,947,""
890,"1170",536,1,50,943,""
891,"1171",537,1,100,905,""
892,"1172",538,1,100,989,""
893,"1173",539,1,40,984,""
894,"1537",539,1,15,923,""
895,"1540",539,1,15,924,""
896,"1539",539,1,15,925,""
897,"1538",539,1,15,926,""
898,"1174",540,1,25,923,""
899,"1175",540,1,25,924,""
