"rownum","Id","Name","IsCategory","Category","bool","string","bool","i32","i32","string"
41,"PoE2GuildStashTabs","Guild Stash Tabs","","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/GuildSub/SubFlagGuildStashes",1,-16843010,-16843010,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Guild/GuildStashes"
42,"PoE2GuildHideouts","Hideout Areas","","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/GuildSub/SubFlagGuildHideouts",1,-16843010,-16843010,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Guild/GuildHideouts"
43,"PoE2GuildUtilitySkins","Utility Skins","","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/GuildSub/SubFlagGuildltems",1,-16843010,-16843010,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Guild/Guildltems"
44,"PoE2GuildHideoutDecorations","Hideout Decorations","","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/GuildSub/SubFlagGuildEffects",1,-16843010,-16843010,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Guild/GuildEffects"
45,"PoE2GuildFeatures","Guild Features","","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/GuildSub/SubFlagGuildBundles",1,-16843010,-16843010,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Guild/GuildBundles"
46,"TencentHotAndNew","Hot and New",1,"","","","",-16843010,-16843010,""
47,"TencentAccountFunctions","Account Functions",1,"","","","",-16843010,-16843010,""
48,"TencentGuildFunctions","Guild Functions",1,"","","","",-16843010,-16843010,""
49,"TencentCosmetics","Cosmetics",1,"","","","",-16843010,-16843010,""
50,"TencentBackAttachments","Back Attachments",1,"","","","",-16843010,-16843010,""
51,"TencentWeaponEffects","Weapon Effects",1,"","","","",-16843010,-16843010,""
52,"TencentSkillEffects","Skill Effects",1,"","","","",-16843010,-16843010,""
53,"TencentCharacterEffects","Character Effects",1,"","","","",-16843010,-16843010,""
54,"TencentFootprintsEffects","Footprints Effects",1,"","","","",-16843010,-16843010,""
55,"TencentPortalEffects","Portal Effects",1,"","","","",-16843010,-16843010,""
56,"TencentPets","Pets",1,"","","","",-16843010,-16843010,""
57,"TencentHideout","Hideout",1,"","","","",-16843010,-16843010,""
58,"TencentTradeableMicrotransactions","Tradeable Microtransaction",1,"","","","",-16843010,-16843010,""
59,"TencentSecondary","Tencent Misc","","","","","",-16843010,-16843010,""
60,"CursorMtx","Cursor Skin","","","","","",-16843010,-16843010,""
61,"HUDMtx","HUD Skin","","","","","",-16843010,-16843010,""
62,"JewelMtx","Passive Jewel Skin","","","","","",-16843010,-16843010,""
63,"FlaskMtx","Flask Skin","","","","","",-16843010,-16843010,""
64,"BeltMtx","Belt Skin","","","","","",-16843010,-16843010,""
65,"AmuletMtx","Amulet Skin","","","","","",-16843010,-16843010,""
66,"WeaponSkin1Mtx","Main-hand Skin","","","","","",-16843010,-16843010,""
67,"WeaponSkin2Mtx","Off-hand Skin","","","","","",-16843010,-16843010,""
68,"WeaponEffect1Mtx","Main-hand Effect","","","","","",-16843010,-16843010,""
69,"WeaponEffect2Mtx","Off-hand Effect","","","","","",-16843010,-16843010,""
70,"WeaponAddedEffect1Mtx","Main-hand Added Effect","","","","","",-16843010,-16843010,""
71,"WeaponAddedEffect2Mtx","Off-hand Added Effect","","","","","",-16843010,-16843010,""
72,"HelmetSkinMtx","Helmet Skin","",4,"","","",-16843010,-16843010,""
73,"HelmetAttachmentMtx","Helmet Attachment","",4,"","","",-16843010,-16843010,""
74,"ArmourSkinMtx","Armour Skin","",4,"","","",-16843010,-16843010,""
75,"ArmourAttachmentMtx","Armour Attachment","",4,"","","",-16843010,-16843010,""
76,"GlovesMtx","Gloves","",4,"","","",-16843010,-16843010,""
77,"BootsMtx","Boots","",4,"","","",-16843010,-16843010,""
78,"FootprintsMtx","Footprints","","","","","",-16843010,-16843010,""
79,"ShieldSkin","Shield Skin","","","","","",-16843010,-16843010,""
80,"ApparitionMtx","Apparition","","","","","",-16843010,-16843010,""
81,"CharacterEffectMtx","Character Effect","","","","","",-16843010,-16843010,""
82,"PetMtx","Pet","","","","","",-16843010,-16843010,""
83,"SocialFrameMtx","Social Frame","","","","","",-16843010,-16843010,""
84,"PortraitMtx","Portrait","","","","","",-16843010,-16843010,""
85,"PortalMtx","Portal","","","","","",-16843010,-16843010,""
86,"RingMtx","Ring Skin","","","","","",-16843010,-16843010,""
87,"HipAttachmentMtx","Hip Attachment","","","","","",-16843010,-16843010,""
88,"SlotlessMtx","[DNT]","","","","","",-16843010,-16843010,""
89,"AlternateCharges","Alternate Charge Skin","",11,"","","",-16843010,-16843010,""
90,"AncestralCallMtx","Ancestral Call","",10,"","","",-16843010,-16843010,""
91,"AncestralWarchiefMtx","Ancestral Warchief","",10,"","","",-16843010,-16843010,""
92,"AngerMtx","Anger","",10,"","","",-16843010,-16843010,""
93,"ArcMtx","Arc","",10,"","","",-16843010,-16843010,""
94,"ArcticArmourMtx","Arctic Armour","",10,"","","",-16843010,-16843010,""
95,"BallLightningMtx","Ball Lightning","",10,"","","",-16843010,-16843010,""
96,"BarrageMtx","Barrage","",10,"","","",-16843010,-16843010,""
97,"BladefallMtx","Bladefall","",10,"","","",-16843010,-16843010,""
98,"BladeflurryMtx","Blade Flurry","",10,"","","",-16843010,-16843010,""
99,"BladeVortexMtx","Blade Vortex","",10,"","","",-16843010,-16843010,""
100,"BlasphemyMtx","Blasphemy","",10,"","","",-16843010,-16843010,""
101,"BlastRainMtx","Blast Rain","",10,"","","",-16843010,-16843010,""
102,"BlinkArrowMtx","Blink Arrow","",10,"","","",-16843010,-16843010,""
103,"BloodRageMtx","Blood Rage","",10,"","","",-16843010,-16843010,""
104,"ClarityMtx","Clarity","",10,"","","",-16843010,-16843010,""
105,"CleaveMtx","Cleave","",10,"","","",-16843010,-16843010,""
106,"ChargedDashMtx","Charged Dash","",10,"","","",-16843010,-16843010,""
107,"ColdSnapMtx","Cold Snap","",10,"","","",-16843010,-16843010,""
108,"ContagionMtx","Contagion","",10,"","","",-16843010,-16843010,""
109,"ConvocationMtx","Convocation","",10,"","","",-16843010,-16843010,""
110,"CremationMtx","Cremation","",10,"","","",-16843010,-16843010,""
111,"CycloneMtx","Cyclone","",10,"","","",-16843010,-16843010,""
112,"DecoyTotemMtx","Decoy Totem","",10,"","","",-16843010,-16843010,""
113,"DesecrateMtx","Desecrate","",10,"","","",-16843010,-16843010,""
114,"DeterminationMtx","Determination","",10,"","","",-16843010,-16843010,""
115,"DevouringTotemMtx","Devouring Totem","",10,"","","",-16843010,-16843010,""
116,"DischargeMtx","Discharged","",10,"","","",-16843010,-16843010,""
117,"DisciplineMtx","Discipline","",10,"","","",-16843010,-16843010,""
118,"DoubleStrikeMtx","Double Strike","",10,"","","",-16843010,-16843010,""
119,"EarthquakeMtx","Earthquake","",10,"","","",-16843010,-16843010,""
120,"ElementalHitMtx","Elemental Hit","",10,"","","",-16843010,-16843010,""
121,"EssenceDrainMtx","Essence Drain","",10,"","","",-16843010,-16843010,""
122,"EtherealKnivesMtx","Ethereal Knives","",10,"","","",-16843010,-16843010,""
123,"FireballMtx","Fireball","",10,"","","",-16843010,-16843010,""
124,"FirestormMtx","Firestorm","",10,"","","",-16843010,-16843010,""
125,"FlameblastMtx","Flameblast","",10,"","","",-16843010,-16843010,""
126,"FlameDashMtx","Flame Dash","",10,"","","",-16843010,-16843010,""
127,"FlameTotemMtx","Holy Flame Totem","",10,"","","",-16843010,-16843010,""
128,"FlickerStrikeMtx","Flicker Strike","",10,"","","",-16843010,-16843010,""
129,"FreezingPulseMtx","Freezing Pulse","",10,"","","",-16843010,-16843010,""
130,"FrostBladesMtx","Frost Blades","",10,"","","",-16843010,-16843010,""
131,"FrostBoltMtx","Frostbolt","",10,"","","",-16843010,-16843010,""
132,"FrostBoltNovaMtx","Vortex","",10,"","","",-16843010,-16843010,""
133,"FrostBombMtx","Frost Bomb","",10,"","","",-16843010,-16843010,""
134,"GlacialCascadeMtx","Glacial Cascade","",10,"","","",-16843010,-16843010,""
135,"GraceMtx","Grace","",10,"","","",-16843010,-16843010,""
136,"GroundSlamMtx","Ground Slam","",10,"","","",-16843010,-16843010,""
137,"HasteMtx","Haste","",10,"","","",-16843010,-16843010,""
138,"HatredMtx","Hatred","",10,"","","",-16843010,-16843010,""
139,"HeraldOfAgonyMtx","Herald of Agony","",10,"","","",-16843010,-16843010,""
140,"HeraldOfAshMtx","Herald of Ash","",10,"","","",-16843010,-16843010,""
141,"HeraldOfIceMtx","Herald of Ice","",10,"","","",-16843010,-16843010,""
142,"HeraldOfLightMtx","Herald of Purity","",10,"","","",-16843010,-16843010,""
143,"HeraldOfThunderMtx","Herald of Thunder","",10,"","","",-16843010,-16843010,""
144,"HexblastMtx","Hexblast","",10,"","","",-16843010,-16843010,""
145,"HolyRelicMtx","Summon Holy Relic","",10,"","","",-16843010,-16843010,""
146,"IceNovaMtx","Ice Nova","",10,"","","",-16843010,-16843010,""
147,"IceSpearMtx","Ice Spear","",10,"","","",-16843010,-16843010,""
148,"IceTrapMtx","Ice Trap","",10,"","","",-16843010,-16843010,""
149,"ImmortalCallMtx","Immortal Call","",10,"","","",-16843010,-16843010,""
150,"IncinerateMtx","Incinerate","",10,"","","",-16843010,-16843010,""
151,"KineticBlastMtx","Kinetic Blast","",10,"","","",-16843010,-16843010,""
152,"LacerateMtx","Lacerate","",10,"","","",-16843010,-16843010,""
153,"LightningSpireMtx","Lightning Spire","",10,"","","",-16843010,-16843010,""
154,"LightningWarpMtx","Lightning Warp","",10,"","","",-16843010,-16843010,""
155,"LeapSlamMtx","Leap Slam","",10,"","","",-16843010,-16843010,""
156,"LightningArrowMtx","Lightning Arrow","",10,"","","",-16843010,-16843010,""
157,"MagmaOrbMtx","Rolling Magma","",10,"","","",-16843010,-16843010,""
158,"MirageArcherMtx","Mirage Archer","",10,"","","",-16843010,-16843010,""
159,"MirrorArrowMtx","Mirror Arrow","",10,"","","",-16843010,-16843010,""
160,"MoltenShellMtx","Molten Shell","",10,"","","",-16843010,-16843010,""
161,"MoltenStrikeMtx","Molten Strike","",10,"","","",-16843010,-16843010,""
162,"OrbOfStormsMtx","Orb of Storms","",10,"","","",-16843010,-16843010,""
163,"PhaseRunMtx","Phase Run","",10,"","","",-16843010,-16843010,""
164,"CausticArrowMtx","Caustic Arrow","",10,"","","",-16843010,-16843010,""
165,"PurityMtx","Purity","",10,"","","",-16843010,-16843010,""
166,"PurityofFireMtx","Purity of Fire","",10,"","","",-16843010,-16843010,""
167,"PurityofIceMtx","Purity of Ice","",10,"","","",-16843010,-16843010,""
168,"PurityofLightningMtx","Purity of Lightning","",10,"","","",-16843010,-16843010,""
169,"RainOfArrowsMtx","Rain of Arrows","",10,"","","",-16843010,-16843010,""
170,"RaiseSpectreMtx","Raise Spectre","",10,"","","",-16843010,-16843010,""
171,"RaiseZombieMtx","Raise Zombie","",10,"","","",-16843010,-16843010,""
172,"ReaveMtx","Reave","",10,"","","",-16843010,-16843010,""
173,"RejuvenationTotemMtx","Rejuvenation Totem","",10,"","","",-16843010,-16843010,""
174,"RighteousFireMtx","Righteous Fire","",10,"","","",-16843010,-16843010,""
175,"ScorchingRayMtx","Scorching Ray","",10,"","","",-16843010,-16843010,""
176,"ScourgeArrowMtx","Scourge Arrow","",10,"","","",-16843010,-16843010,""
177,"SearingBondMtx","Searing Bond","",10,"","","",-16843010,-16843010,""
178,"ShieldChargeMtx","Shield Charge","",10,"","","",-16843010,-16843010,""
179,"ShockNovaMtx","Shock Nova","",10,"","","",-16843010,-16843010,""
180,"ShockwaveTotemMtx","Shockwave Totem","",10,"","","",-16843010,-16843010,""
181,"SiegeBallistaMtx","Siege Ballista","",10,"","","",-16843010,-16843010,""
182,"SparkMtx","Spark","",10,"","","",-16843010,-16843010,""
183,"SpectralShieldThrowMtx","Spectral Shield Throw","",10,"","","",-16843010,-16843010,""
184,"SplitArrowMtx","Split Arrow","",10,"","","",-16843010,-16843010,""
185,"StormCallMtx","Storm Call","",10,"","","",-16843010,-16843010,""
186,"SummonChaosGolemMtx","Summon Chaos Golem","",10,"","","",-16843010,-16843010,""
187,"SummonFlameGolemMtx","Summon Flame Golem","",10,"","","",-16843010,-16843010,""
188,"SummonIceGolemMtx","Summon Ice Golem","",10,"","","",-16843010,-16843010,""
189,"SummonLightningGolemMtx","Summon Lightning Golem","",10,"","","",-16843010,-16843010,""
190,"SummonRagingSpiritMtx","Summon Raging Spirit","",10,"","","",-16843010,-16843010,""
191,"SummonStoneGolemMtx","Summon Stone Golem","",10,"","","",-16843010,-16843010,""
192,"SummonSkeletonsMtx","Summon Skeletons","",10,"","","",-16843010,-16843010,""
193,"SunderMtx","Sunder","",10,"","","",-16843010,-16843010,""
194,"TempestShieldMtx","Tempest Shield","",10,"","","",-16843010,-16843010,""
195,"ThrownWeaponMtx","Spectral Throw","",10,"","","",-16843010,-16843010,""
196,"TornadoShotMtx","Tornado Shot","",10,"","","",-16843010,-16843010,""
197,"ToxicRainMtx","Toxic Rain","",10,"","","",-16843010,-16843010,""
198,"VaalAncestralWarchiefMtx","Vaal Ancestral Warchief","",10,"","","",-16843010,-16843010,""
199,"VaalAnimateWeaponMtx","Vaal Animate Weapon","",10,"","","",-16843010,-16843010,""
200,"VaalArcMtx","Vaal Arc","",10,"","","",-16843010,-16843010,""
201,"VaalArcticArmourMtx","Vaal Arctic Armour","",10,"","","",-16843010,-16843010,""
202,"VaalBladeVortexMtx","Vaal Blade Vortex","",10,"","","",-16843010,-16843010,""
203,"VaalClarityMtx","Vaal Clarity","",10,"","","",-16843010,-16843010,""
204,"VaalColdSnapMtx","Vaal Cold Snap","",10,"","","",-16843010,-16843010,""
205,"VaalCycloneMtx","Vaal Cyclone","",10,"","","",-16843010,-16843010,""
206,"VaalDisciplineMtx","Vaal Discipline","",10,"","","",-16843010,-16843010,""
207,"VaalDominationMtx","Vaal Domination","",10,"","","",-16843010,-16843010,""
208,"VaalDoubleStrikeMtx","Vaal Double Strike","",10,"","","",-16843010,-16843010,""
209,"VaalEarthquakeMtx","Vaal Earthquake","",10,"","","",-16843010,-16843010,""
210,"VaalFireballMtx","Vaal Fireball","",10,"","","",-16843010,-16843010,""
211,"VaalFirestormMtx","Vaal Firestorm","",10,"","","",-16843010,-16843010,""
212,"VaalFlameblastMtx","Vaal Flameblast","",10,"","","",-16843010,-16843010,""
213,"VaalGraceMtx","Vaal Grace","",10,"","","",-16843010,-16843010,""
214,"VaalGroundSlamMtx","Vaal Ground Slam","",10,"","","",-16843010,-16843010,""
215,"VaalHasteMtx","Vaal Haste","",10,"","","",-16843010,-16843010,""
216,"VaalIceNovaMtx","Vaal Ice Nova","",10,"","","",-16843010,-16843010,""
217,"VaalIceShotMtx","Vaal Ice Shot","",10,"","","",-16843010,-16843010,""
218,"VaalImmortalCall","Vaal Immortal Call","",10,"","","",-16843010,-16843010,""
219,"VaalLightningArrowMtx","Vaal Lightning Arrow","",10,"","","",-16843010,-16843010,""
220,"VaalLightningWarpMtx","Vaal Lightning Warp","",10,"","","",-16843010,-16843010,""
221,"VaalMoltenShellMtx","Vaal Molten Shell","",10,"","","",-16843010,-16843010,""
222,"VaalMoltenStrikeMtx","Vaal Molten Strike","",10,"","","",-16843010,-16843010,""
223,"VaalPurityOfFireMtx","Vaal Impurity of Fire","",10,"","","",-16843010,-16843010,""
224,"VaalPurityOfIceMtx","Vaal Impurity of Ice","",10,"","","",-16843010,-16843010,""
225,"VaalPurityOfLightningMtx","Vaal Impurity of Lightning","",10,"","","",-16843010,-16843010,""
226,"VaalRainOfArrowsMtx","Vaal Rain of Arrows","",10,"","","",-16843010,-16843010,""
227,"VaalReapMtx","Vaal Reap","",10,"","","",-16843010,-16843010,""
228,"VaalReaveMtx","Vaal Reave","",10,"","","",-16843010,-16843010,""
229,"VaalRejuvenationTotemMtx","Vaal Rejuvenation Totem","",10,"","","",-16843010,-16843010,""
230,"VaalRighteousFireMtx","Vaal Righteous Fire","",10,"","","",-16843010,-16843010,""
231,"VaalSmiteMtx","Vaal Smite","",10,"","","",-16843010,-16843010,""
232,"VaalSparkMtx","Vaal Spark","",10,"","","",-16843010,-16843010,""
233,"VaalStormCallMtx","Vaal Storm Call","",10,"","","",-16843010,-16843010,""
234,"VaalSummonSkeletonsMtx","Vaal Summon Skeletons","",10,"","","",-16843010,-16843010,""
235,"VaalThrownWeaponMtx","Vaal Spectral Throw","",10,"","","",-16843010,-16843010,""
236,"VaalPowerSiphonMtx","Vaal Power Siphon","",10,"","","",-16843010,-16843010,""
237,"VaalFlickerStrikeMtx","Vaal Flicker Strike","",10,"","","",-16843010,-16843010,""
238,"VaalVenomGyreMtx","Vaal Venom Gyre","",10,"","","",-16843010,-16843010,""
239,"VaalBladeFlurryMtx","Vaal Blade Flurry","",10,"","","",-16843010,-16843010,""
240,"VaalCleaveMtx","Vaal Cleave","",10,"","","",-16843010,-16843010,""
241,"VaalCausticArrowMtx","Vaal Caustic Arrow","",10,"","","",-16843010,-16843010,""
242,"VitalityMtx","Vitality","",10,"","","",-16843010,-16843010,""
243,"VolatileDeadMtx","Volatile Dead","",10,"","","",-16843010,-16843010,""
244,"WhirlingBladesMtx","Whirling Blades","",10,"","","",-16843010,-16843010,""
245,"WitherMtx","Wither","",10,"","","",-16843010,-16843010,""
246,"WrathMtx","Wrath","",10,"","","",-16843010,-16843010,""
247,"RangedAttackTotemMtx","Ranged Attack Totem","",10,"","","",-16843010,-16843010,""
248,"SpellTotemMtx","SpellTotem","",10,"","","",-16843010,-16843010,""
249,"WarBannerMtx","War Banner","",10,"","","",-16843010,-16843010,""
250,"DreadBannerMtx","Dread Banner","",10,"","","",-16843010,-16843010,""
251,"ZealotryMtx","Zealotry","",10,"","","",-16843010,-16843010,""
252,"MalevolenceMtx","Malevolence","",10,"","","",-16843010,-16843010,""
253,"SoulrendMtx","Soulrend","",10,"","","",-16843010,-16843010,""
254,"DivineIreMtx","Divine Ire","",10,"","","",-16843010,-16843010,""
255,"WinterOrbMtx","Winter Orb","",10,"","","",-16843010,-16843010,""
256,"BaneMtx","Bane","",10,"","","",-16843010,-16843010,""
257,"IceDashMtx","Ice Dash","",10,"","","",-16843010,-16843010,""
258,"QuickDodgeMtx","Dash","",10,"","","",-16843010,-16843010,""
259,"PrecisionMtx","Precision","",10,"","","",-16843010,-16843010,""
260,"PrideMtx","Pride","",10,"","","",-16843010,-16843010,""
261,"LightningTrapMtx","Lightning Trap","",10,"","","",-16843010,-16843010,""
262,"VaalLightningTrapMtx","Vaal Lightning Trap","",10,"","","",-16843010,-16843010,""
263,"BladestormMtx","Bladestorm","",10,"","","",-16843010,-16843010,""
264,"BloodAndSandMtx","Blood and Sand","",10,"","","",-16843010,-16843010,""
265,"FleshAndStoneMtx","Flesh and Stone","",10,"","","",-16843010,-16843010,""
266,"StormBrandMtx","Storm Brand","",10,"","","",-16843010,-16843010,""
267,"BlightMtx","Blight","",10,"","","",-16843010,-16843010,""
268,"VaalBlightMtx","Vaal Blight","",10,"","","",-16843010,-16843010,""
269,"PyroclastMineMtx","Pyroclast Mine","",10,"","","",-16843010,-16843010,""
270,"HailstormMineMtx","Icicle Mine","",10,"","","",-16843010,-16843010,""
271,"StormblastMineMtx","Stormblast Mine","",10,"","","",-16843010,-16843010,""
272,"BlastChainMineMtx","Remote Mine","",10,"","","",-16843010,-16843010,""
273,"HighImpactMineMtx","Remote Mine","",10,"","","",-16843010,-16843010,""
274,"LocusMineMtx","Remote Mine","",10,"","","",-16843010,-16843010,""
275,"SummonSkitterbotsMtx","Summon Skitterbots","",10,"","","",-16843010,-16843010,""
276,"ArtilleryBallistaMtx","Artillery Ballista","",10,"","","",-16843010,-16843010,""
277,"ShrapnelBallistaMtx","Shrapnel Ballista","",10,"","","",-16843010,-16843010,""
278,"ExplosiveArrowMtx","Explosive Arrow","",10,"","","",-16843010,-16843010,""
279,"BlasphemyPlusMtx","Awakened Blasphemy","",10,"","","",-16843010,-16843010,""
280,"SummonCarrionGolemMtx","Summon Carrion Golem","",10,"","","",-16843010,-16843010,""
281,"BladeBlastMtx","Blade Blast","",10,"","","",-16843010,-16843010,""
282,"AnimateWeaponMtx","Animated Weapon","",10,"","","",-16843010,-16843010,""
283,"KineticBoltMtx","Kinetic Bolt","",10,"","","",-16843010,-16843010,""
284,"PowerSiphonMtx","Power Siphon","",10,"","","",-16843010,-16843010,""
285,"StormbindMtx","Stormbind","",10,"","","",-16843010,-16843010,""
286,"DominatingBlowMtx","Dominating Blow","",10,"","","",-16843010,-16843010,""
287,"EnduringCryMtx","Enduring Cry","",10,"","","",-16843010,-16843010,""
288,"RallyingCryMtx","Rallying Cry","",10,"","","",-16843010,-16843010,""
289,"AbyssalCryMtx","Abyssal Cry","",10,"","","",-16843010,-16843010,""
290,"IntimidatingCryMtx","Intimidating Cry","",10,"","","",-16843010,-16843010,""
291,"GeneralsCryMtx","General's Cry","",10,"","","",-16843010,-16843010,""
292,"AncestralCryMtx","Ancestral Cry","",10,"","","",-16843010,-16843010,""
293,"SeismicCryMtx","Seismic Cry","",10,"","","",-16843010,-16843010,""
294,"TectonicSlamMtx","Tectonic Slam","",10,"","","",-16843010,-16843010,""
295,"FistOfWarMtx","Fist of War","",10,"","","",-16843010,-16843010,""
296,"IceCrashMtx","Ice Crash","",10,"","","",-16843010,-16843010,""
297,"LancingSteelMtx","Lancing Steel","",10,"","","",-16843010,-16843010,""
298,"ShatteringSteelMtx","Shattering Steel","",10,"","","",-16843010,-16843010,""
299,"DetonateDeadMtx","Detonate Dead","",10,"","","",-16843010,-16843010,""
300,"VaalDetonateDeadMtx","Vaal Detonate Dead","",10,"","","",-16843010,-16843010,""
301,"VoidSphereMtx","Void Sphere","",10,"","","",-16843010,-16843010,""
302,"SmiteMtx","Smite","",10,"","","",-16843010,-16843010,""
303,"EarthshatterMtx","Earthshatter","",10,"","","",-16843010,-16843010,""
304,"ConsecratedPathMtx","Consecrated Path","",10,"","","",-16843010,-16843010,""
305,"CracklingLanceMtx","Crackling Lance","",10,"","","",-16843010,-16843010,""
306,"BodyswapMtx","Bodyswap","",10,"","","",-16843010,-16843010,""
307,"FlameWallMtx","Flame Wall","",10,"","","",-16843010,-16843010,""
308,"EnsnaringArrowMtx","Ensnaring Arrow","",10,"","","",-16843010,-16843010,""
309,"SigilOfPowerMtx","Sigil of Power","",10,"","","",-16843010,-16843010,""
310,"SteelskinMtx","Steelskin","",10,"","","",-16843010,-16843010,""
311,"PunctureMtx","Puncture","",10,"","","",-16843010,-16843010,""
312,"WaveOfConvictionMtx","Wave of Conviction","",10,"","","",-16843010,-16843010,""
