"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","i32"
186,548,500,800,48,80,11,0
187,549,500,714,49,62,11,0
188,550,500,870,54,101,11,0
189,551,500,714,35,81,11,0
190,552,500,769,49,82,11,0
191,553,500,833,65,82,11,0
192,554,500,714,38,80,11,0
193,555,500,741,49,74,11,0
194,556,500,769,20,41,11,0
195,557,500,769,31,64,11,0
196,558,500,769,39,81,11,0
197,559,700,833,8,11,11,0
198,560,700,833,11,17,11,0
199,561,700,909,15,29,11,0
200,562,800,909,21,32,11,0
201,563,700,909,27,40,11,0
202,564,700,870,24,45,11,0
203,565,700,833,21,50,11,0
204,566,730,800,29,44,11,0
205,567,700,769,27,50,11,0
206,568,700,667,24,36,11,0
207,569,700,800,30,55,11,0
208,570,800,800,35,52,11,0
209,571,700,800,38,57,11,0
210,572,700,714,30,55,11,0
211,573,700,833,34,80,11,0
212,574,730,800,45,67,11,0
213,575,700,769,39,72,11,0
214,576,700,667,37,55,11,0
215,577,700,800,43,80,11,0
216,578,800,800,49,73,11,0
217,579,700,800,51,76,11,0
218,580,700,714,37,70,11,0
219,581,700,833,41,95,11,0
220,582,730,800,50,76,11,0
221,583,700,769,42,78,11,0
222,584,760,690,23,34,11,0
223,585,760,690,35,52,11,0
224,586,760,690,41,61,11,0
225,587,500,714,5,13,120,0
226,588,500,667,6,16,120,0
227,589,600,769,8,33,120,0
228,590,600,769,16,34,120,0
229,591,670,800,15,45,120,0
230,592,650,714,15,45,120,0
231,593,500,690,14,56,120,0
232,594,500,833,28,73,120,0
233,595,550,714,37,56,120,0
234,596,500,667,20,61,120,0
235,597,600,800,24,96,120,0
236,598,600,769,37,76,120,0
237,599,670,800,32,96,120,0
238,600,650,714,29,86,120,0
239,601,500,690,24,94,120,0
240,602,500,833,44,116,120,0
241,603,550,714,58,86,120,0
242,604,500,667,32,96,120,0
243,605,600,800,36,144,120,0
244,606,600,769,56,117,120,0
245,607,670,800,43,130,120,0
246,608,650,714,38,115,120,0
247,609,500,690,29,117,120,0
248,610,500,833,50,133,120,0
249,611,550,714,61,92,120,0
250,612,550,769,9,13,120,0
251,613,550,769,13,20,120,0
252,614,550,769,16,24,120,0
253,615,500,741,4,10,120,0
254,616,750,769,9,19,13,0
255,617,800,769,10,31,13,0
256,618,750,769,24,41,13,0
257,619,760,769,14,42,13,0
258,620,770,769,27,57,13,0
259,621,850,870,27,81,13,0
260,622,750,769,41,76,13,0
261,623,750,833,41,85,13,0
262,624,800,870,34,102,13,0
263,625,750,769,51,86,13,0
264,626,790,800,38,114,13,0
265,627,780,800,56,117,13,0
266,628,825,870,48,145,13,0
267,629,750,769,65,121,13,0
268,630,750,833,66,138,13,0
269,631,800,870,55,165,13,0
270,632,750,769,72,120,13,0
271,633,850,800,53,160,13,0
272,634,810,800,71,147,13,0
273,635,850,870,57,171,13,0
274,636,800,769,73,136,13,0
275,637,750,833,70,145,13,0
276,638,750,800,36,66,13,0
277,639,750,800,55,102,13,0
278,640,750,800,65,120,13,0
279,641,830,800,39,73,13,0
280,642,830,800,61,113,13,0
281,643,830,800,78,144,13,0
282,644,500,769,12,20,13,0
283,645,500,800,19,30,13,0
284,646,500,769,19,39,13,0
285,647,500,769,29,43,13,0
286,648,500,800,36,60,13,0
287,649,500,769,43,58,13,0
288,650,500,800,49,73,13,0
289,652,500,870,58,91,13,0
290,651,500,833,53,83,13,0
291,653,500,800,48,99,13,0
292,654,500,769,61,92,13,0
293,655,500,833,74,123,13,0
294,656,500,769,76,103,13,0
295,657,500,800,81,121,13,0
296,658,500,833,88,138,13,0
297,659,500,952,121,189,13,0
298,660,500,769,74,155,13,0
299,661,570,741,87,131,13,0
300,662,500,870,104,174,13,0
301,663,500,714,90,122,13,0
302,664,600,800,96,144,13,0
303,665,500,833,97,152,13,0
304,666,500,741,39,61,13,0
305,667,500,741,60,95,13,0
306,668,500,741,78,121,13,0
307,669,500,690,8,16,13,0
308,670,500,714,11,26,13,0
309,671,500,690,17,29,13,0
310,672,500,714,20,38,13,0
311,673,500,714,23,48,13,0
312,674,500,714,30,50,13,0
313,675,500,741,31,65,13,0
314,676,600,741,41,68,13,0
315,677,500,769,34,79,13,0
316,678,500,690,39,65,13,0
317,679,500,741,45,84,13,0
318,680,500,769,49,102,13,0
319,681,500,714,54,89,13,0
320,682,500,741,52,109,13,0
321,683,600,741,63,104,13,0
322,684,500,769,55,128,13,0
323,685,500,667,62,104,13,0
324,686,650,714,62,115,13,0
325,687,500,769,68,142,13,0
326,688,500,690,69,115,13,0
327,689,500,741,62,129,13,0
328,690,570,741,67,112,13,0
329,691,650,714,30,56,13,0
330,692,650,714,47,87,13,0
331,693,650,714,55,102,13,0
332,694,500,769,10,16,13,0
333,695,500,800,17,25,13,0
334,696,500,769,16,33,13,0
335,697,500,769,25,38,13,0
336,698,500,769,27,49,13,0
337,699,500,833,40,60,13,0
338,700,500,800,46,62,13,0
339,701,500,800,45,68,13,0
340,702,500,909,57,85,13,0
341,703,500,800,43,88,13,0
342,704,500,769,54,81,13,0
343,705,500,800,55,103,13,0
344,706,500,833,72,108,13,0
345,707,500,800,77,104,13,0
346,708,500,800,75,113,13,0
347,709,500,1000,112,168,13,0
348,710,550,769,65,135,13,0
349,711,500,741,77,115,13,0
350,712,500,800,74,138,13,0
351,713,500,909,102,153,13,0
352,714,600,870,101,137,13,0
353,715,500,833,91,136,13,0
354,716,500,870,39,64,13,0
355,717,500,870,62,103,13,0
356,718,500,870,81,135,13,0
357,719,500,833,8,15,13,0
358,3745,750,667,4,8,10,0
359,4070,700,588,0,0,11,0
360,4071,700,625,0,0,13,0
361,4876,600,667,5,9,120,0
