"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
10,"Descent11","[818,819,6,6,725,726,727,2,14,11,11]","[820,821,1353,6,6,725,726,727,2,2]","[818,819,6,6,725,726,727,2,14,11,11]","[820,821,1353,6,6,725,726,727,2,2]","[818,819,6,6,725,726,727,2,14,11,11]","[820,821,1353,6,6,725,726,727,2,2]","[818,819,6,6,725,726,727,2,14,11,11]","[820,821,1353,6,6,725,726,727,2,2]","[818,819,6,6,725,726,727,2,14,11,11]","[820,821,1353,6,6,725,726,727,2,2]","[818,819,6,6,725,726,727,2,14,11,11]","[820,821,1353,6,6,725,726,727,2,2]",1336,"[818,819,6,6,725,726,727,2,14,11,11]","[820,821,1353,6,6,725,726,727,2,2]"
11,"Descent12","[769,1,1,1,1644,1634,1320,1335,1677,1676,14,6,2,15,15]","[1,1,1,769,1676,1320,1335,1634,1677,1644,12,12,6,2]","[769,1,1,1,1644,1634,1320,1335,1677,1633,14,6,2,15,15]","[1,1,1,769,1677,1633,1320,1335,1644,1634,12,12,6,2]","[769,1,1,1,1638,1320,1335,1812,1677,1674,14,6,2,15,15]","[1,1,1,769,1677,1320,1335,1674,1812,1638,12,12,6,2]","[769,1,1,1,1677,1637,1320,1335,1678,1632,14,6,2,15,15]","[1,1,1,769,1678,1637,1632,1677,12,12,6,2]","[769,1,1,1,1320,1335,1678,1676,1632,14,6,2,15,15]","[1,1,1,769,1678,1320,1335,1676,1632,12,12,6,2]","[769,1,1,1,1320,1335,1676,1632,1677,1633,14,6,2,15,15]","[1,1,1,769,1320,1335,1676,1632,1677,1633,12,12,6,2]",1337,"[769,1,1,1,1320,1335,1676,1677,1632,14,6,2,15,15]","[1,1,1,769,1320,1335,1676,1677,1632,12,12,6,2]"
12,"Descent13","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]",1338,"[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]"
13,"Descent14","[6,6,2,2,13,13,1719,1856]","[21,21,20,20,20,19,19,13,13,1719,1856]","[6,6,2,2,13,13,1719,1856]","[21,21,20,20,20,19,19,13,13,1719,1856]","[6,6,2,2,13,13,1804,1719,1844]","[21,21,20,20,20,19,19,13,13,1804,1719,1844]","[6,6,2,2,13,13,1754,1765,1868,1841,1845]","[21,21,20,20,20,19,19,13,13,1754,1765,1868,1841,1845]","[6,6,2,2,13,13,1752,1754,1765,1868,1845]","[21,21,20,20,20,19,19,13,13,1752,1754,1765,1868,1845]","[6,6,2,2,13,13,1752,1868,1856]","[21,21,20,20,20,19,19,13,13,1752,1868,1856]",1339,"[6,6,2,2,13,13,1752,1719,1868,1856]","[21,21,20,20,20,19,19,13,13,1719,1752,1868,1856]"
14,"Descent15",[],[],[],[],[],[],[],[],[],[],[],[],1340,[],[]
15,"Descent2_2_1","[721,723,10,10,15,11,819,764,1698,1316,1316,1331]",[],"[721,723,10,10,15,11,819,764,1316,1316,1331,1643,1698,1667]",[],"[721,723,10,10,15,11,819,764,1316,1331,1316,1667,1578,1846]",[],"[721,723,10,10,15,11,819,764,1316,1331,1316,1695,1667,1857,1852]",[],"[721,723,10,10,15,11,819,764,1316,1331,1316,1857,1852]",[],"[721,723,10,10,15,11,819,764,1316,1331,1316,1704,1852]",[],1342,"[721,723,10,10,15,11,819,764,1316,1331,1316,1698,1852]",[]
16,"Descent2_2_2","[722,10,10,15,11,1,1,1,818,6,763,1698,1316,1331]",[],"[722,10,10,15,11,1,1,1,818,6,763,1316,1331,1643,1698,1667]",[],"[722,10,10,15,11,1,1,1,818,6,763,1316,1331,1667,1578,1846]",[],"[722,10,10,15,11,1,1,1,818,6,763,1316,1331,1695,1667,1857,1852]",[],"[722,10,10,15,11,1,1,1,818,6,763,1316,1331,1857,1852]",[],"[722,10,10,15,11,1,1,1,818,6,763,1316,1331,1704,1852]",[],1343,"[722,10,10,15,11,1,1,1,818,6,763,1316,1331,1698,1852]",[]
17,"Descent2_3","[8,8,8,12,12,14,15,11,11,10,10,1,1,1317,1332]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],1344,"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[]
18,"Descent2_4","[1722,1583,1317]",[],"[1317,1583,1722,1586]",[],"[1317,1586,1589,1722]",[],"[1317,1592,1589,1586,1861,1731]",[],"[1317,1592,1586,1861]",[],"[1317,1583,1592,1722]",[],1347,"[1317,1589,1592,1583,1722,1586]",[]
19,"Descent2_5_1","[765,767,6,11,11,14,1,1,820]",[],"[766,767,6,11,11,14,1,1,820]",[],"[766,767,6,11,11,14,1,1,820]",[],"[765,767,6,11,11,14,1,1,820]",[],"[766,767,6,11,11,14,1,1,820]",[],"[766,765,6,11,11,14,1,1,820]",[],1348,"[766,767,6,11,11,14,1,1,820]",[]
20,"Descent2_5_2","[765,766,6,6,2,818]",[],"[765,767,6,6,2,818]",[],"[765,766,6,6,2,818]",[],"[765,766,6,6,2,818]",[],"[765,766,6,6,2,818]",[],"[767,766,6,6,2,818]",[],1349,"[765,766,6,6,2,818]",[]
21,"Descent2_6_1","[6,6,2,1560,1318,1333,1866]",[],"[6,6,2,1728,1866,1560]",[],"[6,6,2,1728,1651,1668]",[],"[6,6,2,1728,1556,1733,1860,1848]",[],"[6,6,2,1556,1662,1669,1860,1848]",[],"[6,6,2,1556,1662,1751,1724,1866]",[],1350,"[6,6,2,1556,1866,1662]",[]
22,"Descent2_6_2","[21,20,19,23,21,20,19,23,1560,1318,1333,1866]",[],"[21,20,19,23,21,20,19,23,1728,1866,1560]",[],"[21,20,19,23,21,20,19,23,1728,1651,1668]",[],"[21,20,19,23,21,20,19,23,1728,1556,1733,1860,1848]",[],"[21,20,19,23,21,20,19,23,1556,1662,1669,1860,1848]",[],"[21,20,19,23,21,20,19,23,1556,1662,1751,1724,1866]",[],1352,"[21,20,19,23,21,20,19,23,1556,1866,1662]",[]
23,"Descent2_8_1","[6,2,2,770,771,21,20,19,21,20,19,1808,1809,1807,1565]",[],"[6,2,2,770,772,21,20,19,21,20,19,1807,1808,1809,1565,1572]",[],"[6,2,2,770,771,21,20,19,21,20,19,1808,1809,1807,1572,1702]",[],"[6,2,2,770,771,21,20,19,21,20,19,1809,1808,1807,1572,1702]",[],"[6,2,2,771,772,21,20,19,21,20,19,1809,1808,1761,1702]",[],"[6,2,2,770,771,21,20,19,21,20,19,1809,1808,1702,1807,1565]",[],1356,"[6,2,2,770,771,21,20,19,21,20,19,772,1809,1808,1807,1572,1565,1702]",[]
24,"Descent2_8_2","[6,770,772,10,10,11,11,1,1,21,20,19,21,20,19,14,1808,1809,1807,1565,1318,1333]",[],"[6,771,772,10,10,11,11,1,1,21,20,19,21,20,19,14,1807,1808,1809,1565,1572]",[],"[6,771,772,10,10,11,11,1,1,21,20,19,21,20,19,14,1808,1809,1807,1572,1702]",[],"[6,770,772,10,10,11,11,1,1,21,20,19,21,20,19,14,1809,1808,1807,1572,1702]",[],"[6,770,772,10,10,11,11,1,1,21,20,19,21,20,19,14,1809,1808,1761,1702]",[],"[6,771,772,10,10,11,11,1,1,21,20,19,21,20,19,14,1809,1808,1702,1807,1565]",[],1357,"[6,771,772,10,10,11,11,1,1,21,20,19,21,20,19,14,770,1809,1808,1807,1572,1565,1702]",[]
25,"Descent2_9_1","[6,2,13,13,13,2,6,6,6,2,727,1626,1584,1659,1319,1319,1334,1334,727]",[],"[6,2,13,13,13,2,6,6,6,2,727,1757,1584,1659,1626,727]",[],"[6,2,13,13,13,2,6,6,6,2,727,1757,1584,1659,727]",[],"[6,2,13,13,13,2,6,6,6,2,727,1629,1584,1626,1840,727]",[],"[6,2,13,13,13,2,6,6,6,2,727,1629,1652,727]",[],"[6,2,13,13,13,2,6,6,6,2,727,1629,1652,1659,1626,727]",[],1358,"[6,2,13,13,13,2,6,6,6,2,727,1626,1584,1659,1629,1652,1757,727]",[]
26,"Descent2_9_2","[6,2,13,13,13,1,1,21,20,19,725,1626,1584,1659,1319,1319,1334,1334,725]",[],"[6,2,13,13,13,1,1,21,20,19,725,1757,1584,1659,1626,725]",[],"[6,2,13,13,13,1,1,21,20,19,725,1757,1584,1659,725]",[],"[6,2,13,13,13,1,1,21,20,19,725,1629,1584,1626,1840,725]",[],"[6,2,13,13,13,1,1,21,20,19,725,1629,1652,725]",[],"[6,2,13,13,13,1,1,21,20,19,725,1629,1652,1659,1626,725]",[],1359,"[6,2,13,13,13,1,1,21,20,19,725,1626,1584,1659,1629,1652,1757,725]",[]
27,"Descent2_9_3","[6,2,13,13,13,2,6,12,14,13,726,1626,1584,1659,1319,1319,1334,1334,726]",[],"[6,2,13,13,13,2,6,12,14,13,726,1757,1584,1659,1626,726]",[],"[6,2,13,13,13,2,6,12,14,13,726,1757,1584,1659,726]",[],"[6,2,13,13,13,2,6,12,14,13,726,1629,1584,1626,1840,726]",[],"[6,2,13,13,13,2,6,12,14,13,726,1629,1652,726]",[],"[6,2,13,13,13,2,6,12,14,13,726,1629,1652,1659,1626,726]",[],1360,"[6,2,13,13,13,2,6,12,14,13,726,1626,1584,1659,1629,1652,1757,726]",[]
28,"Descent2_11","[5,21,20,19,2,6,13,732]",[],"[5,21,20,19,2,6,13,732]",[],"[5,21,20,19,2,6,13,732]",[],"[5,21,20,19,2,6,13,732]",[],"[5,21,20,19,2,6,13,732]",[],"[5,21,20,19,2,6,13,732]",[],1364,"[5,21,20,19,2,6,13,732]",[]
29,"Descent2_12","[1,1,1,6,2,8,8,8,12,12,13,1676,1633,1644,1634,1675,1320,1335]",[],"[1,1,1,6,2,8,8,8,12,12,13,1633,1812,1677,1674,1634]",[],"[1,1,1,6,2,8,8,8,12,12,13,1812,1638,1677,1674]",[],"[1,1,1,6,2,8,8,8,12,12,13,1715,1717,1716,1678,1677,1637]",[],"[1,1,1,6,2,8,8,8,12,12,13,1715,1717,1716,1671,1678]",[],"[1,1,1,6,2,8,8,8,12,12,13,1715,1717,1716,1633,1676]",[],1365,"[1,1,1,6,2,8,8,8,12,12,13,1715,1717,1716,1676,1678,1677]",[]
30,"Descent2_3_S1","[1353,1353,1227]",[],"[1353,1353,1227]",[],"[1353,1353,1227]",[],"[1353,1353,1227]",[],"[1353,1353,1227]",[],"[1353,1353,1227]",[],1345,"[1353,1353,1227]",[]
31,"Descent2_6_1_S1","[1557,531,1832,1640,1818,587]",[],"[1557,531,1832,1640,1818,587]",[],"[1557,531,1832,1640,1818,587]",[],"[1557,531,1832,1640,1818,587]",[],"[1557,531,1832,1640,1818,587]",[],"[1557,531,1832,1640,1818,587]",[],1351,"[1557,531,1832,1640,1818,587]",[]
32,"Descent2_6_2_S1","[1682,1828]",[],"[1682,1828]",[],"[1682,1828]",[],"[1682,1828]",[],"[1682,1828]",[],"[1682,1828]",[],1353,"[1682,1828]",[]
