"rownum","Id","DDSFile","AOFile","InventorySoundEffect","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","string","string","string","string","string","string","string","string","string","string","string","string","string","bool","bool","[string]","bool","[rid]","string","i32","rid","rid","rid","rid","[rid]","[rid]","bool"
10,"CurrencyMapQualityCurrency_","Art/2DItems/Currency/MavenChisel4.dds","Metadata/Items/Currency/CurrencyOrb_MID.ao",181,15604959,0,0,0,116523008,0,0,0,116523008,0,0,0,116523008,0,0,0,116523008,0,0,0,116523008,0,0,0,116523008,0,0,0,116523008,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,116523008,0,0,0,116523008,0,0,0,116523008,0,15597568,0,0,0,116523008,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
11,"CurrencyDuplicate","Art/2DItems/Currency/CurrencyDuplicate.dds","Metadata/Items/Currency/CurrencyOrb_HI.ao",180,15618277,0,0,0,130416640,0,0,0,130416640,0,0,0,130416640,0,0,0,130416640,0,0,0,130416640,0,0,0,130416640,0,0,0,130416640,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,130416640,0,0,0,130416640,0,0,0,130416640,0,15597568,0,0,0,130416640,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
12,"CurrencyUpgradeToRare","Art/2DItems/Currency/CurrencyUpgradeToRare.dds","Metadata/Items/Currency/CurrencyOrb_MID.ao",181,15604323,0,0,0,139722752,0,0,0,139722752,0,0,0,139722752,0,0,0,139722752,0,0,0,139722752,0,0,0,139722752,0,0,0,139722752,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,139722752,0,0,0,139722752,0,0,0,139722752,0,15597568,0,0,0,139722752,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
13,"CurrencyUpgradeRandomly","Art/2DItems/Currency/CurrencyUpgradeRandomly.dds","Metadata/Items/Currency/CurrencyOrb_LOW.ao",182,15635933,0,0,0,149553152,0,0,0,149553152,0,0,0,149553152,0,0,0,149553152,0,0,0,149553152,0,0,0,149553152,0,0,0,149553152,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,149553152,0,0,0,149553152,0,0,0,149553152,0,15597568,0,0,0,149553152,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
14,"CurrencyPassiveRefund","Art/2DItems/Currency/CurrencyPassiveSkillRefund.dds","Metadata/Items/Currency/CurrencyOrb_MID.ao",181,15617240,0,0,0,159514624,0,0,0,159514624,0,0,0,159514624,0,0,0,159514624,0,0,0,159514624,0,0,0,159514624,0,0,0,159514624,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,159514624,0,0,0,159514624,0,0,0,159514624,0,15597568,0,0,0,159514624,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
15,"CurrencyAtlasPassiveRefund","Art/2DItems/Currency/RegretOrb.dds","Metadata/Items/Currency/CurrencyOrb_MID.ao",181,15631482,0,0,0,167903232,0,0,0,167903232,0,0,0,167903232,0,0,0,167903232,0,0,0,167903232,0,0,0,167903232,0,0,0,167903232,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,167903232,0,0,0,167903232,0,0,0,167903232,0,15597568,0,0,0,167903232,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
16,"CurrencyUpgradeToMagic","Art/2DItems/Currency/CurrencyUpgradeToMagic.dds","Metadata/Items/Currency/CurrencyOrb_LOW.ao",182,15641239,0,0,0,177471488,0,0,0,177471488,0,0,0,177471488,0,0,0,177471488,0,0,0,177471488,0,0,0,177471488,0,0,0,177471488,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,177471488,0,0,0,177471488,0,0,0,177471488,0,15597568,0,0,0,177471488,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
17,"CurrencyRerollMagic","Art/2DItems/Currency/CurrencyRerollMagic.dds","Metadata/Items/Currency/CurrencyOrb_LOW.ao",182,15647326,0,0,0,186253312,0,0,0,186253312,0,0,0,186253312,0,0,0,186253312,0,0,0,186253312,0,0,0,186253312,0,0,0,186253312,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,186253312,0,0,0,186253312,0,0,0,186253312,0,15597568,0,0,0,186253312,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
18,"CurrencyConvertToNormal","Art/2DItems/Currency/CurrencyConvertToNormal.dds","Metadata/Items/Currency/CurrencyOrb_MID.ao",181,15598113,0,0,0,196083712,0,0,0,196083712,0,0,0,196083712,0,0,0,196083712,0,0,0,196083712,0,0,0,196083712,0,0,0,196083712,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,196083712,0,0,0,196083712,0,0,0,196083712,0,15597568,0,0,0,196083712,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
19,"CurrencyRerollSockets","Art/2DItems/Currency/CurrencyRerollMagic.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15622476,0,0,0,204341248,0,0,0,204341248,0,0,0,204341248,0,0,0,204341248,0,0,0,204341248,0,0,0,204341248,0,0,0,204341248,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,204341248,0,0,0,204341248,0,0,0,204341248,0,15597568,0,0,0,204341248,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
20,"CurrencyAddModToRare","Art/2DItems/Currency/CurrencyAddModToRare.dds","Metadata/Items/Currency/CurrencyOrb_HI.ao",180,15611898,0,0,0,213385216,0,0,0,213385216,0,0,0,213385216,0,0,0,213385216,0,0,0,213385216,0,0,0,213385216,0,0,0,213385216,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,213385216,0,0,0,213385216,0,0,0,213385216,0,15597568,0,0,0,213385216,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
21,"CurrencyUpgradeMagicToRare","Art/2DItems/Currency/CurrencyUpgradeMagicToRare.dds","Metadata/Items/Currency/CurrencyOrb_HI.ao",180,15631347,0,0,0,224002048,0,0,0,224002048,0,0,0,224002048,0,0,0,224002048,0,0,0,224002048,0,0,0,224002048,0,0,0,224002048,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,224002048,0,0,0,224002048,0,0,0,224002048,0,15597568,0,0,0,224002048,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
22,"CurrencyAddModToMagic","Art/2DItems/Currency/CurrencyAddModToMagic.dds","Metadata/Items/Currency/CurrencyOrb_LOW.ao",182,15619983,0,0,0,233308160,0,0,0,233308160,0,0,0,233308160,0,0,0,233308160,0,0,0,233308160,0,0,0,233308160,0,0,0,233308160,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,233308160,0,0,0,233308160,0,0,0,233308160,0,15597568,0,0,0,233308160,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
23,"CurrencyPortal","Art/2DItems/Currency/CurrencyPortal.dds","Metadata/Items/Currency/CurrencyScrollBlue.ao",27,15658287,0,0,0,246939648,0,0,0,246939648,0,0,0,246939648,0,0,0,246939648,0,0,0,246939648,0,0,0,246939648,0,0,0,246939648,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,246939648,0,0,0,246939648,0,0,0,246939648,0,15597568,0,0,0,246939648,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
24,"CurrencyFlaskQuality","Art/2DItems/Currency/CurrencyFlaskQuality.dds","Metadata/Items/Currency/CurrencyOrb_MID.ao",181,15607678,0,0,0,255983616,0,0,0,255983616,0,0,0,255983616,0,0,0,255983616,0,0,0,255983616,0,0,0,255983616,0,0,0,255983616,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,255983616,0,0,0,255983616,0,0,0,255983616,0,15597568,0,0,0,255983616,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
25,"CurrencyGemQuality","Art/2DItems/Currency/CurrencyGemQuality.dds","Metadata/Items/Currency/CurrencyOrb_HI.ao",180,15629935,0,0,0,264503296,0,0,0,264503296,0,0,0,264503296,0,0,0,264503296,0,0,0,264503296,0,0,0,264503296,0,0,0,264503296,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,264503296,0,0,0,264503296,0,0,0,264503296,0,15597568,0,0,0,264503296,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
26,"CurrencyExtra1","Art/2DItems/Currency/CurrencyAddModToRare.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15652553,0,0,0,266600448,0,0,0,266600448,0,0,0,266600448,0,0,0,266600448,0,0,0,266600448,0,0,0,266600448,0,0,0,266600448,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,266600448,0,0,0,266600448,0,0,0,266600448,0,15597568,0,0,0,266600448,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
27,"CurrencyExtra2","Art/2DItems/Currency/CurrencyAddModToRare.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15663024,0,0,0,268697600,0,0,0,268697600,0,0,0,268697600,0,0,0,268697600,0,0,0,268697600,0,0,0,268697600,0,0,0,268697600,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,268697600,0,0,0,268697600,0,0,0,268697600,0,15597568,0,0,0,268697600,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
28,"CurrencyExtra3","Art/2DItems/Currency/CurrencyAddModToRare.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15631997,0,0,0,270794752,0,0,0,270794752,0,0,0,270794752,0,0,0,270794752,0,0,0,270794752,0,0,0,270794752,0,0,0,270794752,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,270794752,0,0,0,270794752,0,0,0,270794752,0,15597568,0,0,0,270794752,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
29,"CurrencyExtra4","Art/2DItems/Currency/CurrencyAddModToRare.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15622772,0,0,0,272891904,0,0,0,272891904,0,0,0,272891904,0,0,0,272891904,0,0,0,272891904,0,0,0,272891904,0,0,0,272891904,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,272891904,0,0,0,272891904,0,0,0,272891904,0,15597568,0,0,0,272891904,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
30,"CurrencyIdentificationShard","Art/2DItems/Currency/CurrencyIdentificationFragment.dds","Metadata/Items/Currency/CurrencyOrb_Silent.ao",27,15612012,0,0,0,290324480,0,0,0,290324480,0,0,0,290324480,0,0,0,290324480,0,0,0,290324480,0,0,0,290324480,0,0,0,290324480,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,290324480,0,0,0,290324480,0,0,0,290324480,0,15597568,0,0,0,290324480,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
31,"CurrencyUpgradeToMagicShard","Art/2DItems/Currency/CurrencyUpgradeToMagicShard.dds","Metadata/Items/Currency/CurrencyOrb_Silent.ao",33,15613204,0,0,0,301203456,0,0,0,301203456,0,0,0,301203456,0,0,0,301203456,0,0,0,301203456,0,0,0,301203456,0,0,0,301203456,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,301203456,0,0,0,301203456,0,0,0,301203456,0,15597568,0,0,0,301203456,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
32,"CurrencyRerollMagicShard","Art/2DItems/Currency/CurrencyRerollMagicShard.dds","Metadata/Items/Currency/CurrencyOrb_Silent.ao",33,15642277,0,0,0,311296000,0,0,0,311296000,0,0,0,311296000,0,0,0,311296000,0,0,0,311296000,0,0,0,311296000,0,0,0,311296000,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,311296000,0,0,0,311296000,0,0,0,311296000,0,15597568,0,0,0,311296000,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
33,"CurrencyUpgradeToRareShard","Art/2DItems/Currency/CurrencyUpgradeToRareShard.dds","Metadata/Items/Currency/CurrencyOrb_Silent.ao",33,15605870,0,0,0,321912832,0,0,0,321912832,0,0,0,321912832,0,0,0,321912832,0,0,0,321912832,0,0,0,321912832,0,0,0,321912832,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,321912832,0,0,0,321912832,0,0,0,321912832,0,15597568,0,0,0,321912832,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
34,"CurrencyRerollSocketColours","Art/2DItems/Currency/CurrencyRerollSocketColours.dds","Metadata/Items/Currency/CurrencyOrb_LOW.ao",182,15638968,0,0,0,332791808,0,0,0,332791808,0,0,0,332791808,0,0,0,332791808,0,0,0,332791808,0,0,0,332791808,0,0,0,332791808,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,332791808,0,0,0,332791808,0,0,0,332791808,0,15597568,0,0,0,332791808,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
35,"CurrencyRerollSocketLinks","Art/2DItems/Currency/CurrencyRerollSocketLinks.dds","Metadata/Items/Currency/CurrencyOrb_MID.ao",181,15650612,0,0,0,343146496,0,0,0,343146496,0,0,0,343146496,0,0,0,343146496,0,0,0,343146496,0,0,0,343146496,0,0,0,343146496,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,343146496,0,0,0,343146496,0,0,0,343146496,0,15597568,0,0,0,343146496,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
36,"CurrencyRerollSocketNumbers","Art/2DItems/Currency/CurrencyRerollSocketNumbers.dds","Metadata/Items/Currency/CurrencyOrb_LOW.ao",182,15662571,0,0,0,354025472,0,0,0,354025472,0,0,0,354025472,0,0,0,354025472,0,0,0,354025472,0,0,0,354025472,0,0,0,354025472,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,354025472,0,0,0,354025472,0,0,0,354025472,0,15597568,0,0,0,354025472,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
37,"CurrencyModValues","Art/2DItems/Currency/CurrencyModValues.dds","Metadata/Items/Currency/CurrencyOrb_HI.ao",180,15599230,0,0,0,362283008,0,0,0,362283008,0,0,0,362283008,0,0,0,362283008,0,0,0,362283008,0,0,0,362283008,0,0,0,362283008,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,362283008,0,0,0,362283008,0,0,0,362283008,0,15597568,0,0,0,362283008,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
38,"CurrencyRerollImplicit","Art/2DItems/Currency/CurrencyImplicitMod.dds","Metadata/Items/Currency/CurrencyOrb_HI.ao",180,15629374,0,0,0,371458048,0,0,0,371458048,0,0,0,371458048,0,0,0,371458048,0,0,0,371458048,0,0,0,371458048,0,0,0,371458048,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,371458048,0,0,0,371458048,0,0,0,371458048,0,15597568,0,0,0,371458048,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
39,"CurrencyRerollDefences","Art/2DItems/Currency/SacredOrb.dds","Metadata/Items/Currency/CurrencyOrb_HI.ao",180,15660660,0,0,0,379322368,0,0,0,379322368,0,0,0,379322368,0,0,0,379322368,0,0,0,379322368,0,0,0,379322368,0,0,0,379322368,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,379322368,0,0,0,379322368,0,0,0,379322368,0,15597568,0,0,0,379322368,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
40,"CurrencyRhoaFeather","Art/2DItems/Currency/CurrencyRhoaFeather.dds","Metadata/Items/Currency/CurrencyOrb_HI.ao",180,15647111,0,0,0,388104192,0,0,0,388104192,0,0,0,388104192,0,0,0,388104192,0,0,0,388104192,0,0,0,388104192,0,0,0,388104192,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,388104192,0,0,0,388104192,0,0,0,388104192,0,15597568,0,0,0,388104192,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
41,"CurrencyImprintOrb","Art/2DItems/Currency/CurrencyImprintOrb.dds","Metadata/Items/Currency/CurrencyOrb_HI.ao",180,15638510,0,0,0,396623872,0,0,0,396623872,0,0,0,396623872,0,0,0,396623872,0,0,0,396623872,0,0,0,396623872,0,0,0,396623872,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,396623872,0,0,0,396623872,0,0,0,396623872,0,15597568,0,0,0,396623872,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
42,"CurrencyImprint","Art/2DItems/Currency/CurrencyImprint.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15651197,0,0,0,404357120,0,0,0,404357120,0,0,0,404357120,0,0,0,404357120,0,0,0,404357120,0,0,0,404357120,0,0,0,404357120,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,404357120,0,0,0,404357120,0,0,0,404357120,0,15597568,0,0,0,404357120,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
43,"CurrencyCorrupt","Art/2DItems/Currency/CurrencyVaal.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15628554,0,0,0,411697152,0,0,0,411697152,0,0,0,411697152,0,0,0,411697152,0,0,0,411697152,0,0,0,411697152,0,0,0,411697152,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,411697152,0,0,0,411697152,0,0,0,411697152,0,15597568,0,0,0,411697152,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
44,"CurrencyGarenaPassiveRefundPurchasable","Art/2DItems/Garena/Refund.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15601487,0,0,0,421003264,0,0,0,421003264,0,0,0,421003264,0,0,0,421003264,0,0,0,421003264,0,0,0,421003264,0,0,0,421003264,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,421003264,0,0,0,421003264,0,0,0,421003264,0,15597568,0,0,0,421003264,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
45,"CurrencyEnchantment","Art/2DItems/Currency/Enchantment.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15602321,0,0,0,428736512,0,0,0,428736512,0,0,0,428736512,0,0,0,428736512,0,0,0,428736512,0,0,0,428736512,0,0,0,428736512,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,428736512,0,0,0,428736512,0,0,0,428736512,0,15597568,0,0,0,428736512,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
46,"CurrencyEnchantmentCorrupt","Art/2DItems/Currency/TaintedBlessing.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15613582,0,0,0,437911552,0,0,0,437911552,0,0,0,437911552,0,0,0,437911552,0,0,0,437911552,0,0,0,437911552,0,0,0,437911552,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,437911552,0,0,0,437911552,0,0,0,437911552,0,15597568,0,0,0,437911552,0,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
