"rownum","rid","i32"
229,4731,1
230,1461,1
231,1459,1
232,1481,1
233,1486,1
234,895,1
235,896,1
236,894,1
237,4703,1
238,450,1
239,451,1
240,449,1
241,448,1
242,738,1
243,4679,1
244,1794,1
245,1787,1
246,4751,1
247,1788,1
248,1786,1
249,1795,1
250,900,1
251,901,1
252,899,1
253,4702,1
254,914,1
255,343,1
256,835,1
257,344,1
258,342,1
259,1266,1
260,4717,1
261,1267,1
262,1265,1
263,1276,1
264,1275,1
265,1780,1
266,1774,1
267,1773,1
268,4749,1
269,1772,1
270,1781,1
271,1601,1
272,1597,1
273,1594,1
274,1593,1
275,1591,1
276,4746,1
277,234,1
278,235,1
279,236,1
280,731,1
281,732,1
282,730,1
283,623,1
284,627,1
285,585,1
286,582,1
287,583,1
288,581,1
289,586,1
290,421,1
291,417,1
292,418,1
293,416,1
294,420,1
295,4694,1
296,472,1
297,406,1
298,1251,1
299,4716,1
300,1252,1
301,1250,1
302,1261,1
303,1260,1
304,4685,1
305,550,1
306,544,1
307,551,1
308,549,1
309,713,1
310,714,1
311,712,1
312,1376,1
313,1382,1
314,1377,1
315,1375,1
316,1383,1
317,4721,1
318,4695,1
319,4686,1
320,4665,1
321,5686,0
322,607,0
323,579,0
324,589,0
325,603,0
326,5726,0
327,5725,0
328,1401,0
329,1400,0
330,5727,0
331,511,0
332,5584,0
333,606,0
334,5580,0
335,1490,0
336,1487,0
337,4734,0
338,5690,0
339,512,0
340,4745,0
341,5697,0
342,5774,0
343,1614,0
344,1604,0
345,5729,0
346,5731,0
347,4692,0
348,604,0
349,1491,0
350,1488,0
351,4733,0
352,5702,0
353,830,0
354,4697,0
355,5700,0
356,915,0
357,5698,0
358,737,0
359,707,0
360,1789,0
361,6138,0
362,1796,0
363,1785,0
364,4752,0
365,6140,0
366,6139,0
367,5701,0
368,831,0
369,4698,0
370,5699,0
371,916,0
372,5708,0
373,1274,0
374,1269,0
375,4714,0
376,5707,0
377,5728,0
378,5730,0
379,4691,0
380,5687,0
381,4682,0
382,1775,0
383,6135,0
384,1782,0
385,1771,0
386,4749,0
387,6137,0
388,6136,0
389,5775,0
390,5771,0
391,5772,0
392,1599,0
393,5773,0
394,1590,0
395,4748,0
396,4687,0
397,5703,0
398,5704,0
399,5733,0
400,5732,0
401,5776,0
402,710,0
403,580,0
404,5706,0
405,1259,0
406,4713,0
407,5705,0
408,1254,0
409,5575,0
410,513,0
411,609,0
412,722,0
413,5717,0
414,5718,0
415,1386,0
416,1385,0
417,5719,0
418,4722,0
419,5696,0
420,5694,0
421,5152,0
