"rownum","Id","[i32]","[i32]","VolumePercentage","i32","i32","i32","i32","[rid]","[i32]","[i32]"
24,"Helena1","[26736,0]",[],100,0,0,26940,0,[],[],[]
25,"Helena2","[26958,0,27032,0,27112,0,27192,0,27272,0,27352,0,27432]",[],100,0,0,28096,0,[],[],[]
26,"Siosa1","[28112,0,28180,0,28250,0,28318,0]",[],100,0,0,28728,0,[],[],[]
27,"Siosa2","[28744,0,28812,0,28882,0,28950,0]",[],100,0,0,29360,0,[],[],[]
28,"Act3Fairgraves1","[29394,0,29506]",[],100,0,0,29754,0,[],[],[]
29,"Kira1","[29768,0,29844,0,29920,0,29996,0]",[],100,0,0,30440,0,[],[],[]
30,"Kira2","[30454,0,30534,0,30614,0,30694,0]",[],100,0,0,31158,0,[],[],[]
31,"Oyun1","[31172,0,31244,0,31316,0,31388,0,31460,0,31532,0]",[],100,0,0,32132,0,[],[],[]
32,"Oyun2","[32146,0,32218,0,32290,0,32362,0,32434]",[],100,0,0,32866,0,[],[],[]
33,"PetarusVanja1","[32896,0,33020,0,33144,0,33268,0,33392,0,33516,0]",[],100,0,0,34480,0,[],[],[]
34,"PetarusVanja2","[34510,0,34634,0,34758,0,34882,0,35006,0,35130,0,35254]",[],100,0,0,36226,0,[],[],[]
35,"Act4Dialla1","[36252,0,36364,0,36476]",[],100,0,0,36852,0,[],[],[]
36,"Act4Dialla2","[36878,0,36990,0,37102,0]",[],100,0,0,37598,0,[],[],[]
37,"Act4DiallaRapture1","[36252,0,36364,0,36476]",[],100,0,0,37678,0,[698],[],[]
38,"Act4DiallaRapture2","[36878,0,36990,0,37102,0]",[],100,0,0,37782,0,[698],[],[]
39,"WitheredDialla1","[37832,0,37960,0,38088,0]",[],100,0,0,38648,0,[],[],[]
40,"WitheredDialla2","[38682,0,38810,0,38938,0]",[],100,0,0,39498,0,[],[],[]
41,"Tasuni1","[39516,0,39600,0,39684,0,39768,0,39852,0,39936]",[],100,0,0,40528,0,[],[],[]
42,"Tasuni2","[40546,0,40634,0,40722,0,40810,0,40898,0,40986,0,41074,0,41162,0,41250,0,41338,0,41426]",[],100,0,0,42562,0,[],[],[]
43,"Tora1","[42576,0,42652,0,42728]",[],100,0,0,42996,0,[],[],[]
44,"Catarina1","[43018,0,43110,0]",[],100,0,0,43418,0,[],[],[]
45,"Haku1","[43432,0,43508]",[],100,0,0,43684,0,[],[],[]
46,"Vorici1","[43702,0,43786]",[],100,0,0,43978,0,[],[],[]
47,"Vagan1","[43994,0,44074]",[],100,0,0,44258,0,[],[],[]
48,"Elreon1","[44276,0,44360]",[],100,0,0,44552,0,[],[],[]
49,"Zana1","[44566,0,44664,0,44762,0,44860,0,44958,0,45056,0,45154,0,45252]",[],100,0,0,46156,0,[],[],[]
50,"Zana2","[46170,0,46268,0,46366,0,46464,0,46562,0,46660,0,46758,0,46856]",[],100,0,0,47662,0,[],[],[]
51,"ZanaSynth1","[47686,0,47756,0]","[7,7,1,1]",100,0,0,48018,0,[],[],[]
52,"ZanaSynth2","[48042,0,48112,0]","[7,7,1,1]",100,0,0,48358,0,[],[],[]
53,"Leo1","[48370,0,48444,0,48518,0]",[],100,0,0,48862,0,[],[],[]
54,"Leo2","[48874,0,48948,0,49022,0]",[],100,0,0,49366,0,[],[],[]
55,"Cadiro1","[49384,0,49464,0,49544,0,49624,0]",[],100,0,0,50088,0,[946],[],[]
56,"Cadiro2","[50122,0,50202,0,50282,0,50362,0]",[],100,0,0,50826,0,[946],[],[]
57,"Navali1","[50860,0,50938,0,51016,0,51094,0,51172]",[],100,0,0,51634,0,[],[],[]
58,"Navali2","[51652,0,51730,0,51808,0,51886,0,51964,0,52042,0,52120,0]",[],100,0,0,52856,0,[],[],[]
59,"LeoLevel1",[52878],[],100,0,0,52956,0,[],[],[]
60,"LeoLevel2",[52978],[],100,0,0,53056,0,[],[],[]
61,"LeoLevel3","[53078,0,53148,0,53218]",[],100,0,0,53468,0,[],[],[]
62,"Bannon1","[53486,0,53562,0,53638,0,53714,0]",[],100,0,0,54158,0,[],[],[]
63,"Bannon2","[54176,0,54252,0,54328,0,54404,0]",[],100,0,0,54848,0,[],[],[]
64,"Vilenta1","[54868,0,54946,0,55024,0,55102,0,55180]",[],100,0,0,55642,0,[],[],[]
65,"Vilenta2","[55662,0,55740,0,55818,0,55896,0]",[],100,0,0,56350,0,[],[],[]
66,"Utula1","[56366,0,56440,0,56514,0,56588,0,56662,0,56736,0,56810,0,56884,0,56958]",[],100,0,0,57760,0,[],[],[]
67,"Utula2","[57776,0,57850,0,57924,0,57998,0,58072,0,58146,0,58220,0,58294]",[],100,0,0,59006,0,[],[],[]
68,"Lani1","[59020,0,59094,0,59168,0,59242,0,59316,0]",[],100,0,0,59840,0,[],[],[]
69,"Lani2","[59854,0,59928,0,60002,0]",[],100,0,0,60346,0,[],[],[]
70,"Weylam1","[60364,0,60442,0,60520,0,60598,0,60676,0,60754,0,60832,0,60910]",[],100,0,0,61654,0,[],[],[]
71,"Weylam2","[61672,0,61750,0,61828,0,61906,0,61984,0,62062,0,62140,0]",[],100,0,0,62876,0,[],[],[]
72,"Sin1","[62888,0,62960,0,63032,0,63104,0,63176,0,63248,0]",[],100,0,0,63848,0,[],[],[]
73,"Sin2","[63860,0,63932,0,64004,0,64076]",[],100,0,0,64420,0,[],[],[]
74,"IzaroTaunt","[64444,0,64568,0,64692,0,64816,0,64940,0,65064,0,65188,0,65312,0,65436,0,65560,0,65684,0,65808,0,65932,0,66056,0,66180,0,66304,0,66428,0,66552,0,66676,0,66800,0,66924,0,67048,0,67172,0,67296,0,67420,0,67544,0,67668,0,67792,0,67916,0,68040,0,68164,0]",[],100,0,0,72400,0,[],[],[]
75,"Einhar1","[72418,0,72508,0,72598,0,72688,0,72778,0,72868,0]",[],100,0,0,73600,0,[],[],[]
76,"Einhar2","[73618,0,73706,0,73794,0,73882,0,73970,0,74058,0,74146,0,74234,0,74322,0]",[],100,0,0,75364,0,[],[],[]
77,"Alva1","[75378,0,75454,0,75530,0]",[],100,0,0,75882,0,[],[],[]
78,"Alva2","[75896,0,75972,0,76048,0,76124,0,76200,0,76276]",[],100,0,0,76820,0,[],[],[]
79,"Niko1_1","[76838,0,76914,0,76990,0]",[],100,0,0,77342,0,[],[],[24]
80,"Niko1_2","[77364,0,77440,0,77516,0]",[],100,0,0,77868,0,[],[],[24]
81,"Niko2_1","[77890,0,77966,0,78042,0]",[],100,0,0,78394,0,[],[24],[25]
82,"Niko2_2","[78420,0,78496,0,78572,0]",[],100,0,0,78924,0,[],[24],[25]
83,"Niko3_1","[78950,0,79026,0,79102,0,79178,0]",[],100,0,0,79622,0,[],[25],[26]
84,"Niko3_2","[79648,0,79724,0,79800,0,79876,0,79952]",[],100,0,0,80404,0,[],[25],[26]
85,"Niko4_1","[80430,0,80506,0,80582,0]",[],100,0,0,80934,0,[],[26],[27]
86,"Niko4_2","[80960,0,81036,0,81112,0]",[],100,0,0,81464,0,[],[26],[27]
87,"Niko5_1","[81490,0,81566,0,81642,0,81718]",[],100,0,0,82078,0,[],[27],[]
88,"Niko5_2","[82100,0,82176,0,82252,0,82328,0,82404]",[],100,0,0,82856,0,[],[27],[]
89,"JunOrtoi1","[82882,0,82964,0,83046,0,83128,0,83210,0,83292,0,83374,0,83456]",[],100,0,0,84232,0,[],[],[]
90,"JunOrtoi2","[84254,0,84336,0,84418,0,84500,0,84582,0,84664,0,84746,0,84828]",[],100,0,0,85604,0,[],[],[]
91,"Cavas1","[85620,0,85696,0,85772]",[],100,0,0,86040,0,[],[],[]
92,"Cavas2","[86056,0,86132,0]",[],100,0,0,86392,0,[],[],[]
93,"Cassia1","[86410,0,86492,0,86574,0,86656,0,86738,0,86820,0,86902,0,86984]",[],100,0,0,87760,0,[],[],[]
94,"Cassia2","[87778,0,87860,0,87942,0,88024,0,88106,0,88188,0,88270,0,88352]",[],100,0,0,89128,0,[],[],[]
95,"Tane1","[89142,0,89216]",[],100,0,0,89388,0,[],[],[]
96,"Tane2","[89402,0,89476]",[],100,0,0,89648,0,[],[],[]
97,"Kirac1","[89664,0,89742,0,89820,0,89898,0,89976,0]",[],100,0,0,90524,0,[],[],[]
98,"Kirac2","[90540,0,90618,0,90696,0]",[],100,0,0,91056,0,[],[],[]
99,"Adiyah1","[91074,0,91164,0,91254,0,91344,0,91434,0,91524,0,91614,0,91704]",[],100,0,0,92544,0,[],[],[]
100,"Adiyah2","[92562,0,92652,0,92742,0,92832,0,92922,0,93012,0,93102,0,93192]",[],100,0,0,94032,0,[],[],[]
101,"Kurai1","[94048,0,94138,0,94228,0,94318,0,94408,0,94498,0,94588,0,94678]",[],100,0,0,95518,0,[],[],[]
102,"Kurai2","[95534,0,95624,0,95714,0,95804,0,95894,0,95984,0,96074,0,96164]",[],100,0,0,97004,0,[],[],[]
103,"Tullina1","[97024,0,97120,0,97216,0,97312,0,97408,0,97504,0,97600,0,97696]",[],100,0,0,98584,0,[],[],[]
104,"Tullina2","[98604,0,98698,0,98792,0,98886,0,98980,0,99074,0,99168,0]",[],100,0,0,100032,0,[],[],[]
105,"Tibbs1","[100048,0,100130,0,100212,0,100294,0,100376,0]",[],100,0,0,100948,0,[],[],[]
106,"Tibbs2","[100048,0,100964,0,101046,0,101128,0,101210,0]",[],100,0,0,101782,0,[],[],[]
107,"Karst1","[101798,0,101886,0,101974,0,102062,0,102150,0,102238,0,102326,0,102414]",[],100,0,0,103238,0,[],[],[]
108,"Karst2","[103254,0,103342,0,103430,0,103518,0,103606,0,103694,0,103782,0,103870]",[],100,0,0,104694,0,[],[],[]
109,"Isla1","[104708,0,104794,0,104880,0,104966,0,105052,0,105138,0,105224,0,105310,0]",[],100,0,0,106126,0,[],[],[]
110,"Isla2","[106140,0,106226,0,106312,0,106398,0,106484,0,106570,0,106656,0,106742]",[],100,0,0,107550,0,[],[],[]
111,"Whakano1","[107570,0,107666,0,107762,0,107858,0,107954,0,108050,0,108146,0,108242]",[],100,0,0,109130,0,[],[],[]
112,"Whakano2","[109150,0,109246,0,109342,0,109438,0,109534,0,109630,0,109726,0,109822]",[],100,0,0,110710,0,[],[],[]
113,"Gianna1","[110728,0,110826,0,110924,0,111022,0,111120,0,111218,0,111316,0,111414,0]",[],100,0,0,112424,0,[],[],[]
114,"Gianna2","[112442,0,112540,0,112638,0,112736,0,112834,0,112932,0,113030,0,113128]",[],100,0,0,114032,0,[],[],[]
115,"Nenet1","[114048,0,114144,0,114240,0,114336,0,114432,0,114528,0,114624,0,114720]",[],100,0,0,115608,0,[],[],[]
116,"Nenet2","[115624,0,115720,0,115816,0,115912,0,116008,0,116104,0]",[],100,0,0,116872,0,[],[],[]
117,"Vinderi1","[116892,0,116994,0,117096,0,117198,0,117300,0,117402,0,117504,0,117606]",[],100,0,0,118542,0,[],[],[]
118,"Vinderi2","[118562,0,118664,0,118766,0,118868,0,118970,0,119072,0,119174,0,119276]",[],100,0,0,120212,0,[],[],[]
119,"Huck1","[120226,0,120316,0,120406,0,120496,0,120586,0,120676,0,120766,0,120856]",[],100,0,0,121696,0,[],[],[]
120,"Huck2","[121710,0,121800,0,121890,0,121980,0,122070,0,122160,0,122250,0,122340]",[],100,0,0,123180,0,[],[],[]
121,"Niles1","[123196,0,123290,0,123384,0,123478,0,123572,0,123666,0,123760,0,123854]",[],100,0,0,124726,0,[],[],[]
122,"Niles2","[124742,0,124836,0,124930,0,125024,0,125118,0,125212,0,125306,0,125400]",[],100,0,0,126272,0,[],[],[]
123,"Faustus1","[126292,0,126394,0,126496,0,126598,0,126700,0,126802,0,126904]",[],100,0,0,127722,0,[],[],[]
124,"Faustus2","[127742,0,127844,0,127946,0,128048,0,128150,0,128252,0,128354,0]",[],100,0,0,129282,0,[],[],[]
125,"WhakanoReveal","[129312,0,129402,0]",[],100,0,0,129704,0,[],[],[]
126,"WhakanoContract","[129738,0,129828,0]",[],100,0,0,130130,0,[],[],[]
127,"FaustusSell","[130156,0,130246,0,130336,0,130426,0,130516,0,130606,0,130696,0]",[],100,0,0,131528,0,[],[],[]
128,"Envoy1","[131544,0,131640,0,131736,0,131832,0,131928,0,132024,0,132120,0,132216]",[],100,0,0,133104,0,[],[],[]
129,"Envoy2","[133120,0,133216,0,133312,0,133408,0,133504,0,133600,0,133696,0]",[],100,0,0,134576,0,[],[],[]
130,"Oshabi1","[134594,0,134680,0,134766,0,134852,0,134938,0,135024,0]",[],100,0,0,135722,0,[],[],[]
131,"Oshabi2","[135740,0,135826,0,135912,0,135998,0,136084,0,136170,0,136256,0,136342]",[],100,0,0,137064,0,[],[],[]
132,"EnvoyMaven1","[132504,0]",[],100,0,0,137106,0,[],[],[]
133,"EnvoyMaven2","[133312,0,133504]",[],100,0,0,137156,0,[],[],[]
134,"Trialmaster1","[137184,0,137280,0,137376,0,137472,0,137568,0,137664,0]",[],100,0,0,138432,0,[],[],[]
135,"Trialmaster2",[138460],[],100,0,0,138560,0,[],[],[1099]
136,"Trialmaster3","[138592,0,138688,0,138784,0,138880,0,138976,0,139072,0]",[],100,0,0,139840,0,[],[1099],[]
137,"Dannig1","[139862,0,139956,0,140050,0,140144,0,140238,0,140332,0]",[],100,0,0,141086,0,[],[],[]
138,"Dannig2","[141104,0,141198,0,141292,0,141386,0,141480,0,141574,0]",[],100,0,0,142328,0,[],[],[]
139,"DannigNoHail","[139862,0,139956,0,140050,0,140144,0,140238]",[],100,0,0,142428,0,[],[],[]
140,"Rog1","[142440,0,142522,0,142604,0,142686,0,142768,0,142850,0]",[],100,0,0,143520,0,[],[],[]
141,"Rog2","[143532,0,143614,0,143696,0,143778,0]",[],100,0,0,144252,0,[],[],[]
142,"Rog3","[144264,0,144346,0,144428,0,144510,0,144592]",[],100,0,0,145074,0,[],[],[]
143,"Tujen1","[145090,0,145180,0,145270,0,145360,0,145450,0,145540]",[],100,0,0,146168,0,[],[],[]
144,"Tujen2","[146184,0,146274,0,146364,0,146454,0,146544,0,146634,0]",[],100,0,0,147360,0,[],[],[]
145,"Gwennen1","[147380,0,147478,0,147576,0,147674,0,147772,0,147870,0]",[],100,0,0,148652,0,[],[],[]
146,"Gwennen2","[148672,0,148770,0,148868,0,148966,0]",[],100,0,0,149520,0,[2487],[],[]
147,"Gwennen3",[149556],[],100,1,0,149660,0,[],[],[1154]
148,"Gwennen4",[149700],[],100,1,0,149802,0,[],[1154],[]
149,"TheLastToDie1","[149852,0,149974,0,150096,0,150218,0,150340]",[],100,0,0,151022,0,[],[],[]
150,"TheLastToDie2","[151052,0,151178,0,151304,0,151430,0]",[],100,0,0,152124,0,[],[],[]
151,"TheLastToDie3",[152154],[],100,0,0,152268,0,[],[],[]
152,"Lilly1GodslayerGreetings","[152320,0,152430,0,152540,0]",[],100,0,0,153028,0,[],[],[]
153,"Lilly2GoodTidingsGreetings","[153084,0,153194]",[],100,0,0,153438,0,[],[],[]
154,"Lilly3Farewells","[153472,0,153576,0]",[],100,0,0,153920,0,[],[],[]
155,"NewCadiroHellos","[153954,0,154064,0,154174,0,154284,0,154394,0,154504,0,154614,0,154724,0,154834,0,154944,0,155054,0,155164,0,155274,0,155384,0,155494,0,155604,0,155714,0,155824,0]",[],100,0,0,158202,0,[],[],[]
156,"NewCadiroGoodbyes","[158240,0,158350,0,158460,0,158570,0,158680,0,158790,0,158900,0,159010,0,159120,0,159230,0,159340,0,159450,0]",[],100,0,0,161072,0,[],[],[]
157,"DiviniaHelloTown","[161108,0,161228,0,161348,0,161468,0,161588,0,161708,0,161828,0,161948,0,162068,0,162188,0,162308,0,162428,0]",[],100,0,0,164180,0,[],[],[]
158,"DiviniaHelloFellshrineSanctumEntrance","[164258,0,164378,0,164498,0,164618]",[],100,0,0,165154,0,[],[],[]
159,"DiviniaHelloMerchant","[165198,0,165334,0,165470,0,165606,0,165742,0,165878,0,166014,0,166150,0,166286,0,166422]",[],100,0,0,167934,0,[],[],[]
160,"DiviniaGoodbyeTown","[167974,0,168098,0,168222,0,168346,0,168470,0,168594,0]",[],100,0,0,169638,0,[],[],[]
161,"DiviniaGoodbyeFellshrineSanctumEntrance","[169720,0,169844,0,169968,0,170092,0,170216,0,170340,0]",[],100,0,0,171368,0,[],[],[]
162,"DiviniaGoodbyeMerchant","[171416,0,171540,0,171664,0,171788,0,171912,0,172036,0,172160,0]",[],100,0,0,173392,0,[],[],[]
163,"UnaGreeting","[173418,0,173560,0,173702,0,173844,0,173986,0,174128,0]",[],100,0,0,175218,0,[],[],[]
164,"UnaGreetingLute","[175252,0,175414]",[],100,1,0,175762,0,[],[],[]
165,"UnaGreetingTreeNoRunes","[175826,0,175992,0,176158,0]",[],100,0,0,176870,0,[2947],[],[]
166,"UnaFarewellTreeNoRunes","[176934,0,177100,0,177266,0,177432,0]",[],100,0,0,178326,0,[2947],[],[]
167,"UnaFarewellTreeSomeRunes","[178394,0,178564,0,178734,0]",[],100,1,0,179462,0,[2948],[],[]
168,"UnaFarewell","[179520,0,179662,0,179804,0,179946,0,180088,0]",[],100,0,0,181020,0,[],[],[]
169,"UnaFarewellHoodedMet","[181064,0,181248]",[],100,1,0,181640,0,[],[],[]
170,"UnaFarewellLute","[181690,0,181852]",[],100,1,0,182200,0,[],[],[]
171,"UnaGrimHellos","[182246,0,182410,0,182574,0,182738]",[],100,0,0,183450,0,[],[],[]
172,"UnaGrimGoodbyes","[183484,0,183648,0,183812,0]",[],100,0,0,184516,0,[],[],[]
173,"Renly1","[184532,0,184664,0,184796,0,184928,0,185060,0,185192,0,185324,0,185456,0]",[],100,0,0,186772,0,[],[],[]
174,"Renly2","[186788,0,186920,0,187052,0,187184,0,187316,0,187448,0,187580,0,185456,0]",[],100,0,0,188896,0,[],[],[]
175,"Finn1_1","[188914,0,189062,0,189210,0,189358,0,189506,0,189654,0,189802,0,189950,0,190098]",[],100,0,0,191566,0,[2962],[],[]
176,"Finn1_2","[191600,0,191748,0,191896,0,192044]",[],100,1,0,192692,0,[2962],[],[]
177,"Finn1_3","[192742,0,192890,0,193038,0,193186]",[],100,1,0,193834,0,[2962],[],[]
178,"Finn1_4","[193884,0,194038,0,194192,0,194346,0,194500,0,194654,0,194808,0,194962]",[],100,1,0,196314,0,[],[],[]
179,"Finn2_1","[196348,0,196496,0,196644,0,196792,0,196940,0,197088,0,197236,0,197384]",[],100,0,0,198688,0,[2962],[],[]
180,"Finn2_2","[198722,0,198870,0,199018,0,199166,0]",[],100,1,0,199970,0,[2962],[],[]
181,"Finn2_3","[200020,0,200168,0,200316,0,200464,0]",[],100,1,0,201268,0,[2962],[],[]
182,"Finn2_4","[201318,0,201472,0,201626,0,201780,0,201934,0,202088,0,202242,0,202396,0,202550]",[],100,1,0,204072,0,[],[],[]
183,"LachlannGreeting","[204124,0,204286,0,204448,0,204610,0,204772,0,204934,0,205096,0,205258,0,205420,0,205582,0,205744,0,205906,0]",[],100,0,0,208204,0,"[4703,4704]",[],[]
184,"LachlannGreetingAsiniaKey","[208290,0,208466,0,208642,0,208818,0,208994,0,209170,0,209346,0]",[],100,1,0,210866,0,[],[],[]
185,"LachlannGreetingDravenKey","[208290,0,208466,0,208642,0,208818,0,208994,0,209170,0,209346,0]",[],100,1,0,211048,0,[],[],[]
186,"LachlannFarewell","[211100,0,211262,0,211424,0,211586,0,211748,0,211910,0,212072,0,212234,0,212396]",[],100,0,0,213990,0,"[4703,4704]",[],[]
187,"LachlannFarewellAsiniaKey","[214076,0,214252,0,214428,0,214604,0,214780,0,214956,0,215132,0,215308,0]",[],100,1,0,217020,0,[],[],[]
188,"LachlannFarewellDravenKey","[214076,0,214252,0,214428,0,214604,0,214780,0,214956,0,215132,0,215308,0]",[],100,1,0,217218,0,[],[],[]
189,"Risu1","[217248,0,217394,0,217540,0,217686,0,217832,0,217978,0,218124,0]",[],100,0,0,219404,0,[],[],[]
190,"Risu2","[219418,0,219564,0,219710,0,219856,0,220002,0,220148,0,220294,0,220440,0]",[],100,0,0,221882,0,[],[],[]
191,"Risu3","[217248,0,217394,0,217540,0,217686,0,217832,0,217978,0,218124,0]",[],100,0,0,222008,0,[],[],[]
192,"Risu4","[219418,0,219564,0,219710,0,219856,0,220002,0,220148,0,220294,0,220440,0]",[],100,0,0,222150,0,[],[],[]
193,"Shambrin1","[222172,0,222334,0,222496,0,222658,0,222820,0,222982,0,223144,0,223306]",[],100,0,0,224722,0,[],[],[]
194,"Shambrin1Happy","[224754,0,224926,0,225098,0,225270,0,225442,0,225614,0,225786,0,225958,0]",[],100,1,0,227634,0,[],[],[]
195,"Shambrin2","[227672,0,227834,0,227996,0,228158,0,228320,0,228482,0,228644,0,228806,0,228968,0,229130,0]",[],100,0,0,231072,0,[],[],[]
196,"Shambrin2Happy","[231104,0,231276,0,231448,0,231620,0,231792,0,231964,0,232136,0,232308]",[],100,1,0,233804,0,[],[],[]
197,"Asala1","[233836,0,233990,0,234144,0,234298,0,234452,0,234606,0,234760,0]",[],100,0,0,236104,0,[],[],[]
198,"Asala2","[236120,0,236274,0,236428,0,236582,0,236736,0,236890,0]",[],100,0,0,238064,0,[],[],[]
199,"AsalaEnergeticByes",[],[],100,0,0,238104,0,[],[],[]
200,"AsalaAllByes",[],[],100,0,0,238132,0,[],[],[]
201,"AsalaDivineHellos",[],[],100,0,0,238170,0,[],[],[]
202,"AsalaDivineByes",[],[],100,0,0,238204,0,[],[],[]
203,"Zarka1","[238220,0,238358,0,238496,0,238634,0,238772,0,238910,0,239048,0]",[],100,0,0,240264,0,[],[],[]
204,"Zarka2","[240280,0,240418,0,240556,0,240694,0,240832,0,240970,0]",[],100,0,0,242032,0,[],[],[]
205,"Mentor1","[242050,0,242198,0,242346,0,242494,0,242642,0,242790,0,242938,0,243086]",[],100,0,0,244390,0,[],[],[]
206,"Mentor1Injured","[244422,0,244590,0,244758,0,244926,0,245094,0,245262,0]",[],100,0,0,246534,0,[],[],[]
207,"Mentor2","[246552,0,246698,0,246844,0,246990,0,247136,0,247282,0,247428,0,247574]",[],100,0,0,248862,0,[],[],[]
208,"Mentor2Injured","[248894,0,249062,0,249230,0,249398,0,249566,0,249734]",[],100,0,0,250830,0,[],[],[]
209,"YoungZana1",[],[],100,0,0,250854,0,[],[],[]
210,"YoungZana2",[],[],100,0,0,250878,0,[],[],[]
211,"DominusMobile1","[250910,0,251020,0,251130,0,251240,0,251350]",[],100,0,0,251972,0,[],[],[]
212,"DominusMobile2","[252004,0,252114,0,252224,0,252334,0,252444]",[],100,0,0,253066,0,[],[],[]
213,"Oswald1","[253084,0,253238,0,253392,0,253546,0,253700,0,253854,0,254008,0,254162,0,254316,0,254470,0,254624,0]",[],100,0,0,256648,0,[],[],[]
214,"Oswald2","[256666,0,256820,0,256974,0,257128,0,257282,0,257436,0,257590,0,257744,0]",[],100,0,0,259258,0,[],[],[]
215,"Servi1","[259274,0,259424,0,259574,0,259724,0,259874,0,260024,0,260174,0]",[],100,0,0,261486,0,[],[],[]
216,"Servi2","[261502,0,261652,0,261802,0,261952,0,262102,0,262252,0,262402]",[],100,0,0,263556,0,[],[],[]
217,"Servi1Happy","[263582,0,263744,0,263906,0,264068,0,264230,0,264392,0]",[],100,1,0,265622,0,[],[],[]
218,"Servi2Happy","[265664,0,265826,0,265988,0,266150,0,266312,0,266474,0]",[],100,1,0,267704,0,[],[],[]
219,"Servi1Bog","[267742,0,267900,0,268058,0,268216]",[],100,0,0,268904,0,[4619],[],[]
220,"Servi2Bog","[268942,0,269100,0,269258,0]",[],100,0,0,269938,0,[4619],[],[]
221,"AlvaFour1","[269976,0,270122,0,270268,0,270414,0,270560,0,270706,0,270852,0,270998,0,271144,0,271290,0,271436,0]",[],100,0,0,273364,0,[],[],[]
222,"AlvaFour1_NoSoulCore","[273408,0,273568,0,273728,0,273888,0,274048,0,274208,0,274368,0,274528]",[],100,0,0,275928,0,[],[],[]
223,"AlvaFour1_SoulCore","[275968,0,276124]",[],100,1,0,276460,0,[],[],[]
224,"AlvaFour1_Generator","[276518,0,276684,0,276850,0,277016,0,277182,0,277348,0]",[],100,0,0,278606,0,[4423],[],[]
225,"AlvaFour1_KeyQuest","[278662,0,278826,0,278990,0,279154,0,279318]",[],100,0,0,280210,0,[],[],[]
226,"AlvaFour1_OutskirtsNoCore","[280264,0,280436]",[],100,0,0,280804,0,[3764],[],[]
227,"AlvaFour1_OutskirtsCore","[280870,0,281044,0,281218,0,281392]",[],100,1,0,282144,0,[],[],[]
228,"AlvaFour1_SunKeyFound","[282206,0,282370,0]",[],100,1,0,282894,0,[3807],[],[]
229,"AlvaFour1_Ziggurat","[282966,0,283124]",[],100,0,0,283464,0,[],[],[]
