"rownum","InfluenceMod","UpgradedMod","bool"
428,20565,24758,1
429,20569,20570,""
430,20570,24759,1
431,20571,20572,""
432,20572,24760,1
433,20573,20574,""
434,20574,24761,1
435,20577,24762,1
436,20578,24763,1
437,20579,24764,1
438,20580,20581,""
439,20581,24765,1
440,20582,20583,""
441,20583,24766,1
442,20584,24767,1
443,20585,20586,""
444,20586,20587,""
445,20587,24768,1
446,20588,20589,""
447,20589,20590,""
448,20590,24769,1
449,20591,20592,""
450,20592,24770,1
451,20593,20594,""
452,20594,24771,1
453,20595,24772,1
454,20596,24773,1
455,20597,20598,""
456,20598,24774,1
457,20599,20600,""
458,20600,24775,1
459,20601,20602,""
460,20602,20603,""
461,20603,24776,1
462,20604,24777,1
463,20605,20606,""
464,20606,24778,1
465,20607,20608,""
466,20608,24779,1
467,20609,20610,""
468,20610,24780,1
469,20766,20767,""
470,20767,24562,1
471,14562,24668,1
472,24539,24539,1
473,24540,24540,1
474,24541,24541,1
475,24542,24542,1
476,24543,24543,1
477,24544,24544,1
478,24545,24545,1
479,24546,24546,1
480,24547,24547,1
481,24548,24548,1
482,24549,24549,1
483,24550,24550,1
484,24551,24551,1
485,24552,24552,1
486,24553,24553,1
487,24554,24554,1
488,24555,24555,1
489,24556,24556,1
490,24557,24557,1
491,24558,24558,1
492,24559,24559,1
493,24560,24560,1
494,24563,24563,1
495,24564,24564,1
496,24565,24565,1
497,24566,24566,1
498,24567,24567,1
499,24568,24568,1
500,24569,24569,1
501,24570,24570,1
502,24571,24571,1
503,24572,24572,1
504,24573,24573,1
505,24574,24574,1
506,24575,24575,1
507,24576,24576,1
508,24577,24577,1
509,24578,24578,1
510,24579,24579,1
511,24580,24580,1
512,24581,24581,1
513,24582,24582,1
514,24583,24583,1
515,24584,24584,1
516,24585,24585,1
517,24586,24586,1
518,24587,24587,1
519,24589,24589,1
520,24590,24590,1
521,24591,24591,1
522,24592,24592,1
523,24593,24593,1
524,24594,24594,1
525,24595,24595,1
526,24596,24596,1
527,24597,24597,1
528,24598,24598,1
529,24600,24600,1
530,24601,24601,1
531,24602,24602,1
532,24603,24603,1
533,24604,24604,1
534,24605,24605,1
535,24606,24606,1
536,24607,24607,1
537,24608,24608,1
538,24609,24609,1
539,24610,24610,1
540,24611,24611,1
541,24612,24612,1
542,24613,24613,1
543,24614,24614,1
544,24615,24615,1
545,24616,24616,1
546,24617,24617,1
547,24618,24618,1
548,24619,24619,1
549,24620,24620,1
550,24621,24621,1
551,24623,24623,1
552,24624,24624,1
553,24625,24625,1
554,24626,24626,1
555,24627,24627,1
556,24628,24628,1
557,24629,24629,1
558,24630,24630,1
559,24631,24631,1
560,24632,24632,1
561,24633,24633,1
562,24634,24634,1
563,24635,24635,1
564,24636,24636,1
565,24637,24637,1
566,24638,24638,1
567,24639,24639,1
568,24640,24640,1
569,24641,24641,1
570,24642,24642,1
571,24643,24643,1
572,24644,24644,1
573,24646,24646,1
574,24647,24647,1
575,24648,24648,1
576,24649,24649,1
577,24650,24650,1
578,24651,24651,1
579,24652,24652,1
580,24653,24653,1
581,24654,24654,1
582,24655,24655,1
583,24656,24656,1
584,24657,24657,1
585,24658,24658,1
586,24659,24659,1
587,24660,24660,1
588,24661,24661,1
589,24662,24662,1
590,24663,24663,1
591,24664,24664,1
592,24665,24665,1
593,24666,24666,1
594,24667,24667,1
595,24670,24670,1
596,24671,24671,1
597,24672,24672,1
598,24673,24673,1
599,24674,24674,1
600,24675,24675,1
601,24676,24676,1
602,24677,24677,1
603,24678,24678,1
604,24679,24679,1
605,24680,24680,1
606,24681,24681,1
607,24682,24682,1
608,24683,24683,1
609,24684,24684,1
610,24685,24685,1
611,24686,24686,1
612,24687,24687,1
613,24688,24688,1
614,24690,24690,1
615,24691,24691,1
616,24692,24692,1
617,24693,24693,1
618,24694,24694,1
619,24695,24695,1
620,24696,24696,1
621,24697,24697,1
622,24698,24698,1
623,24699,24699,1
624,24700,24700,1
625,24701,24701,1
626,24702,24702,1
627,24703,24703,1
628,24704,24704,1
629,24705,24705,1
630,24706,24706,1
631,24707,24707,1
632,24708,24708,1
633,24709,24709,1
634,24710,24710,1
635,24711,24711,1
636,24712,24712,1
637,24713,24713,1
638,24714,24714,1
639,24715,24715,1
640,24716,24716,1
641,24717,24717,1
642,24718,24718,1
643,24719,24719,1
644,24720,24720,1
645,24721,24721,1
646,24722,24722,1
647,24723,24723,1
648,24724,24724,1
649,24725,24725,1
650,24726,24726,1
651,24727,24727,1
652,24728,24728,1
653,24729,24729,1
654,24730,24730,1
655,24731,24731,1
656,24732,24732,1
657,24733,24733,1
658,24734,24734,1
659,24735,24735,1
660,24736,24736,1
661,24737,24737,1
662,24738,24738,1
663,24739,24739,1
664,24740,24740,1
665,24741,24741,1
666,24742,24742,1
667,24743,24743,1
668,24744,24744,1
669,24745,24745,1
670,24746,24746,1
671,24747,24747,1
672,24749,24749,1
673,24750,24750,1
674,24751,24751,1
675,24752,24752,1
676,24753,24753,1
677,24754,24754,1
678,24755,24755,1
679,24756,24756,1
680,24757,24757,1
681,24758,24758,1
682,24759,24759,1
683,24760,24760,1
684,24761,24761,1
685,24762,24762,1
686,24763,24763,1
687,24764,24764,1
688,24765,24765,1
689,24766,24766,1
690,24767,24767,1
691,24768,24768,1
692,24769,24769,1
693,24770,24770,1
694,24771,24771,1
695,24772,24772,1
696,24773,24773,1
697,24774,24774,1
698,24775,24775,1
699,24776,24776,1
700,24777,24777,1
701,24778,24778,1
702,24779,24779,1
703,24780,24780,1
704,24562,24562,1
705,24668,24668,1
706,20730,20732,""
707,20732,24645,1
708,20544,20545,""
709,20545,24748,1
710,20613,20614,""
711,20614,24689,1
712,20684,20685,""
713,20685,24622,1
