"rownum","Id","BaseItemTypesKey","HASH16","HASH32","i32","bool","bool","[rid]","rid","Skills","i32","bool","rid","bool"
89,"Metadata/Pet/WhiteTiger/WhiteTiger",4522,9254,-74981471,11,"","",[1],86,[],0,"","",""
90,"Metadata/Pet/Parrot/BrazilianParrot",4523,11327,1611287605,8,"","",[1],62,[],0,"","",""
91,"Metadata/Pet/MonkeyNavali/MonkeyNavaliPet",4524,38441,-1622668959,8,"","",[1],23,[],0,"","",""
92,"Metadata/Pet/Rabbit/Rabbit",4526,18298,1273957525,8,"","",[1],86,[],0,"","",""
93,"Metadata/Pet/Beetle/Beetle",4525,62953,740153844,8,"","",[1],86,[],0,"","",""
94,"Metadata/Pet/HeiTiki/Spawner",4527,1422,2132179608,8,"","",[1],78,[],0,"","",""
95,"Metadata/Pet/GraspingHands/Spawner",4528,18807,505370472,8,"","",[1],86,[],0,"","",""
96,"Metadata/Pet/GamepediaBook/GamepediaBook",4529,46209,-1774378308,8,"","",[1],86,[],0,"","",""
97,"Metadata/Pet/Frog/PurpleCrown",4530,2373,-487986260,8,"","",[1],97,[],0,"","",""
98,"Metadata/Pet/FlySwarm/FlySwarmLightning",4531,37899,-2133781286,8,"","",[1],82,[],0,"","",""
99,"Metadata/Pet/Tiger/Tiger",4532,42732,1136125275,8,1,"",[1],86,[],0,"","",""
100,"Metadata/Pet/Scorpion/acid_upgrade_purple",4533,29213,392127810,8,"","",[1],97,[],0,"","",""
101,"Metadata/Pet/CaneToad/CaneToadGlass/CaneToadGlass",4534,43611,-648711410,8,1,"",[1],86,[],0,"","",""
102,"Metadata/Pet/WhiteWolf/WhiteWolf",4535,27891,39284388,10,"","",[1],8,[],0,"","",""
103,"Metadata/Pet/Cat/Orange",4536,39785,-944546598,8,"","",[1],86,[],0,"","",""
104,"Metadata/Pet/Devourling/Spawner",4537,37136,2035542083,8,"","",[1],86,[],0,"","",""
105,"Metadata/Pet/Taotie/Taotie",4538,53912,842260651,8,"","",[1],86,[],0,"","",""
106,"Metadata/Pet/TaowuPet/Taowu",4539,44003,249537852,12,"","",[1],86,[],0,"","",""
107,"Metadata/Pet/FlySwarm/FlySwarmLight",4540,41426,-1495464177,8,"","",[1],96,[],0,"","",""
108,"Metadata/Pet/FlySwarm/FlySwarmDark",4541,15396,-917768849,8,"","",[1],113,[],0,"","",""
109,"Metadata/Pet/HarbingerTiger/HarbingerTiger",4542,22446,1606158354,8,"","",[1],66,[],0,"","",""
110,"Metadata/Pet/Crow/Crow",4543,15557,1089633335,8,"","",[1],113,[],0,"","",""
111,"Metadata/Pet/Dove/Dove",4544,23068,-714240143,8,"","",[1],96,[],0,"","",""
112,"Metadata/Pet/PolarBearCub/PolarBearCub",4545,959,769994330,8,1,"",[1],93,[],0,"","",""
113,"Metadata/Pet/Frog/Fire",4546,36691,-1409932123,8,"","",[1],52,[],0,"","",""
114,"Metadata/Pet/Frog/Ice",4547,51649,1374853171,8,"","",[1],73,[],0,"","",""
115,"Metadata/Pet/Hundun/Hundun",4548,39330,-95984667,8,"","",[1],86,[],0,"","",""
116,"Metadata/Pet/Cat/Julio",4549,16366,35405298,8,"","",[1],86,[],0,"","",""
117,"Metadata/Pet/Qiongqi/Qiongqi",4550,31382,418931310,12,"","",[1],86,[],0,"","",""
118,"Metadata/Pet/Tiger/IceTiger",4551,39297,-1567540464,8,"","",[1],73,[],0,"","",""
119,"Metadata/Pet/Lion/Fire",4552,46948,-1215889181,8,"","",[1],52,[],0,"","",""
120,"Metadata/Pet/Eyeball/Eyeball1",4553,50864,2124331054,8,"","",[1],86,[],0,"","",""
121,"Metadata/Pet/Eyeball/Eyeball2",4554,40496,-575847523,8,"","",[1],86,[],0,"","",""
122,"Metadata/Pet/Eyeball/Eyeball3",4555,8802,2016893525,8,"","",[1],86,[],0,"","",""
123,"Metadata/Pet/Eyeball/Eyeball4",4556,9908,-343880396,8,"","",[1],86,[],0,"","",""
124,"Metadata/Pet/Eyeball/Eyeball5",4557,46914,659656723,8,"","",[1],86,[],0,"","",""
125,"Metadata/Pet/HellionCub/HellionCub",4558,32804,1176946178,8,"","",[1],14,[],0,"","",""
126,"Metadata/Pet/Cat/Celestial",4559,11232,2025345880,8,"","",[1],22,[],0,"","",""
127,"Metadata/Pet/CoconutCrab/CoconutCrab",4560,56837,693630802,8,"","",[1],3,[],0,"","",""
128,"Metadata/Pet/Harpy/Harpy",4561,12782,-2070104718,8,"","",[1],14,[],0,"","",""
129,"Metadata/Pet/SinAndInnocenceSwords/Sin2hSword",4562,51064,-1546623832,8,"","",[1],104,[],0,"","",""
130,"Metadata/Pet/SinAndInnocenceSwords/Innocence2hSword",4563,27467,1653082563,8,"","",[1],104,[],0,"","",""
131,"Metadata/Pet/SinAndInnocenceSwords/SinInnocence2hSword",4564,788,-1966765615,8,"","",[1],104,[],0,"","",""
132,"Metadata/Pet/Cherub/Sin",4565,31710,-619798320,8,"","",[1],104,[],0,"","",""
133,"Metadata/Pet/Cherub/Innocence",4566,2666,-834812841,8,"","",[1],104,[],0,"","",""
134,"Metadata/Pet/Beast/Beast",4567,61624,-306701056,8,"","",[1],3,[],0,"","",""
135,"Metadata/Pet/Goatman/Goatman",4568,18005,1412436581,8,"","",[2],3,[],0,"","",""
136,"Metadata/Pet/Monkey/Monkey",4569,16394,-967473569,8,"","",[1],3,[],0,"","",""
137,"Metadata/Pet/Raptor/Raptor",4570,33935,-508467906,8,"","",[1],4,[],0,"","",""
138,"Metadata/Pet/Tumbleweed/Tumbleweed",4571,22427,-731610113,8,"","",[1],4,[],0,"","",""
139,"Metadata/Pet/Copter/Copter",4572,16464,1729046367,8,"","",[1],4,[],0,"","",""
140,"Metadata/Pet/Scorpion/Machine",4573,59390,-123396261,8,"","",[1],4,[],0,"","",""
141,"Metadata/Pet/Wolpertinger/TrillingWolpertinger",4574,33690,486252385,8,"","",[1],3,[],0,"","",""
142,"Metadata/Pet/Wolpertinger/SqueakingWolpertinger",4575,39119,-83270714,8,"","",[1],3,[],0,"","",""
143,"Metadata/Pet/Wolpertinger/GruntingWolpertinger",4576,39562,1520549931,8,"","",[1],3,[],0,"","",""
144,"Metadata/Pet/Lion/Gold",4577,10237,-1599502508,8,"","",[1],90,[],0,"","",""
145,"Metadata/Pet/Raven/BloodGuard",4579,25852,1125853159,8,"","",[1],90,[],0,"","",""
146,"Metadata/Pet/Eagle/FaithGuard",4580,4458,-1046818576,8,"","",[1],90,[],0,"","",""
147,"Metadata/Pet/Raven/Oriath",4581,4468,26153211,8,"","",[1],90,[],0,"","",""
148,"Metadata/Pet/Pigeon/Dark",4583,33552,-1113702770,8,"","",[1],90,[],0,"","",""
149,"Metadata/Pet/Pigeon/Light",4582,45470,1738135047,8,"","",[1],90,[],0,"","",""
150,"Metadata/Pet/BallTrio/Fire",4584,29403,652760115,8,"","",[1],52,[],0,"","",""
151,"Metadata/Pet/BallTrio/Cold",4585,52693,-1181911976,8,"","",[1],73,[],0,"","",""
152,"Metadata/Pet/BallTrio/Lightning",4586,43310,-1749008658,8,"","",[1],82,[],0,"","",""
153,"Metadata/Pet/Hound/BloodGuard",4578,38041,1258872721,8,"","",[1],90,[],0,"","",""
154,"Metadata/Pet/DreadForgeLion/DreadForgeLionPet",4587,59561,-503576235,8,"","",[1],37,[],0,"","",""
155,"Metadata/Pet/Canary/Canary",4588,44741,-704939202,8,"","",[1],37,[],0,"","",""
156,"Metadata/Pet/GothicHorrorGhostChild/GothicHorrorGhostChild",4589,194,-2004383675,8,"","",[2],64,[],0,"","",""
157,"Metadata/Pet/Football/Football",4590,14839,1185185619,8,"","",[1],86,[],0,"","",""
158,"Metadata/Pet/Dragon/Dragon",4591,54673,1039853675,15,1,"",[1],40,[],0,"","",""
159,"Metadata/Pet/Dragon/DragonPremium",4592,64290,879152964,15,"",1,[1],40,[],0,"","",""
160,"Metadata/Pet/Dragon/DragonPremiumExpired",4593,62840,1511829348,15,1,"",[1],40,[],0,"","",""
161,"Metadata/Pet/BrineKingMinion/BrineKingMinion",4594,80,1186416359,8,"","",[1],51,[],0,"","",""
162,"Metadata/Pet/Taniwha/Taniwha",4595,38520,1373816730,8,"","",[1],51,[],0,"","",""
163,"Metadata/Pet/CorsairPet/CorsairPet",4596,53120,590015658,8,"","",[1],51,[],0,"","",""
164,"Metadata/Pet/Mystic/Spawner",4597,42154,-938054468,8,"","",[1],51,[],0,"","",""
165,"Metadata/Pet/MadcapHare/MadcapHare",4598,8258,-787156650,8,"","",[1],59,[],0,"","",""
166,"Metadata/Pet/MadcapToad/MadcapToad",4599,23160,2111973274,8,"","",[1],59,[],0,"","",""
167,"Metadata/Pet/Dragonfly/Dragonfly",4600,12676,1222801766,8,"","",[1],59,[],0,"","",""
168,"Metadata/Pet/HuntsmanToad/HuntsmanToad",4601,2131,-61082616,8,"","",[1],59,[],0,"","",""
169,"Metadata/Pet/SoulstealerPet/SoulstealerPet",4602,60281,-1922472432,8,"","",[1],109,[],0,"","",""
170,"Metadata/Pet/DragonWhelp/DragonWhelp",4603,14520,497952022,8,"","",[1],40,[],0,"","",""
171,"Metadata/Pet/TwoLeggedGoat/TwoLeggedGoat",4604,30652,-2000945401,8,"","",[1],3,[],0,"","",""
172,"Metadata/Pet/IceDragon/IceDragon",4605,63368,130347084,15,1,"",[1],8,[],0,"","",""
173,"Metadata/Pet/IceDragon/IceDragonPremium",4606,27478,1247748361,15,"",1,[1],8,[],0,"","",""
174,"Metadata/Pet/IceDragon/IceDragonPremiumExpired",4607,33684,777235911,15,1,"",[1],8,[],0,"","",""
175,"Metadata/Pet/Viper/Viper",4608,31197,120815342,15,"","",[1],118,[],0,"","",""
176,"Metadata/Pet/NineTailedFox/NineTailedFox",4609,35180,533108394,12,1,"",[1],75,[],0,"","",""
177,"Metadata/Pet/NineTailedFox/NineTailedFoxPremium",4610,12740,-952502531,12,"",1,[1],22,[],0,"","",""
178,"Metadata/Pet/NineTailedFox/NineTailedFoxPremiumExpired",4611,11626,1527543398,12,1,"",[1],22,[],0,"","",""
179,"Metadata/Pet/CruciblePet/CruciblePet",4612,36326,-1654583161,8,"","",[1],35,[],0,"","",""
180,"Metadata/Pet/CultDarkness/CultDarkness",4613,49679,89311069,8,1,"",[1],80,[],0,"","",""
181,"Metadata/Pet/WranglerHawk/WranglerHawk",4614,58024,-1405071640,12,"","",[1],56,[],0,"","",""
182,"Metadata/Pet/WranglerScorpion/WranglerScorpion",4615,59262,542164782,8,"","",[1],56,[],0,"","",""
183,"Metadata/Pet/WildPanther/WildPanther",4616,23886,575635201,8,"","",[1],56,[],0,"","",""
184,"Metadata/Pet/WildScorpion/WildScorpion",4617,1722,1975481093,8,"","",[1],56,[],0,"","",""
185,"Metadata/Pet/Plated/Plated",4618,8952,864162170,8,"","",[1],120,[],0,"","",""
186,"Metadata/Pet/WaterElemental/WaterElemental",4619,13003,-898107204,8,"","",[1],44,[],0,"","",""
187,"Metadata/Pet/VanguardOwl/VanguardOwl",4620,6191,-1309234727,8,"","",[1],19,[],0,"","",""
188,"Metadata/Pet/CyrWheelMonkey/CyrWheelMonkey",4621,39940,722581269,12,"","",[1],20,[],0,"","",""
189,"Metadata/Pet/CircusParakeet/CircusParakeet",4622,61010,918280425,8,"","",[1],20,[],0,"","",""
190,"Metadata/Pet/CircusTroll/CircusTroll",4623,31034,-836651237,12,"","",[1],20,[],0,"","",""
191,"Metadata/Pet/JugglingPins/Spawner",4624,8765,-579731636,8,"","",[1],20,[],0,"","",""
192,"Metadata/Pet/Sentinel/Sentinel",4625,63249,563009183,8,"","",[1],17,[],0,"","",""
193,"Metadata/Pet/Chiyou/Chiyou",4626,14700,-315435938,12,1,"",[1],25,[],0,"","",""
194,"Metadata/Pet/Chiyou/ChiyouPremium",4627,56810,-244437884,12,"",1,[1],25,[],0,"","",""
195,"Metadata/Pet/Chiyou/ChiyouPremiumExpired",4628,8102,-2140692543,12,1,"",[1],25,[],0,"","",""
196,"Metadata/Pet/HavenwoodDeer/HavenwoodDeer",4629,65022,1004586526,10,"","",[1],69,[],0,"","",""
197,"Metadata/Pet/DemonicMoth/DemonicMoth",4630,52671,-1791993713,8,"","",[1],38,[],0,"","",""
198,"Metadata/Pet/DemonicArcticReindeer/DemonicArcticReindeer",4631,17187,1018134412,8,"","",[1],38,[],0,"","",""
199,"Metadata/Pet/Cat/Halloween",4632,33316,-1614996071,8,"","",[1],38,[],0,"","",""
200,"Metadata/Pet/BlackDragon/BlackDragon",4633,32429,-1729960369,15,1,"",[1],94,[],0,"","",""
201,"Metadata/Pet/BlackDragon/BlackDragonPremium",4634,3333,-1180191582,15,"",1,[1],94,[],0,"","",""
202,"Metadata/Pet/BlackDragon/BlackDragonPremiumExpired_",4635,6130,664285290,15,1,"",[1],94,[],0,"","",""
203,"Metadata/Pet/WhiteDragon/WhiteDragon",4636,18483,-1735208799,15,1,"",[1],94,[],0,"","",""
204,"Metadata/Pet/WhiteDragon/WhiteDragonPremium",4637,2820,1203915974,15,"",1,[1],94,[],0,"","",""
205,"Metadata/Pet/WhiteDragon/WhiteDragonPremiumExpired",4638,607,-162532336,15,1,"",[1],94,[],0,"","",""
206,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragon",4639,24464,1225987715,15,"","",[1],94,[],0,"","",""
207,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremium",4640,854,-1810786489,15,"",1,[1],94,[],0,"","",""
208,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremiumExpired",4641,64454,1270526076,15,"","",[1],94,[],0,"","",""
209,"Metadata/Pet/Rat_White/Rat_White",4642,28161,-1596010785,8,"","",[1],94,[],0,"","",""
210,"Metadata/Pet/Cat/EmpyreanCat",4644,60665,-133622544,8,1,"",[1],108,[],0,"","",""
211,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremium",4645,14105,-182074820,8,"",1,[1],108,[],0,"","",""
212,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremiumExpired",4646,46109,334407667,8,1,"",[1],108,[],0,"","",""
213,"Metadata/Pet/EyrieFalcon/EyrieFalcon",4643,15166,-1562076710,8,"","",[1],50,[],0,"","",""
214,"Metadata/Pet/ElderDarkseer/ElderDarkseer",4647,41100,419215472,8,"","",[1],36,[],0,"","",""
215,"Metadata/Pet/ScientistLabRat/ScientistLabRat",4648,36647,-445552042,8,"","",[1],111,[],0,"","",""
216,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyScientistPet",4649,45132,-1645335134,8,"","",[1],111,[],0,"","",""
217,"Metadata/Pet/ThaumaturgDarkAdvisor/ThaumaturgDarkAdvisor",4650,9065,-112731602,8,"","",[2],111,[],0,"","",""
218,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyProjectPet",4651,17946,-184175841,8,"","",[1],111,[],0,"","",""
219,"Metadata/Pet/ClockworkFireGolem/ClockworkFireGolem",4652,20736,858743343,8,"","",[1],106,[],0,"","",""
220,"Metadata/Pet/ClockworkLightningGolem/ClockworkLightningGolem",4653,23154,104684623,8,"","",[1],106,[],0,"","",""
221,"Metadata/Pet/ClockworkIceGolem/ClockworkIceGolem",4654,60425,-1919393391,8,"","",[1],106,[],0,"","",""
222,"Metadata/Pet/ClockworkStoneGolem/ClockworkStoneGolem",4655,36765,-1226819203,8,"","",[1],106,[],0,"","",""
223,"Metadata/Pet/ClockworkChaosGolem/ClockworkChaosGolem",4656,62779,-168165183,8,"","",[1],106,[],0,"","",""
224,"Metadata/Pet/AfterlifeCat/AfterlifeCat",4657,29035,-648894407,8,"","",[1],60,[],0,"","",""
225,"Metadata/Pet/VoidSmall/VoidSmall",4658,27735,-2013664338,8,"","",[1],43,[],0,"","",""
226,"Metadata/Pet/VoidLarge/VoidLarge",4659,29192,97679322,8,"","",[1],43,[],0,"","",""
227,"Metadata/Pet/UltimateChaosTiger/UltimateChaosTiger",4660,8688,2131189495,8,"","",[1],113,[],0,"","",""
228,"Metadata/Pet/PandemoniumPegasus/PandemoniumPegasus",4661,19875,-563506230,10,"","",[1],2,[],0,"","",""
229,"Metadata/Pet/Butterfly/Angelic/Angelic_Moth",4662,46192,-967347673,8,"","",[1],2,[],0,"","",""
230,"Metadata/Pet/StygianSteed/HellSteedPet",4663,7136,1856533832,10,"","",[1],2,[],0,"","",""
231,"Metadata/Pet/PandemoniumSpider/PandemoniumSpider",4664,48929,225292876,8,"","",[1],2,[],0,"","",""
232,"Metadata/Pet/GlimmerwoodBeetle/GlimmerwoodBeetle",4665,50002,140167944,8,"","",[1],59,[],0,"","",""
233,"Metadata/Pet/NecroticTiger/NecroticTiger",4666,55804,694415519,8,"","",[1],88,[],0,"","",""
234,"Metadata/Pet/StygianSteed/StygianSteedPet",4667,29616,-890128063,11,"","",[1],107,[],0,"","",""
235,"Metadata/Pet/TencentGirl/TencentGirl01",4668,33296,-1124516119,10,1,"",[2],86,[],0,"","",""
236,"Metadata/Pet/TencentGirl/TencentGirl02",4669,8933,-48504834,10,"",1,[2],86,[],0,"","",""
237,"Metadata/Pet/TencentGirl/TencentGirl03",4670,21916,-677871100,10,1,"",[2],86,[],0,"","",""
238,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremium",4671,8623,1459779245,8,"",1,[2],86,[],0,"","",""
239,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremiumExpired",4672,29667,-247954725,8,1,"",[2],86,[],0,"","",""
240,"Metadata/Pet/BabyElephant/celestial/Celestial_BabyElephant",4673,31950,1730485227,10,"","",[1],22,[],0,"","",""
241,"Metadata/Pet/Corgi/Corgi",4674,59392,1854113411,8,"","",[1],3,[],0,"","",""
242,"Metadata/Pet/PomeranianDog/PomeranianDog",4675,41185,-232041782,8,"","",[1],3,[],0,"","",""
