"rownum","string","[rid]","bool","i32","[rid]","bool","i32","rid","bool","[rid]","i32","bool","[rid]","i32","rid","rid","i32","i32"
44,"HasVolatileSurge",[772],"",1,[],"",1,"","",[],0,"",[],1,"","",0,0
45,"IsTaggedBySentinel",[],"",1,[16011],"",1,"","",[],0,"",[],1,"","",0,0
46,"IsTaggedBySentinelUnique",[],"",1,[16134],"",1,"","",[],0,"",[],1,"","",0,0
47,"EssenceWith4Affixes",[],"",1,[],"",1,"","",[],1,"",[],1,"","",4,0
48,"HasAffixesX4",[],"",1,[],"",1,"","",[],0,"",[],1,"","",4,0
49,"HasSpecialEssences",[],"",1,[],"",1,"","","[12831,12832,12833,12834]",0,"",[],1,"","",0,1
50,"IsChilled",[],"",1,[1801],"",1,"","",[],0,"",[],1,"","",0,0
51,"Has5UniqueMetamorphBodyParts",[],"",1,[16337],"",5,"","",[],0,"",[],1,"","",0,0
52,"HasEmpowerment50",[],"",1,[16201],"",50,"","",[],0,"",[],1,"","",0,0
53,"HasAffixesX5",[],"",1,[],"",1,"","",[],0,"",[],1,"","",5,0
54,"HasShriekingEssencex3",[],"",1,[],"",1,"","","[12726,12818,12811,12786,12779,12719,12743,12751,12756,12801,12731,12823,12792,12770,12827,12766,12734,12804,12773,12762]",3,"",[],1,"","",0,3
55,"IsGodTouched",[],"",1,[],"",1,"","","[32329,32330,32331,32333,32334,32335,32336,32337,32338]",0,"",[],1,"","",0,1
56,"HasEssenceX6",[],"",1,[],"",1,"","",[],6,"",[],1,"","",0,0
57,"IsCrucibleMob",[],"",1,[18171],"",1,"","",[],0,"",[],1,"","",0,0
58,"IsMaxPowerMetamorph",[],"",1,[18330],"",1,"","",[],0,"",[],1,"","",0,0
59,"IsHarvestTier3OrAbove",[],"",1,[18461],"",3,"","",[],0,"",[],1,"","",0,0
60,"IsRedBeast",[],"",1,[11739],"",1,"","",[],0,"",[],1,"","",0,0
61,"IsPossessedx3",[],"",1,[2619],"",1,"","","[9181,9133,9140,9156,9118,9159,9189,9192,9149,9143,9124,9169,9201,9202,9203,9204,9205,9166,20510,20507,9178,9146,9172,9153,9137,9162,9198,9195,9121,20504,9185,9127,9130]",0,"",[],1,"","",0,3
62,"HasAffixesX6",[],"",1,[],"",1,"","",[],0,"",[],1,"","",6,0
63,"IsWardenWisped",[],"",1,[19528],"",1,"","",[],0,"",[],1,"","",0,0
64,"IsVoodooWisped",[],"",1,[19529],"",1,"","",[],0,"",[],1,"","",0,0
65,"IsPrimalistWisped",[],"",1,[19530],"",1,"","",[],0,"",[],1,"","",0,0
66,"Has10RelicsOrMore",[],"",1,[14605],"",10,"","",[],0,"",[],1,"","",0,0
67,"TripleWisped",[],"",1,[19413],"",3,"","",[],0,"",[],1,"","",0,0
68,"DoubleWisped",[],"",1,[19413],"",2,"","",[],0,"",[],1,"","",0,0
69,"BlackMorriganEnraged",[],"",1,[4801],"",25,"","",[],0,"",[],1,"","",0,0
70,"HasDeafeningEssencex3",[],"",1,[],"",1,"","","[12727,12819,12812,12787,12780,12720,12744,12752,12757,12802,12732,12824,12793,12771,12828,12767,12735,12805,12774,12763]",3,"",[],1,"","",0,3
71,"IsRunic",[],"",1,[19235],"",1,"","",[],0,"",[],1,"","",0,0
72,"NecropolisT1Mod",[],"",1,[],"",1,"","","[36053,36060,36067,36074,36106,36163,36169,36172,36203,36210,36217]",0,"",[],1,"","",0,1
73,"NecropolisT2Mod",[],"",1,[],"",1,"","","[36054,36061,36068,36075,36081,36086,36090,36094,36098,36107,36102,36109,36113,36119,36122,36125,36128,36131,36134,36137,36140,36147,36151,36157,36164,36170,36173,36204,36211,36218]",0,"",[],1,"","",0,1
74,"NecropolisT3Mod",[],"",1,[],"",1,"","","[36055,36062,36069,36076,36082,36087,36091,36095,36099,36108,36103,36110,36114,36120,36123,36126,36129,36132,36135,36138,36141,36144,36148,36152,36158,36160,36165,36166,36167,36168,36171,36174,36175,36179,36205,36212,36219,36225]",0,"",[],1,"","",0,1
75,"NecropolisT4Mod",[],"",1,[],"",1,"","","[36056,36063,36070,36077,36083,36088,36092,36096,36100,36104,36111,36115,36121,36124,36127,36130,36133,36136,36139,36142,36145,36149,36153,36155,36156,36159,36161,36176,36180,36182,36185,36188,36191,36194,36197,36200,36206,36213,36220,36224]",0,"",[],1,"","",0,1
76,"NecropolisT5Mod",[],"",1,[],"",1,"","","[36057,36064,36071,36078,36084,36089,36093,36097,36101,36105,36112,36116,36143,36146,36150,36154,36162,36177,36181,36183,36186,36189,36192,36195,36198,36201,36207,36214,36221]",0,"",[],1,"","",0,1
77,"NecropolisT6Mod",[],"",1,[],"",1,"","","[36058,36065,36072,36079,36085,36117,36178,36184,36187,36190,36193,36196,36199,36202,36208,36215,36222]",0,"",[],1,"","",0,1
78,"NecropolisT7Mod",[],"",1,[],"",1,"","","[36059,36066,36073,36080,36118,36209,36216,36223]",0,"",[],1,"","",0,1
79,"NecropolisUpsideMod",[],"",1,[],"",1,"","","[36226,36229,36232,36235,36238,36241,36244,36247,36250,36253,36256,36259,36262,36265,36268,36271,36274,36277,36280,36283,36286,36289,36292,36295,36298,36301,36304,36307,36310,36313,36316,36319,36322,36325,36328,36331,36334,36337,36340,36343,36346,36349,36352,36355,36358,36361,36362,36363,36364,36367,36370,36373,36374,36375,36376,36377,36378,36379,36380,36383,36386,36389,36390,36391,36392,36393,36396,36399,36402,36405,36408,36411,36414,36417,36420,36421,36422,36423,36424,36425,36426,36427,36428,36227,36230,36233,36236,36239,36242,36245,36248,36251,36254,36257,36260,36263,36266,36269,36272,36275,36278,36281,36284,36287,36290,36293,36296,36299,36302,36305,36308,36311,36314,36317,36320,36323,36326,36329,36332,36335,36338,36341,36344,36347,36350,36353,36356,36359,36365,36368,36371,36381,36384,36387,36394,36397,36400,36403,36406,36409,36412,36415,36418,36228,36231,36234,36237,36240,36243,36246,36249,36252,36255,36258,36261,36264,36267,36270,36273,36276,36279,36282,36285,36288,36291,36294,36297,36300,36303,36306,36309,36312,36315,36318,36321,36324,36327,36330,36333,36336,36339,36342,36345,36348,36351,36354,36357,36360,36366,36369,36372,36382,36385,36388,36395,36398,36401,36404,36407,36410,36413,36416,36419]",0,"",[],1,"","",0,1
80,"NecropolisMod",[],"",1,[19792],"",1,"","",[],0,"",[],1,"","",0,0
81,"NecropolisAbberathMod",[],"",1,[],"",1,"","","[36232,36233,36234,36370,36371,36372]",0,"",[],1,"","",0,1
82,"NecropolisGruthkulMod",[],"",1,[],"",1,"","","[36373,36374,36375]",0,"",[],1,"","",0,1
83,"NecropolisLunarisMod",[],"",1,[],"",1,"","","[36235,36236,36237,36238,36239,36240,36241,36242,36243,36244,36245,36246,36247,36248,36249,36250,36251,36252,36253,36254,36255,36256,36257,36258,36259,36260,36261,36262,36263,36264,36265,36266,36267,36268,36269,36270,36271,36272,36273,36274,36275,36276,36277,36278,36279,36280,36281,36282,36283,36284,36285,36286,36287,36288,36289,36290,36291,36292,36293,36294,36295,36296,36297]",0,"",[],1,"","",0,1
84,"NecropolisProsperoMod",[],"",1,[],"",1,"","","[36226,36227,36228,36229,36230,36231,36364,36365,36366,36367,36368,36369]",0,"",[],1,"","",0,1
85,"NecropolisRyslathaMod",[],"",1,[],"",1,"","","[36386,36387,36388]",0,"",[],1,"","",0,1
86,"NecropolisSolarisMod",[],"",1,[],"",1,"","","[36298,36299,36300,36301,36302,36303,36304,36305,36306,36307,36308,36309,36310,36311,36312,36313,36314,36315,36316,36317,36318,36319,36320,36321,36322,36323,36324,36325,36326,36327,36328,36329,36330,36331,36332,36333,36334,36335,36336,36337,36338,36339,36340,36341,36342,36343,36344,36345,36346,36347,36348,36349,36350,36351,36352,36353,36354,36355,36356,36357,36358,36359,36360]",0,"",[],1,"","",0,1
87,"NecropolisTangmazuMod",[],"",1,[],"",1,"","","[36378,36380,36381,36382,36383,36384,36385]",0,"",[],1,"","",0,1
88,"NecropolisThruldanaMod",[],"",1,[],"",1,"","","[36377,36379]",0,"",[],1,"","",0,1
89,"NecropolisTsoagothMod",[],"",1,[],"",1,"","","[36361,36362,36363]",0,"",[],1,"","",0,1
90,"NecropolisViridiMod",[],"",1,[],"",1,"","","[36376,36389,36391,36392]",0,"",[],1,"","",0,1
91,"HasAffixesX3",[],"",1,[],"",1,"","",[],0,"",[],1,"","",3,0
