"rownum","Id","i32"
163,"StatueSpearThrow",77593
164,"SummonWaterElementals",129850
165,"BallLightning",103079
166,"PietyFireForm",78268
167,"PietyIceForm",81253
168,"PietySummonBloodElementals",70506
169,"AxisClaimSoldierMinions",113919
170,"Flamethrower",67149
171,"FlamethrowerChannelled",73731
172,"ExpandingFireCone",97680
173,"Cyclone",65736
174,"VaalCyclone",113678
175,"CycloneChannelled",79660
176,"MassReviveUndead",91433
177,"SearingBond",116793
178,"ZombieBossExtract",116759
179,"BirdmanConsumeCorpse",84266
180,"BirdmanBloodProjectile",115263
181,"RootSpiderBurrow",111075
182,"RootSpiderEmerge",91750
183,"MinionTaunt",114251
184,"Reave",89545
185,"DominusChillingBond",91118
186,"DominusLightningSouls",107154
187,"DominusLightningSlam",97666
188,"DominusMark",111218
189,"CastAuraChaosDegeneration",124833
190,"Hide",128289
191,"DominusDemonCleave",96351
192,"DominusDemonProjectile",100068
193,"DelayedBlast",97345
194,"DominusDemonCharge",115055
195,"DominusDash",79112
196,"LightningProjectileTrap",95950
197,"SmokeMine",69562
198,"ProximityShield",92524
199,"AnimateArmour",72604
200,"DominusBloodRain",100335
201,"ThrownWeaponProjectile",118651
202,"VaalThrownWeapon",101521
203,"DominusGrab",113013
204,"DominusDeathTeleport",95099
205,"ShrineSmokeCloud",67478
206,"ShrinePlayerSmokeTrail",129819
207,"AnimateWeapon",86335
208,"Silence",119419
209,"TriggerSpawners",92759
210,"CastAuraFireResistance",85602
211,"CastAuraColdResistance",90539
212,"CastAuraLightningResistance",96035
213,"StormCall",93163
214,"AttachedStormCall",114054
215,"VaalStormCall",128067
216,"AtziriStormCall",105304
217,"ChargedBlast",73903
218,"FlameblastChannelled",106784
219,"RepeatingVaalChargedBlast",130835
220,"VaalChargedBlast",100100
221,"SeawitchLightningBeam",98176
222,"RootSpiderAmbush",71419
223,"BlindingGaze",122617
224,"Barrage",74033
225,"Vortex",75776
226,"InfernalSwarm",129096
227,"SummonElemental",69088
228,"FlameWhip",115782
229,"SeawitchScreech",102492
230,"Desecrate",87905
231,"OfferingOffensive",110307
232,"VaalOfferingOffensive",86142
233,"OfferingDefensive",88629
234,"Upheaval",112978
235,"Freeze",95310
236,"FireEnrage",75140
237,"MassCharge",128648
238,"AtziriDemonSelfSacrifice",91588
239,"AtziriSummonDemons",121262
240,"AtziriStormCallEmpowered",105810
241,"AtziriFlameblast",103053
242,"AtziriFlameblastEmpowered",117543
243,"AtziriSpearThrow",100799
244,"AtziriSpearThrowEmpowered",74711
245,"AtziriMirrorImage",93291
246,"SummonMonsters",124970
247,"SummonWarbandPack",118505
248,"ReviveAllWithOnslaught",111541
249,"SummonExile",83486
250,"SummonStandaloneMapBoss",113096
251,"BirdmanConsume",88123
252,"SandSpitterSpray",93647
253,"VaalCloud",112944
254,"MonsterSummonAnimatedWeapon",95155
255,"SummonSandSpitters",70699
256,"SkeletonExplosionSlam",124826
257,"MoltenStrike",108993
258,"Convocation",100764
259,"SummonKaomTotems",77805
260,"ComboStrike",80492
261,"DropBearAmbush",129070
262,"KiteWestBossUsePortal",112321
263,"MerveilIceSpear",71259
264,"MerveilGeyser",119984
265,"BrutusCageSummon",122323
266,"BrutusSpikedGround",113392
267,"FireNova",128656
268,"TornadoShot",97441
269,"BrutusGroundSlam",126343
270,"MerveilWarp",114002
271,"MerveilTeleport",99522
272,"MonsterProjectileSpell",98855
273,"MerveilAnimateWeapon",80689
274,"MossMonsterSlam",65829
275,"LavaHoundCharge",87149
276,"MerveilSummonStatue",92529
277,"MerveilSummonDaughters",94003
278,"MerveilSummonSpawn",122170
279,"MerveilMultiGeyser",130979
280,"Heal",70750
281,"HeraldOfAsh",96812
282,"HeraldOfIce",72733
283,"HeraldOfThunder",91552
284,"HeraldOfAgony",117078
285,"HeraldOfLight",104227
286,"RampageSummonAnimatedWeapon",130850
287,"MonsterGroundEffectRing",76250
288,"Consecrate",119639
289,"PoachersMark",121473
290,"SummonCritters",84632
291,"SummonSpecificMonsters",116025
292,"SummonSpecificMonstersCannotDie",87362
293,"MonsterUseFlask",100911
294,"LightningTouch",107146
295,"LightningTendrilsChannelled",111441
296,"Beacon",103740
297,"LightningCircle",80706
298,"DanceOnCorpse",130618
299,"BatScreech",120519
300,"Sandstorm",105257
301,"DropBearRain",87260
302,"DropBearEnrage",114554
303,"LightningChannel",78545
304,"VollCharge",102522
305,"MinerThrowFire",79340
306,"VollSlam",96562
307,"WaterVortex",85165
308,"MonsterDodge",101251
309,"VollReviveUndead",67557
310,"SummonTaniwhaTail",76609
311,"MonsterMortar",101108
312,"MonsterMortarAttack",70965
313,"Earthquake",87685
314,"ClusterBurst",85398
315,"Haunt",96872
316,"BloodlineDaemonNova",104172
317,"DaressoCloneCharge",82209
318,"DaressoSummonClones",109464
319,"DaressoSummonClonesSpell",77315
320,"CloneShot",78615
321,"DecoyShot",76683
322,"DaressoEnrage",90647
323,"MonsterTeleport",72311
324,"ColdThorns",69726
325,"DaemonPulseBeam",93384
326,"SummonStorms",68588
327,"DualWieldCounterattack",98243
328,"ShieldCounterattack",73301
329,"StaticStrike",93597
330,"StaticStrikeNew",74324
331,"LivingBomb",116355
332,"TriggeredThunderbolt",117988
333,"HitCounterattack",103154
334,"RuneExplosion",83358
335,"TormentSpiritPause",114724
336,"DaressoAttackCombo",126086
337,"SummonChaosElemental",75743
338,"SummonIceElemental",102787
339,"SummonFireElemental",99874
340,"BullThorns",77608
341,"GladiatorSwordThrow",113946
342,"HandfingerHammerThrow",106361
343,"IceCrash_",87001
344,"DeathExplode",96189
345,"MinerThrowSpawn",119212
346,"MinerExcavateElemental",83329
347,"Wait",96398
348,"SkeletonSoldierArrowSpray",126569
349,"NewShockNova",79500
350,"FlameDash",89293
351,"VultureTakeoff",74417
352,"PietyCorruptedBallLightning",126618
353,"PietyCorruptedLightningBeam",79399
354,"VaalAuraElementalDamageHealing",84227
355,"CurseTransfer",116918
356,"BarrelExplosion",123190
357,"MalachaiElementalCone",125972
358,"MalachaiTeleportSlam",98147
359,"MalachaiShadowBarrage",128540
360,"MalachaiTeleport",76013
361,"Fortify",106561
362,"IceElementalSpear",108795
363,"KaomFireChasm",89140
364,"KaomVolcanoMortar",70863
365,"IceStrike",114926
366,"FireElementalCone",125455
367,"ShavronneLightningTouch",97173
368,"ShavronneTeleport",67726
369,"DaressoReave",126126
370,"DaressoCharge",69491
371,"CurseConsume",73954
372,"FireMortar",125700
373,"VikingUpheaval",87458
374,"SummonEye",76212
375,"TriggerKaomArcherSpawners",104736
376,"TriggerKaomSkullSpawners",70819
377,"NewPunishment",125111
378,"NewArcticArmour",91880
379,"VaalArcticArmour",123658
380,"RevenantReviveUndead",106867
381,"MonsterSnipe",86338
382,"ElementalStrike",110112
383,"PietyAllyBeam",115360
384,"TrapIceRune",88713
385,"InvisibleFire",95228
386,"MalachaiShield",106772
387,"MortarWithGroundEffects",118885
388,"MinerBeacon",107626
389,"MalachaiTransformPiety",114025
390,"PietyTransformToCorruptPiety",122435
391,"CorruptPietyTransformToPiety",127567
392,"PietyTransformEnd",89081
393,"MalachaiImpale",110554
394,"PietyActivateEyeSpawner",110261
395,"MalachaiOpenHeart",79263
396,"HeartGrantShield",101030
397,"GainCharges",85848
398,"DaressoSwordTrap",84843
399,"MalachaiSpawnTriBomb",90995
400,"RepeatableWave",92197
401,"NewPhaseRun",102910
402,"FireElementalMeteor",91998
403,"BlastRain",94024
404,"ShrapnelShot",86367
405,"BurnwillowTargetArea",101757
406,"StaticTether",103804
407,"PietyReverseCleave",116299
408,"RainOfBlades",84827
409,"SpinningEtherealBlades",100241
410,"VaalBladeVortex",79281
411,"FrostBomb",89655
412,"FireNovaOnKill",65904
413,"UniqueAnimateWeapon",84172
414,"StormCloud",76121
415,"LbRetractableTrap",109130
416,"SummonExplosiveIcyRagingSpirit",74133
417,"TriggeredClone",92633
418,"TriggeredConsecrate",81708
419,"TriggeredLightningCones",121143
420,"SummonRockGolem",70731
421,"TriggeredCleave",85798
422,"WhirlingLeap",101952
423,"ExplosiveHit",70733
424,"RighteousLightning",80361
425,"LbArrowTrap",65778
426,"QuakeSlam",86347
427,"VaalEarthquake",111270
428,"VaalEarthquakeFootstep",89213
429,"AnimateWeaponExplosive",89665
430,"Contagion",76809
431,"Wither",66466
432,"WitherChannelled",100467
433,"Siphon",123296
434,"EnchantmentMeteor",74721
435,"ReviveAfterDuration",74530
436,"GraspingOrnaments",79111
437,"OfferingOfJudgement",101734
438,"PlayerProjectileSpell",98887
439,"EnchantedWeaponProjectile",82985
440,"TotemSnipe",76378
441,"LbEdgeTrap",109720
442,"DropBearDesecration",73492
443,"LbBeamTrap",114931
444,"TotemAncestorMelee",117768
445,"StormCloudLightningWarp",96241
446,"LbBossFlee",103943
447,"VinktarHide",87625
448,"VinktarLightningBond",87096
449,"ShadowBlades",103960
450,"SummonSpecificMonstersFromMortars",129778
451,"LbBossSummonLieutenants",127984
452,"LbBossSpiritMortar",125495
453,"TriggeredExplosion",80339
454,"LbBossShield",87902
455,"SummonSpecificMonstersInFront",97485
456,"IzaroTaunt",104027
457,"Shrink",103326
458,"MonsterSlam",82917
459,"RigwaldWolfForm",130867
460,"RigwaldWolfBarrage",97814
461,"OakSunder",83336
462,"ShockwaveSlam",95076
463,"NewSunder",90077
464,"RangeFinder",67603
465,"TalismanDegen",127490
466,"TalismanSummonLightningSpiral",79418
467,"MonsterSubmergeDelete",118595
468,"SummonRigwaldsPack",85865
469,"CastGroundEffect",84998
470,"FrostBolt",89746
471,"FrostBoltChannel",126104
472,"FrostBoltNova",103677
473,"BlightChannel",100838
474,"VaalBlight",115755
475,"Blight",72869
476,"Riptide",71160
477,"MoltenBurst",85863
478,"TriggeredLightningWeaponSpiral",124312
479,"IzaroAbsorbElemental",108906
480,"ChargedAttack",66812
481,"ChargedAttackChannelled",110434
482,"VaalChargedAttack",81202
483,"RepeatingShockwave",88631
484,"AwakenGargoyle",104804
485,"OfferingSpirit",103996
486,"TrapBlade",109972
487,"IzaroPedestalBuff",111751
488,"DoomArrow",92829
489,"HydraDoomArrow",107750
490,"Icefire",85725
491,"FaceLastTarget",16849780
492,"LightningGolemWrath",81788
493,"LightningGolemArc",103961
494,"SummonLightningElemental",86083
495,"ChronosStatueCast",85511
496,"IzaroReave",104990
497,"Enrage",126173
498,"PerandusRevive",88692
499,"IzaroWarp",66620
500,"MonsterProjectileEquippedWeapon",116703
501,"DeleteTarget",87947
502,"AncestorTotemSlash",105485
503,"AncestorTotemSlam",115082
504,"VaalAncestralWarchief",97191
505,"DoubleSlash",66264
506,"WalkingDoubleSlash",80757
507,"ElementalProjectiles",84035
508,"CastAuraSlow",72126
509,"CastAuraPhysicalDegeneration",75855
510,"SkeletalChains",111350
511,"CastAuraIncreasedDamageTaken",114224
512,"SummonDaemonsAtLocators",114104
513,"CastAuraDamageOnMovementSkillUse",69298
514,"FlaskChargeNova",99732
515,"BleedNova",101580
516,"Kill",97589
517,"WandTeleport",88324
518,"GoddessWarp",129322
519,"GoddessBeam",109721
520,"ThrowRandomWeapon",75827
521,"IncaBossFreezingPulse",125051
522,"WhirlingCharge",77913
523,"StrongboxCorpseExplode",126613
524,"PhoenixFirebomb",108502
525,"RepeatedPulse",124891
526,"TauntTarget",81778
527,"CurseNova",119393
528,"Vulnerable",75568
529,"SuperGoatEmerge",89238
530,"FireOrbs",103153
531,"HydraTurretProjectile",125543
532,"AtlasFrostBoltVortex",70269
533,"GroundEffectSlam",100436
534,"HydraBarrage",86618
535,"MinotaurArcTrap",102963
536,"IceWarp",119450
537,"AtlasRiftwalk",91156
538,"HydraTeleportShot",73053
539,"FireBeam",95331
540,"MarkerWarp",106593
541,"MinotaurSlam",99585
542,"ShaperBanishZana",112400
543,"ShaperOpenPortal",113318
544,"ShaperTeleportSlam",112927
545,"ShaperBanishPlayer",73056
546,"ShaperBeam",105120
547,"MinotaurBurrow",67103
548,"TrapGroundSmoke",129364
549,"MinotaurSweep",87829
550,"ShaperProjectile",102782
551,"ChimeraHideAttack",125643
552,"ShaperBulletHell",96769
553,"ChimeraFlickerLance",73707
554,"FireBurst",73021
555,"AtlasCharge",118518
556,"StormCascade",117968
557,"SummonEssenceSpirits",77519
558,"SummonSpecificBarrels",126788
559,"SummonSpecificBarrelsInFront",121409
560,"SummonSpecificBarrelsFromMortar",103184
561,"ChimeraComboAttack",73141
562,"HellfireBarrage",78010
563,"ChangeStance",99810
564,"BeatChest",116665
565,"PirateBossBreakChest",78064
566,"ChimeraChargedAttack",106621
567,"FireStormCascade",109949
568,"AtlasSplitForm",75129
569,"BonePrison",117749
570,"MonsterMortarAroundCaster",95802
571,"BladeVortex",67007
572,"HydraForkArrow",78279
573,"Restore",95297
574,"ChangeToStance1",16848583
575,"ChangeToStance2",16848580
576,"ChangeToStance3",16848581
577,"ChangeToStance4",16848578
578,"ChangeToStance5",16848579
579,"ChangeToStance1Immediate",16850520
580,"ChangeToStance2Immediate",16868680
581,"ChangeToStance3Immediate",16906038
582,"ChangeToStance4Immediate",16845519
583,"ChangeToStance5Immediate",16885009
584,"AtlasGrowingMaelstrom",129045
585,"AtlasSpiderWeb",97929
586,"CoverInSpiders",98667
587,"ReviveSpecificMonsters",109854
588,"AtlasLightningGolemBuff",67396
589,"AtlasLightningGolemNova",120358
590,"ZanaDisruptPortal",119487
591,"SummonGoldAnimatedArmour",68968
592,"StormflayLightningStrike",98785
593,"LightningOrbs",76596
594,"ZanaExtendShield",103049
595,"ZanaRetreat",76873
596,"AtlasRandomMaelstrom",116965
597,"MassSummonBloodRaven",74296
598,"HotdogUpheaval",82374
599,"CoverInAsh",124989
600,"EmpoweringHowl",114888
601,"Flamebreath",75911
602,"NewBladeVortex",114235
603,"ThrownShieldProjectile",107138
604,"AvariusCleave",88141
605,"AvariusOffsetProjectile",131055
606,"AvariusSuperProjectile",106785
607,"AvariusPentagonProjectile",97311
608,"AvariusRapidProjectile",98363
609,"AvariusDivineSlam",86878
610,"AvariusSummonTemplars",124929
611,"AvariusRaiseStatues",118280
612,"MonsterConsume",95022
613,"MortarInCone",104554
614,"BreachBlizzard",85537
615,"BreachTeamWarp",74103
616,"BrineKingTideRush",90396
617,"BrineKingUpheaval",115684
618,"BrineKingFloodArena",88401
619,"BrineKingStormCall",120654
620,"BrutusWallHook",108221
621,"BreachBoneNova",111933
622,"BreachFlickerStrike",70727
623,"BreachMassFlickerStrike",96983
624,"Mortar",117123
625,"Envy",121999
626,"TransitionObject",129721
627,"BreachBallLightning",113297
628,"BreachRecall",124207
629,"BreachSummonMonsterAtMarker",124615
630,"BreachSpellBarrage",123321
631,"MaligaroTeleportSlam",123534
632,"MaligaroComboAttack",79905
633,"MaligaroSoulComboAttack",77743
634,"MaligaroTelekineticBlades",94744
635,"MaligaroVanish",122729
636,"NovaProjectileSpell",123592
637,"RapidSlam",102802
638,"MaligaroBarrage",105840
639,"LightningSpell",113220
640,"WandStrike",127350
641,"DoedreBubbleBurst",94021
642,"DoedreWarp",95951
643,"DoedreFormWarp",70655
644,"SummonSpider",129922
645,"BreachLightningOrbs",119310
646,"LunarisComboAttack",77104
647,"MeleeThrustAttack",126002
648,"SolarisSkyBeam",129636
649,"SolarisEnergyLance",75241
650,"LunarisSpellBarrage",125463
651,"LunarisDarkProjectile",129405
652,"DeathProjectileSpell",110142
653,"SolarisSolarFlare",102765
654,"LunarisGlaiveProjectile",124612
655,"SolarisBackflip",89965
656,"SpiderGodComboAttack",116015
657,"SpiderGodAcidLightning",70594
658,"SpiderGodLaserBarrage",91038
659,"SpiderGodRiptide",130278
660,"YeenaFireBreath",82240
661,"BreachFlameVortex",128686
662,"AvariusDivineBeam",74958
663,"AvariusCharge",68378
664,"ExplosiveDoomArrow",94156
665,"SpectralSawblade",114399
666,"SpiderGodWebZone",84960
667,"PurgeHoundWhirlingBlades",117682
668,"StormBurst",123528
669,"RaiseSkeletonChannelled",98950
670,"AvariusKillStatues",119090
671,"MatriachFireMortar",76667
672,"MonsterAreaOfEffectSpell",117074
673,"ShavronneLightningPulse",81013
674,"TukohamaSunder",70078
675,"TukohamaTotemShield",74527
676,"TukohamaSlam",101974
677,"BrineKingSlam",93694
678,"MonsterSelfSlam",71894
679,"ShavronneLevitatingProjectile",118926
680,"OfferingBlood",98471
681,"TeleportStrike",84373
682,"ShavronneEmpowerBeam",86093
683,"MainHandAttack",121952
684,"OffHandAttack",103266
685,"BlackguardZombieEnrage",16896074
686,"ShavronneProjectileBarrage",125465
687,"CreateLesserShrine",90839
688,"FigureheadIncinerate",67544
689,"SolarisLunarisTransform",93581
690,"SummoningArrow",126649
691,"KitavaXBlast",125469
692,"KitavaXNuke",96508
693,"KitavaSwipe",110811
694,"KitavaSlam",74910
695,"KitavaDevouringDarkness",123046
696,"KitavaThrowDebris",98063
697,"KitavaHeartSummon",70318
698,"DoedreEmptyCauldron",74442
699,"AbberathsFury",81582
700,"AbberathMeteorUpheaval",115046
701,"AbberathFireballCombo",125010
702,"AbberathEmerge",88958
703,"AbberathHide",89319
704,"ChargedDash",84546
705,"ChargedDashAim",77174
706,"CastAuraChaosDegenUnique",66564
707,"BrineKingCleave",102069
708,"DespairBearUpheaval",68953
709,"DespairBearEarthquake",88116
710,"DespairBearRoar",112845
711,"EarthquakeCascade",78074
712,"UtulaRemoteSlam",103141
713,"MonsterStormBurst",118229
714,"AnimatedThrownWeaponProjectile",76085
715,"FrogGodSplit",78249
716,"ConeStrike",113575
717,"RighteousFireSacrifice",118272
718,"Teleport",96781
719,"AddBuffToTarget",93666
720,"KaruiElderDropArrow",105381
721,"SpiderGodActivateLaser",127700
722,"StormWhip",118201
723,"ArakaaliHide",74647
724,"BrutusLevitationSlam",96849
725,"SpellNova",94731
726,"SpawnArakaaliHatchling",82850
727,"AttackVortex",123779
728,"DelayedSkillTrigger",96213
729,"TriggerCharge",120296
730,"LightningSlam",120498
731,"EmptyActionSpell",84130
732,"TriggerCascade",107343
733,"GarukhanComboAttack",77539
734,"GarukhanTornado",71410
735,"RyslathaSlide",81717
736,"RalakeshBlessing",70774
737,"TriggerProjectileSpell",123216
738,"SummonBeastCompanion",96044
739,"Ambush",78848
740,"Plague",97627
741,"MonsterChargedDash",86802
742,"SplitSpellProjectile",68722
743,"TituciusComboAttack",83627
744,"SpecialBeamCannon",121356
745,"SolarisSuperSkyBeam",118826
746,"LunarisSuperDarkProjectile",72116
747,"KitavaBeamSweep",71027
748,"KitavaDeathBreath",92691
749,"ShavronneGhostBrutusSlam",107407
750,"ShavronneBallLightning",68084
751,"CarpetBombProjectile",90585
752,"MortarInRectangle",124495
753,"UnholyTrioHide",93403
754,"SummonHarbinger",72121
755,"UpheavalToTarget",108733
756,"DarktongueKiss",70724
757,"MoveDaemon",101262
758,"RotateDaemon",72674
759,"RotateObject",94205
760,"HarbingerSummonMonsters",80992
761,"KitavaBeamOrb",105511
762,"KitavaUltimateDeathBreath",123198
763,"VoidGaze",130043
764,"DoedreScreech",129135
765,"AttachedVaalChargedBlast",123951
766,"HarbingerWarp",127126
767,"HarbingerAilmentArc",90760
768,"TrioAddDoedreStack",124840
769,"IguanaFlamethrower",120085
770,"HarbingerLightningOrb",112237
771,"VolatileDead",116268
772,"VolatileDeadDetonate",122927
773,"CreateSmokeCloud",117391
774,"WalkEmerge",66505
775,"DiscorectangleSlam",129520
776,"BoneLance",90646
777,"ShakariTailStrike",84004
778,"ShakariUpheaval",116479
779,"InfernalSweep",84326
780,"ShakariBurrow",76570
781,"CorpseErruption",106367
782,"ShakariQuicksand",80768
783,"CorpseMortar",106047
784,"GarukhanStationaryTornado",125622
785,"CorpseWarp",82482
786,"ShakariTrailBurrow",72975
787,"UnholyTrioBallLightning",123350
788,"DeceleratingProjectile",66599
789,"VilentaReflection",82211
790,"VilentaGasMortar",125244
791,"SpectralSpinningWeapon",106796
792,"VilentaPillarHop",87617
793,"TriggerWave",95418
794,"Aegis",122975
795,"AbyssTeleportStrike",83027
796,"ImpurityAura",116396
797,"CursePillar",110661
798,"LightningElderTeleportSpark",102304
799,"EnduranceChargeSlam",113193
800,"LightningElderBolt",95937
801,"LightningElderTendrils",84449
802,"SlideEmerge",67714
803,"LightningElderBouncingOrb",86654
804,"BeamOrb",85060
805,"GeometryAttack",121277
806,"GeometrySpell",118006
807,"GeometryThruster",120592
808,"ElderCloneShot",109065
809,"DeathWalk",103197
810,"EmptyActionSpell2",73118
811,"EmptyActionSpell3",73119
812,"EmptyActionSpell4",73112
813,"EmptyActionSpell5",73113
814,"ElderSiphon",84857
815,"ElderSlammingTentacles",76806
816,"ElderDoomProjectile",66188
817,"ElderExpandingNova",78782
818,"SpiritBurst",84194
819,"ChaosWeakness",66879
820,"ShadeForm",100199
821,"SummonPetrificationStatue",100368
822,"RyslathaParasiteGround",94372
823,"IceFlower",121463
824,"VoidShot",97787
825,"TentacleSmash",91005
826,"TemporalAnomalySkill",123574
827,"SummonVoidSphere",129859
828,"EmptyActionSpellLoop",66179
829,"EmptyActionSpellLoop2",121544
830,"EmptyActionSpellLoop3",121545
831,"EmptyActionSpellLoop4",121550
832,"EmptyActionSpellLoop5",121551
833,"MassSpecialBeamCannon",82277
834,"Stampede",70461
835,"TigerSpiritFangs",105209
836,"TigerSpiritLacerate",128238
837,"TigerSpiritTeleportSlam",131041
838,"ToraMonsterTrap",16901784
839,"IntimidatingCry",81483
840,"MonsterDetonateDeadArea",119152
841,"CatAspect",111895
842,"BirdAspect",103360
843,"SpiderAspect",71668
844,"CrabAspect",130632
845,"VilentaBombToss",119992
846,"CrabSpiritBurrowPath",72501
847,"CrabSpiritCharge",104019
848,"FireProjectileRetaliation",69650
849,"PhysicalProjectileRetaliation",68315
850,"MasterGrantBuff",91090
851,"MonsterFadingProjectileSpell",98256
852,"EmptyActionAttack",74286
853,"EmptyActionAttack2",99032
854,"EmptyActionAttack3",99033
855,"EmptyActionAttack4",99038
856,"EmptyActionAttack5",99039
857,"EmptyActionAttackLoop",65759
858,"EmptyActionAttackLoop2",113063
859,"EmptyActionAttackLoop3",113062
860,"EmptyActionAttackLoop4",113057
861,"EmptyActionAttackLoop5",113056
862,"BestiarySpiderGroundStab",80327
863,"BestiarySpiderHallucinate",73870
864,"LightningCloneRetaliation",78067
865,"CaptureMonster",112958
866,"ColdBeamRetaliation",90421
867,"RabbitSummonTiger",105271
868,"GroundCrab",121552
869,"AnimateGuardianWeapon",115125
870,"CastAuraBlinding",79402
871,"ShrapnelTrap",84814
872,"LightningTowerTrap",86062
873,"FlamethrowerTrap",68629
874,"IceSiphonTrap",88087
875,"PhysCascadeTrap",66514
876,"ExpandingPulse",127799
877,"TriggerBeam",84083
878,"MultiTriggerBeam",123407
879,"DelayedSpellProjectile",108256
880,"ChannelledGroundLaser",109869
881,"ArchitectHealingBeam",78240
882,"MonsterTornado",116182
883,"ArchitectComboStomp",72432
884,"ArchitectBloodExplosion",73914
