"rownum","Id","Name","IsCategory","Category"
331,"GalvanicFieldMtx","Galvanic Field","",9
332,"AlchemistsMarkMtx","Alchemist's Mark","",9
333,"LightningConduitMtx","Lightning Conduit","",9
334,"LightningTendrilsMtx","Lightning Tendrils","",9
335,"CobraLashMtx","Cobra Lash","",9
336,"VenomGyreMtx","Venom Gyre","",9
337,"VolleyMtx","Volley","",9
338,"GreaterVolleyMtx","Greater Volley","",9
339,"ReapMtx","Reap","",9
340,"RageVortexMtx","Rage Vortex","",9
341,"CreepingFrostMtx","Creeping Frost","",9
342,"ImpendingDoomMtx","Impending Doom","",9
343,"PoachersMarkMtx","Poacher's Mark","",9
344,"AssassinsMarkMtx","Assassin's Mark","",9
345,"SnipersMarkMtx","Sniper's Mark","",9
346,"WarlordsMarkMtx","Warlord's Mark","",9
347,"Theme","Theme","",""
348,"InfernalTheme","Infernal","",347
349,"NecroticTheme","Necrotic","",347
350,"BreachTheme","Breach","",347
351,"LegacyTheme","Legacy","",347
352,"GoreTheme","Gore","",347
353,"GhostflameTheme","Ghostflame","",347
354,"GloomTheme","Gloom","",347
355,"DragonTheme","Dragon","",347
356,"DemonicTheme","Demonic","",347
357,"DeicideTheme","Deicide","",347
358,"ArcticTheme","Arctic","",347
359,"ArcaneTheme","Arcane","",347
360,"SteampunkTheme","Steam-Powered","",347
361,"VampiricTheme","Vampiric","",347
362,"VerdantTheme","Verdant","",347
363,"SeraphTheme","Seraph","",347
364,"ProphecyTheme","Prophecy","",347
365,"ConsumableTheme","Consumable","",347
366,"EbonyTheme","Ebony","",347
367,"RadiantTheme","Radiant","",347
368,"LightningTheme","Lightning","",347
369,"AcidTheme","Acid","",347
370,"CrimsonTheme","Crimson","",347
371,"CelestialTheme","Celestial","",347
372,"GoldenTheme","Golden","",347
373,"PurpleTheme","Purple","",347
374,"EmeraldTheme","Emerald","",347
375,"DanceTheme","Dance","",347
376,"AnimalTheme","Animal","",347
377,"TribalTheme","Tribal","",347
378,"ChallengeRewardsTheme","Challenge Rewards","",347
379,"ClosedBetaSupporterPacksTheme","Closed Beta Supporter Packs","",347
380,"OpenBetaSupporterPacksTheme","Open Beta Supporter Packs","",347
381,"ReleaseSupporterPacksTheme","Release Supporter Packs","",347
382,"ForsakenMastersTheme","Forsaken Masters","",347
383,"AwakeningTheme","Awakening","",347
384,"AscendancyTheme","Ascendancy","",347
385,"AtlasTheme","Atlas","",347
386,"FallofOriathTheme","Fall of Oriath","",347
387,"MiscellaneousTheme","Miscellaneous","",347
388,"UltimateChaosTheme","Ultimate Chaos","",347
389,"PureLightTheme","Pure Light","",347
390,"HarbingerTheme","Harbinger","",347
391,"PitchBlackTheme","Pitch Black","",347
392,"WastelandWarriorTheme","Wasteland Warrior","",347
393,"DesertTheme","Desert","",347
394,"ExecutionerTheme","Executioner","",347
395,"FireTheme","Fire","",347
396,"IceTheme","Ice","",347
397,"PolarTheme","Polar","",347
398,"LichTheme","Lich","",347
399,"FireAndIceTheme","Fire and Ice","",347
400,"AbyssTheme","Abyss","",347
401,"HalloweenTheme","Halloween","",347
402,"CultistTheme","Cultist","",347
403,"WarlockTheme","Warlock","",347
404,"PirateTheme","Pirate","",347
405,"AtlasWarTheme","War for the Atlas","",347
406,"NatureTheme","Nature","",347
407,"GothicTheme","Gothic","",347
408,"SinAndInnocenceTheme","Sin and Innocence","",347
409,"BestiaryTheme","Bestiary","",347
410,"StygianTheme","Stygian","",347
411,"ManticoreTheme","Manticore","",347
412,"SeawitchTheme","Seawitch","",347
413,"PhantasmalTheme","Phantasmal","",347
414,"FallenAngelTheme","Fallen Angel","",347
415,"MalachaiTheme","Malachai","",347
416,"CrystalTheme","Crystal","",347
417,"IncursionTheme","Incursion","",347
418,"CarnageTheme","Carnage","",347
419,"ApocalypseTheme","Apocalypse","",347
420,"IvoryChaosTheme","Ivory Chaos","",347
421,"MadmanTheme","Madman","",347
422,"GryffonTheme","Gryffon","",347
423,"GorgonTheme","Gorgon","",347
424,"BloodGuardTheme","Blood Guard","",347
425,"FaithGuardTheme","Faith Guard","",347
426,"SphinxTheme","Sphinx","",347
427,"DelveTheme","Delve","",347
428,"OriathTheme","Oriath","",347
429,"PyreTheme","Pyre","",347
430,"ColiseumTheme","Coliseum","",347
431,"NightLotusTheme","Night Lotus","",347
432,"HarpyonTheme","Harpyon","",347
433,"ElderTheme","Elder","",347
434,"BetrayalTheme","Betrayal","",347
435,"FairgravesTheme","Fairgraves","",347
436,"UtilityTheme","Utility","",347
437,"CoastalTheme","Coastal","",347
438,"EncampmentTheme","Encampment","",347
439,"ForestTheme","Forest","",347
440,"RuinsTheme","Ruins","",347
441,"VaalTheme","Vaal","",347
442,"DungeonTheme","Dungeon","",347
443,"SarnTheme","Sarn","",347
444,"GardensTheme","Gardens","",347
445,"OrnateTheme","Ornate","",347
446,"SceptreTheme","Sceptre","",347
447,"CryptTheme","Crypt","",347
448,"EffectsTheme","Effects","",347
449,"CaveTheme","Cave","",347
450,"BeastTheme","Beast","",347
451,"KaruiTheme","Karui","",347
452,"LabyrinthTheme","Labyrinth","",347
453,"HighgateTheme","Highgate","",347
454,"OssuaryTheme","Ossuary","",347
455,"ReliquaryTheme","Reliquary","",347
456,"EzomyteTheme","Ezomyte","",347
457,"VanguardTheme","Vanguard","",347
458,"PitfighterTheme","Pitfighter","",347
459,"CrucibleTheme","Crucible","",347
460,"LibraryTheme","Library","",347
461,"SlavePensTheme","Slave Pens","",347
462,"InnocenceTheme","Innocence","",347
463,"AssassinTheme","Assassin","",347
464,"EmpyreanTheme","Empyrean","",347
465,"BlackguardTheme","Blackguard","",347
466,"ChamberOfSinsTheme","Chamber of Sins","",347
467,"TempleTheme","Temple","",347
468,"ExcavationTheme","Excavation","",347
469,"BonesTheme","Bones","",347
470,"ChurchTheme","Church","",347
471,"CourthouseTheme","Courthouse","",347
472,"ExilesTheme","Exiles","",347
473,"SynthesisTheme","Synthesis","",347
474,"PrimevalTheme","Primeval","",347
475,"GlimmerwoodTheme","Glimmerwood","",347
476,"MarakethTheme","Maraketh","",347
477,"ViperTheme","Viper","",347
478,"DarkprismTheme","Darkprism","",347
479,"SunprismTheme","Sunprism","",347
480,"GargoyleTheme","Gargoyle","",347
481,"MageguardTheme","Mageguard","",347
482,"ExtinctionTheme","Extinction","",347
483,"LegionTheme","Legion","",347
484,"PlatedTheme","Plated","",347
485,"FrontierTheme","Frontier","",347
486,"IllusionistTheme","Illusionist","",347
487,"ElementalTheme","Elemental","",347
488,"ZenithTheme","Zenith","",347
489,"MiracleTheme","Miracle","",347
490,"CardinalTheme","Cardinal","",347
491,"VaalViperTheme","Vaal Viper","",347
492,"VoidEmperorTheme","Void Emperor","",347
493,"CarnivalTheme","Carnival","",347
494,"ChiyouTheme","Chiyou","",347
495,"BlightTheme","Blight","",347
496,"HavenwoodTheme","Havenwood","",347
497,"PolarisTheme","Polaris","",347
498,"BasiliskTheme","Basilisk","",347
499,"CrusaderTheme","Crusader","",347
500,"EyrieTheme","Eyrie","",347
501,"JudicatorTheme","Judicator","",347
502,"OrionTheme","Orion","",347
503,"MetamorphTheme","Metamorph","",347
504,"ExileConTheme","ExileCon","",347
505,"RevenantTheme","Revenant","",347
506,"ColdsnapTheme","Coldsnap","",347
507,"MaliceTheme","Malice","",347
508,"ThaumaturgyTheme","Thaumaturgy","",347
509,"BalefireTheme","Balefire","",347
510,"DeliriumTheme","Delirium","",347
511,"HeartseekerTheme","Heartseeker","",347
512,"DarkMagicTheme","Dark Magic","",347
513,"JinliTheme","Jinli","",347
514,"ImaginationTheme","Imagination","",347
515,"HighPriestTheme","High Priest","",347
516,"GoddessTheme","Goddess","",347
517,"SawbladeTheme","Sawblade","",347
518,"DreadspireTheme","Dreadspire","",347
519,"AngelsAndDemonsTheme","Angels and Demons","",347
520,"NightwatchTheme","Nightwatch","",347
521,"HarvestTheme","Harvest","",347
522,"HeistTheme","Heist","",347
523,"TwilightTheme","Twilight","",347
524,"EthercraftTheme","Ethercraft","",347
525,"DarkwoodTheme","Darkwood","",347
526,"JudgementTheme","Judgement","",347
527,"RaptureTheme","Rapture","",347
528,"ValkyrieTheme","Valkyrie","",347
529,"WarlordTheme","Warlord","",347
530,"RitualTheme","Ritual","",347
531,"GlimmerspriteTheme","Glimmersprite","",347
532,"Core2021Theme","Core 2021","",347
533,"AtlasCore2021Theme","Echoes of the Atlas","",347
534,"MavenTheme","Maven","",347
535,"OblivionTheme","Oblivion","",347
536,"BrimstoneTheme","Brimstone","",347
537,"FrostVikingTheme","Frost Viking","",347
538,"UltimatumTheme","Ultimatum","",347
539,"ApollyonTheme","Apollyon","",347
540,"MerchantTheme","Merchant","",347
541,"MidnightPactTheme","Midnight Pact","",347
542,"JingweiTheme","Jingwei","",347
543,"SlitherTheme","Slither","",347
544,"ExpeditionTheme","Expedition","",347
545,"MyrmidonTheme","Myrmidon","",347
546,"BanebrandTheme","Banebrand","",347
547,"StarfallTheme","Starfall","",347
548,"NecrolordTheme","Necrolord","",347
549,"DirebladeTheme","Direblade","",347
550,"CursedTheme","Cursed","",347
551,"AtlantisTheme","Atlantis","",347
552,"ScourgeTheme","Scourge","",347
553,"ScourgelordTheme","Scourgelord","",347
554,"OnyxTheme","Onyx","",347
555,"AstralTheme","Astral","",347
556,"Core2022Theme","Core 2022","",347
557,"WinterDragonTheme","Winter Dragon","",347
558,"HarmonyTheme","Harmony","",347
559,"GodOfThunderTheme","God of Thunder","",347
560,"Archnemesis","Archnemesis","",347
561,"AuspiciousTheme","Auspicious","",347
562,"HarmoniousTheme","Harmonious","",347
563,"VulcanTheme","Vulcan","",347
564,"MercurialTheme","Mercurial","",347
565,"EtherealTheme","Ethereal","",347
566,"MasqueradeTheme","Masquerade","",347
567,"KiracsVaultTheme","Kirac's Vault","",347
568,"ChaosTheme","Chaos","",347
569,"Stormstrider","Stormstrider","",347
570,"SentinelTheme","Sentinel","",347
571,"OphidianTheme","Ophidian","",347
572,"RubyTheme","Ruby","",347
573,"SapphireTheme","Sapphire","",347
574,"MoltenTheme","Molten","",347
575,"MistTheme","Mist","",347
576,"ExaltedTheme","Exalted","",347
577,"Lunar","Lunar","",347
578,"Unlocked","Unlocked",1,""
579,"StormstriderBoots","Stormstrider Boots","",569
580,"ScintillationBodyArmour","Scintillation Body Armour","",487
581,"NgamahuBodyArmour","Ngamahu Body Armour","",451
582,"ThunderstrikeGloves","Thunderstrike Gloves","",368
583,"PhoenixHelmet","Phoenix Helmet","",348
584,"ManaTankBackAttachment","Mana Tank Back Attachment","",387
585,"SplinteringShield","Splintering Shield","",433
586,"WillpowerAmulet","Willpower Amulet","",387
587,"FlaskEffectSentinel","Nexus Flask Effects","",387
588,"CrystallineChargeSentinel","Crystal Charges","",416
589,"FlareCharacterEffect","Flare Character Effect","",348
590,"WarpRuneHideout","Hideout Warp Runes","",387
591,"ShardcrownHelmet","Shardcrown Helmet","",416
592,"DeathnotchBow","Deathnotch Bow","",387
593,"TreasureHunterWeaponEffect","Treasure Hunter Weapon Effect","",540
594,"LakeOfKalandraTheme","Lake of Kalandra","",347
595,"PyromaniacWeaponEffect","Pyromaniac Weapon Effect","",348
596,"SummonersAmulet","Summoner's Amulet","",387
597,"OshabisHeaddress","Oshabi's Headdress","",521
598,"CrystallisedBodyArmour","Crystallised Body Armour","",416
599,"EnchantersRing","Enchanter's Ring","",387
600,"TorturersGloves","Torturer's Gloves","",387
601,"FireworksBackAttachment","Fireworks Back Attachment","",387
602,"CrystalariumBoots","Crystalarium Boots","",416
603,"GloriousHelmet","Glorious Helmet","",387
604,"RaincallerFlask","Raincaller Flask","",387
605,"DovecallerWings","Dovecaller Wings","",387
606,"StormHarrier","Storm Harrier Pet","",387
607,"RevelationBlade","Revelation Blade","",387
608,"Arachnomorph","Arachnomorph Pet","",387
