"rownum","Id","i32","i32","i32","i32","i32","i32","i32","bool","bool","rid","rid"
136,"Elemental4",83478,0,341180416,0,1638400,0,0,"","",8881,""
137,"Elemental5",96038,0,343801856,0,65536,0,0,"","",8881,""
138,"Elemental6",91217,0,346423296,0,196608,0,0,"","",8881,""
139,"EnergyShield1",182496,0,349437952,0,65536,1966080,0,"","",8881,""
140,"EnergyShield2",96056,0,353501184,0,-655360,65535,0,"","",8881,""
141,"EnergyShield3",66107,0,356515840,0,3276800,0,0,"","",8881,""
142,"EnergyShield4",101346,0,359530496,0,7864320,0,0,"","",8881,""
143,"EnergyShield5",95122,0,362545152,0,1966080,0,0,"","",8881,""
144,"EnergyShield6",97092,0,365559808,0,6553600,0,0,"","",8881,""
145,"Evasion1",91023,0,367919104,0,65536,0,0,"","",8881,""
146,"Evasion2",102726,0,370278400,0,2621440,0,0,"","",8881,""
147,"Evasion3",71998,0,372637696,0,655360,0,0,"","",8881,""
148,"Evasion4",258349,0,374996992,0,1966080,1966080,1966080,"","",8881,""
149,"Evasion5",122610,0,379453440,0,983040,0,0,"","",8881,""
150,"Evasion6",94212,0,381812736,0,6553600,0,0,"","",8881,""
151,"EvasionEnergyShield1",77077,0,385744896,0,1966080,0,0,"","",8881,""
152,"EvasionEnergyShield2",111635,0,389677056,0,1310720,0,0,"","",8881,""
153,"EvasionEnergyShield3",178223,0,393609216,0,1310720,2621440,0,"","",8881,""
154,"EvasionEnergyShield4",103959,0,398589952,0,6553600,0,0,"","",8881,""
155,"EvasionEnergyShield5",135678,0,402522112,0,65536,65536,0,"","",8881,""
156,"EvasionEnergyShield6",92639,0,407502848,0,65536,0,0,"","",8881,""
157,"Fire1",89716,0,409468928,0,-327680,65535,0,"","",8881,""
158,"Fire2",130556,0,411435008,0,2621440,0,0,"","",8881,""
159,"Fire3",65573,0,413401088,0,196608,0,0,"","",8881,""
160,"Fire4",101849,0,415367168,0,3276800,0,0,"","",8881,""
161,"Fire5",120844,0,417333248,0,3932160,0,0,"","",8881,""
162,"Fire6",137288,0,419299328,0,65536,6553600,0,"","",8881,""
163,"Flask1",160286,0,422445056,0,65536,65536,0,"","",8881,""
164,"Flask2",125442,0,425590784,0,65536,0,0,"","",8881,""
165,"Flask3",77405,0,427687936,0,65536,0,0,"","",8881,""
166,"Flask4",106442,0,429785088,0,1638400,0,0,"","",8881,""
167,"Flask5",86000,0,431882240,0,6553600,0,0,"","",8881,""
168,"Flask6",76351,0,433979392,0,262144,0,0,"","",8881,""
169,"Fortify1",103461,0,436338688,0,6553600,0,0,"","",8881,""
170,"Fortify2",116689,0,438697984,0,1310720,0,0,"","",8881,""
171,"Fortify3",92709,0,441057280,0,-131072,65535,0,"","",8881,""
172,"Fortify4",70246,0,443416576,0,262144,0,0,"","",8881,""
173,"Fortify5",159541,0,445775872,0,6553600,-196608,65535,"","",8881,""
174,"Fortify6",89008,0,449183744,0,-655360,65535,0,"","",8881,""
175,"Impale1",108831,0,451411968,0,655360,0,0,"","",8881,""
176,"Impale2",121669,0,453640192,0,6553600,0,0,"","",8881,""
177,"Impale3",160281,0,455868416,0,2621440,2621440,0,"","",8881,""
178,"Impale4",174380,0,459145216,0,262144,655360,0,"","",8881,""
179,"Impale5",85809,0,462422016,0,1310720,0,0,"","",8881,""
180,"Impale6",102323,0,464650240,0,1310720,0,0,"","",8881,""
181,"Leech1",127788,0,466747392,0,655360,0,0,"","",8881,""
182,"Leech2",67785,0,468844544,0,2621440,0,0,"","",8881,""
183,"Leech3",71531,0,470941696,0,1638400,0,0,"","",8881,""
184,"Leech4",119163,0,473038848,0,1638400,0,0,"","",8881,""
185,"Leech5",122834,0,475136000,0,6553600,0,0,"","",8881,""
186,"Leech6",118412,0,477233152,0,1638400,0,0,"","",8881,""
187,"Life1",129917,0,479199232,0,655360,0,0,"","",8881,""
188,"Life2",99778,0,481165312,0,983040,0,0,"","",8881,""
189,"Life3",113178,0,483131392,0,1966080,0,0,"","",8881,""
190,"Life4",97358,0,485097472,0,3604480,0,0,"","",8881,""
191,"Life5",87004,0,487063552,0,5898240,0,0,"","",8881,""
192,"Life6",103990,0,489029632,0,983040,0,0,"","",8881,""
193,"Link1",125351,0,490995712,0,65536,0,0,"","",8881,""
194,"Link2",92521,0,492961792,0,65536,0,0,"","",8881,""
195,"Link3",83901,0,494927872,0,65536,0,0,"","",8881,""
196,"Link4",111595,0,496893952,0,65536,0,0,"","",8881,""
197,"Link5",130191,0,498860032,0,65536,0,0,"","",8881,""
198,"Link6",83971,0,500826112,0,65536,0,0,"","",8881,""
199,"Lightning1",118582,0,503447552,0,2621440,0,0,"","",8881,""
200,"Lightning2",129777,0,506068992,0,3932160,0,0,"","",8881,""
201,"Lightning3",116529,0,508690432,0,983040,0,0,"","",8881,""
202,"Lightning4",94105,0,511311872,0,655360,0,0,"","",8881,""
203,"Lightning5",129599,0,513933312,0,65536,0,0,"","",8881,""
204,"Lightning6",85900,0,516554752,0,-65536,65535,0,"","",8881,""
205,"Mace1",102668,0,518520832,0,65536,0,0,"","",8881,""
206,"Mace2",83357,0,520486912,0,1310720,0,0,"","",8881,""
207,"Mace3",77675,0,522452992,0,65536,0,0,"","",8881,""
208,"Mace4",88078,0,524419072,0,786432,0,0,"","",8881,""
209,"Mace5",106527,0,526385152,0,3276800,0,0,"","",8881,""
210,"Mace6",81961,0,528351232,0,65536,0,0,"","",8881,""
211,"Mana1",68438,0,530317312,0,19660800,0,0,"","",8881,""
212,"Mana2",121422,0,532283392,0,655360,0,0,"","",8881,""
213,"Mana3",124600,0,534249472,0,655360,0,0,"","",8881,""
214,"Mana4",77655,0,536215552,0,655360,0,0,"","",8881,""
215,"Mana5",130178,0,538181632,0,655360,0,0,"","",8881,""
216,"Mana6",130411,0,540147712,0,786432,0,0,"","",8881,""
217,"Mark1",68336,0,542113792,0,65536,0,0,"","",8881,""
218,"Mark2",99567,0,544079872,0,65536,0,0,"","",8881,""
219,"Mark3",114516,0,546045952,0,655360,0,0,"","",8881,""
220,"Mark4",116377,0,548012032,0,65536,0,0,"","",8881,""
221,"Mark5",117689,0,549978112,0,6553600,0,0,"","",8881,""
222,"Mark6",88688,0,551944192,0,3276800,0,0,"","",8881,""
223,"Mine1",94697,0,553910272,0,131072,0,0,"","",8881,""
224,"Mine2",113359,0,555876352,0,-131072,65535,0,"","",8881,""
225,"Mine3",83927,0,557842432,0,1966080,0,0,"","",8881,""
226,"Mine4",86849,0,559808512,0,65536,0,0,"","",8881,15677
227,"Mine5",66069,0,561774592,0,65536,0,0,"","",8881,""
228,"Mine6",72046,0,563740672,0,9830400,0,0,"","",8881,""
229,"MinionDefence1",126819,0,566886400,0,524288,0,0,"","",8881,""
230,"MinionDefence2",85689,0,570032128,0,65536,0,0,"","",8881,""
231,"MinionDefence3",81110,0,573177856,0,6553600,0,0,"","",8881,""
232,"MinionDefence4",123642,0,576323584,0,2621440,0,0,"","",8881,""
233,"MinionDefence5",174472,0,579469312,0,1966080,-983040,65535,"","",8881,""
234,"MinionDefence6",112172,0,583663616,0,327680,0,0,"","",8881,""
235,"MinionOffence1",112965,0,586809344,0,3276800,0,0,"","",8881,""
236,"MinionOffence2",75412,0,589955072,0,524288,0,0,"","",8881,""
237,"MinionOffence3",105609,0,593100800,0,1638400,0,0,"","",8881,""
238,"MinionOffence4",107080,0,596246528,0,1966080,0,0,"","",8881,""
239,"MinionOffence5",77259,0,599392256,0,16384000,0,0,"","",8881,""
240,"MinionOffence6",122715,0,602537984,0,1310720,0,0,"","",8881,""
241,"Physical1",128318,0,605028352,0,-3932160,65535,0,"","",8881,""
242,"Physical2",97791,0,607518720,0,655360,0,0,"","",8881,""
243,"Physical3",85709,0,610009088,0,65536,0,0,"","",8881,""
244,"Physical4",104546,0,612499456,0,3276800,0,0,"","",8881,""
245,"Physical5",84395,0,614989824,0,2621440,0,0,"","",8881,""
246,"Physical6",124546,0,617480192,0,393216,0,0,"","",8881,""
247,"Poison1",100099,0,619708416,0,19660800,0,0,"","",8881,""
248,"Poison2",128433,0,621936640,0,1310720,0,0,"","",8881,""
249,"Poison3",110836,0,624164864,0,786432,0,0,"","",8881,""
250,"Poison4",129800,0,626393088,0,65536,0,0,"","",8881,""
251,"Poison5",81800,0,628621312,0,196608,0,0,"","",8881,""
252,"Poison6",117656,0,630849536,0,1310720,0,0,"","",8881,""
253,"Projectile1",82180,0,633602048,0,1310720,0,0,"","",8881,""
254,"Projectile2",67734,0,636354560,0,1310720,0,0,"","",8881,""
255,"Projectile3",117940,0,639107072,0,65536,0,0,"","",8881,""
256,"Projectile4",80349,0,641859584,0,65536,0,0,"","",8881,""
257,"Projectile5",66703,0,644612096,0,983040,0,0,"","",8881,""
258,"Projectile6",109776,0,647364608,0,-983040,65535,0,"","",8881,""
259,"Recovery1",84538,0,649854976,0,196608,0,0,"","",8881,""
260,"Recovery2",89841,0,652345344,0,65536,0,0,"","",8881,""
261,"Recovery3",72166,0,654835712,0,655360,0,0,"","",8881,""
262,"Recovery4",101617,0,657326080,0,-3276800,65535,0,"","",8881,""
263,"Recovery5",147085,0,659816448,0,65536,393216,0,"","",8881,""
264,"Recovery6",111189,0,663355392,0,196608000,0,0,"","",8881,""
265,"Reservation1",94174,0,666238976,0,524288,0,0,"","",8881,""
266,"Reservation2",99919,0,669122560,0,65536,0,0,"","",8881,""
267,"Reservation3",89157,0,672006144,0,1310720,0,0,"","",8881,""
268,"Reservation4",122007,0,674889728,0,1966080,0,0,"","",8881,""
269,"Reservation5",126633,0,677773312,0,655360,0,0,"","",8881,""
270,"Reservation6",77582,0,680656896,0,3276800,0,0,"","",8881,""
271,"Resistance1",84958,0,683409408,0,-4259840,65535,0,"","",8881,""
272,"Resistance2",69855,0,686161920,0,65536,0,0,"","",8881,""
273,"Resistance3",74610,0,688914432,0,65536,0,0,"","",8881,""
274,"Resistance4",177879,0,691666944,0,6553600,65536,0,"","",8881,""
275,"Resistance5",119373,0,695468032,0,6553600,0,0,"","",8881,""
276,"Resistance6",162403,0,698220544,0,65536,65536,0,"","",8881,""
277,"Shield1",110799,0,701497344,0,1966080,0,0,"","",8881,""
278,"Shield2",96148,0,703725568,0,65536,0,0,"","",8881,""
279,"Shield3",75595,0,705953792,0,65536,0,0,"","",8881,""
280,"Shield4",115764,0,708182016,0,1310720,0,0,"","",8881,""
281,"Shield5",100838,0,710410240,0,131072,0,0,"","",8881,""
282,"Shield6",110843,0,712638464,0,65536,0,0,"","",8881,""
283,"Staff1",181935,0,714735616,0,131072,131072,0,"","",8881,""
284,"Staff2",94125,0,717881344,0,1966080,0,0,"","",8881,""
285,"Staff3",112785,0,719978496,0,524288,0,0,"","",8881,""
286,"Staff4",87685,0,722075648,0,1310720,0,0,"","",8881,""
287,"Staff5",140215,0,724172800,0,6553600,0,0,"","",8881,""
288,"Staff6",130769,0,727318528,0,3932160,0,0,"","",8881,""
289,"Stun1",183346,0,729284608,0,-6553600,13172735,0,"","",8881,""
290,"Stun2",111188,0,732299264,0,1310720,0,0,"","",8881,""
291,"Stun3",72442,0,734265344,0,3276800,0,0,"","",8881,""
292,"Stun4",118093,0,736231424,0,65536,0,0,"","",8881,""
293,"Stun5",84417,0,738197504,0,1638400,0,0,"","",8881,""
294,"Stun6",70378,0,740163584,0,131072000,0,0,"","",8881,""
295,"Suppression1",123983,0,743047168,0,196608,0,0,"","",8881,""
296,"Suppression2",73213,0,745930752,0,65536,0,0,"","",8881,""
297,"Suppression3",173086,0,748814336,0,-131072,131071,0,"","",8881,""
298,"Suppression4",68010,0,752746496,0,-3276800,65535,0,"","",8881,""
299,"Suppression5",144829,0,755630080,0,65536,524288,0,"","",8881,""
300,"Suppression6",110853,0,759562240,0,65536,0,0,"","","",""
301,"Sword1",113131,0,761659392,0,196608,0,0,"","",8881,""
302,"Sword2",112835,0,763756544,0,1310720,0,0,"","",8881,""
303,"Sword3",73554,0,765853696,0,524288,0,0,"","",8881,""
304,"Sword4",88783,0,767950848,0,65536,0,0,"","",8881,""
305,"Sword5",181994,0,770048000,0,7864320,-1310720,65535,"","",8881,""
306,"Sword6",119603,0,773193728,0,3276800,0,0,"","",8881,""
307,"Totem1",125586,0,775290880,0,65536,0,0,"","",8881,""
308,"Totem2",93254,0,777388032,0,1966080,0,0,"","",8881,""
309,"Totem3",78283,0,779485184,0,327680,0,0,"","",8881,""
310,"Totem4",118541,0,781582336,0,6553600,0,0,"","",8881,""
311,"Totem5",97815,0,783679488,0,262144000,0,0,"","",8881,""
312,"Totem6",82486,0,785776640,0,65536,0,0,"","","",""
313,"Trap1",78793,0,787742720,0,327680,0,0,"","",8881,""
314,"Trap2",73834,0,789708800,0,524288,0,0,"","",8881,""
315,"Trap3",115801,0,791674880,0,327680,0,0,"","",8881,""
316,"Trap4",86230,0,793640960,0,3932160,0,0,"","",8881,""
317,"Trap5",66299,0,795607040,0,1966080,0,0,"","",8881,""
318,"Trap6",108597,0,797573120,0,65536,0,0,"","",8881,""
319,"TwoHand1",101118,0,799932416,0,196608,0,0,"","",8881,""
320,"TwoHand2",92631,0,802291712,0,2621440,0,0,"","",8881,""
321,"TwoHand3",162636,0,804651008,0,655360,655360,0,"","",8881,""
322,"TwoHand4",96574,0,808058880,0,983040,0,0,"","",8881,""
323,"TwoHand5",132698,0,810418176,0,3932160,-655360,65535,"","",8881,""
324,"TwoHand6",125782,0,813826048,0,65536,0,0,"","",8881,""
325,"Wand1",82081,0,815792128,0,655360,0,0,"","",8881,""
326,"Wand2",92321,0,817758208,0,65536,0,0,"","",8881,""
327,"Wand3",108076,0,819724288,0,65536,0,0,"","",8881,""
328,"Wand4",126888,0,821690368,0,6553600,0,0,"","",8881,""
329,"Wand5",146205,0,823656448,0,3276800,3276800,0,"","",8881,""
330,"Wand6",128816,0,826671104,0,65536,0,0,"","",8881,""
331,"Warcry1",79742,0,828899328,0,65536,0,0,"","",8881,""
332,"Warcry2",88557,0,831127552,0,983040,0,0,"","",8881,""
333,"Warcry3",125570,0,833355776,0,65536,0,0,"","",8881,""
334,"Warcry4",78452,0,835584000,0,65536,0,0,"","",8881,""
335,"Warcry5",129530,0,837812224,0,65536,0,0,"","",8881,""
336,"Warcry6",79568,0,840040448,0,655360,0,0,"","",8881,""
337,"Banner5",103650,0,842268672,0,524288,0,0,"","",8881,""
338,"Retaliation1",67451,0,845152256,0,5242880,0,0,"","",8881,""
339,"Retaliation2",102843,0,848035840,0,196608000,0,0,"","",8881,""
340,"Retaliation3",113494,0,850919424,0,1310720,0,0,"","",8881,""
341,"Retaliation4",71480,0,853803008,0,655360,0,0,"","",8881,""
342,"Retaliation5",89093,0,856686592,0,-2621440,65535,0,"","",8881,""
343,"Rage1",68034,0,858652672,0,65536,0,0,"","",8881,""
344,"Rage2",87836,0,860618752,0,65536,0,0,"","",8881,""
345,"Rage3",179790,0,862584832,0,458752,1310720,0,"","",8881,""
346,"Rage4",122384,0,865599488,0,65536,0,0,"","",8881,""
347,"Rage5",76033,0,867565568,0,1638400,0,0,"","",8881,""
348,"Rage6",85164,0,869531648,0,65536,0,0,"","",8881,""
349,"Tincture1",109788,0,872022016,0,393216,0,0,"","",8881,""
350,"Tincture2",82803,0,874512384,0,1966080,0,0,"","",8881,""
351,"Tincture3",74411,0,877002752,0,65536,0,0,"","",8881,""
352,"Tincture4",85647,0,879493120,0,655360,0,0,"","",8881,""
353,"Tincture5",92533,0,881983488,0,786432,0,0,"","",8881,""
