"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
12,"Descent13","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]",1331,"[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]"
13,"Descent14","[6,6,2,2,13,13,6291,6427,6442]","[21,21,20,20,20,19,19,13,13,6291,6427,6442]","[6,6,2,2,13,13,6291,6427,6442]","[21,21,20,20,20,19,19,13,13,6291,6427,6442]","[6,6,2,2,13,13,6375,6291,6415]","[21,21,20,20,20,19,19,13,13,6375,6291,6415]","[6,6,2,2,13,13,6326,6337,6439,6412,6416]","[21,21,20,20,20,19,19,13,13,6326,6337,6439,6412,6416]","[6,6,2,2,13,13,6324,6326,6337,6439,6416]","[21,21,20,20,20,19,19,13,13,6324,6326,6337,6439,6416]","[6,6,2,2,13,13,6324,6439,6427,6442]","[21,21,20,20,20,19,19,13,13,6324,6439,6427,6442]",1332,"[6,6,2,2,13,13,6324,6291,6439,6427,6442]","[21,21,20,20,20,19,19,13,13,6291,6324,6439,6427,6442]"
14,"Descent15",[],[],[],[],[],[],[],[],[],[],[],[],1333,[],[]
15,"Descent2_2_1","[5360,5362,10,10,15,11,5457,5402,6270,6220,6405,5893,5893,5908,6440]",[],"[5360,5362,10,10,15,11,5457,5402,5893,5893,5908,6218,6270,6239,6405,6440]",[],"[5360,5362,10,10,15,11,5457,5402,5893,5908,5893,6239,6153,6417]",[],"[5360,5362,10,10,15,11,5457,5402,5893,5908,5893,6267,6239,6428,6423]",[],"[5360,5362,10,10,15,11,5457,5402,5893,5908,5893,6428,6423]",[],"[5360,5362,10,10,15,11,5457,5402,5893,5908,5893,6276,6405,6423,6440]",[],1335,"[5360,5362,10,10,15,11,5457,5402,5893,5908,5893,6270,6405,6423,6440]",[]
16,"Descent2_2_2","[5361,10,10,15,11,1,1,1,5456,6,5401,6270,6220,6405,5893,5908,6440]",[],"[5361,10,10,15,11,1,1,1,5456,6,5401,5893,5908,6218,6270,6239,6405,6440]",[],"[5361,10,10,15,11,1,1,1,5456,6,5401,5893,5908,6239,6153,6417]",[],"[5361,10,10,15,11,1,1,1,5456,6,5401,5893,5908,6267,6239,6428,6423]",[],"[5361,10,10,15,11,1,1,1,5456,6,5401,5893,5908,6428,6423]",[],"[5361,10,10,15,11,1,1,1,5456,6,5401,5893,5908,6276,6405,6423,6440]",[],1336,"[5361,10,10,15,11,1,1,1,5456,6,5401,5893,5908,6270,6405,6423,6440]",[]
17,"Descent2_3","[8,8,8,12,12,14,15,11,11,10,10,1,1,5894,5909]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],1337,"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[]
18,"Descent2_4","[6294,6158,5894]",[],"[5894,6158,6294,6161]",[],"[5894,6161,6164,6294]",[],"[5894,6167,6164,6161,6432,6303]",[],"[5894,6167,6161,6432]",[],"[5894,6158,6167,6294]",[],1340,"[5894,6164,6167,6158,6294,6161]",[]
19,"Descent2_5_1","[5403,5405,6,11,11,14,1,1,5458]",[],"[5404,5405,6,11,11,14,1,1,5458]",[],"[5404,5405,6,11,11,14,1,1,5458]",[],"[5403,5405,6,11,11,14,1,1,5458]",[],"[5404,5405,6,11,11,14,1,1,5458]",[],"[5404,5403,6,11,11,14,1,1,5458]",[],1341,"[5404,5405,6,11,11,14,1,1,5458]",[]
20,"Descent2_5_2","[5403,5404,6,6,2,5456]",[],"[5403,5405,6,6,2,5456]",[],"[5403,5404,6,6,2,5456]",[],"[5403,5404,6,6,2,5456]",[],"[5403,5404,6,6,2,5456]",[],"[5405,5404,6,6,2,5456]",[],1342,"[5403,5404,6,6,2,5456]",[]
21,"Descent2_6_1","[6,6,2,6135,5895,5910,6437]",[],"[6,6,2,6300,6437,6135]",[],"[6,6,2,6300,6223,6240]",[],"[6,6,2,6300,6131,6305,6431,6419]",[],"[6,6,2,6131,6234,6241,6431,6419]",[],"[6,6,2,6131,6234,6323,6296,6437]",[],1343,"[6,6,2,6131,6437,6234]",[]
22,"Descent2_6_2","[21,20,19,23,21,20,19,23,6135,5895,5910,6437]",[],"[21,20,19,23,21,20,19,23,6300,6437,6135]",[],"[21,20,19,23,21,20,19,23,6300,6223,6240]",[],"[21,20,19,23,21,20,19,23,6300,6131,6305,6431,6419]",[],"[21,20,19,23,21,20,19,23,6131,6234,6241,6431,6419]",[],"[21,20,19,23,21,20,19,23,6131,6234,6323,6296,6437]",[],1345,"[21,20,19,23,21,20,19,23,6131,6437,6234]",[]
23,"Descent2_8_1","[6,2,2,5408,5409,21,20,19,21,20,19,6379,6380,6378,6140]",[],"[6,2,2,5408,5410,21,20,19,21,20,19,6378,6379,6380,6140,6147]",[],"[6,2,2,5408,5409,21,20,19,21,20,19,6379,6380,6378,6147,6274]",[],"[6,2,2,5408,5409,21,20,19,21,20,19,6380,6379,6378,6147,6274]",[],"[6,2,2,5409,5410,21,20,19,21,20,19,6380,6379,6333,6274]",[],"[6,2,2,5408,5409,21,20,19,21,20,19,6380,6379,6274,6378,6140]",[],1349,"[6,2,2,5408,5409,21,20,19,21,20,19,5410,6380,6379,6378,6147,6140,6274]",[]
24,"Descent2_8_2","[6,5408,5410,10,10,11,11,1,1,21,20,19,21,20,19,14,6379,6380,6378,6140,5895,5910]",[],"[6,5409,5410,10,10,11,11,1,1,21,20,19,21,20,19,14,6378,6379,6380,6140,6147]",[],"[6,5409,5410,10,10,11,11,1,1,21,20,19,21,20,19,14,6379,6380,6378,6147,6274]",[],"[6,5408,5410,10,10,11,11,1,1,21,20,19,21,20,19,14,6380,6379,6378,6147,6274]",[],"[6,5408,5410,10,10,11,11,1,1,21,20,19,21,20,19,14,6380,6379,6333,6274]",[],"[6,5409,5410,10,10,11,11,1,1,21,20,19,21,20,19,14,6380,6379,6274,6378,6140]",[],1350,"[6,5409,5410,10,10,11,11,1,1,21,20,19,21,20,19,14,5408,6380,6379,6378,6147,6140,6274]",[]
25,"Descent2_9_1","[6,2,13,13,13,2,6,6,6,2,5366,6201,6159,6231,5896,5896,5911,5911,5366]",[],"[6,2,13,13,13,2,6,6,6,2,5366,6329,6159,6231,6201,5366]",[],"[6,2,13,13,13,2,6,6,6,2,5366,6329,6159,6231,5366]",[],"[6,2,13,13,13,2,6,6,6,2,5366,6204,6159,6201,6411,5366]",[],"[6,2,13,13,13,2,6,6,6,2,5366,6204,6224,5366]",[],"[6,2,13,13,13,2,6,6,6,2,5366,6204,6224,6231,6201,5366]",[],1351,"[6,2,13,13,13,2,6,6,6,2,5366,6201,6159,6231,6204,6224,6329,5366]",[]
26,"Descent2_9_2","[6,2,13,13,13,1,1,21,20,19,5364,6201,6159,6231,5896,5896,5911,5911,5364]",[],"[6,2,13,13,13,1,1,21,20,19,5364,6329,6159,6231,6201,5364]",[],"[6,2,13,13,13,1,1,21,20,19,5364,6329,6159,6231,5364]",[],"[6,2,13,13,13,1,1,21,20,19,5364,6204,6159,6201,6411,5364]",[],"[6,2,13,13,13,1,1,21,20,19,5364,6204,6224,5364]",[],"[6,2,13,13,13,1,1,21,20,19,5364,6204,6224,6231,6201,5364]",[],1352,"[6,2,13,13,13,1,1,21,20,19,5364,6201,6159,6231,6204,6224,6329,5364]",[]
27,"Descent2_9_3","[6,2,13,13,13,2,6,12,14,13,5365,6201,6159,6231,5896,5896,5911,5911,5365]",[],"[6,2,13,13,13,2,6,12,14,13,5365,6329,6159,6231,6201,5365]",[],"[6,2,13,13,13,2,6,12,14,13,5365,6329,6159,6231,5365]",[],"[6,2,13,13,13,2,6,12,14,13,5365,6204,6159,6201,6411,5365]",[],"[6,2,13,13,13,2,6,12,14,13,5365,6204,6224,5365]",[],"[6,2,13,13,13,2,6,12,14,13,5365,6204,6224,6231,6201,5365]",[],1353,"[6,2,13,13,13,2,6,12,14,13,5365,6201,6159,6231,6204,6224,6329,5365]",[]
28,"Descent2_11","[5,21,20,19,2,6,13,5371]",[],"[5,21,20,19,2,6,13,5371]",[],"[5,21,20,19,2,6,13,5371]",[],"[5,21,20,19,2,6,13,5371]",[],"[5,21,20,19,2,6,13,5371]",[],"[5,21,20,19,2,6,13,5371]",[],1357,"[5,21,20,19,2,6,13,5371]",[]
29,"Descent2_12","[1,1,1,6,2,8,8,8,12,12,13,6248,6208,6219,6209,6247,5897,5912]",[],"[1,1,1,6,2,8,8,8,12,12,13,6208,6383,6249,6246,6209]",[],"[1,1,1,6,2,8,8,8,12,12,13,6383,6213,6249,6246]",[],"[1,1,1,6,2,8,8,8,12,12,13,6287,6289,6288,6250,6249,6212]",[],"[1,1,1,6,2,8,8,8,12,12,13,6287,6289,6288,6243,6250]",[],"[1,1,1,6,2,8,8,8,12,12,13,6287,6289,6288,6208,6248]",[],1358,"[1,1,1,6,2,8,8,8,12,12,13,6287,6289,6288,6248,6250,6249]",[]
30,"Descent2_3_S1","[5930,5930,5816]",[],"[5930,5930,5816]",[],"[5930,5930,5816]",[],"[5930,5930,5816]",[],"[5930,5930,5816]",[],"[5930,5930,5816]",[],1338,"[5930,5930,5816]",[]
31,"Descent2_6_1_S1","[6132,5170,6403,6215,6389,5226]",[],"[6132,5170,6403,6215,6389,5226]",[],"[6132,5170,6403,6215,6389,5226]",[],"[6132,5170,6403,6215,6389,5226]",[],"[6132,5170,6403,6215,6389,5226]",[],"[6132,5170,6403,6215,6389,5226]",[],1344,"[6132,5170,6403,6215,6389,5226]",[]
32,"Descent2_6_2_S1","[6254,6399]",[],"[6254,6399]",[],"[6254,6399]",[],"[6254,6399]",[],"[6254,6399]",[],"[6254,6399]",[],1346,"[6254,6399]",[]
