"rownum","RewardOffer","i32","Characters","Reward","RewardLevel","rid","i32","string","[rid]","RewardStack","bool","bool","[rid]","i32","i32","[rid]","i32","rid","i32","[rid]"
56,3,21,[4],6501,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
57,3,22,[4],6525,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
58,3,23,[3],6213,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
59,3,24,[3],6267,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
60,3,25,[3],6239,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
61,3,26,[3],6218,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
62,3,27,[3],6555,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
63,3,28,[5],6267,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
64,3,29,[5],6423,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
65,3,30,[5],6218,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
66,3,31,[5],6428,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
67,3,32,[5],6150,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
68,3,33,[2],6422,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
69,3,34,[2],6267,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
70,3,35,[2],6270,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
71,3,36,[2],6405,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
72,4,0,[1],6532,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
73,4,1,[6],6519,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
74,4,2,[6],6532,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
75,4,3,[0],6519,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
76,4,4,[4],6519,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
77,4,5,[4],6521,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
78,4,6,[3],6521,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
79,4,7,[5],6521,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
80,4,8,[5],6532,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
81,4,9,[2],6519,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
82,4,10,[2],6521,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
83,4,11,[2],6532,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
84,8,0,[1],6167,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
85,8,1,[1],6225,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
86,8,2,[1],6432,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
87,8,3,[1],6459,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
88,8,4,[1],6228,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
89,8,5,[1],6598,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
90,8,6,[1],6455,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
91,8,7,[1],6861,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
92,8,8,[6],6158,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
93,8,9,[6],6167,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
94,8,10,[6],6294,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
95,8,11,[6],6228,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
96,8,12,[6],6642,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
97,8,13,[0],6159,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
98,8,14,[0],6294,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
99,8,15,[0],6158,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
100,8,16,[0],6642,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
101,8,17,[0],6863,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
102,8,18,[4],6159,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
103,8,19,[4],6158,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
104,8,20,[4],6294,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
105,8,21,[4],6161,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
106,8,22,[4],6457,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
107,8,23,[4],6642,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
108,8,24,[3],6159,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
109,8,25,[3],6161,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
110,8,26,[3],6164,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
111,8,27,[3],6294,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
112,8,28,[3],6432,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
113,8,29,[3],6556,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
114,8,30,[3],6856,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
115,8,31,[5],6159,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
116,8,32,[5],6164,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
117,8,33,[5],6167,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
118,8,34,[5],6161,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
119,8,35,[5],6432,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
120,8,36,[5],6303,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
121,8,37,[2],6159,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
122,8,38,[2],6164,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
123,8,39,[2],6167,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
124,8,40,[2],6158,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
125,8,41,[2],6294,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
126,8,42,[2],6161,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
127,8,43,[2],6459,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
128,8,44,[2],6642,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
129,8,45,[0],5647,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
130,8,46,[0],5699,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
131,8,47,[0],5716,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
132,8,48,[4],5647,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
133,8,49,[4],5699,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
134,8,50,[4],5665,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
135,8,51,[3],5665,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
136,8,52,[3],5733,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
137,8,53,[3],5699,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
138,8,54,[5],5665,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
139,8,55,[5],5733,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
140,8,56,[5],5682,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
141,8,57,[1],5682,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
142,8,58,[1],5716,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
143,8,59,[1],5733,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
144,8,60,[6],5647,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
145,8,61,[6],5716,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
146,8,62,[6],5682,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
147,8,63,[2],5647,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
148,8,64,[2],5665,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
149,8,65,[2],5682,8,1,0,"",[],1,"",1,[],1323,0,[],2,"",0,[]
150,7,0,[1],6254,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
151,7,1,[1],6216,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
152,7,2,[1],6215,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
153,7,3,[1],6403,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
154,7,4,[1],6429,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
155,7,5,[1],6468,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
156,7,6,[6],6403,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
157,7,7,[6],6254,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
158,7,8,[6],6244,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
159,7,9,[6],6132,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
160,7,10,[0],6139,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
161,7,11,[0],6132,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
162,7,12,[0],6244,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
163,7,13,[0],6140,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
164,7,14,[0],6611,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
165,7,15,[4],6389,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
166,7,16,[4],6132,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
167,7,17,[4],6146,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
168,7,18,[4],6533,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
169,7,19,[4],6244,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
170,7,20,[4],6140,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
171,7,21,[4],6611,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
172,7,22,[3],6146,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
173,7,23,[3],6389,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
174,7,24,[3],6306,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
175,7,25,[3],6533,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
176,7,26,[3],6388,1,"",0,"",[],1,"","",[],1323,0,[],2,"",0,[]
177,7,27,[5],6254,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
178,7,28,[5],6533,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
179,7,29,[5],6403,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
180,7,30,[5],6146,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
181,7,31,[5],6306,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
182,7,32,[5],6542,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
183,7,33,[5],6152,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
184,7,34,[5],6480,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
185,7,35,[2],6403,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
186,7,36,[2],6389,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
187,7,37,[2],6132,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
188,7,38,[2],6542,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
189,7,39,[2],6244,1,"",0,"",[],1,"","",[],1323,0,[],2,"",0,[]
190,7,40,[2],6533,1,"",0,"",[],1,"","",[],1323,0,[],2,"",0,[]
191,7,41,[2],6254,1,"",0,"",[],1,"","",[],1323,0,[],2,"",0,[]
192,10,0,[1],6131,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
193,10,1,[1],6619,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
194,10,2,[1],6241,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
195,10,3,[1],6334,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
196,10,4,[1],6431,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
197,10,5,[1],6446,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
198,10,6,[1],6151,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
199,10,7,[1],6154,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
200,10,8,[1],6652,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
201,10,9,[6],6156,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
202,10,10,[6],6131,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
203,10,11,[6],6619,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
204,10,12,[6],6323,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
205,10,13,[6],6296,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
206,10,14,[6],6446,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
207,10,15,[6],6500,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
208,10,16,[6],6465,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
209,10,17,[6],6614,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
210,10,18,[6],6649,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
211,10,19,[6],6652,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
212,10,20,[0],6192,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
213,10,21,[0],6156,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
214,10,22,[0],6135,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
215,10,23,[0],6437,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
216,10,24,[0],6528,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
217,10,25,[0],6615,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
218,10,26,[0],6837,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
219,10,27,[4],6142,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
220,10,28,[4],6135,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
221,10,29,[4],6223,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
222,10,30,[4],6503,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
223,10,31,[4],6615,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
224,10,32,[3],6493,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
225,10,33,[3],6223,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
226,10,34,[3],6240,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
227,10,35,[3],6300,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
228,10,36,[3],6235,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
229,10,37,[3],6417,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
230,10,38,[3],6143,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
231,10,39,[3],6663,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
232,10,40,[5],6300,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
233,10,41,[5],6644,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
234,10,42,[5],6265,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
235,10,43,[5],6305,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
236,10,44,[5],6269,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
237,10,45,[5],6419,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
238,10,46,[5],6431,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
239,10,47,[5],6151,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
240,10,48,[5],6553,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
241,10,49,[2],6156,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
242,10,50,[2],6223,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
243,10,51,[2],6131,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
244,10,52,[2],6419,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
245,10,53,[2],6446,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
246,10,54,[2],6465,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
247,10,55,[2],6636,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
248,10,56,[2],6646,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
249,13,0,[1],6378,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
250,13,1,[1],6380,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
251,13,2,[1],6379,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
252,13,3,[1],6333,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
253,13,4,[1],6274,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
254,13,5,[1],6148,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
255,13,6,[1],6601,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
256,13,7,[1],6835,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
257,13,8,[6],6382,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
258,13,9,[6],6380,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
259,13,10,[6],6378,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
260,13,11,[6],6379,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
261,13,12,[6],6506,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
262,13,13,[6],6512,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
263,13,14,[6],6601,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
264,13,15,[0],6208,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
265,13,16,[0],6378,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
266,13,17,[0],6380,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
267,13,18,[0],6379,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
268,13,19,[0],6612,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
269,13,20,[0],6401,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
270,13,21,[0],6637,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
271,13,22,[4],6383,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
272,13,23,[4],6208,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
273,13,24,[4],6378,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
274,13,25,[4],6379,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
275,13,26,[4],6147,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
276,13,27,[4],6380,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
277,13,28,[4],6534,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
278,13,29,[4],6169,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
279,13,30,[4],6612,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
280,13,31,[4],6401,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
281,13,32,[4],6637,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
282,13,33,[4],6643,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
283,13,34,[3],6383,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
284,13,35,[3],6381,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
285,13,36,[3],6379,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
286,13,37,[3],6380,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
287,13,38,[3],6378,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
288,13,39,[3],6147,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
289,13,40,[3],6274,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
290,13,41,[3],6169,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
291,13,42,[3],6558,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
292,13,43,[5],6212,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
293,13,44,[5],6381,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
294,13,45,[5],6380,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
295,13,46,[5],6378,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
296,13,47,[5],6379,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
297,13,48,[5],6603,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
298,13,49,[5],6274,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
299,13,50,[5],6148,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
300,13,51,[5],6550,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
301,13,52,[5],6169,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
302,13,53,[5],6601,1,"",0,"",[],1,"","",[],1323,0,[],0,"",0,[]
303,13,54,[2],6378,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
304,13,55,[2],6379,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
305,13,56,[2],6380,1,"",0,"",[],1,"","",[],1323,0,[],1,"",0,[]
