"rownum","Id","Name","Description","ModsKey","ArtFile","BetrayalUpgradeSlotsKey","[i32]","ItemVisualIdentityKey0","ItemVisualIdentityKey1","GrantedEffectsKey","i32","ItemClassesKey"
32,"TwoHandMace1","Moknuma's Storm","Maim on Hit",[18034],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/MoknumasStorm",4,[],12664,"","",1,17
33,"Bow1","Gogori's Stinger","Far Shot",[18035],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/GogorisStinger",4,[],"",12665,"",1,13
34,"Bow2","Xunti's Zither","Point Blank",[18036],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/XuntisZither",4,[],"",12666,"",1,13
35,"Bow3","Rithkin's Burden","Gain Frenzy Charge on Hit",[18037],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/RithkinsBurden",4,[],"",12667,"",1,13
36,"OneHandSword1","Sen-Kin's Haunt","Critical Strike Chance and Multiplier",[18038],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/SenkinsHaunt",4,[],12668,"","",1,9
37,"OneHandSword2","Akanilim's Pattern","Attack Speed",[18005],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AkanilimsPattern",4,[],12669,"","",1,9
38,"OneHandSword3","Korim's Decapitator","Attack Damage",[18039],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/KorimsDecapitator",4,[],12670,"","",1,9
39,"OneHandSword4","Shiaphet's Needle","Impale on Hit",[18040],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/ShiaphetsNeedle",4,[],12671,"","",1,9
40,"OneHandMace1","Raust's Judgement","Gain Endurance Charge on Hit",[18041],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/RaustsJudgement",4,[],12672,"","",1,12
41,"OneHandMace2","Elgan's Ritual","Attack Speed",[18005],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/ElgansRitual",4,[],12673,"","",1,12
42,"Sceptre1","Urdamel's Tyranny","Elemental Damage",[18042],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/UrdamelsTyranny",4,[],12674,"","",1,32
43,"Dagger1","Tau Poh's Deception","Gain Power Charge on Hit",[18043],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TauPohsDeceoption",4,[],12675,"","",1,7
44,"Dagger2","Bu's Blossom","Blind on Hit",[18044],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/BusBlossom",4,[],12676,"","",1,7
45,"Shield1","Tekiton's Mountain","Additional Block Chance",[18045],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TekitonsMountain",4,[],"",12677,"",1,26
46,"Shield2","Harimal's Feint","Fortify on Hit",[18046],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/HarimalsFeint",4,[],"",12678,"",1,26
47,"Claw1","Cantar's Pack","Life Leech",[18047],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/CantarsPack",4,[],12679,"","",1,6
48,"Gloves1","Moknuma's Conjuring","Arcane Surge on Hit",[18048],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/MoknumasConjuring",2,[],"","","",1,""
49,"Gloves2","Azal's Manipulation","Hinder on Hit",[18049],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AzalsManipulation",2,[],"","","",1,""
