"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","i32"
61,5062,600,625,12,22,11,0
62,5063,630,645,12,31,11,0
63,5064,650,769,16,43,11,0
64,5065,600,625,14,38,11,0
65,5066,630,667,12,46,11,0
66,5067,630,667,15,44,11,0
67,5068,650,769,20,53,11,0
68,5069,630,667,15,51,11,0
69,5070,600,625,23,43,11,0
70,5071,630,667,20,53,11,0
71,5072,650,769,26,68,11,0
72,5073,600,625,21,56,11,0
73,5074,630,667,17,69,11,0
74,5075,630,667,21,64,11,0
75,5076,650,769,30,78,11,0
76,5077,630,667,21,73,11,0
77,5078,600,625,29,55,11,0
78,5079,630,667,26,68,11,0
79,5080,650,769,29,76,11,0
80,5081,600,625,25,65,11,0
81,5082,630,667,18,71,11,0
82,5083,630,667,23,68,11,0
83,5084,600,625,13,24,11,0
84,5085,600,625,20,37,11,0
85,5086,600,625,22,41,11,0
86,5087,500,667,6,11,11,0
87,5088,500,690,10,15,11,0
88,5089,500,667,11,21,11,0
89,5090,500,769,12,35,11,0
90,5091,500,741,19,34,11,0
91,5092,500,714,14,42,11,0
92,5093,500,833,27,50,11,0
93,5094,500,769,29,48,11,0
94,5095,500,741,26,46,11,0
95,5096,500,769,32,50,11,0
96,5097,500,667,25,46,11,0
97,5098,500,833,26,79,11,0
98,5099,500,769,35,65,11,0
99,5100,500,714,24,71,11,0
100,5101,500,833,45,83,11,0
101,5102,500,769,45,75,11,0
102,5103,500,741,40,71,11,0
103,5104,500,769,49,77,11,0
104,5105,500,667,38,70,11,0
105,5106,500,833,38,114,11,0
106,5107,500,769,47,87,11,0
107,5108,500,714,30,90,11,0
108,5109,500,833,54,100,11,0
109,5110,500,769,51,85,11,0
110,5111,500,741,44,79,11,0
111,5112,500,769,19,39,11,0
112,5113,500,769,29,60,11,0
113,5114,500,769,34,71,11,0
114,5115,500,690,5,11,11,0
115,5116,500,909,3,23,11,0
116,5117,500,645,4,9,11,0
117,5118,500,667,6,14,11,0
118,5119,500,645,5,22,11,0
119,5120,500,690,15,21,11,0
120,5121,500,714,16,30,11,0
121,5122,500,690,18,33,11,0
122,5123,500,667,20,33,11,0
123,5124,500,769,19,54,11,0
124,5125,500,870,28,60,11,0
125,5126,500,769,25,53,11,0
126,5127,500,645,13,53,11,0
127,5128,500,769,37,53,11,0
128,5129,500,833,38,70,11,0
129,5130,500,769,36,66,11,0
130,5131,500,667,34,55,11,0
131,5132,500,769,30,86,11,0
132,5133,500,870,44,94,11,0
133,5134,500,769,39,83,11,0
134,5135,500,645,20,80,11,0
135,5136,500,769,54,78,11,0
136,5137,500,833,53,98,11,0
137,5138,500,769,46,86,11,0
138,5139,500,667,41,68,11,0
139,5140,500,769,35,99,11,0
140,5141,500,714,37,80,11,0
141,5142,650,625,18,33,11,0
142,5143,650,625,27,51,11,0
143,5144,650,625,34,63,11,0
144,5145,550,645,5,11,14,0
145,5146,550,625,4,17,14,0
146,5147,600,667,11,20,14,0
147,5148,550,645,11,25,14,0
148,5149,550,625,12,29,14,0
149,5150,650,769,12,46,14,0
150,5151,550,625,18,33,14,0
151,5152,570,714,19,44,14,0
152,5153,600,645,19,40,14,0
153,5154,550,667,13,51,14,0
154,5155,600,714,25,46,14,0
155,5156,550,667,21,50,14,0
156,5157,550,625,21,49,14,0
157,5158,650,769,18,73,14,0
158,5159,550,625,28,51,14,0
159,5160,570,714,29,67,14,0
160,5161,600,645,29,60,14,0
161,5162,550,667,19,75,14,0
162,5163,600,714,35,65,14,0
163,5164,550,667,29,69,14,0
164,5165,550,625,27,64,14,0
165,5166,650,769,22,87,14,0
166,5167,550,625,32,60,14,0
167,5168,570,714,31,72,14,0
168,5169,600,667,32,66,14,0
169,5170,500,690,6,8,11,0
170,5171,500,714,8,13,11,0
171,5172,500,690,13,16,11,0
172,5173,500,769,15,27,11,0
173,5174,500,690,13,31,11,0
174,5175,500,714,19,32,11,0
175,5176,500,833,32,40,11,0
176,5177,500,714,21,43,11,0
177,5178,500,741,28,42,11,0
178,5179,500,800,31,51,11,0
179,5180,500,714,33,42,11,0
180,5181,500,870,37,69,11,0
181,5182,500,714,25,59,11,0
182,5183,500,769,38,63,11,0
183,5184,500,833,53,67,11,0
184,5185,500,714,33,69,11,0
185,5186,500,741,44,66,11,0
186,5187,500,800,48,80,11,0
187,5188,500,714,49,62,11,0
188,5189,500,870,54,101,11,0
189,5190,500,714,35,81,11,0
190,5191,500,769,49,82,11,0
191,5192,500,833,65,82,11,0
192,5193,500,714,38,80,11,0
193,5194,500,741,49,74,11,0
194,5195,500,769,20,41,11,0
195,5196,500,769,31,64,11,0
196,5197,500,769,39,81,11,0
197,5198,600,833,8,11,11,0
198,5199,600,833,11,17,11,0
199,5200,600,909,15,29,11,0
200,5201,650,909,21,32,11,0
201,5202,600,909,27,40,11,0
202,5203,600,870,24,45,11,0
203,5204,600,833,21,50,11,0
204,5205,620,800,29,44,11,0
205,5206,600,769,27,50,11,0
206,5207,600,667,24,36,11,0
207,5208,600,800,30,55,11,0
208,5209,650,800,35,52,11,0
209,5210,600,800,38,57,11,0
210,5211,600,714,30,55,11,0
211,5212,600,833,34,80,11,0
212,5213,620,800,45,67,11,0
213,5214,600,769,39,72,11,0
214,5215,600,667,37,55,11,0
215,5216,600,800,43,80,11,0
216,5217,650,800,49,73,11,0
217,5218,600,800,51,76,11,0
218,5219,600,714,37,70,11,0
219,5220,600,833,41,95,11,0
220,5221,620,800,50,76,11,0
221,5222,600,769,42,78,11,0
222,5223,630,690,23,34,11,0
223,5224,630,690,35,52,11,0
224,5225,630,690,41,61,11,0
225,5226,500,714,5,13,120,0
226,5227,500,667,6,16,120,0
227,5228,600,769,8,33,120,0
228,5229,600,769,16,34,120,0
229,5230,670,800,15,45,120,0
230,5231,650,714,15,45,120,0
231,5232,500,690,14,56,120,0
232,5233,500,833,28,73,120,0
233,5234,550,714,37,56,120,0
234,5235,500,667,20,61,120,0
235,5236,600,800,24,96,120,0
236,5237,600,769,37,76,120,0
237,5238,670,800,32,96,120,0
238,5239,650,714,29,86,120,0
239,5240,500,690,24,94,120,0
240,5241,500,833,44,116,120,0
241,5242,550,714,58,86,120,0
242,5243,500,667,32,96,120,0
243,5244,600,800,36,144,120,0
244,5245,600,769,56,117,120,0
245,5246,670,800,43,130,120,0
246,5247,650,714,38,115,120,0
247,5248,500,690,29,117,120,0
248,5249,500,833,50,133,120,0
249,5250,550,714,61,92,120,0
250,5251,550,769,9,13,120,0
251,5252,550,769,13,20,120,0
252,5253,550,769,16,24,120,0
253,5254,500,741,4,10,120,0
254,5255,600,769,9,19,13,0
255,5256,620,769,10,31,13,0
256,5257,600,769,24,41,13,0
257,5258,640,769,14,42,13,0
258,5259,620,769,27,57,13,0
259,5260,650,870,27,81,13,0
260,5261,610,769,41,76,13,0
261,5262,600,833,41,85,13,0
262,5263,620,870,34,102,13,0
263,5264,600,769,51,86,13,0
264,5265,660,800,38,114,13,0
265,5266,630,800,56,117,13,0
266,5267,650,870,48,145,13,0
267,5268,610,769,65,121,13,0
268,5269,600,833,66,138,13,0
269,5270,620,870,55,165,13,0
270,5271,600,769,72,120,13,0
271,5272,730,800,53,160,13,0
272,5273,680,800,71,147,13,0
273,5274,700,870,57,171,13,0
274,5275,650,769,73,136,13,0
275,5276,600,833,70,145,13,0
276,5277,600,800,36,66,13,0
277,5278,600,800,55,102,13,0
278,5279,600,800,65,120,13,0
279,5280,700,800,39,73,13,0
280,5281,700,800,61,113,13,0
281,5282,700,800,78,144,13,0
282,5283,500,769,12,20,13,0
283,5284,500,800,19,30,13,0
284,5285,500,769,19,39,13,0
285,5286,500,769,29,43,13,0
286,5287,500,800,36,60,13,0
287,5288,500,769,43,58,13,0
288,5289,500,800,49,73,13,0
289,5291,500,870,58,91,13,0
290,5290,500,833,53,83,13,0
291,5292,500,800,48,99,13,0
292,5293,500,769,61,92,13,0
293,5294,500,833,74,123,13,0
294,5295,500,769,76,103,13,0
295,5296,500,800,81,121,13,0
296,5297,500,833,88,138,13,0
297,5298,500,952,121,189,13,0
298,5299,500,769,74,155,13,0
299,5300,570,741,87,131,13,0
300,5301,500,870,104,174,13,0
301,5302,500,714,90,122,13,0
302,5303,600,800,96,144,13,0
303,5304,500,833,97,152,13,0
304,5305,500,741,39,61,13,0
305,5306,500,741,60,95,13,0
306,5307,500,741,71,111,13,0
307,5308,500,690,8,16,13,0
308,5309,500,714,11,26,13,0
309,5310,500,690,17,29,13,0
310,5311,500,714,20,38,13,0
311,5312,500,714,23,48,13,0
312,5313,500,714,30,50,13,0
313,5314,500,741,31,65,13,0
314,5315,600,741,41,68,13,0
315,5316,500,769,34,79,13,0
316,5317,500,690,39,65,13,0
317,5318,500,741,45,84,13,0
318,5319,500,769,49,102,13,0
319,5320,500,714,54,89,13,0
320,5321,500,741,52,109,13,0
321,5322,600,741,63,104,13,0
322,5323,500,769,55,128,13,0
323,5324,500,667,62,104,13,0
324,5325,650,714,62,115,13,0
325,5326,500,769,68,142,13,0
326,5327,500,690,69,115,13,0
327,5328,500,741,62,129,13,0
328,5329,570,741,67,112,13,0
329,5330,650,714,30,56,13,0
330,5331,650,714,47,87,13,0
331,5332,650,714,55,102,13,0
332,5333,500,769,10,16,13,0
333,5334,500,800,17,25,13,0
334,5335,500,769,16,33,13,0
335,5336,500,769,25,38,13,0
336,5337,500,769,27,49,13,0
337,5338,500,833,40,60,13,0
338,5339,500,800,46,62,13,0
339,5340,500,800,45,68,13,0
340,5341,500,909,57,85,13,0
341,5342,500,800,43,88,13,0
342,5343,500,769,54,81,13,0
343,5344,500,800,55,103,13,0
344,5345,500,833,72,108,13,0
345,5346,500,800,77,104,13,0
346,5347,500,800,75,113,13,0
347,5348,500,1000,112,168,13,0
348,5349,550,769,65,135,13,0
349,5350,500,741,77,115,13,0
350,5351,500,800,74,138,13,0
351,5352,500,909,102,153,13,0
352,5353,600,870,101,137,13,0
353,5354,500,833,91,136,13,0
354,5355,500,870,39,64,13,0
355,5356,500,870,62,103,13,0
356,5357,500,870,81,135,13,0
357,5358,500,833,8,15,13,0
358,9676,600,667,4,8,10,0
359,9992,700,588,0,0,11,0
360,9993,700,625,0,0,13,0
361,10823,600,667,5,9,120,0
