"rownum","BaseItem","MonsterVariety","MonsterAbilities","MonsterCategory"
65,10779,9606,"20% increased Physical Weapon Damage per 10 Strength\r\nCrushes on Hit\r\nOwner gains 5% More Physical Attack Damage",3
66,10780,9641,"Uses Leap Slam\r\nUses Sweep\r\nUses Enduring Cry\r\nUses Immortal call",5
67,10781,9642,"Uses Leap Slam\r\nUses Sweep\r\nUses Enduring Cry\r\nUses Immortal call\r\nCasts Vitality",5
68,10782,9643,"Uses Leap Slam\r\nUses Sweep\r\nUses Enduring Cry\r\nUses Immortal call\r\nCasts Vitality\r\nShares Endurance Charges with allies",5
69,10783,9601,"Causes Bleeding",3
70,10784,9602,"Causes Bleeding\r\nNearby enemies have 50% reduced Life Regeneration rate",3
71,10785,9603,"Causes Bleeding\r\nNearby enemies have 50% reduced Life Regeneration rate\r\nCan inflict Bleeding on an Enemy up to 16 times\r\nBleeding does not deal extra Damage while the enemy is moving",3
72,10786,9595,"Summons constructs\r\n5% increased Attack Damage per 450 Armour",2
73,10787,9596,"Summons constructs\r\n5% increased Attack Damage per 450 Armour\r\nBuffs nearby constructs with 100% increased Damage and 30% Attack and Cast Speed",2
74,10788,9597,"Summons constructs\r\n5% increased Attack Damage per 450 Armour\r\nBuffs nearby constructs with 100% increased Damage and 30% Attack and Cast Speed\r\nNearby allies gain 20% of Physical Damage as Extra Lightning Damage",2
75,10789,9572,"Loses a percentage of Life when casting spells\r\nUpon reaching 20% Life, stops casting to recover to Full Life",1
76,10790,9573,"Loses a percentage of Life when casting spells\r\nUpon reaching 20% Life, stops casting to recover to Full Life\r\nHeals nearby allies for 10% of the Life spent",1
77,10791,9574,"Loses a percentage of Life when casting spells\r\nUpon reaching 20% Life, stops casting to recover to Full Life\r\nHeals nearby allies for 10% of the Life spent\r\nWhile on Low Life nearby allies gain spell damage",1
78,10792,9575,"",1
79,10793,9576,"",1
80,10794,9577,"",1
81,10795,9616,"Summons Spiders\r\n",4
82,10796,9617,"Summons Spiders\r\nAlly spiders deal additional chaos damage with attacks",4
83,10797,9618,"Summons Spiders\r\nAlly spiders deal additional chaos damage with attacks\r\nOwner gains 20% increased Effect of Withered",4
84,10798,9589,"Must be linked to be powered",2
85,10799,9590,"Must be Linked to be powered\r\n100% effects of Links on this",2
86,10800,9591,"Must be linked to be powered\r\n100% effects of Links on this\r\nOwner gains 20% increased Skill Effect Duration",2
87,10801,9610,"High Life",3
88,10802,9611,"Higher Life\r\nReleases a caustic cloud when hit",3
89,10803,9612,"Highest Life\r\nReleases a caustic cloud when hit\r\nOwner's minions have 40% increased maximum Life",3
90,10804,9554,"Casts channelled Lightning Beam\r\nCannot inflict Shock",0
91,10805,9555,"Casts channelled Lightning Beam\r\nCannot inflict Shock\r\nRemoves Shock on hit to trigger Lightning Explosion",0
92,10806,9556,"Casts channelled Lightning Beam\r\nCannot inflict Shock\r\nRemoves Shock on hit to trigger Lightning Explosion\r\nCasts Purity of Lightning",0
93,10807,9619,"5% increased Attack Damage per 450 Evasion Rating",4
94,10808,9620,"5% increased Attack Damage per 450 Evasion Rating\r\n5% chance to grant a Frenzy Charge to nearby Allies on Hit",4
95,10809,9621,"5% increased Attack Damage per 450 Evasion Rating\r\n5% chance to grant a Frenzy Charge to nearby Allies on Hit\r\nCasts Haste",4
96,10810,9622,"Buffs Owner with Rongokurai's Boon",4
97,10811,9623,"Buffs Owner with Rongokurai's Boon\r\nOwner gains 5% Physical Damage Reduction",4
98,10812,9624,"Buffs Owner with Rongokurai's Boon\r\nOwner gains 5% Physical Damage Reduction\r\nCasts Determination",4
99,10813,9583,"Fires Lightning Beams\r\nFires Chilling Blasts\r\nRain of Boulders\r\nSlams",2
100,10814,9584,"Fires Lightning Beams\r\nFires Chilling Blasts\r\nRain of Boulders\r\nSlams\r\nSlam deals 500% more Damage with Ignite",2
101,10815,9585,"Fires Lightning Beams\r\nFires Chilling Blasts\r\nRain of Boulders\r\nSlams\r\nSlam deals 500% more Damage with Ignite\r\nLightning Beam has 20% Maximum Effect of Shock",2
102,10816,9625,"Cyclones\r\nUses Molten Fissure",5
103,10817,9626,"Cyclones\r\nUses Molten Fissure\r\nCulling Strike",5
104,10818,9627,"Cyclones\r\nUses Molten Fissure\r\nCulling Strike\r\nNearby allies have Onslaught",5
