"rownum","Id","MonsterVarietiesKey","i32","rid","bool","bool","i32","i32","bool","rid","rid","i32","bool","i32","string","bool","bool","i32"
104,105,2888,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
105,106,"",17,337,1,1,0,0,"","","",0,"",0,"","",1,0
106,107,"",18,337,1,1,0,0,"","","",0,"",0,"","",1,0
107,108,"",19,337,1,1,0,0,"","","",0,"",0,"","",1,0
108,109,"",20,337,1,1,0,0,"","","",0,"",0,"","",1,0
109,110,"",21,337,1,1,0,0,"","","",0,"",0,"","",1,0
110,123,4881,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
111,124,4632,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
112,125,4955,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
113,126,3185,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
114,127,1190,141,607,1,1,0,0,"","","",0,"",0,"","",1,0
115,128,4540,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
116,129,3094,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
117,130,627,141,482,1,1,0,0,"","","",0,"",0,"","",1,0
118,131,4909,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
119,132,2924,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
120,133,"",32,337,1,1,0,0,"","","",0,"",0,"","",1,0
121,134,2927,141,935,1,1,0,0,"","","",0,"",0,"","",1,0
122,135,4926,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
123,136,4625,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
124,137,"",34,337,1,1,0,0,"","","",0,"",0,"","",1,0
125,138,"",34,337,1,1,0,0,"","","",0,"",0,"","",1,0
126,139,"",34,337,1,1,0,0,"","","",0,"",0,"","",1,0
127,140,"",33,607,1,1,0,0,"","","",0,"",0,"","",1,0
128,141,4948,141,607,1,1,0,0,"","","",0,"",0,"","",1,0
129,142,3842,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
130,143,4851,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
131,144,1127,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
132,145,4944,141,998,1,1,0,0,"","","",0,"",0,"","",1,0
133,146,1973,141,607,1,1,0,0,"","","",0,"",0,"","",1,0
134,147,1975,141,607,1,1,0,0,"","","",0,"",0,"","",1,0
135,148,1977,141,607,1,1,0,0,"","","",0,"",0,"","",1,0
136,149,2932,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
137,150,188,141,1045,1,1,0,0,"","","",0,"",0,"","",1,0
138,151,4627,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
139,152,4001,141,533,1,1,0,0,"","","",0,"",0,"","",1,0
140,153,4670,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
141,154,3714,141,337,1,1,0,0,"","","",0,"",0,"","",1,0
142,155,3715,141,337,1,1,0,0,"","","",0,"",0,"","",1,0
143,156,791,141,337,1,1,0,0,"","","",0,"",0,"","",1,0
144,157,4666,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
145,158,1475,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
146,159,3095,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
147,160,2302,141,1045,1,1,0,0,"","","",0,"",0,"","",1,0
148,161,2303,141,1045,1,1,0,0,"","","",0,"",0,"","",1,0
149,162,4816,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
150,163,992,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
151,164,397,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
152,165,4055,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
153,166,4633,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
154,167,4852,141,1046,1,1,0,0,"","","",0,"",0,"","",1,0
155,168,5063,141,1045,1,1,0,0,"","","",0,"",0,"","",1,0
156,169,2925,141,935,1,1,0,0,"","","",0,"",0,"","",1,0
157,170,4284,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
158,171,4854,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
159,172,3928,141,1045,1,1,0,0,"","","",0,"",0,"","",1,0
160,173,4258,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
161,174,1559,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
162,175,2983,141,875,1,1,0,0,"","","",0,"",0,"","",1,0
163,176,3005,141,416,1,1,0,0,"","","",0,"",0,"","",1,0
164,177,4850,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
165,178,164,141,252,1,1,0,0,"","","",0,"",0,"","",1,0
166,179,4651,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
167,180,4654,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
168,181,4657,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
169,182,4634,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
170,183,4817,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
171,184,993,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
172,185,4814,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
173,186,"",39,"",1,1,0,0,"","","",0,"",0,"","",1,0
174,187,1049,141,337,1,1,0,0,"","","",0,"",0,"","",1,0
175,188,5069,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
176,189,2490,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
177,190,1035,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
178,191,1036,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
179,192,1037,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
180,193,1038,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
181,194,"",40,1071,1,1,0,0,"","","",0,"",0,"","",1,0
182,195,5036,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
183,196,3661,141,"",1,1,0,0,"","","",0,"",10,"","",1,0
184,197,4628,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
185,198,5222,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
186,199,5223,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
187,200,4259,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
188,201,1051,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
189,202,777,141,65,1,1,0,0,"","","",0,"",0,"","",1,0
190,203,687,141,65,1,1,0,0,"","","",0,"",0,"","",1,0
191,204,"",41,337,1,1,0,0,"","","",0,"",0,"","",1,0
192,205,167,141,337,1,1,0,0,"","","",0,"",0,"","",1,0
193,206,5345,141,337,1,1,0,0,"","","",0,"",0,"","",1,0
194,207,5411,141,252,1,1,0,0,"","","",0,"",0,"","",1,0
195,208,4083,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
196,209,5248,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
197,210,"",42,"",1,1,0,0,"","","",0,"",0,"","",1,0
198,211,"",44,"",1,1,0,0,"","","",0,"",0,"","",1,0
199,212,"",43,"",1,1,0,0,"","","",0,"",0,"","",1,0
200,213,"",45,"",1,1,0,0,"","","",0,"",0,"","",1,0
201,214,5435,141,915,1,1,0,0,"","","",0,"",0,"","",1,0
202,215,4082,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
203,216,4285,141,252,1,1,0,0,"","","",0,"",0,"","",1,0
204,217,4260,141,252,1,1,0,0,"","","",0,"",0,"","",1,0
205,218,4305,141,252,1,1,0,0,"","","",0,"",0,"","",1,0
206,219,3387,141,252,1,1,0,0,"","","",0,"",0,"","",1,0
207,220,5513,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
208,221,4624,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
209,222,1214,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
210,223,3125,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
211,224,5612,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
212,225,5794,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
213,226,5455,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
214,227,5796,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
215,228,4888,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
216,229,2866,141,379,1,1,0,0,"","","",0,"",0,"","",1,0
217,230,2170,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
218,231,1102,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
219,232,2304,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
220,233,2690,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
221,234,2994,141,65,1,1,0,0,"","","",0,"",0,"","",1,0
222,235,"",66,"",1,1,0,0,"","","",0,"",0,"","",1,0
223,236,3964,141,65,1,1,0,0,"","","",0,"",0,"","",1,0
224,237,330,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
225,238,3163,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
226,239,1486,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
227,240,4626,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
228,241,5462,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
229,242,3113,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
230,243,5786,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
231,244,5786,141,1379,1,1,0,0,"","","",0,"",0,"","",1,0
232,245,4667,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
233,246,4673,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
234,247,3026,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
235,248,4251,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
236,249,1054,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
237,250,5613,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
238,251,1354,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
239,252,4639,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
240,253,5950,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
241,254,1128,141,998,1,1,0,0,"","","",0,"",0,"","",1,0
242,255,4946,141,998,1,1,0,0,"","","",0,"",0,"","",1,0
243,256,1215,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
244,257,1055,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
245,258,5963,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
246,259,"",47,"",1,1,0,0,"","","",0,"",0,"","",1,0
247,260,"",48,1340,1,1,0,0,"","","",0,"",0,"","",1,0
248,261,5966,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
249,262,5967,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
250,263,4643,141,559,1,1,0,0,"","","",0,"",0,"","",1,0
251,264,"",49,"",1,1,0,0,"","","",0,"",0,"","",1,0
252,265,5602,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
253,266,1124,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
254,267,331,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
255,268,3164,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
256,269,1487,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
257,270,4639,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
258,271,1563,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
259,272,"",46,1107,1,1,0,0,"","","",0,"",0,"","",1,0
260,273,"",52,1340,1,1,0,0,"","","",0,"",0,"","",1,0
261,274,6038,141,1734,1,1,0,0,"","","",0,"",0,"","",1,0
262,275,"",53,"",1,1,0,0,"","","",0,"",0,"","",1,0
263,276,6028,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
264,277,6021,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
265,278,6024,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
266,279,6026,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
267,280,"",58,"",1,1,0,0,"","","",0,"",0,"","",1,0
268,281,"",59,"",1,1,0,0,"","","",0,"",0,"","",1,0
269,282,6031,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
270,283,6036,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
271,284,6034,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
272,285,6039,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
273,286,6138,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
274,287,"",54,"",1,1,0,0,"","","",0,"",0,"","",1,0
275,288,"",71,"",1,1,0,0,"","","",0,"",0,"","",1,0
276,289,"",67,"",1,1,0,0,"","","",0,"",0,"","",1,0
277,290,"",68,358,1,1,0,0,"","","",0,"",0,"","",1,0
278,291,3384,141,358,1,1,0,0,"","","",0,"",0,"","",1,0
279,292,"",69,358,1,1,0,0,"","","",0,"",0,"","",1,0
280,293,3385,141,358,1,1,0,0,"","","",0,"",0,"","",1,0
281,294,"",70,358,1,1,0,0,"","","",0,"",0,"","",1,0
282,295,3386,141,358,1,1,0,0,"","","",0,"",0,"","",1,0
283,296,3387,141,358,1,1,0,0,"","","",0,"",0,"","",1,0
284,297,6010,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
285,298,6137,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
286,299,"",72,"",1,1,0,0,"","","",0,"",0,"","",1,0
287,300,6135,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
288,301,"",73,"",1,1,0,0,"","","",0,"",0,"","",1,0
289,302,"",74,"",1,1,0,0,"","","",0,"",0,"","",1,0
290,303,"",75,"",1,1,0,0,"","","",0,"",0,"","",1,0
291,304,5954,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
292,305,"",68,949,1,1,0,0,"","","",0,"",0,"","",1,0
293,306,"",69,949,1,1,0,0,"","","",0,"",0,"","",1,0
294,307,"",70,949,1,1,0,0,"","","",0,"",0,"","",1,0
295,308,6104,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
296,309,"",64,"",1,1,0,0,"","","",0,"",0,"","",1,0
297,310,"",65,"",1,1,0,0,"","","",0,"",0,"","",1,0
298,311,6132,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
299,312,6073,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
300,313,6147,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
301,314,6152,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
302,315,5955,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
303,316,5270,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
304,317,6238,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
305,318,3020,141,1478,1,1,0,0,"","","",0,"",0,"","",1,0
306,319,6338,141,358,1,1,0,0,"","","",0,"",0,"","",1,0
307,320,6209,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
308,321,6171,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
309,322,6170,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
310,323,6250,141,1386,1,1,0,0,"","","",0,"",0,"","",1,0
311,324,6298,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
312,325,6253,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
313,326,6244,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
314,327,6247,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
315,328,3130,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
316,329,1185,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
317,330,"",76,"",1,1,0,0,"","","",0,"",0,"","",1,0
318,331,6237,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
319,332,3122,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
320,333,6286,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
321,334,6282,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
322,335,6259,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
323,336,6198,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
324,337,6330,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
325,338,6334,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
326,339,6158,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
327,340,5463,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
328,341,"",77,"",1,1,0,0,"","","",0,"",0,"","",1,0
329,342,1406,141,2063,1,1,0,0,"","","",0,"",0,"","",1,0
330,343,2542,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
331,344,3131,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
332,345,2984,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
333,346,4300,141,2169,1,1,0,0,"","","",0,"",0,"","",1,0
334,347,3025,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
335,348,1979,141,607,1,1,0,0,"","","",0,"",0,"","",1,0
336,349,1981,141,607,1,1,0,0,"","","",0,"",0,"","",1,0
337,350,1983,141,607,1,1,0,0,"","","",0,"",0,"","",1,0
338,351,2100,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
339,352,3132,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
340,353,6614,141,2063,1,1,0,0,"","","",0,"",0,"","",1,0
341,354,2101,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
342,355,5952,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
343,356,5464,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
344,357,4801,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
345,358,4802,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
346,359,1056,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
347,360,"",79,"",1,1,0,0,"","","",0,"",0,"","",1,0
348,364,6959,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
349,365,6962,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
350,366,6015,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
351,367,7162,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
352,368,7145,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
353,369,7146,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
354,370,7147,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
355,371,7148,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
356,372,7101,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
357,373,4674,141,2607,1,1,0,0,"","","",0,"",0,"","",1,0
358,374,6898,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
359,375,7141,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
360,376,7274,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
361,377,7288,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
362,378,"",82,"",1,1,0,0,"","","",0,"",0,"","",1,0
363,379,7197,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
364,380,3951,141,1491,1,1,0,0,"","","",0,"",0,"","",1,0
365,381,7432,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
366,382,6612,141,612,1,1,0,0,"","","",0,"",0,"","",1,0
367,383,6613,141,612,1,1,0,0,"","","",0,"",0,"","",1,0
368,384,"",83,358,1,1,0,0,"","","",0,"",0,"","",1,0
369,385,"",84,358,1,1,0,0,"","","",0,"",0,"","",1,0
370,386,4675,141,3023,1,1,0,0,"","","",0,"",0,"","",1,0
371,387,3135,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
372,388,7486,141,337,1,1,0,0,"","","",0,"",0,"","",1,0
373,389,7488,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
374,390,449,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
375,391,928,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
376,392,332,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
377,393,3165,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
378,394,1488,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
379,395,340,141,1000,1,1,0,0,"","","",0,"",0,"","",1,0
380,396,7338,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
381,397,7498,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
382,398,7497,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
383,399,7410,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
384,400,694,141,65,1,1,0,0,"","","",0,"",0,"","",1,0
385,401,7532,141,3437,1,1,0,0,"","","",0,"",0,"","",1,0
