"rownum","BattlePass","RewardTier","i32","i32","bool","Id","RewardedMTX","i32","RewardDescription","string","i32","i32","bool","RewardTitle","rid","bool","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool"
47,4,2,1,17,"","",[],0,"Contains 3 Orbs of Unmaking","",377,401,"","Orb of Unmaking",5,"",0,0,0,150994944,0,0,0,50331648,"","",""
48,4,3,0,27,"","IgneousEmperorGloves",[4269],0,"","",378,1297,"","Igneous Emperor Gloves","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
49,4,3,1,27,"","",[],0,"Contains a Random Unique Map up to Tier 5","Art/2DItems/Maps/VaultPassRandomMap.dds",378,402,"","Unique Map",3,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
50,4,4,0,40,"","MysteryPackThaumaturgyBox",[9450],0,"Receive a random prize with a Thaumaturgy theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",379,1298,"","Thaumaturgy Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
51,4,4,1,40,"","",[],0,"Contains 3 Random Polished Scarabs","Art/2DItems/Currency/Scarabs/NormalScarabVaultPassRandom.dds",379,403,"","Polished Scarabs",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,67043070,"","",""
52,4,5,0,57,"","IgneousEmperorBodyArmour",[4270],0,"","",380,1299,"","Igneous Emperor Body Armour","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
53,4,5,1,57,"","",[],0,"Contains 3 Influenced Scouting Reports","",380,404,"","Influenced Scouting Report",5,"",0,0,0,-1056964608,40,0,0,50331648,"","",""
54,4,6,0,80,"","MysteryPackMidnightPactBox",[9465],0,"Receive a random prize with a Midnight theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",381,1300,"","Midnight Pact Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
55,4,6,1,80,"","",[],0,"Contains 5 Awakened Sextants","",381,405,"","Awakened Sextant",5,"",0,0,0,-1258291200,0,0,0,83886080,"","",""
56,4,7,0,115,"","IgneousEmperorHelmet",[4267],0,"","",382,1301,"","Igneous Emperor Helmet","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
57,4,7,1,115,"","",[],0,"Contains a Xoph, Esh or Tul Breachstone","Art/2DItems/Currency/Breach/VaultPassRandomBreach.dds",382,406,"","Breachstone",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
58,5,0,0,1,"","MysteryPackAngelsAndDemonsBox",[9453],0,"Receive a random prize with an Angels and Demons theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",375,1294,"","Angels and Demons Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
59,5,0,1,1,"","",[],0,"Contains 10 Cartographer's Chisels","",375,399,"","Cartographer's Chisels",5,"",0,0,0,419430400,0,0,0,167772160,"","",""
60,5,1,0,8,"","AtlasPassOracleBoots",[4347],0,"","",376,1295,"","Oracle Boots","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
61,5,1,1,8,"","",[],0,"Contains 3 Random Rusted Scarabs","Art/2DItems/Currency/Scarabs/NormalScarabVaultPassRandom.dds",376,400,"","Rusted Scarabs",5,"",0,0,0,-33554432,-16843010,-16843010,-16843010,67043070,"","",""
62,5,2,0,17,"","MysteryPackApollyonBox",[9462],0,"Receive a random prize with an Apollyon theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",377,1296,"","Apollyon Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
63,5,2,1,17,"","",[],0,"Contains 3 Orbs of Unmaking","",377,401,"","Orb of Unmaking",5,"",0,0,0,150994944,0,0,0,50331648,"","",""
64,5,3,0,27,"","AtlasPassOracleGloves",[4348],0,"","",378,1297,"","Oracle Gloves","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
65,5,3,1,27,"","",[],0,"Contains 3 Singular Scouting Reports","",378,402,"","Singular Scouting Report",0,"",0,0,0,-1174405120,40,0,0,50331648,"","",""
66,5,4,0,40,"","MysteryPackOriathanBox",[9424],0,"Receive a random prize with an Oriath theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",379,1298,"","Oriath Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
67,5,4,1,40,"","",[],0,"Contains a Blighted Map","Art/2DItems/Maps/BattlePassBlightedMap.dds",379,403,"","Blighted Map",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
68,5,5,0,57,"","AtlasPassOracleBodyArmour",[4349],0,"","",380,1299,"","Oracle Body Armour","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
69,5,5,1,57,"","",[],0,"Contains Niko's Charged Compass","",380,404,"","Niko's Charged Compass",0,"",0,0,0,754974720,0,0,0,16777216,"","",""
70,5,6,0,80,"","MysteryPackTwilightBox",[9456],0,"Receive a random prize with a Twilight theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",381,1300,"","Twilight Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
71,5,6,1,80,"","",[],0,"Contains a Random Shaper Guardian Map","Art/2DItems/Maps/BattlePassGuardianMap.dds",381,405,"","Shaper Guardian Map",2,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
72,5,7,0,115,"","AtlasPassOracleHelmet",[4346],0,"","",382,1301,"","Oracle Helmet","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
73,5,7,1,115,"","",[],0,"Contains a Random Master's Memory","Art/2DItems/Currency/MemoryLine/BattlePassMemoryLine.dds",382,406,"","Random Memory",1,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
74,6,0,0,1,"","MysteryPackMidnightPactBox",[9465],0,"Receive a random prize with a Midnight Pact theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",375,1294,"","Midnight Pact Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
75,6,0,1,1,"","",[],0,"Contains a Random Tier 2 Kirac's Map","Art/2DItems/Maps/BattlePassRandomNormalMap.dds",375,399,"","Contains a Tier 2 Kirac's Map",2,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
76,6,1,0,8,"","CursebringerBoots",[4462],0,"","",376,1295,"","Cursebringer Boots","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
77,6,1,1,8,"","",[],0,"Contains 3 Orbs of Unmaking","",376,400,"","Orb of Unmaking",5,"",0,0,0,150994944,0,0,0,50331648,"","",""
78,6,2,0,17,"","MysteryPackAtlantisBox",[9468],0,"Receive a random prize with an Atlantis theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",377,1296,"","Atlantis Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
79,6,2,2,17,"","",[],0,"Grants 3 Kirac Master Missions","Art/2DItems/Maps/BattlePassKiracMasterMissionIcon.dds",377,401,"","Kirac Master Missions",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,67043070,"","",""
80,6,3,0,27,"","CursebringerGloves",[4463],0,"","",378,1297,"","Cursebringer Gloves","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
81,6,3,1,27,"","",[],0,"Contains a Random Unique Map up to Tier 5","Art/2DItems/Maps/VaultPassRandomMap.dds",378,402,"","Unique Map",3,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
82,6,4,0,40,"","MysteryPackHarmonyBox",[9471],0,"Receive a random prize with a Harmony theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",379,1298,"","Harmony Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
83,6,4,1,40,"","",[],0,"Contains 3 Vaal Scouting Reports","",379,403,"","Vaal Scouting Reports",0,"",0,0,0,-1124073472,40,0,0,50331648,"","",""
84,6,5,0,57,"","CursebringerBodyArmour",[4464],0,"","",380,1299,"","Cursebringer Body Armour","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
85,6,5,1,57,"","",[],0,"Contains a Map with 5 Delirium Orbs applied","Art/2DItems/Maps/BattlePassRandomDeliriousYellow.dds",380,404,"","Delirium Map with 5 Reward Types",2,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
86,6,6,0,80,"","MysteryPackWarlordBox",[9459],0,"Receive a random prize with a Warlord theme! It'll appear inside your MTX stash, waiting to be unwrapped.","",381,1300,"","Warlord Mystery Box","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
87,6,6,1,80,"","",[],0,"Contains a Random Elder Guardian Map","Art/2DItems/Maps/BattlePassRandomElderGuardian.dds",381,405,"","Elder Guardian Map",2,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
88,6,7,0,115,"","CursebringerHelmet",[4461],0,"","",382,1301,"","Cursebringer Helmet","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
89,6,7,1,115,"","",[],0,"Contains a Special Maven's Invitation","Art/2DItems/Maps/BattlePassRandomMavenInvite.dds",382,406,"","Special Maven Invitation",2,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
