"rownum","Id","StatsKey","bool","StatMin","StatMax","bool"
56,"IsMaximumDelirium",11497,1,100,100,""
57,"AwakeningLevel8",10698,1,8,8,""
58,"ContainsElderGuardian",6544,1,1,1,""
59,"IsBlightedMap",10335,1,1,1,""
60,"IsUberBlightedMap",14747,1,1,1,""
61,"IsT10PlusHellscapeMap",15053,1,10,10,""
62,"HasIncreasedAreaOfEffect",3241,1,1,1,""
63,"HasMinusMaxResistances",1007,"",-1,-1,1
64,"HasAdditionalProjectiles",994,1,1,1,""
65,"HasAttackSpeed",990,1,1,1,""
66,"HasCastSpeed",991,1,1,1,""
67,"HasMovementSpeed",989,1,1,1,""
68,"Has4SextantMods",5825,1,4,4,""
69,"HasTangleInfluence",10590,"",1,1,""
70,"HasCleansingFireInfluence",10590,"",2,2,""
71,"HasHeightOfHubrisAffectingArea",16267,1,1,1,""
72,"Has70PercentBossAoE",3251,1,70,70,""
73,"IsTier14Plus",10004,1,14,14,""
74,"Expedition5Remnants",14641,1,5,5,""
75,"Expedition15Remnants",14641,1,15,15,""
76,"IsLastMapOfAMemoryLine",16841,1,1,1,""
77,"IsFirstMapOfMemoryLineTier14Plus",16842,1,14,14,""
78,"IsAnyMemoryLine",16843,1,1,1,""
79,"IsAbyssMemoryLine",16843,"",1,1,""
80,"IsAmbushMemoryLine",16843,"",2,2,""
81,"IsAnarchyMemoryLine",16843,"",3,3,""
82,"IsBestiaryMemoryLine",16843,"",4,4,""
83,"IsBetrayalMemoryLine",16843,"",5,5,""
84,"IsBlightMemoryLine",16843,"",6,6,""
85,"IsBreachMemoryLine",16843,"",7,7,""
86,"IsDeliriumMemoryLine",16843,"",8,8,""
87,"IsDominationMemoryLine",16843,"",9,9,""
88,"IsEssenceMemoryLine",16843,"",10,10,""
89,"IsExpeditionMemoryLine",16843,"",11,11,""
90,"IsHarvestMemoryLine",16843,"",12,12,""
91,"IsHeistMemoryLine",16843,"",13,13,""
92,"IsIncursionMemoryLine",16843,"",14,14,""
93,"IsLegionMemoryLine",16843,"",15,15,""
94,"IsMetamorphMemoryLine",16843,"",16,16,""
95,"IsRitualMemoryLine",16843,"",17,17,""
96,"IsTormentMemoryLine",16843,"",18,18,""
97,"IsHarbingerMemoryLine",16843,"",19,19,""
98,"AtLeast100Quantity",1036,1,100,100,""
99,"AtLeast80Quantity",1036,1,80,80,""
100,"SextantMinimumRarity",5133,1,2,2,""
101,"SextantEnragedStrongbox",5096,1,25,25,""
102,"SextantBossHarbinger",9342,1,1,1,""
103,"SextantBossBodyguards",5110,1,1,1,""
104,"SextantHealingPacks",5076,1,4,4,""
105,"SextantConvertPacks",5080,1,4,4,""
106,"SextantHereticGhost",9391,1,1,1,""
107,"SextantBetrayerGhost",9390,1,1,1,""
108,"SextantGraverobberGhost",9389,1,1,1,""
109,"SextantGloomShrine",9847,1,1,1,""
110,"SextantResonatingShrine",9846,1,1,1,""
111,"IsAlvaMemoryLine",18443,"",3,3,""
112,"IsNikoMemoryLine",18443,"",5,5,""
113,"IsEinharMemoryLine",18443,"",2,2,""
114,"IsKiracMemoryLine",18443,"",7,7,""
115,"SextantMapBossUnique",4919,1,1,1,""
116,"SextantVaalPacks",9361,1,6,6,""
117,"SextantMirroredRares",5075,1,4,4,""
118,"SextantExtraFire",5025,1,12,12,""
119,"SextantExtraCold",5029,1,12,12,""
120,"SextantExtraLightning",5028,1,12,12,""
121,"SextantExtraChaos",5026,1,12,12,""
122,"SextantMagicPacksize",5088,1,25,25,""
123,"SextantUnidpacksize",5157,1,20,20,""
124,"SextantBeyondPacksize",16826,1,25,25,""
125,"AtLeast50Quantity",1036,1,50,50,""
