"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","Null6"
154,4562,600,714,25,46,14,0
155,4563,550,667,21,50,14,0
156,4564,550,625,21,49,14,0
157,4565,650,769,18,73,14,0
158,4566,550,625,28,51,14,0
159,4567,570,714,29,67,14,0
160,4568,600,645,29,60,14,0
161,4569,550,667,19,75,14,0
162,4570,600,714,35,65,14,0
163,4571,550,667,29,69,14,0
164,4572,550,625,27,64,14,0
165,4573,650,769,22,87,14,0
166,4574,550,625,32,60,14,0
167,4575,570,714,31,72,14,0
168,4576,600,667,32,66,14,0
169,4577,500,690,6,8,11,0
170,4578,500,714,8,13,11,0
171,4579,500,690,13,16,11,0
172,4580,500,769,15,27,11,0
173,4581,500,690,13,31,11,0
174,4582,500,714,19,32,11,0
175,4583,500,833,32,40,11,0
176,4584,500,714,21,43,11,0
177,4585,500,741,28,42,11,0
178,4586,500,800,31,51,11,0
179,4587,500,714,33,42,11,0
180,4588,500,870,37,69,11,0
181,4589,500,714,25,59,11,0
182,4590,500,769,38,63,11,0
183,4591,500,833,53,67,11,0
184,4592,500,714,33,69,11,0
185,4593,500,741,44,66,11,0
186,4594,500,800,48,80,11,0
187,4595,500,714,49,62,11,0
188,4596,500,870,54,101,11,0
189,4597,500,714,35,81,11,0
190,4598,500,769,49,82,11,0
191,4599,500,833,65,82,11,0
192,4600,500,714,38,80,11,0
193,4601,500,741,49,74,11,0
194,4602,500,769,20,41,11,0
195,4603,500,769,31,64,11,0
196,4604,500,769,39,81,11,0
197,4605,600,645,5,8,11,0
198,4606,600,667,8,12,11,0
199,4607,600,714,10,19,11,0
200,4608,650,714,14,22,11,0
201,4609,600,714,18,27,11,0
202,4610,600,690,17,31,11,0
203,4611,600,833,21,50,11,0
204,4612,620,800,29,44,11,0
205,4613,600,769,27,50,11,0
206,4614,600,667,24,36,11,0
207,4615,600,800,30,55,11,0
208,4616,650,800,35,52,11,0
209,4617,600,800,38,57,11,0
210,4618,600,714,30,55,11,0
211,4619,600,833,34,80,11,0
212,4620,620,800,45,67,11,0
213,4621,600,769,39,72,11,0
214,4622,600,667,37,55,11,0
215,4623,600,800,43,80,11,0
216,4624,650,800,49,73,11,0
217,4625,600,800,51,76,11,0
218,4626,600,714,37,70,11,0
219,4627,600,833,41,95,11,0
220,4628,620,800,50,76,11,0
221,4629,600,769,42,78,11,0
222,4630,630,690,23,34,11,0
223,4631,630,690,35,52,11,0
224,4632,630,690,41,61,11,0
225,4633,500,714,5,13,120,0
226,4634,500,667,6,16,120,0
227,4635,600,769,8,33,120,0
228,4636,600,769,16,34,120,0
229,4637,670,800,15,45,120,0
230,4638,650,714,15,45,120,0
231,4639,500,690,14,56,120,0
232,4640,500,833,28,73,120,0
233,4641,550,714,37,56,120,0
234,4642,500,667,20,61,120,0
235,4643,600,800,24,96,120,0
236,4644,600,769,37,76,120,0
237,4645,670,800,32,96,120,0
238,4646,650,714,29,86,120,0
239,4647,500,690,24,94,120,0
240,4648,500,833,44,116,120,0
241,4649,550,714,58,86,120,0
242,4650,500,667,32,96,120,0
243,4651,600,800,36,144,120,0
244,4652,600,769,56,117,120,0
245,4653,670,800,43,130,120,0
246,4654,650,714,38,115,120,0
247,4655,500,690,29,117,120,0
248,4656,500,833,50,133,120,0
249,4657,550,714,61,92,120,0
250,4658,550,769,9,13,120,0
251,4659,550,769,13,20,120,0
252,4660,550,769,16,24,120,0
253,4661,500,741,4,10,120,0
254,4662,600,769,9,19,13,0
255,4663,620,769,10,31,13,0
256,4664,600,769,24,41,13,0
257,4665,640,769,14,42,13,0
258,4666,620,769,27,57,13,0
259,4667,650,870,27,81,13,0
260,4668,610,769,41,76,13,0
261,4669,600,833,41,85,13,0
262,4670,620,870,34,102,13,0
263,4671,600,769,51,86,13,0
264,4672,660,800,38,114,13,0
265,4673,630,800,56,117,13,0
266,4674,650,870,48,145,13,0
267,4675,610,769,65,121,13,0
268,4676,600,833,66,138,13,0
269,4677,620,870,55,165,13,0
270,4678,600,769,72,120,13,0
271,4679,730,800,53,160,13,0
272,4680,680,800,71,147,13,0
273,4681,700,870,57,171,13,0
274,4682,650,769,73,136,13,0
275,4683,600,833,70,145,13,0
276,4684,600,800,36,66,13,0
277,4685,600,800,55,102,13,0
278,4686,600,800,65,120,13,0
279,4687,700,800,39,73,13,0
280,4688,700,800,61,113,13,0
281,4689,700,800,78,144,13,0
282,4690,500,769,12,20,13,0
283,4691,500,800,19,30,13,0
284,4692,500,769,19,39,13,0
285,4693,500,769,29,43,13,0
286,4694,500,800,36,60,13,0
287,4695,500,769,43,58,13,0
288,4696,500,800,49,73,13,0
289,4698,500,870,58,91,13,0
290,4697,500,833,53,83,13,0
291,4699,500,800,48,99,13,0
292,4700,500,769,61,92,13,0
293,4701,500,833,74,123,13,0
294,4702,500,769,76,103,13,0
295,4703,500,800,81,121,13,0
296,4704,500,833,88,138,13,0
297,4705,500,952,121,189,13,0
298,4706,500,769,74,155,13,0
299,4707,570,741,87,131,13,0
300,4708,500,870,104,174,13,0
301,4709,500,714,90,122,13,0
302,4710,600,800,96,144,13,0
303,4711,500,833,97,152,13,0
304,4712,500,741,36,56,13,0
305,4713,500,741,55,86,13,0
306,4714,500,741,65,101,13,0
307,4715,500,690,8,16,13,0
308,4716,500,714,11,26,13,0
309,4717,500,690,17,29,13,0
310,4718,500,714,20,38,13,0
311,4719,500,714,23,48,13,0
312,4720,500,714,30,50,13,0
313,4721,500,741,31,65,13,0
314,4722,600,741,41,68,13,0
315,4723,500,769,34,79,13,0
316,4724,500,690,39,65,13,0
317,4725,500,741,45,84,13,0
318,4726,500,769,49,102,13,0
319,4727,500,714,54,89,13,0
320,4728,500,741,52,109,13,0
321,4729,600,741,63,104,13,0
322,4730,500,769,55,128,13,0
323,4731,500,667,62,104,13,0
324,4732,650,714,62,115,13,0
325,4733,500,769,68,142,13,0
326,4734,500,690,69,115,13,0
327,4735,500,741,62,129,13,0
328,4736,570,741,67,112,13,0
329,4737,600,769,34,63,13,0
330,4738,600,769,52,97,13,0
331,4739,600,769,61,114,13,0
332,4740,500,769,10,16,13,0
333,4741,500,800,17,25,13,0
334,4742,500,769,16,33,13,0
335,4743,500,769,25,38,13,0
336,4744,500,769,27,49,13,0
337,4745,500,833,40,60,13,0
338,4746,500,800,46,62,13,0
339,4747,500,800,45,68,13,0
340,4748,500,909,57,85,13,0
341,4749,500,800,43,88,13,0
342,4750,500,769,54,81,13,0
343,4751,500,800,55,103,13,0
344,4752,500,833,72,108,13,0
345,4753,500,800,77,104,13,0
346,4754,500,800,75,113,13,0
347,4755,500,1000,112,168,13,0
348,4756,550,769,65,135,13,0
349,4757,500,741,77,115,13,0
350,4758,500,800,74,138,13,0
351,4759,500,909,102,153,13,0
352,4760,600,870,101,137,13,0
353,4761,500,833,91,136,13,0
354,4762,500,870,39,64,13,0
355,4763,500,870,62,103,13,0
356,4764,500,870,81,135,13,0
357,4765,500,833,8,15,13,0
358,8910,600,667,4,8,10,0
359,9226,700,588,0,0,11,0
360,9227,700,625,0,0,13,0
