"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
10,"Descent11","[4858,4859,6,6,4771,4772,4773,2,14,11,11]","[4860,4861,5332,6,6,4771,4772,4773,2,2]","[4858,4859,6,6,4771,4772,4773,2,14,11,11]","[4860,4861,5332,6,6,4771,4772,4773,2,2]","[4858,4859,6,6,4771,4772,4773,2,14,11,11]","[4860,4861,5332,6,6,4771,4772,4773,2,2]","[4858,4859,6,6,4771,4772,4773,2,14,11,11]","[4860,4861,5332,6,6,4771,4772,4773,2,2]","[4858,4859,6,6,4771,4772,4773,2,14,11,11]","[4860,4861,5332,6,6,4771,4772,4773,2,2]","[4858,4859,6,6,4771,4772,4773,2,14,11,11]","[4860,4861,5332,6,6,4771,4772,4773,2,2]",1325,"[4858,4859,6,6,4771,4772,4773,2,14,11,11]","[4860,4861,5332,6,6,4771,4772,4773,2,2]"
11,"Descent12","[4810,1,1,1,5622,5612,5299,5314,5652,5651,14,6,2,15,15]","[1,1,1,4810,5651,5299,5314,5612,5652,5622,12,12,6,2]","[4810,1,1,1,5622,5612,5299,5314,5652,5611,14,6,2,15,15]","[1,1,1,4810,5652,5611,5299,5314,5622,5612,12,12,6,2]","[4810,1,1,1,5616,5299,5314,5786,5652,5649,14,6,2,15,15]","[1,1,1,4810,5652,5299,5314,5649,5786,5616,12,12,6,2]","[4810,1,1,1,5652,5615,5299,5314,5653,5610,14,6,2,15,15]","[1,1,1,4810,5653,5615,5610,5652,12,12,6,2]","[4810,1,1,1,5299,5314,5653,5651,5610,14,6,2,15,15]","[1,1,1,4810,5653,5299,5314,5651,5610,12,12,6,2]","[4810,1,1,1,5299,5314,5651,5610,5652,5611,14,6,2,15,15]","[1,1,1,4810,5299,5314,5651,5610,5652,5611,12,12,6,2]",1326,"[4810,1,1,1,5299,5314,5651,5652,5610,14,6,2,15,15]","[1,1,1,4810,5299,5314,5651,5652,5610,12,12,6,2]"
12,"Descent13","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]",1327,"[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]"
13,"Descent14","[6,6,2,2,13,13,5693,5830,5845]","[21,21,20,20,20,19,19,13,13,5693,5830,5845]","[6,6,2,2,13,13,5693,5830,5845]","[21,21,20,20,20,19,19,13,13,5693,5830,5845]","[6,6,2,2,13,13,5777,5693,5818]","[21,21,20,20,20,19,19,13,13,5777,5693,5818]","[6,6,2,2,13,13,5728,5739,5842,5815,5819]","[21,21,20,20,20,19,19,13,13,5728,5739,5842,5815,5819]","[6,6,2,2,13,13,5726,5728,5739,5842,5819]","[21,21,20,20,20,19,19,13,13,5726,5728,5739,5842,5819]","[6,6,2,2,13,13,5726,5842,5830,5845]","[21,21,20,20,20,19,19,13,13,5726,5842,5830,5845]",1328,"[6,6,2,2,13,13,5726,5693,5842,5830,5845]","[21,21,20,20,20,19,19,13,13,5693,5726,5842,5830,5845]"
14,"Descent15",[],[],[],[],[],[],[],[],[],[],[],[],1329,[],[]
15,"Descent2_2_1","[4767,4769,10,10,15,11,4859,4805,5673,5623,5808,5295,5295,5310,5843]",[],"[4767,4769,10,10,15,11,4859,4805,5295,5295,5310,5621,5673,5642,5808,5843]",[],"[4767,4769,10,10,15,11,4859,4805,5295,5310,5295,5642,5556,5820]",[],"[4767,4769,10,10,15,11,4859,4805,5295,5310,5295,5670,5642,5831,5826]",[],"[4767,4769,10,10,15,11,4859,4805,5295,5310,5295,5831,5826]",[],"[4767,4769,10,10,15,11,4859,4805,5295,5310,5295,5678,5808,5826,5843]",[],1331,"[4767,4769,10,10,15,11,4859,4805,5295,5310,5295,5673,5808,5826,5843]",[]
16,"Descent2_2_2","[4768,10,10,15,11,1,1,1,4858,6,4804,5673,5623,5808,5295,5310,5843]",[],"[4768,10,10,15,11,1,1,1,4858,6,4804,5295,5310,5621,5673,5642,5808,5843]",[],"[4768,10,10,15,11,1,1,1,4858,6,4804,5295,5310,5642,5556,5820]",[],"[4768,10,10,15,11,1,1,1,4858,6,4804,5295,5310,5670,5642,5831,5826]",[],"[4768,10,10,15,11,1,1,1,4858,6,4804,5295,5310,5831,5826]",[],"[4768,10,10,15,11,1,1,1,4858,6,4804,5295,5310,5678,5808,5826,5843]",[],1332,"[4768,10,10,15,11,1,1,1,4858,6,4804,5295,5310,5673,5808,5826,5843]",[]
17,"Descent2_3","[8,8,8,12,12,14,15,11,11,10,10,1,1,5296,5311]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],1333,"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[]
18,"Descent2_4","[5696,5561,5296]",[],"[5296,5561,5696,5564]",[],"[5296,5564,5567,5696]",[],"[5296,5570,5567,5564,5835,5705]",[],"[5296,5570,5564,5835]",[],"[5296,5561,5570,5696]",[],1336,"[5296,5567,5570,5561,5696,5564]",[]
19,"Descent2_5_1","[4806,4808,6,11,11,14,1,1,4860]",[],"[4807,4808,6,11,11,14,1,1,4860]",[],"[4807,4808,6,11,11,14,1,1,4860]",[],"[4806,4808,6,11,11,14,1,1,4860]",[],"[4807,4808,6,11,11,14,1,1,4860]",[],"[4807,4806,6,11,11,14,1,1,4860]",[],1337,"[4807,4808,6,11,11,14,1,1,4860]",[]
20,"Descent2_5_2","[4806,4807,6,6,2,4858]",[],"[4806,4808,6,6,2,4858]",[],"[4806,4807,6,6,2,4858]",[],"[4806,4807,6,6,2,4858]",[],"[4806,4807,6,6,2,4858]",[],"[4808,4807,6,6,2,4858]",[],1338,"[4806,4807,6,6,2,4858]",[]
21,"Descent2_6_1","[6,6,2,5537,5297,5312,5840]",[],"[6,6,2,5702,5840,5537]",[],"[6,6,2,5702,5626,5643]",[],"[6,6,2,5702,5533,5707,5834,5822]",[],"[6,6,2,5533,5637,5644,5834,5822]",[],"[6,6,2,5533,5637,5725,5698,5840]",[],1339,"[6,6,2,5533,5840,5637]",[]
22,"Descent2_6_2","[21,20,19,23,21,20,19,23,5537,5297,5312,5840]",[],"[21,20,19,23,21,20,19,23,5702,5840,5537]",[],"[21,20,19,23,21,20,19,23,5702,5626,5643]",[],"[21,20,19,23,21,20,19,23,5702,5533,5707,5834,5822]",[],"[21,20,19,23,21,20,19,23,5533,5637,5644,5834,5822]",[],"[21,20,19,23,21,20,19,23,5533,5637,5725,5698,5840]",[],1341,"[21,20,19,23,21,20,19,23,5533,5840,5637]",[]
23,"Descent2_8_1","[6,2,2,4811,4812,21,20,19,21,20,19,5782,5783,5781,5542]",[],"[6,2,2,4811,4813,21,20,19,21,20,19,5781,5782,5783,5542,5549]",[],"[6,2,2,4811,4812,21,20,19,21,20,19,5782,5783,5781,5549,5677]",[],"[6,2,2,4811,4812,21,20,19,21,20,19,5783,5782,5781,5549,5677]",[],"[6,2,2,4812,4813,21,20,19,21,20,19,5783,5782,5735,5677]",[],"[6,2,2,4811,4812,21,20,19,21,20,19,5783,5782,5677,5781,5542]",[],1345,"[6,2,2,4811,4812,21,20,19,21,20,19,4813,5783,5782,5781,5549,5542,5677]",[]
24,"Descent2_8_2","[6,4811,4813,10,10,11,11,1,1,21,20,19,21,20,19,14,5782,5783,5781,5542,5297,5312]",[],"[6,4812,4813,10,10,11,11,1,1,21,20,19,21,20,19,14,5781,5782,5783,5542,5549]",[],"[6,4812,4813,10,10,11,11,1,1,21,20,19,21,20,19,14,5782,5783,5781,5549,5677]",[],"[6,4811,4813,10,10,11,11,1,1,21,20,19,21,20,19,14,5783,5782,5781,5549,5677]",[],"[6,4811,4813,10,10,11,11,1,1,21,20,19,21,20,19,14,5783,5782,5735,5677]",[],"[6,4812,4813,10,10,11,11,1,1,21,20,19,21,20,19,14,5783,5782,5677,5781,5542]",[],1346,"[6,4812,4813,10,10,11,11,1,1,21,20,19,21,20,19,14,4811,5783,5782,5781,5549,5542,5677]",[]
25,"Descent2_9_1","[6,2,13,13,13,2,6,6,6,2,4773,5604,5562,5634,5298,5298,5313,5313,4773]",[],"[6,2,13,13,13,2,6,6,6,2,4773,5731,5562,5634,5604,4773]",[],"[6,2,13,13,13,2,6,6,6,2,4773,5731,5562,5634,4773]",[],"[6,2,13,13,13,2,6,6,6,2,4773,5607,5562,5604,5814,4773]",[],"[6,2,13,13,13,2,6,6,6,2,4773,5607,5627,4773]",[],"[6,2,13,13,13,2,6,6,6,2,4773,5607,5627,5634,5604,4773]",[],1347,"[6,2,13,13,13,2,6,6,6,2,4773,5604,5562,5634,5607,5627,5731,4773]",[]
26,"Descent2_9_2","[6,2,13,13,13,1,1,21,20,19,4771,5604,5562,5634,5298,5298,5313,5313,4771]",[],"[6,2,13,13,13,1,1,21,20,19,4771,5731,5562,5634,5604,4771]",[],"[6,2,13,13,13,1,1,21,20,19,4771,5731,5562,5634,4771]",[],"[6,2,13,13,13,1,1,21,20,19,4771,5607,5562,5604,5814,4771]",[],"[6,2,13,13,13,1,1,21,20,19,4771,5607,5627,4771]",[],"[6,2,13,13,13,1,1,21,20,19,4771,5607,5627,5634,5604,4771]",[],1348,"[6,2,13,13,13,1,1,21,20,19,4771,5604,5562,5634,5607,5627,5731,4771]",[]
27,"Descent2_9_3","[6,2,13,13,13,2,6,12,14,13,4772,5604,5562,5634,5298,5298,5313,5313,4772]",[],"[6,2,13,13,13,2,6,12,14,13,4772,5731,5562,5634,5604,4772]",[],"[6,2,13,13,13,2,6,12,14,13,4772,5731,5562,5634,4772]",[],"[6,2,13,13,13,2,6,12,14,13,4772,5607,5562,5604,5814,4772]",[],"[6,2,13,13,13,2,6,12,14,13,4772,5607,5627,4772]",[],"[6,2,13,13,13,2,6,12,14,13,4772,5607,5627,5634,5604,4772]",[],1349,"[6,2,13,13,13,2,6,12,14,13,4772,5604,5562,5634,5607,5627,5731,4772]",[]
28,"Descent2_11","[5,21,20,19,2,6,13,4778]",[],"[5,21,20,19,2,6,13,4778]",[],"[5,21,20,19,2,6,13,4778]",[],"[5,21,20,19,2,6,13,4778]",[],"[5,21,20,19,2,6,13,4778]",[],"[5,21,20,19,2,6,13,4778]",[],1353,"[5,21,20,19,2,6,13,4778]",[]
29,"Descent2_12","[1,1,1,6,2,8,8,8,12,12,13,5651,5611,5622,5612,5650,5299,5314]",[],"[1,1,1,6,2,8,8,8,12,12,13,5611,5786,5652,5649,5612]",[],"[1,1,1,6,2,8,8,8,12,12,13,5786,5616,5652,5649]",[],"[1,1,1,6,2,8,8,8,12,12,13,5689,5691,5690,5653,5652,5615]",[],"[1,1,1,6,2,8,8,8,12,12,13,5689,5691,5690,5646,5653]",[],"[1,1,1,6,2,8,8,8,12,12,13,5689,5691,5690,5611,5651]",[],1354,"[1,1,1,6,2,8,8,8,12,12,13,5689,5691,5690,5651,5653,5652]",[]
30,"Descent2_3_S1","[5332,5332,5218]",[],"[5332,5332,5218]",[],"[5332,5332,5218]",[],"[5332,5332,5218]",[],"[5332,5332,5218]",[],"[5332,5332,5218]",[],1334,"[5332,5332,5218]",[]
31,"Descent2_6_1_S1","[5534,4577,5806,5618,5792,4633]",[],"[5534,4577,5806,5618,5792,4633]",[],"[5534,4577,5806,5618,5792,4633]",[],"[5534,4577,5806,5618,5792,4633]",[],"[5534,4577,5806,5618,5792,4633]",[],"[5534,4577,5806,5618,5792,4633]",[],1340,"[5534,4577,5806,5618,5792,4633]",[]
32,"Descent2_6_2_S1","[5657,5802]",[],"[5657,5802]",[],"[5657,5802]",[],"[5657,5802]",[],"[5657,5802]",[],"[5657,5802]",[],1342,"[5657,5802]",[]
