"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","IsSupport","bool","i32","i32","i32","i32"
42,5550,7799,0,40,60,"[11,25,4,14,1,15]",5755,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
43,5755,7806,0,40,60,"[11,25,4,14,15,24,1]","",1,"","",7799,"","",1,1,-16843010,-16843010,-16843010,-16843010
44,5551,551,0,0,100,"[11,25,4,8]","","","","","",10246,"",1,1,-16843010,-16843010,-16843010,-16843010
45,5556,563,0,100,0,"[10,25,13,5,14,15,3,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
46,5571,575,0,0,100,"[11,25,4,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
47,5572,576,0,100,0,"[10,25,4,15,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
48,5574,580,0,0,100,"[11,25,4,15,0]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
49,5575,581,40,0,60,"[11,25,4,14,0]",5772,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
50,5772,7877,40,0,60,"[11,25,4,14,0,24,15]","",1,"","",581,"","",1,1,-16843010,-16843010,-16843010,-16843010
51,5576,623,0,0,100,"[11,25,4,15,0]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
52,5577,624,0,0,100,"[11,25,4,14,0,1,2,38]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
53,5578,629,33,33,34,"[29,25,4]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
54,5773,630,33,33,34,"[29,25,4,24]","",1,"","",629,"","",1,1,-16843010,-16843010,-16843010,-16843010
55,5579,631,60,0,40,"[47,9,16]","","","Supports any skill. Minions, Totems, Traps and Mines cannot gain Inspiration Charges.",13373,"","","",1,1,-16843010,-16843010,-16843010,-16843010
56,5580,636,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.",13408,"","","",1,1,-16843010,-16843010,-16843010,-16843010
57,5581,638,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.",13397,"","","",1,1,-16843010,-16843010,-16843010,-16843010
58,5582,639,100,0,0,"[9,16]","","","Supports any skill that hits enemies.",13392,"","","",1,1,-16843010,-16843010,-16843010,-16843010
59,5583,641,100,0,0,"[9,16]","","","Supports any skill that hits enemies, causing those hits to leech life based on damage dealt.",13380,"","","",1,1,-16843010,-16843010,-16843010,-16843010
60,5584,643,0,100,0,"[10,16]","","","Supports attack skills that hit enemies, causing those hits to leech mana based on damage dealt.",13371,"","","",1,1,-16843010,-16843010,-16843010,-16843010
61,5585,644,0,0,100,"[3,11,16]","","","Supports any skill that hits enemies.",13472,"","","",1,1,454,0,-16843010,-16843010
62,5587,645,0,60,40,"[10,25,13,7,36]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
63,5588,646,0,100,0,"[10,25,13,7,36,22,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
64,5589,792,0,0,100,"[11,25,4,5,15,2]",5743,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
65,5743,2933,0,0,100,"[11,25,4,5,15,24,2]","",1,"","",792,"","",1,1,-16843010,-16843010,-16843010,-16843010
66,5658,4983,0,0,0,"[16,26]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
67,5590,805,100,0,0,"[9,16]","","","Supports any skill that hits enemies, making it easier to stun enemies with those skills.",13386,"","","",1,1,-16843010,-16843010,-16843010,-16843010
68,5591,807,0,0,100,"[47,11,25,4,5,1]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
69,5592,822,0,100,0,"[10,16,5]","","","Supports projectile skills.",13462,"","","",1,1,-16843010,-16843010,-16843010,-16843010
70,5593,823,0,60,40,"[10,16,20]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a trap that will use the skill for you when an enemy walks near it. Traps cannot use channelling skills.",13401,"","","",1,1,-16843010,-16843010,-16843010,-16843010
71,5594,825,0,0,100,"[11,25,4,8]","","","","","",10245,"",1,1,-16843010,-16843010,-16843010,-16843010
72,5595,7867,100,0,0,"[9,25,13,14,7,36,0,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
73,5596,833,100,0,0,"[9,25,13,7,36,1]",5760,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
74,5760,840,100,0,0,"[9,25,13,7,36,15,14,24,1]","",1,"","",833,"","",1,1,-16843010,-16843010,-16843010,-16843010
75,5597,850,0,0,100,"[11,25,4,15,1]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
76,5598,860,0,0,100,"[11,25,4,5,1]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
77,5599,875,0,0,100,"[11,25,4,14,2,38]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
78,5600,4158,0,0,100,"[11,25,4,14,2,38]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
79,5601,911,0,100,0,"[10,25,13,15,7,36,3]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
80,5602,4498,0,100,0,"[10,25,4,15,22,33,35]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
81,5603,4498,0,100,0,"[10,25,4,15,22,33,35]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
82,5604,920,100,0,0,"[7,33,9,16,13]","","","Supports melee attack skills.",13464,"","","",1,1,440,0,-16843010,-16843010
83,5605,921,100,0,0,"[9,16]","","","Supports any skill that can kill enemies.",13409,"","","",1,1,-16843010,-16843010,-16843010,-16843010
84,5606,923,0,0,100,"[11,16]","","","Supports any skill that can kill enemies.",13410,"","","",1,1,-16843010,-16843010,-16843010,-16843010
85,5607,924,0,0,100,"[11,16,4]","","","Supports non-instant spell skills.",13403,"","","",1,1,-16843010,-16843010,-16843010,-16843010
86,5608,926,0,100,0,"[10,25,13,5,14,15,0,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
87,5609,950,0,60,40,"[10,25,4,14,15,17,42]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
88,5610,971,0,0,100,"[11,25,4,14,15,17,42]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
89,5611,981,60,40,0,"[9,25,4,17,43]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
90,5612,988,60,0,40,"[9,25,4,14,15,17,33,42]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
91,5613,4394,60,0,40,"[9,25,4,14,15,17,33,42]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
92,5614,993,0,0,100,"[11,25,4,14,15,17,42]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
93,5615,1006,0,40,60,"[47,11,25,4,17,43]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
94,5616,1014,0,100,0,"[10,25,4,17,43]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
95,5617,7671,0,40,60,"[11,25,4,14,15,3,17,42]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
96,5618,1049,0,0,100,"[11,25,4,14,15,22,2,35]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
97,5746,1051,0,0,100,"[11,25,4,14,15,24,2,22,35]","",1,"","",1049,"","",1,1,-16843010,-16843010,-16843010,-16843010
98,5619,1080,0,0,100,"[11,25,4,8,15]",5761,"","","","",10247,"",1,1,-16843010,-16843010,-16843010,-16843010
99,5761,1082,0,0,100,"[11,25,4,8,15,24]","",1,"","",1080,10247,"",1,1,-16843010,-16843010,-16843010,-16843010
100,5624,1112,100,0,0,"[9,25,13,7,36]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
101,5758,1114,100,0,0,"[9,25,13,7,36,24]","",1,"","","","","",1,1,-16843010,-16843010,-16843010,-16843010
102,5625,1125,60,0,40,"[9,25,13,8,15,7,36]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
103,5626,7822,0,100,0,"[10,25,13,14,5,6]",5754,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
104,5754,7825,0,100,0,"[10,25,13,14,5,24,6]","",1,"","",7822,"","",1,1,-16843010,-16843010,-16843010,-16843010
105,5627,1137,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect, regardless of whether that skill deals damage.",13469,"","","",1,1,-16843010,-16843010,-16843010,-16843010
106,5628,1139,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",13396,"","","",1,1,463,0,-16843010,-16843010
107,5629,1140,100,0,0,"[9,16,15]","","","Supports any skill with a duration.",13411,"","","",1,1,-16843010,-16843010,-16843010,-16843010
108,5630,1142,60,0,40,"[1,0,9,16]","","","Supports any skill that hits enemies.",13405,"","","",1,1,-16843010,-16843010,-16843010,-16843010
109,5631,1143,0,0,100,"[0,11,16]","","","Supports any skill that hits enemies.",13412,"","","",1,1,-16843010,-16843010,-16843010,-16843010
110,5632,1145,0,0,100,"[22,11,16,8]","","","Supports skills which create Minions.",13394,"","","",1,1,-16843010,-16843010,-16843010,-16843010
111,5633,1146,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",13393,"","","",1,1,-16843010,-16843010,-16843010,-16843010
112,5634,1147,60,0,40,"[13,9,16]","","","Supports attack skills.",13390,"","","",1,1,437,0,-16843010,-16843010
113,5635,4098,100,0,0,"[13,33,9,16,7]","","","Supports melee attack skills, causing them to deal more damage against bleeding enemies, but preventing those skills from inflicting bleeding on enemies in any way.",13413,"","","",1,1,-16843010,-16843010,-16843010,-16843010
114,5636,1148,100,0,0,"[13,9,16]","","","Supports attack skills.",13414,"","","",1,1,-16843010,-16843010,-16843010,-16843010
115,5637,1149,0,0,100,"[11,25,4,14,15,0]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
116,5638,1287,0,60,40,"[10,25,13,5,7,36,2]",5757,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
117,5757,7811,0,60,40,"[10,25,13,7,36,15,24,2,5]","",1,"","",1287,"","",1,1,-16843010,-16843010,-16843010,-16843010
118,5639,1340,40,0,60,"[11,25,4,2,18]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
119,5640,1344,100,0,0,"[9,25,4,14,15,0,33,34]",5745,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
120,5745,1345,100,0,0,"[9,25,4,14,15,0,33,24,34]","",1,"","",1344,"","",1,1,-16843010,-16843010,-16843010,-16843010
121,5641,1357,0,0,100,"[47,11,25,13,5]",5748,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
122,5748,1358,0,0,100,"[47,11,25,13,5,24]","",1,"","",1357,"","",1,1,-16843010,-16843010,-16843010,-16843010
123,5642,1652,0,60,40,"[10,25,13,5,15,7,36,33,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
124,5643,1668,0,100,0,"[10,25,13,14,5,2,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
125,5645,1677,0,100,0,"[12,10,25,4,14]",5769,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
126,5769,1682,0,100,0,"[12,10,25,4,14,15,24]","",1,"","",1677,"","",1,1,-16843010,-16843010,-16843010,-16843010
127,5646,1686,40,0,60,"[12,11,25,4,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
128,5647,1688,75,0,0,"[12,9,25,4,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
129,5648,1694,0,0,100,"[12,11,25,4,14]",5768,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
130,5768,1695,0,0,100,"[12,11,25,4,14,15,24]","",1,"","",1694,"","",1,1,-16843010,-16843010,-16843010,-16843010
131,5649,1699,0,100,0,"[12,10,25,4,14]",5767,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
132,5767,1703,0,100,0,"[12,10,25,4,14,15,24]","",1,"","",1699,"","",1,1,-16843010,-16843010,-16843010,-16843010
133,5650,1706,100,0,0,"[12,9,25,4,14,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
134,5651,1709,60,0,40,"[12,9,25,4,14,0]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
135,5652,1716,0,60,40,"[12,10,25,4,14,1]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
136,5653,1724,0,0,100,"[12,11,25,4,14,2]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
137,5654,1733,0,100,0,"[10,25,13,5,0,6]",5744,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
138,5744,2939,0,100,0,"[10,25,13,5,14,24,0,6]","",1,"","",1733,"","",1,1,-16843010,-16843010,-16843010,-16843010
139,5655,1739,0,0,100,"[1,0,2,11,16,14]","","","Supports any skill that hits enemies, or could otherwise apply elemental ailments.",13467,"","","",1,1,-16843010,-16843010,-16843010,-16843010
140,5656,1740,100,0,0,"[12,9,16]","","","Supports any non-blessing skill with a reservation.",13375,"","","",1,1,-16843010,-16843010,-16843010,-16843010
141,5657,1746,0,0,75,"[12,11,25,4,14]",5766,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
142,5766,1748,0,0,75,"[12,11,25,4,14,15,24]","",1,"","",1746,"","",1,1,-16843010,-16843010,-16843010,-16843010
143,5659,1749,0,100,0,"[10,16]","","","Supports any skill that hits enemies. If enemies are left below 10% of maximum life after being hit by these skills, they will be killed.",13415,"","","",1,1,-16843010,-16843010,-16843010,-16843010
144,5660,1750,0,100,0,"[5,13,10,16]","","","Supports projectile skills.",13416,"","","",1,1,-16843010,-16843010,-16843010,-16843010
145,5661,1752,100,0,0,"[5,33,9,16]","","","Supports attack skills that fire projectiles, making the increase to physical melee damage from strength also increase their physical projectile damage.",13417,"","","",1,1,-16843010,-16843010,-16843010,-16843010
146,5662,1753,100,0,0,"[4,9,16]","","","Supports spell skills, making the increase to physical melee damage from strength also increase their spell damage.",13402,"","","",1,1,-16843010,-16843010,-16843010,-16843010
147,5663,1754,100,0,0,"[13,9,16]","","","Supports attack skills, providing a bonus to all damage dealt by those skills while your life is full.",13418,"","","",1,1,-16843010,-16843010,-16843010,-16843010
148,5664,1755,60,0,40,"[9,16,4,19]","","","Supports spell skills that are not triggered. Instead of casting that spell, you will summon a totem that casts the spell for you.",13406,"","","",1,1,-16843010,-16843010,-16843010,-16843010
149,5665,1765,0,40,60,"[11,16,21]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a mine that will use the skill for you when you detonate it. Mines cannot use channelling skills.",13384,"","","",1,1,-16843010,-16843010,-16843010,-16843010
150,5805,1768,33,33,34,"[29,21,25,4]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
151,5666,1769,100,0,0,"[19,9,25,4,14,33,38]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
152,5667,1779,100,0,0,"[19,12,9,25,4,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
153,5668,8736,0,40,60,"[21,47,11,25,4,5,1,12,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
154,5669,1785,0,40,60,"[20,11,25,4,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
155,5670,1786,0,100,0,"[20,10,25,4,15,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
156,5671,1796,0,60,40,"[10,16]","","","Supports any skill that hits enemies.",13404,"","","",1,1,-16843010,-16843010,-16843010,-16843010
157,5672,1797,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
158,5770,1799,0,60,40,"[20,10,25,4,15,14,24,0]","",1,"","","","","",1,1,-16843010,-16843010,-16843010,-16843010
159,5673,1855,100,0,0,"[19,9,25,4,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
160,5674,1856,100,0,0,"[19,9,25,4]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
161,5675,1901,0,60,40,"[10,25,4,5,33,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
162,5679,1933,0,100,0,"[10,16]","","","Supports any skill that hits enemies.",13398,"","","",1,1,-16843010,-16843010,-16843010,-16843010
163,5558,1935,0,100,0,"[10,25,13,5,14,1,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
164,5557,1947,0,40,60,"[11,25,4,5,15,14,1]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
165,5644,1971,0,0,100,"[11,25,4,18,2]",5742,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
166,5742,2932,0,0,100,"[11,25,4,18,24,2,15]","",1,"","",1971,"","",1,1,-16843010,-16843010,-16843010,-16843010
167,5676,1996,0,60,40,"[10,25,4,15,1]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
168,5677,1996,0,60,40,"[10,25,4,15,1]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
169,5678,2007,60,0,40,"[19,9,25,4,5,0,30,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
170,5680,2048,60,40,0,"[6,5,9,16,19]","","","Supports any bow or wand attack skill, causing it to summon a ballista totem that uses the skill for you.",13419,"","","",1,1,-16843010,-16843010,-16843010,-16843010
171,5681,2051,100,0,0,"[0,9,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy fire resistance.",13420,"","","",1,1,438,0,-16843010,-16843010
172,5682,2052,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy cold resistance.",13369,"","","",1,1,447,0,-16843010,-16843010
173,5683,2053,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy lightning resistance.",13421,"","","",1,1,462,0,-16843010,-16843010
174,5684,2054,0,0,100,"[11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy elemental resistances.",13543,"","","",1,1,-16843010,-16843010,-16843010,-16843010
175,5685,2055,0,100,0,"[10,16,18,5]","","","Supports projectile skills, and any other skills that chain.",13422,"","","",1,1,446,0,-16843010,-16843010
176,5686,2057,0,100,0,"[10,16,5]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
177,5687,2058,0,100,0,"[10,16,5]","","","Supports projectile skills, making their projectiles fork into two projectiles the first time they hit an enemy and don't pierce it.",13376,"","","",1,1,449,0,-16843010,-16843010
178,5688,2059,0,100,0,"[10,16,5]","","","Supports projectile skills.","","","","",1,1,-16843010,-16843010,-16843010,-16843010
179,5689,2060,40,0,60,"[11,25,4,14,15,0,17,42]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
180,5690,2073,0,40,60,"[11,25,4,14,15,1,17,42]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
181,5691,2080,0,0,100,"[11,25,4,14,15,2,17,42]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
182,5868,8486,40,0,60,"[14,11,25,4,2,30,15,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
183,5692,7819,0,0,100,"[11,25,4,0,30,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
184,5693,2174,40,60,0,"[10,25,13,14,22,30,33,7]",5749,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
185,5749,2183,40,60,0,"[10,25,13,14,15,24,7,22,30,33]","",1,"","",2174,"","",1,1,-16843010,-16843010,-16843010,-16843010
186,5694,2225,60,40,0,"[13,7,9,16]","","","Supports melee attack skills, making them repeat twice when used, targeting a random enemy each time. Cannot support Vaal skills, channelling skills or triggered skills.",13382,"","","",1,1,442,0,-16843010,-16843010
187,5695,2227,0,0,100,"[4,11,16]","","","Supports spell skills, making them repeat when cast. Cannot support Vaal skills, totem skills, channelling skills, triggered skills, instant skills, or skills with a reservation.",13423,"","","",1,1,465,0,-16843010,-16843010
188,5696,2230,100,0,0,"[9,16,7,13,36,14]","","","Supports melee strike skills, causing their melee strike to deal splash damage around each target hit.",13381,"","","",1,1,441,0,-16843010,-16843010
189,5697,2232,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.",13424,"","","",1,1,-16843010,-16843010,-16843010,-16843010
190,5698,2233,60,0,40,"[9,25,4,19,0]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
191,5699,2244,60,0,40,"[0,9,16]","","","Supports any skill that hits enemies, or can deal burning damage directly.",13425,"","","",1,1,436,0,-16843010,-16843010
192,5700,2245,40,0,60,"[11,16,8]","","","Supports skills which create Minions.",13426,"","","",1,1,-16843010,-16843010,-16843010,-16843010
193,5701,2253,0,0,100,"[11,16,42,26]","","","Must support both a skill that hits enemies, and a hex curse skill to work. The hex will be applied when enemies are hit by the other skill. Cannot support totems, traps, or mines. Minions cannot apply hexes this way.",13427,2254,"","",1,1,459,0,-16843010,-16843010
194,5702,2286,0,60,40,"[10,25,13,14,7]",5764,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
195,5764,2287,0,60,40,"[10,25,13,14,24,7]","",1,"","",2286,"","",1,1,-16843010,-16843010,-16843010,-16843010
196,5703,2359,0,60,40,"[47,10,16,4,26]","","","Must support both an attack skill and a spell skill to work. The attack skill will trigger a spell when it critically strikes an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13387,2360,"","",1,1,445,0,-16843010,-16843010
197,5704,2361,60,0,40,"[9,16,7,13,4,26]","","","Must support both a melee attack skill and a spell skill to work. The attack skill will trigger a spell when it kills an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13428,2362,"","",1,1,-16843010,-16843010,-16843010,-16843010
198,5705,2363,0,60,40,"[10,16,20]","","","Supports traps skills, making them throw extra traps in a line.",13429,"","","",1,1,-16843010,-16843010,-16843010,-16843010
199,5706,2364,100,0,0,"[29,48,9,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the level of supported gems. Cannot support skills that don't come from gems.",13430,"","","",1,1,468,0,-16843010,-16843010
200,5707,2379,0,40,60,"[20,47,11,25,4,5,2]",5778,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
201,5778,2381,0,40,60,"[20,47,11,25,4,5,15,24,2]","",1,"","",2379,"","",1,1,-16843010,-16843010,-16843010,-16843010
