"rownum","Id","MonsterVarietiesKeys","AchievementItemsKeys","bool","PlayerConditionsKeys","MonsterDeathConditionsKeys","[rid]","i32","i32","bool","bool","rid","[rid]","[rid]","[rid]","rid","i32","NearbyMonsterConditionsKeys","bool","MultiPartAchievementConditionsKeys","i32","bool"
22,"KillAnyRogueExileInKaomsStronghold",[0],[2512],"",[],[5],[65],1,1,"","","",[],[],[],"",0,[],"",[],1,""
23,"KillAnyRogueExileWithTalisman",[0],[],"",[],"[5,25]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
24,"KillAnyInvasionBoss",[0],[2598],"",[],[6],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
25,"KillAnyMonsterTouchedByTormentSpirit",[0],[],"",[],[14],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
26,"KillAnyMapBoss",[0],[],"",[],[7],[],1,1,"",1,"",[],[],[],"",0,[],"",[],1,""
27,"KillAnyMapBossWhileAffectedByDivineShrine",[0],[7813],"",[44],[7],[],1,1,"",1,"",[],[],[],"",0,[],"",[],1,""
28,"KillAnyOnslaughtMapBoss",[0],[],"",[],"[7,17]",[],1,1,"",1,"",[],[19],[],"",0,[],"",[],1,""
29,"KillAnyOnslaughtBeyondBoss",[0],[],"",[],"[15,17]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
30,"KillAnyPossessedOnslaughtInvasionBoss",[0],[],"",[],"[13,17,6]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
31,"KillAnyPossessedEssenceMonster",[0],[],"",[],"[13,21]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
32,"KillAnyTripleEssenceTalismanMonsterWithTempest",[0],[],"",[],"[22,25]",[],1,1,"","",3120,[],[],[],"",0,[],"",[],1,""
33,"KillAnyQuintessenceMonsterLevel80",[0],[7160],"",[],[23],[],80,80,"","","",[],[],[],"",0,[],"",[],1,""
34,"KillAnyOctessenceMonsterLevel80",[0],[8760],"",[],[24],[],80,80,"","","",[],[],[],"",0,[],"",[],1,""
35,"KillDroughtMaddenedRhoaFullyEnraged",[2300],[],"",[],[8],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
36,"KillWitchOfTheCauldronWithSoulEater",[2328],[],"",[],[9],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
37,"KillElderInRedMaps","[5943,5945]",[],"",[],[],[],78,83,"","","",[],[],[],"",0,[],"",[],1,""
38,"KillElderInYellowMaps","[5943,5945]",[],"",[],[],[],73,77,"","","",[],[],[],"",0,[],"",[],1,""
39,"KillElderInWhiteMaps","[5943,5945]",[],"",[],[],[],68,72,"","","",[],[],[],"",0,[],"",[],1,""
40,"KillAmalgamOfNightmaresWithEffluentX10",[5792],[],"",[18],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
41,"KillPortentiaWithEffluentX10",[5183],[],"",[18],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
42,"KillStoneOfCurrentsWithoutShield",[4213],[],"",[],[10],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
43,"KillAulenWith4Totems",[2401],[],"",[],[11],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
44,"KillUulNetolWithCorruptedBloodX5",[5092],[],"",[8],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
45,"KillGnarWhileEnraged",[4020],[],"",[],[12],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
46,"KillStonebeakWhileEnraged",[4031],[],"",[],[12],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
47,"KillBelcerPossessedByTwoPirates",[2322],[],"",[],"[18,19]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
48,"KillLitaniusWhileBothCursed",[2281],[],"",[21],[20],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
49,"KillBeastOfThePitsWhileIncapacitated",[2310],[],"",[],[26],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
50,"KillTulWith4Totems",[5086],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[0],"",[],1,""
51,"KillFragmentOfWinterWith10Minions",[4152],[],"",[],[],[],1,1,1,"","",[],[],[],"",0,[1],"",[],1,""
52,"KillSanguineSirenWith3BloodRavens",[5634],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[2],"",[],1,""
53,"KillShockAndHorrorAfter2BeamsWhileInBeam",[2335],[],"",[24],[],[],1,1,"","","",[14],[],[],"",0,[],"",[],1,""
54,"KillRektarsMinibossesBeforeHeArrives","[234,235,236,237,238,239,240,241]",[],"",[],[],[],1,1,"","","",[],[],[15],"",0,[],"",[],1,""
55,"KillHephaestusWhileEnraged",[4441],[],"",[],[31],[],1,1,"","","",[32],[],[],"",0,[],"",[],1,""
56,"KillMegaeraWithFireSkelliesX10",[2307],[],"",[],[],[],1,1,1,"","",[],[],[],"",0,[3],"",[],1,""
57,"KillOmnitectAfterGuards",[4208],[],"",[],[],[],1,1,"","","",[],[],[25],"",0,[],"",[],1,""
58,"KillGuardianOfTheVaultAfterKillingTreasureGolems",[2914],[],"",[],[],[],1,1,"","","",[],[],[60],"",0,[],"",[],1,""
59,"KillDoedreDefilerWhileScreeching",[5762],[],"",[],[32],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
60,"KillTitanTotemWith3Totems",[4909],[],"",[],[],[],1,1,"","","",[],[],[],8,-1,[],"",[],1,""
61,"KillXophWithHotdogsX10",[5083],[],"",[],[33],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
62,"KillWoadWithNoUnmovedStatues",[5123],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[4],"",[],1,""
63,"KillCleansingLightWithNoUnmovedStatues",[5128],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[5],"",[],1,""
64,"KillSyntheteNightmareWithVoidPitsX12",[7102],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[6],"",[],1,""
65,"KillSyntheteNightmareWithPylonsX12",[7102],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[7],"",[],1,""
66,"KillSyntheteNightmareWithoutVoidPitsOrPylonsX7",[7102],[],"",[],[],[],1,1,1,"","",[],[],[72],"",0,"[8,9]","",[],1,""
67,"KillHeraldOfThunderWithHeraldOfAshOverHalfHealth",[2431],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[10],"",[],1,""
68,"KillVaalOmnitectAfterExperimentedHatchling",[6563],[],"",[],[],[],1,1,"","","",[],[],[],24,-1,[],"",[],1,""
69,"KillGuardianOfTheVaultAfterKillingTreasureGolemsCheck",[4473],[],"",[],[],[],1,1,"","","",[61],[],[],"",0,[],"",[0],1,""
70,"KillAhuatotliAllPyramidsActiveWithoutDamage",[6609],[],"",[],[],[],1,1,"","","",[36],[],[],"",0,[],"",[1],1,""
71,"KillKurgalWithoutDamageFromObelisks",[5933],[],"",[],[],[],1,1,"","","",[46],[],[],"",0,[],"",[2],1,""
72,"KillRigwaldLevel80",[4596],[],"",[],[],[],80,80,"","","",[],[],[],"",0,[],"",[],1,""
73,"KillAbyssLichLevel83","[5931,5932]",[8924],"",[],[],[],83,83,"","","",[],[],[],"",0,[],"",[],1,""
74,"KillMapBreachBossLevel80","[5083,5086,5089,5092,5095]",[],"",[],[],[],80,80,"","","",[],[],[],"",0,[],"",[],1,""
75,"KillArgusLevel75",[4440],[9103],"",[],[],[],75,75,"","","",[],[],[],"",0,[],"",[],1,""
76,"KillHarbingerFinalBossLevel75",[5848],[],"",[],[],[],75,75,"","","",[],[],[],"",0,[],"",[],1,""
77,"KillVaalOmnitectLevel81",[6264],[9106],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
78,"KillIzaroLevel75","[4510,4511,4512]",[7671],"",[],[],[],75,75,"","","",[],[],[],"",0,[],"",[],1,""
79,"KillVaalPyramidBossesInReverse1",[1385],[],"",[],[],[],1,1,"","","",[],[],[],21,0,[],"",[3],1,""
80,"KillVaalPyramidBossesInReverse2",[1438],[],"",[],[],[],1,1,"","","",[],[],[],21,1,[],"","[4,5]",1,""
81,"KillVaalPyramidBossesInReverse3",[1422],[],"",[],[],[],1,1,"","","",[],[],[],21,2,[],1,[],1,""
82,"KillPossessedBeyondBoss",[0],[],"",[],"[15,13]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
83,"KillVaalOmnitectWhileAffectedByTempestAndExposure",[6264],[],"","[25,26]",[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
84,"KillBartholTheCorruptorWhileAffectedByHereticalFlare",[1360],[],"",[27],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
85,"KillShavronneTheSickeningWhileSheHasFullEnergyShield",[5771],[],"",[],[34],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
86,"KillBazurWithoutTakingDamageFromLiantraAndAfterKilling8ThunderTomes",[5135],[],"",[],[],[],1,1,"","","",[76],[],[],"",0,[],"",[7],1,""
87,"KillBazurAfterKilling8TomesOfThunder",[5142],[],"",[],[],[],1,1,"","","",[],[],[77],"",0,[],"",[],1,""
88,"KillErythrophagiaWhileNotCursed",[4122],[],"",[22],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
89,"KillSebbertCrescentsPointWhileAffectedByDarkVortex",[5299],[],"",[28],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
90,"KillTheCleansingLightAtAwakeningLevel8",[5128],[],"",[],[],[],1,1,"","",10708,[],[],[],"",0,[],"",[],8,""
91,"KillMephodTheEarthScorcherAtAwakeningLevel8",[5622],[],"",[],[],[],1,1,"","",10708,[],[],[],"",0,[],"",[],8,""
92,"KillEaterOfSoulsAtAwakeningLevel8",[4141],[],"",[],[],[],1,1,"","",10708,[],[],[],"",0,[],"",[],8,""
93,"KillPortentiaTheFoulAtAwakeningLevel8",[5183],[],"",[],[],[],1,1,"","",10708,[],[],[],"",0,[],"",[],8,""
94,"KillBazurAtAwakeningLevel8",[5135],[],"",[],[],[],1,1,"","",10708,[],[],[],"",0,[],"",[],8,""
95,"KillTheCursedKingAtAwakeningLevel8",[4597],[],"",[],[],[],1,1,"","",10708,[],[],[],"",0,[],"",[],8,""
96,"KillBaronConditionally","[7693,7694]",[],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"","[8,9]",1,""
97,"KillSirusWithoutBeingAffectedByDeatomizationStorm",[7828],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[10],1,""
98,"KillSirusWithoutBeingAffectedByDesolationOfTheAwakener",[7828],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[11],1,""
99,"KillSirusWithoutBeingHitByCorridorBlastOrInterruptSkill",[7828],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"","[12,13]",1,""
100,"KillSirusWithoutBeingHitBySpinningNegationBeam",[7828],[],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[14],1,""
101,"KillVeritaniaConditionally","[7718,7719]",[],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"","[16,15]",1,""
102,"KillAlHezminConditionally","[7740,7741]",[],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[17],1,""
103,"KillDroxConditionally","[7768,7769]",[],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[18],1,""
104,"KillDeliriumMonstersNormal","[7911,7912,7913,7914,7915,7916]",[],1,[],[0],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
105,"KillDeliriumMonstersMagic","[7911,7912,7913,7914,7915,7916]",[],1,[],[1],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
106,"KillDeliriumMonstersRare","[7911,7912,7913,7914,7915,7916]",[],1,[],[2],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
107,"KillIncursionArchitectWhileInDeliriumMist","[6418,6419,6420,6421,6422,6423,6424,6425,6426,6427,6428,6429,6430,6431,6432,6433,6434,6435,6436,6437,6438,6439,6440,6441,6442]",[],"",[],[35],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
108,"KillBlightBossWhileInDeliriumMist","[7418,7426,7428,7434,7438,7448,7460,7481,7490,7499,7505,7516,7521,7534,7541,7547,7553,7560,7569,7578,7584,7596,7606,7618]",[],"",[],[35],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
109,"KillMetamorphBossWhileInDeliriumMist",[7686],[],"",[],[35],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
110,"KillPossessedExile","[2524,2525,2528,2529,2532,2534,2536,2537,2540,2542,2543,2546,2547,2548,2551,2552,2553,2554,2555,2556,2559,2561,2562,2563,2566,2568,2569,2571,2573,2574,2575,2576,2577,2580,2582,2583,2585,2586,2588,2589,2591,2592,2593,2594,2595,2596,2597,2598,2545,2567]",[],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
111,"KillPossessedExileAilentiaRac",[2534],[8724],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
112,"KillPossessedExileAinsleyVarich",[2545],[8756],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
113,"KillPossessedExileAntaliaNapora",[2532],[8725],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
114,"KillPossessedExileArmiosBell",[2540],[8726],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
115,"KillPossessedExileAshLessard",[2580],[8727],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
116,"KillPossessedExileAugustinaSolaris","[2588,2589]",[8728],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
117,"KillPossessedExileAurelioVoidsinger",[2574],[8729],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
118,"KillPossessedExileBaracusPhraxis",[2575],[8730],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
119,"KillPossessedExileBoltBrownfur","[2562,2563]",[8731],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
120,"KillPossessedExileDamoiTui","[2555,2556]",[8732],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
121,"KillPossessedExileDenaLorenni",[2551],[8733],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
122,"KillPossessedExileEoinGreyfur","[2568,2569,2597]",[8734],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
123,"KillPossessedExileIgnaPhoenix","[2547,2548]",[8735],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
124,"KillPossessedExileIonDarkshroud","[2576,2596,2577]",[8736],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
125,"KillPossessedExileJonahUnchained","[2554,2594]",[8737],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
126,"KillPossessedExileKirmesOlli",[2553],[8738],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
127,"KillPossessedExileLaelFuria",[2591],[8739],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
128,"KillPossessedExileMagnusStonethorn",[2573],[8740],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
129,"KillPossessedExileMinaraAnemina","[2546,2598]",[8741],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
130,"KillPossessedExileOhneTrix",[2566],[8742],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
131,"KillPossessedExileOrraGreengate","[2524,2525,2595]",[8743],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
132,"KillPossessedExileOyraOna",[2543],[8744],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
133,"KillPossessedExileSevetTetherein",[2567],[8757],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
134,"KillPossessedExileThenaMoga","[2528,2529]",[8745],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
135,"KillPossessedExileThomImperial",[2586],[8746],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
136,"KillPossessedExileTinevinHighdove",[2571],[8747],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
137,"KillPossessedExileTorrOlgosso","[2536,2537,2593]",[8748],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
138,"KillPossessedExileUltimaThule",[2552],[8749],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
139,"KillPossessedExileUlyssesMorvant",[2585],[8750],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
140,"KillPossessedExileVanthAgiel",[2592],[8751],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
141,"KillPossessedExileVickasGiantbone",[2561],[8752],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
142,"KillPossessedExileWilorinDemontamer","[2582,2583]",[8753],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
143,"KillPossessedExileXandoBlooddrinker",[2559],[8754],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
144,"KillPossessedExileZacharieDesmarais",[2542],[8755],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
145,"KillMapBossWhileInDeliriumMist",[0],[8780],"",[],"[7,35]",[],1,1,"",1,"",[],[],[],"",0,[],"",[],1,""
146,"KillKitavaInBelfryMapWithoutBeingAffectedByDevouringDarkness",[5384],[],"",[],[],[1188],1,1,1,"","",[],[],[],"",0,[],"",[19],1,""
147,"DefeatBrittleEmperorInWastelandMapWhileInHisConsecratedGround",[3847],[],"",[29],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
148,"DefeatNightmareOmenInPrimordialPoolWithoutDamageFromBloodProjectilesAfter2Submerges",[4138],[],"",[],[],[1201],1,1,"","","",[],[],[],"",0,[],"","[20,21]",1,""
149,"KillShaperGuardianMaxDelirium","[4865,4856,4861,4868]",[],"",[],[],[],1,1,"","",11507,[],[],[],"",0,[],"",[],100,""
150,"KillVarheshInTerraceWithoutBecomingFearful",[5669],[],"",[],[],[1225],1,1,1,"","",[],[],[],"",0,[],"",[22],1,""
151,"KillLadyStormflayInGhettoWhileVulnerable",[2457],[],"",[23],[],[1222],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
152,"DefeatPietyTheEmpyreanInShrineWhileAffectedByPietysRage",[2470],[],"",[9],[],[1226],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
153,"Rampage300InSimulacrum",[0],[],"",[30],[],"[1630,1631,1632,1633,1634]",1,1,"","","",[],[],[],"",0,[],"",[],1,""
154,"KillRogueExile","[2536,2540,2542,2554,2555,2559,2561,2524,2528,2532,2588,2591,2592,2576,2580,2582,2568,2571,2573,2546,2547,2551,2534,2543,2562,2585,2574,2552,2566,2553,2575,2586,2545,2567,2593,2594,2595,2596,2597,2598]",[8898],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
155,"KillTormentedSpriit","[3618,3619,3620,3621,3622,3623,3624,3625,3626,3627,3628,3629,3630,3631,3632,3633,3634,3635,3636,3637,3638,3639,3640,3641,3643,3644,3645,3646,3647,3648,3649,3650]",[6971],1,[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
156,"KillTormentedSpiritInMonster",[0],[7955],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
157,"KillPossessedDeliriumBoss","[7903,7904,7905,7906]",[7158],"",[],[13],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
158,"KillBestiaryBoss","[6107,6062,6142,6115,6108,6063,6144,6116]",[9106],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
159,"KillUberAtziri",[3378],[8221],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
160,"KillChayulaInDomain",[5095],[8216],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
161,"KillPreethiEyePeckerWhileYouAndHerAreBleeding",[5725],[7016],"",[31],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
162,"KillFallenQueenAfterBrokenPrinceAndHollowLady",[1422],[7017],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[25],1,""
163,"KillStalkerOfEndlessDunesWithoutBeingAffectedBySandstorm",[5707],[7018],"",[],[],[1235],1,1,"","","",[],[],[],"",0,[],"",[23],1,""
164,"KillSallazzangWithoutSuppressingFire",[1468],[7019],"",[],[],[1154],1,1,1,"","",[],[],[],"",0,[],"",[24],1,""
165,"KillIzaroLabOfFortune","[4510,4511,4512]","[8411,9027]","",[],[],[],75,75,"","",12141,[],[],[],"",0,[],"",[],5,""
166,"KillIzaroLabOfOpportunity","[4510,4511,4512]","[8411,9028]","",[],[],[],75,75,"","",12153,[],[],[],"",0,[],"",[],6,""
167,"KillIzaroLabOfPotential","[4510,4511,4512]","[8411,9029]","",[],[],[],75,75,"","",12154,[],[],[],"",0,[],"",[],8,""
168,"KillPortentiaTheFoulAfter3TransformsAndWithoutBeingAffectedByEffluents",[5183],[7137],"",[],[],[1176],1,1,1,"","",[],[],[],"",0,[],"","[26,27]",1,""
169,"KillTerrorOfInfiniteDriftsWith10StacksQuicksand",[5866],[7138],"",[32],[],[1228],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
170,"KillChimeraAfterSearching25Clouds",[4868],[7139],"",[],[],[1242],1,1,1,"","",[],[],[],"",0,[],"",[28],1,""
171,"KillShaperWithoutDamageFromNonMelee",[4948],[7140],"",[],[],[1246],1,1,"","","",[],[],[],"",0,[],"",[29],1,""
172,"KillOshabiWithoutBeingAffectedBySacredSuffering",[8115],[7191],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[30],1,""
173,"KillOshabiWithoutBeingHitByOrbOfThorns",[8115],[7192],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[31],1,""
174,"KillOshabiWithoutBeingHitByVineHammer",[8115],[7193],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[32],1,""
175,"KillOshabiWithoutBeingHitByVolatileOrchard",[8115],[7194],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[33],1,""
176,"KillIncursionOmnitect",[6264],"[8090,4204]","",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
177,"KillPossessedUniqueMonster",[0],[8896],"",[],"[13,3]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
178,"KillHallowedHuskAfter3BloodRainsAndWithoutStandingInProximityShield",[1587],[7418],"",[],[],[1236],1,1,1,"","",[],[],[],"",0,[],"","[34,35]",1,""
179,"KillVaalTempleBossesInReverse",[3203],[7419],"",[],[],[1247],1,1,1,"","",[],[],[],"",0,[],"",[36],1,""
180,"KillAulenGreychainWhileHimAndYouHaveImmortalCall",[2401],[7420],"",[33],[37],[1099],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
181,"KillChayulaWithoutBeingHitByChaosCycloneProjectilesAndAfter3Cyclones",[5095],[9112],"",[],[],[],81,81,1,"","",[],[],[],"",0,[],"",[37],1,""
182,"KillMerveilWithSapphireRingEquipped",[151],[7201],"",[34],[],[18],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
183,"KillVaalOversoulWithTopazRingEquipped",[148],[7202],"",[35],[],[37],1,1,"","","",[],[],[],"",0,[],"",[],1,""
184,"KillPietyWithSapphireRingAndTopazRingEquipped",[1334],[7203],"",[36],[],[52],1,1,"","","",[],[],[],"",0,[],"",[],1,""
185,"KillLeifTheSwiftHandedWhileBlinded",[2373],[7272],"",[37],[],[1213],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
186,"KillHighTemplarWithoutBeingAffectedByColdBeam",[1577],[7273],"",[],[],[1215],1,1,"","","",[],[],[],"",0,[],"",[39],1,""
187,"KillOakTheMightyWhileTaunted",[2398],[7274],"",[38],[],[1206],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
188,"KillJorusWhileHeIsChannellingScorchingRay",[5323],[7275],"",[],[38],[1180],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
189,"KillAdmiralDarnawWithoutBeingHitByOceansWave",[8237],[7423],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[40],1,""
190,"KillUnbreakableMk1WithoutBeingAffectedByMagneticStorm",[8227],[7424],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[41],1,""
191,"KillNashtaTheUsurperWithoutDetonatingVolatileEmberstormsAndWhileAffectedByEmberstorm",[8230],[7425],"",[39],[],[],1,1,1,"","",[],[],[],"",0,[],"",[42],1,""
192,"KillVoxTwinsWithoutBecomingImmobilised","[8240,8241]",[7426],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"","[43,44]",1,""
