"rownum","BaseItemTypesKey","AddedModsKeys","NegativeWeight_TagsKeys","NegativeWeight_Values","ForcedAddModsKeys","ForbiddenDelveCraftingTagsKeys","AllowedDelveCraftingTagsKeys","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","CanRollEnchant","HasLuckyRolls","SellPrice_ModsKeys","CanRollWhiteSockets","Weight_TagsKeys","Weight_Values","DelveCraftingModifierDescriptionsKeys","BlockedDelveCraftingModifierDescriptionsKeys","bool","bool"
41,9244,[],[321],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,70]","[60,78]","",""
42,9245,[],[634],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,42]","[61,41]","",""
43,9246,[],[319],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,71]","[62,20,26]","",""
44,9247,[],[636],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,72]","[63,79,16]","",""
45,9248,[],[324],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,37]","[43,22]","",""
46,9249,[],[313],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,27]","[45,10]","",""
47,9250,[],[320],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,65]","[46,74]","",""
48,9251,[],[323],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,36]","[47,21]","",""
49,9252,[],[311],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,30]","[48,13]","",""
50,9253,[],[316],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,32]","[49,17]","",""
51,9254,[],[27],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,66]","[50,75]","",""
52,9255,[],[309],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,28]","[51,11]","",""
53,9256,[],[318],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,34]","[52,15]","",""
54,9257,[],[317],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,33]","[53,18]","",""
55,9258,[],[632],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,67]","[54,76]","",""
56,9259,[],[640],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,68]","[55,77]","",""
57,9260,[],[625],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,40]","[56,39]","",""
58,9261,[],[310],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,29]","[57,12]","",""
59,9262,[],[312],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,31]","[58,14]","",""
60,9263,[],[34],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,69]","[59,19,25]","",""
61,9264,[],[321],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,70]","[60,78]","",""
62,9265,[],[634],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,42]","[61,41]","",""
63,9266,[],[319],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,71]","[62,20,26]","",""
64,9267,[],[636],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,72]","[63,79,16]","",""
65,9268,[],[324],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,37]","[43,22]","",""
66,9269,[],[633],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,64]","[44,73]","",""
67,9270,[],[320],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,65]","[46,74]","",""
68,9271,[],[323],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,36]","[47,21]","",""
69,9272,[],[311],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,30]","[48,13]","",""
70,9273,[],[316],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,32]","[49,17]","",""
71,9274,[],[27],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,66]","[50,75]","",""
72,9275,[],[309],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,28]","[51,11]","",""
73,9276,[],[318],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,34]","[52,15]","",""
74,9277,[],[317],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,33]","[53,18]","",""
75,9278,[],[632],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,67]","[54,76]","",""
76,9279,[],[640],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,68]","[55,77]","",""
77,9280,[],[625],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,40]","[56,39]","",""
78,9281,[],[310],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,29]","[57,12]","",""
79,9282,[],[312],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,31]","[58,14]","",""
80,9283,[],[34],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,69]","[59,19,25]","",""
81,9284,[],[321],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,70]","[60,78]","",""
82,9285,[],[634],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,42]","[61,41]","",""
83,9286,[],[319],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,71]","[62,20,26]","",""
84,9287,[],[636],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,72]","[63,79,16]","",""
85,9288,[],[324],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,37]","[43,22]","",""
86,9289,[],[633],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,64]","[44,73]","",""
87,9290,[],[313],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,27]","[45,10]","",""
88,9291,[],[323],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,36]","[47,21]","",""
89,9292,[],[311],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,30]","[48,13]","",""
90,9293,[],[316],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,32]","[49,17]","",""
91,9294,[],[27],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,66]","[50,75]","",""
92,9295,[],[309],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,28]","[51,11]","",""
93,9296,[],[318],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,34]","[52,15]","",""
94,9297,[],[317],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,33]","[53,18]","",""
95,9298,[],[632],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,67]","[54,76]","",""
96,9299,[],[640],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,68]","[55,77]","",""
97,9300,[],[625],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,40]","[56,39]","",""
98,9301,[],[310],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,29]","[57,12]","",""
99,9302,[],[312],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,31]","[58,14]","",""
100,9303,[],[34],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,69]","[59,19,25]","",""
101,9304,[],[321],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,70]","[60,78]","",""
102,9305,[],[634],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,42]","[61,41]","",""
103,9306,[],[319],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,71]","[62,20,26]","",""
104,9307,[],[636],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,72]","[63,79,16]","",""
105,9308,[],[324],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,37]","[43,22]","",""
106,9309,[],[633],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,64]","[44,73]","",""
107,9310,[],[313],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,27]","[45,10]","",""
108,9311,[],[320],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,65]","[46,74]","",""
109,9312,[],[311],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,30]","[48,13]","",""
110,9313,[],[316],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,32]","[49,17]","",""
111,9314,[],[27],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,66]","[50,75]","",""
112,9315,[],[309],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,28]","[51,11]","",""
113,9316,[],[318],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,34]","[52,15]","",""
114,9317,[],[317],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,33]","[53,18]","",""
115,9318,[],[632],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,67]","[54,76]","",""
116,9319,[],[640],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,68]","[55,77]","",""
117,9320,[],[625],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,40]","[56,39]","",""
118,9321,[],[310],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,29]","[57,12]","",""
119,9322,[],[312],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,31]","[58,14]","",""
120,9323,[],[34],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,69]","[59,19,25]","",""
121,9324,[],[321],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,70]","[60,78]","",""
122,9325,[],[634],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,42]","[61,41]","",""
123,9326,[],[319],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,71]","[62,20,26]","",""
124,9327,[],[636],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,72]","[63,79,16]","",""
125,9328,[],[324],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,37]","[43,22]","",""
126,9329,[],[633],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,64]","[44,73]","",""
127,9330,[],[313],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,27]","[45,10]","",""
128,9331,[],[320],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,65]","[46,74]","",""
129,9332,[],[323],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,36]","[47,21]","",""
130,9333,[],[316],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,32]","[49,17]","",""
131,9334,[],[27],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,66]","[50,75]","",""
132,9335,[],[309],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,28]","[51,11]","",""
133,9336,[],[318],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,34]","[52,15]","",""
134,9337,[],[317],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,33]","[53,18]","",""
135,9338,[],[632],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,67]","[54,76]","",""
136,9339,[],[640],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,68]","[55,77]","",""
137,9340,[],[625],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,40]","[56,39]","",""
138,9341,[],[310],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,29]","[57,12]","",""
139,9342,[],[312],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,31]","[58,14]","",""
140,9343,[],[34],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,69]","[59,19,25]","",""
141,9344,[],[321],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,70]","[60,78]","",""
142,9345,[],[634],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,42]","[61,41]","",""
143,9346,[],[319],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,71]","[62,20,26]","",""
144,9347,[],[636],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,72]","[63,79,16]","",""
145,9348,[],[324],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,37]","[43,22]","",""
146,9349,[],[633],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,64]","[44,73]","",""
147,9350,[],[313],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,27]","[45,10]","",""
148,9351,[],[320],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,65]","[46,74]","",""
149,9352,[],[323],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,36]","[47,21]","",""
150,9353,[],[311],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,30]","[48,13]","",""
151,9354,[],[27],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,66]","[50,75]","",""
152,9355,[],[309],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,28]","[51,11]","",""
153,9356,[],[318],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,34]","[52,15]","",""
154,9357,[],[317],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,33]","[53,18]","",""
155,9358,[],[632],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,67]","[54,76]","",""
156,9359,[],[640],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,68]","[55,77]","",""
157,9360,[],[625],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,40]","[56,39]","",""
158,9361,[],[310],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,29]","[57,12]","",""
159,9362,[],[312],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,31]","[58,14]","",""
160,9363,[],[34],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,69]","[59,19,25]","",""
161,9364,[],[321],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,70]","[60,78]","",""
162,9365,[],[634],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,42]","[61,41]","",""
163,9366,[],[319],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,71]","[62,20,26]","",""
164,9367,[],[636],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,72]","[63,79,16]","",""
165,9368,[],[324],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,37]","[43,22]","",""
166,9369,[],[633],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,64]","[44,73]","",""
167,9370,[],[313],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,27]","[45,10]","",""
168,9371,[],[320],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,65]","[46,74]","",""
169,9372,[],[323],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,36]","[47,21]","",""
170,9373,[],[311],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,30]","[48,13]","",""
171,9374,[],[316],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,32]","[49,17]","",""
172,9375,[],[309],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,28]","[51,11]","",""
173,9376,[],[318],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,34]","[52,15]","",""
174,9377,[],[317],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,33]","[53,18]","",""
175,9378,[],[632],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,67]","[54,76]","",""
176,9379,[],[640],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,68]","[55,77]","",""
177,9380,[],[625],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,40]","[56,39]","",""
178,9381,[],[310],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,29]","[57,12]","",""
179,9382,[],[312],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,31]","[58,14]","",""
180,9383,[],[34],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,69]","[59,19,25]","",""
181,9384,[],[321],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,70]","[60,78]","",""
182,9385,[],[634],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,42]","[61,41]","",""
183,9386,[],[319],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,71]","[62,20,26]","",""
184,9387,[],[636],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,72]","[63,79,16]","",""
185,9388,[],[324],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,37]","[43,22]","",""
186,9389,[],[633],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,64]","[44,73]","",""
187,9390,[],[313],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,27]","[45,10]","",""
188,9391,[],[320],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,65]","[46,74]","",""
189,9392,[],[323],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,36]","[47,21]","",""
190,9393,[],[311],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,30]","[48,13]","",""
191,9394,[],[316],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,32]","[49,17]","",""
192,9395,[],[27],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,66]","[50,75]","",""
193,9396,[],[318],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,34]","[52,15]","",""
194,9397,[],[317],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,33]","[53,18]","",""
195,9398,[],[632],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,67]","[54,76]","",""
196,9399,[],[640],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,68]","[55,77]","",""
197,9400,[],[625],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,40]","[56,39]","",""
198,9401,[],[310],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,29]","[57,12]","",""
199,9402,[],[312],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,31]","[58,14]","",""
200,9403,[],[34],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,69]","[59,19,25]","",""
201,9404,[],[321],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,70]","[60,78]","",""
202,9405,[],[634],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,42]","[61,41]","",""
203,9406,[],[319],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,71]","[62,20,26]","",""
204,9407,[],[636],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,72]","[63,79,16]","",""
205,9408,[],[324],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,37]","[43,22]","",""
206,9409,[],[633],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,64]","[44,73]","",""
207,9410,[],[313],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,27]","[45,10]","",""
208,9411,[],[320],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,65]","[46,74]","",""
209,9412,[],[323],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,36]","[47,21]","",""
210,9413,[],[311],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,30]","[48,13]","",""
211,9414,[],[316],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,32]","[49,17]","",""
212,9415,[],[27],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,66]","[50,75]","",""
213,9416,[],[309],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,28]","[51,11]","",""
214,9417,[],[317],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,33]","[53,18]","",""
215,9418,[],[632],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,67]","[54,76]","",""
216,9419,[],[640],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,68]","[55,77]","",""
217,9420,[],[625],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,40]","[56,39]","",""
218,9421,[],[310],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,29]","[57,12]","",""
219,9422,[],[312],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,31]","[58,14]","",""
220,9423,[],[34],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,69]","[59,19,25]","",""
221,9424,[],[321],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,70]","[60,78]","",""
222,9425,[],[634],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,42]","[61,41]","",""
223,9426,[],[319],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,71]","[62,20,26]","",""
224,9427,[],[636],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,72]","[63,79,16]","",""
225,9428,[],[324],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,37]","[43,22]","",""
226,9429,[],[633],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,64]","[44,73]","",""
227,9430,[],[313],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,27]","[45,10]","",""
228,9431,[],[320],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,65]","[46,74]","",""
229,9432,[],[323],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,36]","[47,21]","",""
230,9433,[],[311],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,30]","[48,13]","",""
231,9434,[],[316],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,32]","[49,17]","",""
232,9435,[],[27],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,66]","[50,75]","",""
233,9436,[],[309],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,28]","[51,11]","",""
234,9437,[],[318],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,34]","[52,15]","",""
235,9438,[],[632],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,67]","[54,76]","",""
236,9439,[],[640],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,68]","[55,77]","",""
237,9440,[],[625],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,40]","[56,39]","",""
238,9441,[],[310],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,29]","[57,12]","",""
239,9442,[],[312],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,31]","[58,14]","",""
240,9443,[],[34],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,69]","[59,19,25]","",""
241,9444,[],[321],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,70]","[60,78]","",""
242,9445,[],[634],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,42]","[61,41]","",""
243,9446,[],[319],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,71]","[62,20,26]","",""
244,9447,[],[636],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,72]","[63,79,16]","",""
245,9448,[],[324],[0],[],[],[],"",0,"","","",[],"",[632],[3000],"[54,37]","[43,22]","",""
246,9449,[],[633],[0],[],[],[],"",0,"","","",[],"",[632],[3000],"[54,64]","[44,73]","",""
247,9450,[],[313],[0],[],[],[],"",0,"","","",[],"",[632],[3000],"[54,27]","[45,10]","",""
