"rownum","WorldAreasKey","ItemVisualIdentityKey","bool","Tier","i32","i32","bool"
95,1177,7067,"",6,6,10,""
96,1178,7065,"",0,6,10,""
97,1179,7071,"",15,6,10,""
98,1180,7047,"",5,6,10,""
99,1181,8198,"",5,0,0,""
100,1182,7030,"",11,6,10,""
101,1183,7041,"",3,6,10,""
102,1184,10958,"",3,0,0,""
103,1185,7077,"",0,6,10,""
104,1186,7117,"",0,6,10,""
105,1187,7070,"",0,11,15,""
106,1188,7109,"",11,6,10,""
107,1189,7022,"",6,0,0,""
108,1190,7063,"",8,6,10,""
109,1191,7059,"",11,11,15,""
110,1192,7031,"",8,6,10,""
111,1193,7036,"",9,0,0,""
112,1194,7040,"",12,0,0,""
113,1195,8122,"",12,0,0,""
114,1196,7042,"",13,6,10,""
115,1197,7045,"",12,6,10,""
116,1198,9288,"",12,0,0,""
117,1199,7072,"",7,11,15,""
118,1200,7026,"",7,6,10,""
119,1201,7008,"",4,6,10,""
120,1202,7017,"",6,6,10,""
121,1203,7039,"",0,11,15,""
122,1204,7080,"",3,6,10,""
123,1205,6985,"",3,6,10,""
124,1206,7005,"",14,0,0,""
125,1207,7006,"",0,6,10,""
126,1209,7111,"",3,11,15,""
127,1210,7106,"",7,11,15,""
128,1211,7044,"",6,6,10,""
129,1212,8165,"",6,0,0,""
130,1213,7023,"",11,0,0,""
131,1214,6981,"",0,11,15,""
132,1215,7000,"",9,6,10,""
133,1216,7060,"",0,11,15,""
134,1217,8219,"",14,0,0,""
135,1218,7066,"",7,6,10,""
136,1219,8433,"",7,0,0,""
137,1220,7014,"",10,11,15,""
138,1221,7088,"",3,11,15,""
139,1222,6986,"",8,6,10,""
140,1223,7116,"",3,6,10,""
141,1224,7051,"",0,11,15,""
142,1225,7075,"",1,11,15,""
143,1226,7085,"",5,11,15,""
144,1227,7049,"",13,6,10,""
145,1228,6987,"",0,11,15,""
146,1229,7090,"",0,11,15,""
147,1230,7089,"",2,11,15,""
148,1231,6996,"",5,11,15,""
149,1232,7092,"",2,11,15,""
150,1233,7132,"",2,11,15,""
151,1234,7076,"",14,11,15,""
152,1235,7128,"",9,11,15,""
153,1236,7084,"",0,11,15,""
154,1237,7107,"",13,11,15,""
155,1238,7110,"",0,11,15,""
156,1239,7105,"",0,11,15,""
157,1240,7046,"",0,11,15,""
158,1241,7104,"",2,11,15,""
159,1255,7012,"",10,0,0,""
160,1256,7034,"",2,0,0,""
161,1265,7091,"",12,0,0,""
162,1242,7094,"",16,0,0,1
163,1243,7095,"",16,0,0,1
164,1245,7096,"",16,0,0,1
165,1244,7097,"",16,0,0,1
166,1247,7099,"",16,0,0,1
167,1253,6980,"",6,0,0,""
