"rownum","MonsterVarietiesKey","LegionFactionsKey","LegionRanksKey","i32","MiscAnimatedKey","i32","i32","[i32]","[i32]","[i32]","[i32]","[i32]","[i32]","i32","i32","[rid]","MonsterVarietiesKey2"
31,7257,4,2,0,[],0,1,[],[],[],[],[],[],15,60,[],""
32,7259,4,3,3,[],0,1,[],[],[],[],[],[],15,60,[],""
33,7261,1,0,0,[3060],10,1,[100],[200],[0],[440],[600],[60],15,50,[1],""
34,7262,1,0,0,[3060],10,1,[100],[200],[0],[440],[550],[60],15,50,[1],""
35,7263,1,0,1,[],0,1,[],[],[],[],[],[],15,50,[],""
36,7270,1,1,2,[],0,3,[],[],[],[],[],[],15,50,[],""
37,7273,1,0,0,[],0,1,[],[],[],[],[],[],15,50,[],""
38,7276,1,1,0,[],0,1,[],[],[],[],[],[],15,60,[],""
39,7278,1,1,0,[],0,1,[],[],[],[],[],[],15,60,[],""
40,7281,1,2,1,[],0,1,[],[],[],[],[],[],15,40,[],""
41,7283,1,2,0,[],0,1,[],[],[],[],[],[],15,60,[],""
42,7285,1,3,3,[],0,1,[],[],[],[],[],[],15,60,[],""
43,7177,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
44,7178,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
45,7179,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
46,7180,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
47,7181,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
48,7189,0,57,0,[],0,1,[],[],[],[],[],[],150,50,[],""
49,7190,0,57,1,[],0,1,[],[],[],[],[],[],150,50,[],""
50,7191,0,57,0,[],0,1,[],[],[],[],[],[],150,120,[],""
51,7200,2,57,0,[],0,8,[],[],[],[],[],[],150,60,[],""
52,7206,2,57,1,[],0,1,[],[],[],[],[],[],150,60,[],""
53,7207,2,57,0,[],0,1,[],[],[],[],[],[],150,60,[],""
54,7221,3,57,0,[],0,5,[],[],[],[],[],[],150,50,[],""
55,7222,3,57,0,[],0,5,[],[],[],[],[],[],150,50,[],""
56,7229,3,57,0,[],0,1,[],[],[],[],[],[],150,50,[],""
57,7230,3,57,1,[],0,1,[],[],[],[],[],[],150,110,[],""
58,7231,3,57,0,[],0,1,[],[],[],[],[],[],150,110,[],""
59,7243,4,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
60,7244,4,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
61,7245,4,57,0,[],0,3,[],[],[],[],[],[],150,60,[],""
62,7251,4,57,2,[],0,1,[],[],[],[],[],[],150,50,[],""
63,7252,4,57,2,[],0,1,[],[],[],[],[],[],150,50,[],""
64,7264,1,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
65,7265,1,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
66,7266,1,57,1,[],0,1,[],[],[],[],[],[],150,50,[],""
67,7271,1,57,2,[],0,3,[],[],[],[],[],[],150,50,[],""
68,7274,1,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
69,7279,1,57,0,[],0,1,[],[],[],[],[],[],150,60,[],""
70,7280,1,57,0,[],0,1,[],[],[],[],[],[],150,60,[],""
