"rownum","RewardOffer","i32","Characters","Reward","RewardLevel","rid","i32","string","[rid]","RewardStack","bool","bool","[rid]","i32","i32","[rid]","i32","rid","i32"
108,8,27,[5],5564,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
109,8,28,[5],5835,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
110,8,29,[5],5705,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
111,8,30,[2],5567,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
112,8,31,[2],5570,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
113,8,32,[2],5561,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
114,8,33,[2],5696,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
115,8,34,[2],5564,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
116,8,35,[2],5862,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
117,8,36,[2],6045,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
118,7,0,[1],5657,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
119,7,1,[1],5619,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
120,7,2,[1],5618,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
121,7,3,[1],5806,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
122,7,4,[1],5832,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
123,7,5,[1],5871,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
124,7,6,[6],5806,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
125,7,7,[6],5657,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
126,7,8,[6],5647,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
127,7,9,[6],5534,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
128,7,10,[0],5541,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
129,7,11,[0],5534,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
130,7,12,[0],5647,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
131,7,13,[0],5542,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
132,7,14,[0],6014,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
133,7,15,[4],5792,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
134,7,16,[4],5534,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
135,7,17,[4],5548,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
136,7,18,[4],5936,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
137,7,19,[4],5647,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
138,7,20,[4],5542,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
139,7,21,[4],6014,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
140,7,22,[3],5548,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
141,7,23,[3],5792,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
142,7,24,[3],5708,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
143,7,25,[3],5936,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
144,7,26,[5],5657,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
145,7,27,[5],5936,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
146,7,28,[5],5806,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
147,7,29,[5],5548,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
148,7,30,[5],5708,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
149,7,31,[5],5945,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
150,7,32,[5],5554,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
151,7,33,[5],5883,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
152,7,34,[2],5806,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
153,7,35,[2],5792,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
154,7,36,[2],5534,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
155,7,37,[2],5945,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
156,10,0,[1],5533,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
157,10,1,[1],6022,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
158,10,2,[1],5644,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
159,10,3,[1],5736,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
160,10,4,[1],5834,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
161,10,5,[1],5849,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
162,10,6,[1],5553,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
163,10,7,[1],5557,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
164,10,8,[1],6055,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
165,10,9,[6],5559,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
166,10,10,[6],5533,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
167,10,11,[6],6022,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
168,10,12,[6],5725,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
169,10,13,[6],5698,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
170,10,14,[6],5849,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
171,10,15,[6],5903,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
172,10,16,[6],5868,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
173,10,17,[6],6017,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
174,10,18,[6],6052,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
175,10,19,[6],6055,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
176,10,20,[0],5595,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
177,10,21,[0],5559,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
178,10,22,[0],5537,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
179,10,23,[0],5840,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
180,10,24,[0],5931,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
181,10,25,[0],6018,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
182,10,26,[4],5544,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
183,10,27,[4],5537,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
184,10,28,[4],5626,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
185,10,29,[4],5906,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
186,10,30,[4],6018,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
187,10,31,[3],5896,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
188,10,32,[3],5626,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
189,10,33,[3],5643,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
190,10,34,[3],5702,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
191,10,35,[3],5638,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
192,10,36,[3],5820,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
193,10,37,[3],5545,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
194,10,38,[3],6066,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
195,10,39,[5],5702,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
196,10,40,[5],6047,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
197,10,41,[5],5668,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
198,10,42,[5],5707,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
199,10,43,[5],5672,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
200,10,44,[5],5822,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
201,10,45,[5],5834,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
202,10,46,[5],5553,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
203,10,47,[5],5956,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
204,10,48,[2],5559,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
205,10,49,[2],5626,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
206,10,50,[2],5533,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
207,10,51,[2],5822,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
208,10,52,[2],5849,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
209,10,53,[2],5868,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
210,10,54,[2],6039,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
211,10,55,[2],6049,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
212,14,0,[1],5781,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
213,14,1,[1],5783,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
214,14,2,[1],5782,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
215,14,3,[1],5735,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
216,14,4,[1],5677,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
217,14,5,[1],5550,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
218,14,6,[1],6004,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
219,14,7,[1],6236,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
220,14,8,[6],5785,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
221,14,9,[6],5783,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
222,14,10,[6],5781,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
223,14,11,[6],5782,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
224,14,12,[6],5909,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
225,14,13,[6],5915,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
226,14,14,[6],6004,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
227,14,15,[0],5781,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
228,14,16,[0],5783,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
229,14,17,[0],5782,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
230,14,18,[0],6015,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
231,14,19,[0],5804,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
232,14,20,[0],6040,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
233,14,21,[4],5781,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
234,14,22,[4],5782,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
235,14,23,[4],5549,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
236,14,24,[4],5783,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
237,14,25,[4],5937,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
238,14,26,[4],5572,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
239,14,27,[4],6015,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
240,14,28,[4],5804,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
241,14,29,[4],6040,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
242,14,30,[4],6046,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
243,14,31,[3],5784,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
244,14,32,[3],5782,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
245,14,33,[3],5783,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
246,14,34,[3],5781,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
247,14,35,[3],5549,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
248,14,36,[3],5677,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
249,14,37,[3],5572,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
250,14,38,[3],5961,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
251,14,39,[5],5784,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
252,14,40,[5],5783,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
253,14,41,[5],5781,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
254,14,42,[5],5782,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
255,14,43,[5],6006,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
256,14,44,[5],5677,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
257,14,45,[5],5550,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
258,14,46,[5],5953,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
259,14,47,[5],5572,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
260,14,48,[5],6004,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
261,14,49,[2],5781,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
262,14,50,[2],5782,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
263,14,51,[2],5783,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
264,14,52,[2],5549,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
265,14,53,[2],5677,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
266,14,54,[2],6040,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
267,16,0,[1],5607,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
268,16,1,[1],5632,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
269,16,2,[1],5627,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
270,16,3,[1],5836,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
271,16,4,[1],5846,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
272,16,5,[1],5948,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
273,16,6,[1],6034,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
274,16,7,[1],6044,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
275,16,8,[1],6080,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
276,16,9,[6],5607,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
277,16,10,[6],5627,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
278,16,11,[6],5634,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
279,16,12,[6],5604,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
280,16,13,[6],5836,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
281,16,14,[6],5846,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
282,16,15,[6],5934,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
283,16,16,[6],6044,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
284,16,17,[0],5604,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
285,16,18,[0],5562,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
286,16,19,[0],5634,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
287,16,20,[0],5934,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
288,16,21,[0],5933,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
289,16,22,[0],5942,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
290,16,23,[0],6044,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
291,16,24,[4],5604,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
292,16,25,[4],5562,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
293,16,26,[4],5634,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
294,16,27,[4],5731,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
295,16,28,[4],5933,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
296,16,29,[4],5942,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
297,16,30,[4],6044,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
298,16,31,[3],5731,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
299,16,32,[3],5562,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
300,16,33,[3],5634,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
301,16,34,[3],5933,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
302,16,35,[3],6034,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
303,16,36,[5],5607,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
304,16,37,[5],5562,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
305,16,38,[5],5604,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
306,16,39,[5],5814,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
307,16,40,[5],5846,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
308,16,41,[5],5855,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
309,16,42,[5],5950,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
310,16,43,[5],6034,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
311,16,44,[2],5604,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
312,16,45,[2],5562,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
313,16,46,[2],5634,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
314,16,47,[2],5607,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
315,16,48,[2],5627,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
316,16,49,[2],5731,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
317,16,50,[2],5855,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
318,16,51,[2],6044,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
319,15,0,[],5297,15,1,0,"",[],1,"","",[],1275,0,[],0,"",0
320,15,1,[],5312,15,1,0,"",[],1,"","",[],1275,0,[],0,"",0
321,15,2,[],5332,15,1,0,"",[],1,"","",[],1275,0,[],0,"",0
322,15,3,[],5341,15,1,0,"",[],1,"","",[],1275,0,[],0,"",0
323,15,4,[],4859,15,2,0,"",[],1,"","",[],1275,0,[],0,"",0
324,15,5,[],4860,15,2,0,"",[],1,"","",[],1275,0,[],0,"",0
325,15,6,[],4861,15,2,0,"",[],1,"","",[],1275,0,[],0,"",0
326,15,7,[],4858,15,2,0,"",[],1,"","",[],1275,0,[],0,"",0
327,19,0,[1],5689,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
328,19,1,[1],5691,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
