"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","rid","rid","QuestKey","i32","i32","i32","i32","[rid]","string","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","string","rid","rid","string","i32","i32","i32","i32"
49,0,27,"Reaching the Forest",[508],"[10,0,0]",[229],"",229,5,"",229,0,0,0,[40],"","","",[],[],1275,[],1275,"","","","","","","","",0,3860,0,46
50,0,28,"Reaching the Forest",[3],"[10,0]",[229],"",229,5,"",229,0,0,0,[40],"","","",[],[],1275,[],1275,"","","","","","","","",0,3940,0,46
51,0,29,"Reopened Passage",[233],[],[296],"","",3,"",296,0,0,0,[41],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,3988,0,46
52,0,30,"Goatmen",[3],[],[347],"","",3,"",347,0,0,0,[42],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,4054,0,46
53,0,31,"Letters of Exile",[],[],[371],"","",3,"",371,0,0,0,[43],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,4122,0,46
54,0,32,"Medicine Chest",[42],[],[378],"","",3,"",378,0,0,0,[44],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,4202,0,46
55,0,33,"Purchase Items",[],[],[],"","",23,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","",1,"","",0,4202,0,46
56,0,34,"Sell Items",[],[],[],"","",24,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","",0,"","",0,4202,0,46
57,2,0,"Introduction",[],[],[31],"",31,3,"",31,0,0,0,"[45,46,47,48,49,50,51]","",1,"",[],[],1275,[],1275,"","","","","","","","",0,4330,0,46
58,2,1,"Merveil",[9],[],[48],"",48,3,"",48,0,0,0,[52],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,4378,0,46
59,2,2,"Marceus Lioneye",[418],[],[298],"","",3,"",298,0,0,0,[53],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,4460,0,46
60,2,3,"Nessa",[13],[],[300],"","",3,"",300,0,0,0,[54],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,4508,0,46
61,2,4,"The Medicine Chest",[39],"[42,0]",[44],"",44,5,"",44,0,0,0,[55],"","","",[],[],1275,[],1275,"","","","","","","","",0,4588,0,46
62,2,5,"Tarkleigh",[14],[],[301],"","",3,"",301,0,0,0,[56],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,4636,0,46
63,2,6,"Drowned Dead",[],[],[302],"","",3,"",302,0,0,0,[57],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,4668,0,46
64,2,7,"Merveil",[8],[9],[303],"","",3,"",303,0,0,0,[58],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,4732,0,46
65,2,8,"Brutus",[4],[5],[304],"","",3,"",304,0,0,0,[59],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,4796,0,46
66,2,9,"Undead Rhoas",[223],[228],[305],"","",3,"",305,0,0,0,[60],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,4888,0,46
67,2,10,"Captain Fairgraves",[47],"[498,0]",[499],"",499,5,"",499,0,0,0,[61],"","","",[],[],1275,[],1275,"","","","","","","","",0,5008,0,46
68,2,11,"Captain Fairgraves",[45],[47],[68],"","",3,"",68,0,0,0,[62],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,5072,0,46
69,2,12,"Fairgraves Reward",[499],"[498,0]",[65],"",65,6,9,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,5174,0,46
70,2,13,"Prisoner's Gate",[231],[233],[482],"","",3,"",482,0,0,0,[66],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,5272,0,46
71,2,14,"Inspirational Poem",[233],[],[268],"",268,3,"",268,0,0,0,[63],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,5360,0,46
72,2,15,"Reopened Passage",[268],"[500,0]",[502],"",502,5,"",502,0,0,0,[64],"","","",[],[],1275,[],1275,"","","","","","","","",0,5440,0,46
73,2,16,"Road Reward",[268],"[500,0]",[66],"",66,6,11,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,5530,0,46
74,2,17,"Medicine Chest",[42],[233],[117],"",117,3,"",117,0,0,0,[65],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,5594,0,46
75,2,18,"Surviving Wraeclast",[229],[231],[299],"","",3,"",299,0,0,0,[67],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,5700,0,46
76,9,0,"Introduction",[],[],[75],"",75,3,"",75,0,0,0,[75],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,5732,0,46
77,9,1,"The Azmeri",[],[],[306],"","",3,"",306,0,0,0,[76],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,5788,0,46
78,9,2,"Yeena",[91],[],[307],"","",3,"",307,0,0,0,[77],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,5850,0,46
79,9,3,"Greust",[92],[],[308],"","",3,"",308,0,0,0,[78],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,5914,0,46
80,9,4,"Silk",[93],[],[309],"","",3,"",309,0,0,0,[79],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,5974,0,46
81,9,5,"Helena",[243],[],[310],"","",3,"",310,0,0,0,[80],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,6038,0,46
82,9,6,"Blackguards",[97],[243],[311],"","",3,"",311,0,0,0,[81],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,6128,0,46
83,9,7,"The Bandit Scourge",[],"[83,0,0,0]",[53],"",53,5,"",53,0,0,0,[82],"","","",[],[],1275,[],1275,"","","","","","","","",0,6264,0,46
84,9,8,"The Bandit Scourge",[17],"[83,0,0]",[53],"",53,5,"",53,0,0,0,[83],"","","",[],[],1275,[],1275,"","","","","","","","",0,6360,0,46
85,9,9,"The Bandit Scourge",[16],"[83,0,0]",[53],"",53,5,"",53,0,0,0,[84],"","","",[],[],1275,[],1275,"","","","","","","","",0,6456,0,46
86,9,10,"The Bandit Scourge","[16,0]","[83,0]",[53],"",53,5,"",53,0,0,0,[85],"","","",[],[],1275,[],1275,"","","","","","","","",0,6552,0,46
87,9,11,"The Bandit Scourge",[18],"[83,0,0]",[53],"",53,5,"",53,0,0,0,[86],"","","",[],[],1275,[],1275,"","","","","","","","",0,6648,0,46
88,9,12,"The Bandit Scourge","[18,0]","[83,0]",[53],"",53,5,"",53,0,0,0,[87],"","","",[],[],1275,[],1275,"","","","","","","","",0,6744,0,46
89,9,13,"The Bandit Scourge","[18,0]","[83,0]",[53],"",53,5,"",53,0,0,0,[88],"","","",[],[],1275,[],1275,"","","","","","","","",0,6840,0,46
90,9,14,"Bandit Lords","[16,0,0]","[54,0,0]",[57],"",57,3,"",57,0,0,0,[89],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,6996,0,46
91,9,15,"Bandit Amulets","[77,0,0,0]","[122,0]",[808],"triggerer.SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/gold.ao );\r\ntriggerer.SetQuestFlag(\""a2q7-QuestRewardTaken\"", \""a2b-DeliveredAmulets\"");",122,5,"",122,0,0,0,[90],"","","",[],[],1275,[],1275,"","","","","","","","",0,7458,0,46
92,9,16,"Bandit Amulets",[122],[260],[260],"",260,5,"",260,0,0,0,[91],"","","",[],[],1275,[],1275,"","","","","","","","",0,7522,0,46
93,9,17,"Take the Apex","[16,0,0,0]","[76,0]",[69],"",69,6,18,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,7664,0,46
94,9,18,"Oak",[18],"[16,0]",[312],"","",3,"",312,0,0,0,[92],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,7754,0,46
95,9,19,"Alira",[17],"[16,0]",[312],"","",3,"",312,0,0,0,[93],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,7848,0,46
96,9,20,"Kraityn",[16],"[17,0]",[312],"","",3,"",312,0,0,0,[94],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,7946,0,46
97,9,21,"Oak","[16,0]",[18],[315],"","",3,"",315,0,0,0,[95],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,8026,0,46
98,9,22,"Alira","[16,0]",[17],[315],"","",3,"",315,0,0,0,[96],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,8106,0,46
99,9,23,"Kraityn","[17,0]",[16],[315],"","",3,"",315,0,0,0,[97],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,8186,0,46
100,9,24,"The Darkness",[88],[85],[235],"",235,3,"",235,0,0,0,[98],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,8278,0,46
101,9,25,"The Light",[85],[],[318],"",318,3,"",318,0,0,0,[99],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,8348,0,46
102,9,26,"The Baleful Gem",[98],[],[319],"","",3,"",319,0,0,0,[100],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,8430,0,46
103,9,27,"Maligaro's Spike",[95],[99],[320],"","",3,"",320,0,0,0,[101],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,8530,0,46
104,9,28,"Maligaro's Creations","[98,0]",[],[321],"","",3,"",321,0,0,0,[102],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,8638,0,46
105,9,29,"Ancient Gateway",[100],[],[322],"","",3,"",322,0,0,0,[103],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,8720,0,46
106,9,30,"Lorrata",[99],[],[323],"","",3,"",323,0,0,0,[104],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,8786,0,46
107,9,31,"Fellshrine Ruins",[138],[],[324],"","",3,"",324,0,0,0,[105],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,8870,0,46
108,9,32,"The Dark Altar",[234],[76],[262],"",262,5,"",262,0,0,0,[106],"","","",[],[],1275,[],1275,"","","","","","","","",0,8966,0,46
109,9,33,"Yeena's Vision",[253],[85],[254],"",254,5,"",254,0,0,0,[107],"","","",[],[],1275,[],1275,"","","","","","","","",0,9062,0,46
110,9,34,"Blocked Passage",[230],[233],[325],"","",3,"",325,0,0,0,[108],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,9160,0,46
111,9,35,"The Chamber of Sins",[97],[],[153],"","",3,"",153,0,0,0,[109],"","","",[],[],1275,[],1275,"","","","","","","","",0,9250,0,46
112,9,36,"Dominus",[],[],[160],"","",3,"",160,0,0,0,[110],"","","",[],[],1275,[],1275,"","","","","","","","",0,9300,0,46
113,9,37,"Claim Passive Skill Point",[83],"[54,0,0,0]",[122],"triggerer.SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/gold.ao );",122,5,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,9604,0,46
114,9,38,"Change Bandit Reward",[],[],[],"","",8,34,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,9648,0,46
115,10,0,"Introduction",[],[],[91],"",91,3,"",91,0,0,0,[111],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,9680,0,46
116,10,1,"Eramir",[75],[],[327],"","",3,"",327,0,0,0,[112],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,9744,0,46
117,10,2,"Greust",[92],[],[328],"","",3,"",328,0,0,0,[113],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,9792,0,46
118,10,3,"Silk",[93],[],[329],"","",3,"",329,0,0,0,[114],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,9840,0,46
119,10,4,"Helena",[243],[],[330],"","",3,"",330,0,0,0,[115],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,9888,0,46
120,10,5,"Blood Apes",[],[],[331],"","",3,"",331,0,0,0,[116],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,9944,0,46
121,10,6,"Vipers",[139],[],[332],"","",3,"",332,0,0,0,[117],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,10008,0,46
122,10,7,"Elementals",[134],[],[333],"","",3,"",333,0,0,0,[118],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,10080,0,46
123,10,8,"Maligaro's Spike",[258],"[94,0]",[334],"","",3,"",334,0,0,0,[119],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,10160,0,46
124,10,9,"Lorrata",[99],[],[335],"","",3,"",335,0,0,0,[120],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,10208,0,46
125,10,10,"Chamber of Sins",[101],"[99,0]",[336],"","",3,"",336,0,0,0,[121],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,10322,0,46
126,10,11,"The Great White Beast",[],[246],[244],"",244,5,"",244,0,0,0,[122],"","","",[],[],1275,[],1275,"","","","","","","","",0,10416,0,46
127,10,12,"The Great White Beast",[246],[248],[249],"",249,5,"",249,0,0,0,[123],"","","",[],[],1275,[],1275,"","","","","","","","",0,10480,0,46
128,10,13,"Great White Beast Reward",[249],[248],[247],"",247,6,15,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,10580,0,46
129,10,14,"The Fellshrine Hand","[247,0]",[87],[96],"",96,5,"",96,0,0,0,[124],"","","",[],[],1275,[],1275,"","","","","","","","",0,10702,0,46
130,10,15,"The Fellshrine Hand",[86],[87],"[70,0]","",87,5,"",87,0,0,0,[125],"","","",[],[],1275,[],1275,"","","","","","","","",0,10782,0,46
131,10,16,"The Fellshrine Hand",[87],"[103,0]",[],"","",5,"",87,0,0,0,[125],"","","",[],[],1275,[],1275,"","","","","","","","",0,10846,0,46
132,10,17,"Jewel Reward",[87],[824],[823],"",823,6,13,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,10922,0,46
133,10,18,"Fellshrine Reward","[87,0]","[103,0]",[102],"",102,6,12,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,11040,0,46
134,10,19,"The Darkness","[84,0]",[85],[253],"",253,5,"",253,0,0,0,[126],"","","",[],[],1275,[],1275,"","","","","","","","",0,11120,0,46
135,10,20,"The Darkness",[76],[85],[253],"",253,5,"",253,0,0,0,[126],"","","",[],[],1275,[],1275,"","","","","","","","",0,11184,0,46
136,10,21,"The Darkness",[88],"[85,0,0]",[236],"",236,3,"",236,0,0,0,[127],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,11280,0,46
137,10,22,"The Light",[85],[],[421],"",421,3,"",421,0,0,0,[128],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,11328,0,46
138,10,23,"Purchase Items",[],[],[],"","",23,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","",1,"","",0,11328,0,46
139,10,24,"Sell Items",[],[],[],"","",24,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","",0,"","",0,11328,0,46
140,11,0,"Introduction",[],[],[92],"",92,3,"",92,0,0,0,[129],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,11360,0,46
141,11,1,"Eramir",[75],[],[337],"","",3,"",337,0,0,0,[130],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,11408,0,46
142,11,2,"Yeena",[91],[],[338],"","",3,"",338,0,0,0,[131],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,11456,0,46
143,11,3,"Silk",[93],[],[339],"","",3,"",339,0,0,0,[132],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,11504,0,46
144,11,4,"Blood Apes",[],[],[340],"","",3,"",340,0,0,0,[133],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,11536,0,46
145,11,5,"Vipers",[139],[],[341],"","",3,"",341,0,0,0,[134],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,11584,0,46
146,11,6,"Elementals",[134],[],[342],"","",3,"",342,0,0,0,[135],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,11632,0,46
147,11,7,"Maligaro's Spike",[258],"[99,0]",[343],"","",3,"",343,0,0,0,[136],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,11712,0,46
148,11,8,"Blackguards",[808],[243],[97],"",97,5,"",97,0,0,0,[137],"","","",[],[],1275,[],1275,"","","","","","","","",0,11776,0,46
149,11,9,"Helena",[243],[108],[110],"",110,5,"",110,0,0,0,[138],"","","",[],[],1275,[],1275,"","","","","","","","",0,11840,0,46
150,11,10,"Helena",[108],[],[344],"","",3,"",344,0,0,0,[139],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,11888,0,46
151,11,11,"Blackguard Reward",[110],[108],[107],"",107,6,14,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,11974,0,46
152,11,12,"Chamber of Sins",[97],"[98,0]",[345],"","",3,"",345,0,0,0,[140],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,12054,0,46
153,11,13,"Bandit Lords",[53],[122],[346],"","",3,"",346,0,0,0,[141],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,12118,0,46
154,11,14,"Bandit Lords",[122],[],[364],"","",3,"",364,0,0,0,[142],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,12166,0,46
155,11,15,"The Darkness",[88],[85],[237],"",237,3,"",237,0,0,0,[143],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,12230,0,46
156,11,16,"The Light",[85],[],[420],"",420,3,"",420,0,0,0,[144],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,12278,0,46
157,11,17,"Purchase Items",[],[],[],"","",23,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","",1,"","",0,12278,0,46
158,11,18,"Sell Items",[],[],[],"","",24,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","",0,"","",0,12278,0,46
159,11,19,"Join PvP",[],[],[],"","",27,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,12298,0,46
160,4,0,"Introduction",[],[],[62],"",62,5,"",62,0,0,0,[145],"","","",[],[],1275,[],1275,"","","","","","","","",0,12330,0,46
161,4,1,"Marooned",[],[],[349],"triggerer.SetQuestFlag(\""a1q6-ReceivedQuest\"");\r\ntriggerer.ClearQuestFlag(\""a1q6-DeliveredAllFlame\"");",45,5,"",349,0,0,0,[146],"","","",[],[],1275,[],1275,"","","","","","","","",0,12582,0,46
162,4,2,"The Allflame",[],[],[350],"","",3,"",350,0,0,0,[147],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,12642,0,46
163,4,3,"The Real Fairgraves",[68],[],[351],"","",3,"",351,0,0,0,[148],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,12732,0,46
164,4,4,"Merveil",[],[9],[67],"","",3,"",67,0,0,0,[149],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,12780,0,46
165,4,5,"Merveil's Necklace",[67],[],[352],"","",3,"",352,0,0,0,[150],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,12868,0,46
166,4,6,"Thank You",[61],[],[63],"Transition(); ForEachInRange( 100, { IfVarietyContains( Metadata/Monsters/Skeletons/SkeletonBossFairgraves, { Transition(); } ); } ); triggerer.SetSessionQuestFlag(\""a1q6-FairgravesAggro\"");",63,5,"",63,0,0,0,[151],"","","",[],[],1275,[],1275,"","","","","","","","",0,13318,0,46
167,4,7,"Thank You",[63],"[47,0]",[],"Transition(); ForEachInRange( 100, { IfVarietyContains( Metadata/Monsters/Skeletons/SkeletonBossFairgraves, { Transition(); } ); } ); triggerer.SetSessionQuestFlag(\""a1q6-FairgravesAggro\"");",47,5,"",71,0,0,0,[152],"","","",[],[],1275,[],1275,"","","","","","","","",0,13382,0,46
168,4,8,"Allflame Reward",[71],[47],[],"triggerer.FinishNPCChat(); ForEachInRange( 100, { IfVarietyContains( Fairgraves, { Transition(); } ); } );",47,5,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,13664,0,46
169,6,0,"Exiled",[],[],[],"triggerer.TalkToWoundedExile(8.2, 22.8);",120,3,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,13764,0,46
