"rownum","Monster"
490,7292
491,7293
492,7294
493,7295
494,7296
495,7297
496,7298
497,7299
498,7300
499,7301
500,7302
501,7303
502,7304
503,7305
504,7306
505,5131
506,5132
507,2510
508,4574
509,6873
510,6874
511,6875
512,6878
513,6879
514,6880
515,6881
516,6882
517,6883
518,6884
519,6885
520,6886
521,6887
522,6888
523,6889
524,6890
525,6891
526,6892
527,6893
528,6894
529,6895
530,6896
531,6897
532,6898
533,6899
534,6900
535,6901
536,6902
537,6903
538,6904
539,6905
540,6906
541,6907
542,6908
543,6909
544,6910
545,6911
546,6912
547,6913
548,6914
549,6915
550,6916
551,6918
552,6919
553,6921
554,6922
555,6923
556,6925
557,6926
558,6927
559,6928
560,6929
561,6930
562,6931
563,6932
564,6933
565,6934
566,6935
567,6936
568,6938
569,6939
570,6940
571,6941
572,6942
573,6943
574,6944
575,6945
576,6946
577,6947
578,6948
579,6950
580,6951
581,6953
582,6954
583,6955
584,6957
585,6958
586,6960
587,6962
588,6964
589,6965
590,6967
591,6968
592,6971
593,6972
594,6973
595,6976
596,6979
597,6980
598,6982
599,6984
600,6985
601,6986
602,6987
603,6988
604,6989
605,6990
606,6991
607,6992
608,6993
609,6994
610,6995
611,6996
612,6997
613,6998
614,6999
615,7000
616,7001
617,7002
618,7003
619,7005
620,7006
621,7008
622,7009
623,7011
624,7012
625,7014
626,7015
627,7016
628,7017
629,7018
630,7019
631,7020
632,7021
633,7022
634,7023
635,7024
636,7025
637,7026
638,7027
639,7028
640,7029
641,7030
642,7031
643,7032
644,7033
645,7034
646,7035
647,7309
648,7317
649,7318
650,7319
651,2731
652,2732
653,2735
654,2736
655,2737
656,2738
657,2739
658,3406
659,3407
660,3408
661,3409
662,3410
663,3411
664,3412
665,3413
666,3414
667,3415
668,3416
669,3417
670,3418
671,3419
672,3420
673,3421
674,3422
675,3423
676,3424
677,3425
678,3426
679,3427
680,3428
681,3429
682,3430
683,3431
684,3432
685,2719
686,2721
687,2717
688,2725
689,2727
690,2723
691,5878
692,5879
693,5880
694,5881
695,5882
696,5883
697,5884
698,5885
699,5886
700,5887
701,5888
702,5889
703,5890
704,5902
705,5903
706,5904
707,5907
708,5908
709,5909
710,5911
711,5913
712,5914
713,5916
714,5918
715,5921
716,5924
717,5926
718,5928
719,5929
720,6019
721,6020
722,6021
723,6022
724,3078
725,3079
726,4578
727,4579
728,7879
729,7880
730,7881
731,7882
732,7883
733,7884
734,7885
735,7886
736,7887
737,7888
738,7889
739,7890
740,7891
741,7892
742,7893
743,7894
744,7895
745,7896
746,7897
747,7898
748,7899
749,7900
750,7901
751,7902
752,7903
753,7904
754,7905
755,7906
756,7907
757,7908
758,7909
759,7911
760,7912
761,7913
762,7914
763,7915
764,7916
765,7917
766,7918
767,7919
768,7920
769,7921
770,7922
771,7923
772,7924
773,7925
774,7926
775,7927
776,7928
777,7929
778,7930
779,7931
780,7932
781,7933
782,7934
783,7941
784,7942
785,7943
786,7944
787,7945
788,7946
789,7947
790,7948
791,7949
792,7950
793,7951
794,7952
795,7954
796,7955
797,7956
798,7957
799,7958
800,7959
801,7960
802,7961
803,7962
804,7963
805,7964
806,7965
807,7966
808,7967
809,7968
810,7969
811,7970
812,7971
813,7972
814,7973
815,7974
816,7975
817,7981
818,4581
819,7982
820,7984
821,7986
822,7987
823,7989
824,7991
825,7993
826,7995
827,7998
828,8000
829,8003
830,8006
831,8009
832,8012
833,8014
834,8017
835,8019
836,8020
837,8023
838,8025
839,8026
840,8029
841,8032
842,8034
843,8036
844,8038
845,8040
846,8042
847,8044
848,8045
849,8047
850,8050
851,8053
852,8054
853,8057
854,8058
855,8061
856,8064
857,8066
858,8067
859,8070
860,8072
861,8074
862,8075
863,8076
864,8077
865,8079
866,8081
867,8084
868,8087
869,8089
870,8092
871,8094
872,8095
873,8096
874,8097
875,8098
876,8099
877,8100
878,8101
879,8102
880,8111
881,8112
882,8113
883,8114
884,8115
885,8116
886,8117
887,8118
888,8119
889,8120
890,8121
891,8122
892,8123
893,8124
894,8125
895,8126
896,8131
897,8132
898,8133
899,8134
900,8135
901,8136
902,8137
903,123
904,156
905,158
906,166
907,181
908,434
909,531
910,564
911,565
912,596
913,605
914,622
915,640
916,659
917,660
918,661
919,662
920,734
921,854
922,855
923,856
924,857
925,1107
926,1108
927,1109
928,1203
929,1204
930,1205
931,1226
932,1916
933,1986
934,2648
935,3777
936,3887
937,3909
938,3919
939,3952
940,5346
941,5608
942,5693
943,5721
944,5805
945,5875
946,6011
947,6723
948,6725
949,6727
950,6729
951,6739
952,6741
953,6743
954,6745
955,6815
956,8621
957,8622
958,8623
959,8624
960,8626
961,8628
962,8629
963,8631
964,8633
965,8634
966,8635
967,8637
968,8638
969,8640
970,8642
971,8644
972,8646
973,8648
974,8649
975,8651
976,8653
977,8655
978,8656
979,8658
980,8659
981,8661
982,8662
983,8663
984,8665
985,8667
986,8668
987,8669
988,8670
989,8671
990,8672
991,8673
992,8674
993,8675
994,8676
995,8677
996,8678
997,8680
998,8681
999,8684
1000,8692
1001,8693
1002,8694
1003,8695
1004,8696
1005,8697
1006,8698
1007,8699
1008,8700
1009,8701
1010,8702
1011,8704
1012,8705
1013,8706
1014,8707
1015,8708
1016,8709
1017,8710
1018,8711
1019,8712
1020,8713
1021,8714
1022,8715
1023,8716
1024,8717
1025,509
1026,770
1027,771
1028,3038
