"rownum","Buff","[rid]","i32"
378,"blight_channel_hinder",[1637],3
379,"blight_channel_hinder",[1563],4
380,"wither_channelled_main",[482],1
381,"wither_channelled_main",[1119],2
382,"wither_channelled_main",[1527],3
383,"wither_channelled_main",[1528],4
384,"wither_channelled_main",[1529],5
385,"wither_channelled_main",[1559],6
386,"wither_channelled_hinder",[1637],4
387,"wither_channelled_hinder",[1563],6
388,"soul_link_source",[1639],0
389,"soul_link_target",[1640],0
390,"storm_blade",[1638],0
391,"flame_link_source",[1641],0
392,"flame_link_target",[1642],0
393,"remora_link_source",[1643],0
394,"remora_link_target",[1644],0
395,"bulwark_link_source",[1645],0
396,"bulwark_link_target",[1646],0
397,"trigger_link_source",[1647],0
398,"trigger_link_target",[1648],0
399,"critical_link_source",[1649],0
400,"critical_link_target",[1650],0
401,"explosive_concoction_flask_attach",[1631],0
402,"poisonous_concoction_flask_attach",[1632],0
403,"poisonous_concoction_flask_attach",[1734],1
404,"bubble_shield",[0],0
405,"flask_effect",[1729],1
406,"flask_effect",[1730],2
407,"flask_effect",[1731],3
408,"flask_effect",[1732],4
409,"flask_effect",[1738],5
410,"flask_effect",[1778],6
411,"flask_effect",[1809],7
412,"flask_effect",[1825],8
413,"flask_effect",[1826],9
414,"flask_effect",[1827],10
415,"corrupting_fever_buff",[1496],0
416,"corrupting_fever_buff",[1740],1
417,"corrupting_fever_corrupted_blood",[231],0
418,"corrupting_fever_corrupted_blood",[1741],1
419,"slither_slither_buff",[1513],1
420,"slither_elusive_buff",[1514],1
421,"slither_wither_buff",[1529],1
422,"monster_dd_area_corpse_mark",[791],0
423,"monster_dd_area_corpse_mark",[792],1
424,"monster_dd_area_corpse_mark",[1409],2
425,"monster_dd_area_corpse_mark",[1685],3
426,"monster_dd_area_corpse_fade",[1707],3
427,"monster_soulrend_debuff",[992],0
428,"monster_soulrend_debuff",[994],1
429,"monster_soulrend_fadeout",[993],0
430,"monster_soulrend_fadeout",[995],1
431,"arcane_surge",[709],0
432,"arcane_surge",[1804],1
433,"phasing_buff",[316],0
434,"phasing_buff",[1802],1
435,"fortify_buff",[391],0
436,"fortify_buff",[1803],1
437,"onslaught_buff",[207],0
438,"onslaught_buff",[1805],1
439,"onslaught_flask",[1806],1
