"rownum","Depth","MonsterLevel","i32","SulphiteCost","MonsterLevel2","MoreMonsterLife","MoreMonsterDamage","DarknessResistance","LightRadius","i32","i32","i32","i32","i32","i32"
60,61,74,86,217,68,0,0,-118,-118,0,0,0,0,0,61
61,62,74,86,217,68,0,0,-120,-120,0,0,0,0,0,62
62,63,74,90,217,68,0,0,-122,-122,0,0,0,0,0,63
63,64,75,90,217,68,0,0,-124,-124,0,0,0,0,0,64
64,65,75,97,253,69,0,0,-126,-126,0,0,0,0,0,65
65,66,75,101,253,69,0,0,-128,-128,0,0,0,0,0,66
66,67,75,101,253,69,0,0,-130,-130,0,0,0,0,0,67
67,68,75,101,253,69,0,0,-132,-132,0,0,0,0,0,68
68,69,76,105,253,70,0,0,-134,-134,0,0,0,0,0,69
69,70,76,105,253,70,0,0,-136,-136,0,0,0,0,0,70
70,71,76,109,253,70,0,0,-138,-138,0,0,0,0,0,71
71,72,76,109,253,70,0,0,-140,-140,0,0,0,0,0,72
72,73,76,114,253,70,0,0,-142,-142,0,0,0,0,0,73
73,74,77,123,288,71,0,0,-144,-144,0,0,0,0,0,74
74,75,77,128,288,71,0,0,-146,-146,0,0,0,0,0,75
75,76,77,128,288,71,0,0,-148,-148,0,0,0,0,0,76
76,77,77,128,288,71,0,0,-150,-150,0,0,0,0,0,77
77,78,77,133,288,71,0,0,-152,-152,0,0,0,0,0,77
78,79,77,133,288,71,0,0,-154,-154,0,0,0,0,0,77
79,80,77,133,288,71,0,0,-156,-156,0,0,0,0,0,77
80,81,78,133,288,71,0,0,-158,-158,0,0,0,0,0,78
81,82,78,133,288,71,0,0,-160,-160,0,0,0,0,0,78
82,83,78,138,323,72,0,0,-162,-162,0,0,0,0,0,78
83,84,78,138,323,72,0,0,-164,-164,0,0,0,0,0,78
84,85,78,138,323,72,0,0,-166,-166,0,0,0,0,0,78
85,86,78,138,323,72,0,0,-168,-168,0,0,0,0,0,78
86,87,78,138,323,72,0,0,-170,-170,0,0,0,0,0,78
87,88,78,138,323,72,0,0,-172,-172,0,0,0,0,0,78
88,89,78,138,323,73,0,0,-174,-174,0,0,0,0,0,78
89,90,79,144,323,73,0,0,-176,-176,0,0,0,0,0,79
90,91,79,144,323,73,0,0,-178,-178,0,0,0,0,0,79
91,92,79,144,358,73,0,0,-180,-180,0,0,0,0,0,79
92,93,79,144,358,73,0,0,-182,-182,0,0,0,0,0,79
93,94,79,144,358,73,0,0,-184,-184,0,0,0,0,0,79
94,95,79,144,358,73,0,0,-186,-186,0,0,0,0,0,79
95,96,79,144,358,73,0,0,-188,-188,0,0,0,0,0,79
96,97,79,150,358,74,0,0,-190,-190,0,0,0,0,0,79
97,98,79,150,358,74,0,0,-192,-192,0,0,0,0,0,79
98,99,79,150,358,74,0,0,-194,-194,0,0,0,0,0,79
99,100,79,150,358,74,0,0,-196,-196,0,0,0,0,0,79
100,101,80,150,393,74,0,0,-198,-198,0,0,0,0,0,80
101,102,80,150,393,74,0,0,-200,-200,0,0,0,0,0,80
102,103,80,150,393,74,0,0,-202,-202,0,0,0,0,0,80
103,104,80,156,393,74,0,0,-204,-204,0,0,0,0,0,80
104,105,80,156,393,75,0,0,-206,-206,0,0,0,0,0,80
105,106,80,156,393,75,0,0,-208,-208,0,0,0,0,0,80
106,107,80,156,393,75,0,0,-209,-209,0,0,0,0,0,80
107,108,80,156,393,75,0,0,-210,-210,0,0,0,0,0,80
108,109,80,156,393,75,0,0,-211,-211,0,0,0,0,0,80
109,110,80,156,429,75,0,0,-212,-212,0,0,0,0,0,80
110,111,80,156,429,75,0,0,-213,-213,0,0,0,0,0,80
111,112,80,162,429,75,0,0,-214,-214,0,0,0,0,0,80
112,113,80,162,429,76,0,0,-215,-215,0,0,0,0,0,80
113,114,81,162,429,76,0,0,-216,-216,0,0,0,0,0,81
114,115,81,162,429,76,0,0,-217,-217,0,0,0,0,0,81
115,116,81,162,429,76,0,0,-218,-218,0,0,0,0,0,81
116,117,81,162,429,76,0,0,-219,-219,0,0,0,0,0,81
117,118,81,162,429,76,0,0,-220,-220,0,0,0,0,0,81
118,119,81,162,429,76,0,0,-221,-221,0,0,0,0,0,81
119,120,81,162,429,76,0,0,-222,-222,0,0,0,0,0,81
120,121,81,162,429,76,0,0,-223,-223,0,0,0,0,0,81
121,122,81,162,482,76,0,0,-224,-224,0,0,0,0,0,81
122,123,81,162,482,76,0,0,-225,-225,0,0,0,0,0,81
123,124,81,168,482,77,0,0,-226,-226,0,0,0,0,0,81
124,125,81,168,482,77,0,0,-227,-227,0,0,0,0,0,81
125,126,81,168,482,77,0,0,-228,-228,0,0,0,0,0,81
126,127,81,168,482,77,0,0,-229,-229,0,0,0,0,0,81
127,128,81,168,482,77,0,0,-230,-230,0,0,0,0,0,81
128,129,82,168,482,77,0,0,-231,-231,0,0,0,0,0,82
129,130,82,168,482,77,0,0,-232,-232,0,0,0,0,0,82
130,131,82,168,482,77,0,0,-233,-233,0,0,0,0,0,82
131,132,82,168,482,77,0,0,-234,-234,0,0,0,0,0,82
132,133,82,168,482,77,0,0,-235,-235,0,0,0,0,0,82
133,134,82,168,536,78,0,0,-236,-236,0,0,0,0,0,82
134,135,82,168,536,78,0,0,-237,-237,0,0,0,0,0,82
135,136,82,168,536,78,0,0,-238,-238,0,0,0,0,0,82
136,137,82,168,536,78,0,0,-239,-239,0,0,0,0,0,82
137,138,82,168,536,78,0,0,-240,-240,0,0,0,0,0,82
138,139,82,168,536,78,0,0,-241,-241,0,0,0,0,0,82
139,140,82,175,536,78,0,0,-242,-242,0,0,0,0,0,82
140,141,82,175,536,78,0,0,-243,-243,0,0,0,0,0,82
141,142,82,175,536,78,0,0,-244,-244,0,0,0,0,0,82
142,143,82,175,536,78,0,0,-245,-245,0,0,0,0,0,82
143,144,82,175,536,78,0,0,-246,-246,0,0,0,0,0,82
144,145,83,175,536,78,0,0,-247,-247,0,0,0,0,0,83
145,146,83,175,589,79,1,10,-248,-248,0,0,0,0,0,83
146,147,83,175,589,79,1,11,-249,-249,0,0,0,0,0,83
147,148,83,175,589,79,1,11,-250,-250,0,0,0,0,0,83
148,149,83,175,589,79,1,12,-251,-251,0,0,0,0,0,83
149,150,83,175,589,79,1,12,-252,-252,0,0,0,0,0,83
150,151,83,175,589,79,1,13,-253,-253,0,0,0,0,0,83
151,152,83,175,589,79,1,14,-254,-254,0,0,0,0,0,83
152,153,83,175,589,79,1,14,-255,-255,0,0,0,0,0,83
153,154,83,182,589,79,1,15,-256,-256,0,0,0,0,0,83
154,155,83,182,589,79,1,15,-257,-257,0,0,0,0,0,83
155,156,83,182,589,79,1,15,-258,-258,0,0,0,0,0,83
156,157,83,182,589,79,1,16,-259,-259,0,0,0,0,0,83
157,158,83,182,589,79,1,16,-260,-260,0,0,0,0,0,83
158,159,83,182,643,80,1,17,-261,-261,0,0,0,0,0,83
159,160,83,182,643,80,1,17,-262,-262,0,0,0,0,0,83
160,161,83,182,643,80,1,18,-263,-263,0,0,0,0,0,83
161,162,83,182,643,80,1,18,-264,-264,0,0,0,0,0,83
162,163,83,182,643,80,1,19,-265,-265,0,0,0,0,0,83
163,164,83,182,643,80,1,19,-266,-266,0,0,0,0,0,83
164,165,83,182,643,80,1,20,-267,-267,0,0,0,0,0,83
165,166,83,182,643,80,1,20,-268,-268,0,0,0,0,0,83
166,167,83,182,643,80,1,21,-269,-269,0,0,0,0,0,83
167,168,83,182,643,80,1,21,-270,-270,0,0,0,0,0,83
168,169,83,189,643,80,1,22,-271,-271,0,0,0,0,0,83
169,170,83,189,643,80,1,23,-272,-272,0,0,0,0,0,83
170,171,83,189,697,81,1,23,-273,-273,0,0,0,0,0,83
171,172,83,189,697,81,1,24,-274,-274,0,0,0,0,0,83
172,173,83,189,697,81,1,24,-275,-275,0,0,0,0,0,83
173,174,83,189,697,81,1,25,-276,-276,0,0,0,0,0,83
174,175,83,189,697,81,1,26,-277,-277,0,0,0,0,0,83
175,176,83,189,697,81,1,26,-278,-278,0,0,0,0,0,83
176,177,83,189,698,81,1,27,-279,-279,0,0,0,0,0,83
177,178,83,189,698,81,1,28,-280,-280,0,0,0,0,0,83
178,179,83,189,699,81,1,28,-281,-281,0,0,0,0,0,83
179,180,83,189,699,81,1,29,-282,-282,0,0,0,0,0,83
180,181,83,189,700,81,1,30,-283,-283,0,0,0,0,0,83
181,182,83,189,700,81,1,30,-284,-284,0,0,0,0,0,83
182,183,83,197,701,81,1,31,-285,-285,0,0,0,0,0,83
183,184,83,197,701,81,1,32,-286,-286,0,0,0,0,0,83
184,185,83,197,702,81,1,32,-287,-287,0,0,0,0,0,83
185,186,83,197,702,81,1,33,-288,-288,0,0,0,0,0,83
186,187,83,197,703,81,1,34,-289,-289,0,0,0,0,0,83
187,188,83,197,703,81,1,35,-290,-290,0,0,0,0,0,83
188,189,83,197,704,81,1,35,-291,-291,0,0,0,0,0,83
189,190,83,197,704,82,1,36,-292,-292,0,0,0,0,0,83
190,191,83,197,705,82,1,37,-293,-293,0,0,0,0,0,83
191,192,83,197,705,82,1,38,-294,-294,0,0,0,0,0,83
192,193,83,197,706,82,2,38,-295,-295,0,0,0,0,0,83
193,194,83,197,706,82,2,39,-296,-296,0,0,0,0,0,83
194,195,83,197,707,82,2,40,-297,-297,0,0,0,0,0,83
195,196,83,197,707,82,2,41,-298,-298,0,0,0,0,0,83
196,197,83,197,708,82,2,42,-299,-299,0,0,0,0,0,83
197,198,83,197,708,82,2,43,-300,-300,0,0,0,0,0,83
198,199,83,197,709,82,2,43,-301,-301,0,0,0,0,0,83
199,200,83,197,709,82,2,44,-302,-302,0,0,0,0,0,83
200,201,83,197,710,82,2,45,-303,-303,0,0,0,0,0,83
201,202,83,205,710,82,2,46,-304,-304,0,0,0,0,0,83
202,203,83,205,711,82,2,47,-305,-305,0,0,0,0,0,83
203,204,83,205,711,82,2,48,-306,-306,0,0,0,0,0,83
204,205,83,205,712,82,2,49,-307,-307,0,0,0,0,0,83
205,206,83,205,712,82,2,50,-308,-308,0,0,0,0,0,83
206,207,83,205,713,83,2,51,-309,-309,0,0,0,0,0,83
207,208,83,205,713,83,2,52,-310,-310,0,0,0,0,0,83
208,209,83,205,714,83,2,53,-311,-311,0,0,0,0,0,83
209,210,83,205,714,83,2,53,-312,-312,0,0,0,0,0,83
210,211,83,205,715,83,2,54,-313,-313,0,0,0,0,0,83
211,212,83,206,715,83,2,55,-314,-314,0,0,0,0,0,83
212,213,83,206,716,83,2,56,-315,-315,0,0,0,0,0,83
213,214,83,206,716,83,2,57,-316,-316,0,0,0,0,0,83
214,215,83,206,717,83,2,58,-317,-317,0,0,0,0,0,83
215,216,83,206,717,83,2,59,-318,-318,0,0,0,0,0,83
216,217,83,206,718,83,2,60,-319,-319,0,0,0,0,0,83
217,218,83,206,718,83,2,62,-320,-320,0,0,0,0,0,83
218,219,83,206,719,83,2,63,-321,-321,0,0,0,0,0,83
219,220,83,207,719,83,2,64,-322,-322,0,0,0,0,0,83
220,221,83,207,720,83,2,65,-323,-323,0,0,0,0,0,83
221,222,83,215,720,83,2,66,-324,-324,0,0,0,0,0,83
222,223,83,215,721,83,2,67,-325,-325,0,0,0,0,0,83
223,224,83,215,721,83,2,68,-326,-326,0,0,0,0,0,83
224,225,83,216,722,83,2,69,-327,-327,0,0,0,0,0,83
225,226,83,216,722,83,2,70,-328,-328,0,0,0,0,0,83
226,227,83,216,723,83,3,71,-329,-329,0,0,0,0,0,83
227,228,83,216,723,83,3,72,-330,-330,0,0,0,0,0,83
228,229,83,216,724,83,3,74,-331,-331,0,0,0,0,0,83
229,230,83,216,724,83,3,75,-332,-332,0,0,0,0,0,83
230,231,83,216,725,83,3,76,-333,-333,0,0,0,0,0,83
231,232,83,216,725,83,3,77,-334,-334,0,0,0,0,0,83
232,233,83,216,726,83,3,78,-335,-335,0,0,0,0,0,83
233,234,83,217,726,83,3,79,-336,-336,0,0,0,0,0,83
234,235,83,217,727,83,3,81,-337,-337,0,0,0,0,0,83
235,236,83,217,727,83,3,82,-338,-338,0,0,0,0,0,83
236,237,83,217,728,83,3,83,-339,-339,0,0,0,0,0,83
237,238,83,217,728,83,3,84,-340,-340,0,0,0,0,0,83
238,239,83,217,729,83,3,85,-341,-341,0,0,0,0,0,83
239,240,83,217,729,83,3,87,-342,-342,0,0,0,0,0,83
240,241,83,218,730,83,3,88,-343,-343,0,0,0,0,0,83
241,242,83,218,730,83,3,89,-344,-344,0,0,0,0,0,83
242,243,83,227,731,83,3,91,-345,-345,0,0,0,0,0,83
243,244,83,227,731,83,3,92,-346,-346,0,0,0,0,0,83
244,245,83,227,732,83,3,93,-347,-347,0,0,0,0,0,83
245,246,83,227,732,83,3,94,-348,-348,0,0,0,0,0,83
246,247,83,227,733,83,3,96,-349,-349,0,0,0,0,0,83
247,248,83,227,733,83,3,97,-350,-350,0,0,0,0,0,83
248,249,83,227,734,83,3,98,-351,-351,0,0,0,0,0,83
249,250,83,227,734,83,4,100,-352,-352,0,0,0,0,0,83
250,251,83,228,735,83,4,101,-353,-353,0,0,0,0,0,83
251,252,83,228,735,83,4,102,-354,-354,0,0,0,0,0,83
252,253,83,228,736,83,4,104,-355,-355,0,0,0,0,0,83
253,254,83,228,736,83,4,105,-356,-356,0,0,0,0,0,83
254,255,83,228,737,83,4,107,-357,-357,0,0,0,0,0,83
255,256,83,228,737,83,4,108,-358,-358,0,0,0,0,0,83
256,257,83,228,738,83,4,109,-359,-359,0,0,0,0,0,83
257,258,83,229,738,83,4,111,-360,-360,0,0,0,0,0,83
258,259,83,229,739,83,4,112,-361,-361,0,0,0,0,0,83
259,260,83,229,740,83,4,114,-362,-362,0,0,0,0,0,83
260,261,83,229,740,83,4,115,-363,-363,0,0,0,0,0,83
261,262,83,229,741,83,4,117,-364,-364,0,0,0,0,0,83
262,263,83,229,741,83,4,118,-365,-365,0,0,0,0,0,83
263,264,83,229,742,83,4,120,-366,-366,0,0,0,0,0,83
264,265,83,239,742,83,4,121,-367,-367,0,0,0,0,0,83
265,266,83,239,743,83,4,123,-368,-368,0,0,0,0,0,83
266,267,83,239,743,83,4,124,-369,-369,0,0,0,0,0,83
267,268,83,239,744,83,4,126,-370,-370,0,0,0,0,0,83
268,269,83,239,744,83,5,127,-371,-371,0,0,0,0,0,83
269,270,83,239,745,83,5,129,-372,-372,0,0,0,0,0,83
270,271,83,240,745,83,5,130,-373,-373,0,0,0,0,0,83
271,272,83,240,746,83,5,132,-374,-374,0,0,0,0,0,83
272,273,83,240,746,83,5,133,-375,-375,0,0,0,0,0,83
273,274,83,240,747,83,5,135,-376,-376,0,0,0,0,0,83
274,275,83,240,747,83,5,136,-377,-377,0,0,0,0,0,83
275,276,83,240,748,83,5,138,-378,-378,0,0,0,0,0,83
276,277,83,240,748,83,5,140,-379,-379,0,0,0,0,0,83
277,278,83,241,749,83,5,141,-380,-380,0,0,0,0,0,83
278,279,83,241,749,83,5,143,-381,-381,0,0,0,0,0,83
279,280,83,241,750,83,5,145,-382,-382,0,0,0,0,0,83
280,281,83,241,750,83,5,146,-383,-383,0,0,0,0,0,83
281,282,83,241,751,83,5,148,-384,-384,0,0,0,0,0,83
282,283,83,241,752,83,5,149,-385,-385,0,0,0,0,0,83
283,284,83,241,752,83,5,151,-386,-386,0,0,0,0,0,83
284,285,83,242,753,83,5,153,-387,-387,0,0,0,0,0,83
285,286,83,242,753,83,6,155,-388,-388,0,0,0,0,0,83
286,287,83,242,754,83,6,156,-389,-389,0,0,0,0,0,83
287,288,83,252,754,83,6,158,-390,-390,0,0,0,0,0,83
288,289,83,252,755,83,6,160,-391,-391,0,0,0,0,0,83
289,290,83,252,755,83,6,161,-392,-392,0,0,0,0,0,83
290,291,83,252,756,83,6,163,-393,-393,0,0,0,0,0,83
291,292,83,252,756,83,6,165,-394,-394,0,0,0,0,0,83
292,293,83,252,757,83,6,167,-395,-395,0,0,0,0,0,83
293,294,83,253,757,83,6,168,-396,-396,0,0,0,0,0,83
294,295,83,253,758,83,6,170,-397,-397,0,0,0,0,0,83
295,296,83,253,758,83,6,172,-398,-398,0,0,0,0,0,83
296,297,83,253,759,83,6,174,-399,-399,0,0,0,0,0,83
297,298,83,253,759,83,6,176,-400,-400,0,0,0,0,0,83
298,299,83,253,760,83,6,177,-401,-401,0,0,0,0,0,83
299,300,83,254,760,83,6,179,-402,-402,0,0,0,0,0,83
300,301,83,254,761,83,7,181,-403,-403,0,0,0,0,0,83
301,302,83,254,762,83,7,183,-404,-404,0,0,0,0,0,83
302,303,83,254,762,83,7,185,-405,-405,0,0,0,0,0,83
303,304,83,254,763,83,7,187,-406,-406,0,0,0,0,0,83
304,305,83,254,763,83,7,188,-407,-407,0,0,0,0,0,83
305,306,83,255,764,83,7,190,-408,-408,0,0,0,0,0,83
306,307,83,255,764,83,7,192,-409,-409,0,0,0,0,0,83
307,308,83,255,765,83,7,194,-410,-410,0,0,0,0,0,83
308,309,83,255,765,83,7,196,-411,-411,0,0,0,0,0,83
309,310,83,255,766,83,7,198,-412,-412,0,0,0,0,0,83
310,311,83,255,766,83,7,200,-413,-413,0,0,0,0,0,83
311,312,83,255,767,83,7,202,-414,-414,0,0,0,0,0,83
312,313,83,256,767,83,7,204,-415,-415,0,0,0,0,0,83
313,314,83,256,768,83,8,206,-416,-416,0,0,0,0,0,83
314,315,83,256,769,83,8,208,-417,-417,0,0,0,0,0,83
315,316,83,256,769,83,8,210,-418,-418,0,0,0,0,0,83
316,317,83,256,770,83,8,212,-419,-419,0,0,0,0,0,83
317,318,83,256,770,83,8,214,-420,-420,0,0,0,0,0,83
318,319,83,256,771,83,8,216,-421,-421,0,0,0,0,0,83
319,320,83,257,771,83,8,218,-422,-422,0,0,0,0,0,83
320,321,83,257,772,83,8,220,-423,-423,0,0,0,0,0,83
321,322,83,257,772,83,8,222,-424,-424,0,0,0,0,0,83
322,323,83,257,773,83,8,224,-425,-425,0,0,0,0,0,83
323,324,83,257,773,83,8,226,-426,-426,0,0,0,0,0,83
324,325,83,257,774,83,8,228,-427,-427,0,0,0,0,0,83
325,326,83,257,774,83,8,230,-428,-428,0,0,0,0,0,83
326,327,83,258,775,83,9,232,-429,-429,0,0,0,0,0,83
327,328,83,258,776,83,9,234,-430,-430,0,0,0,0,0,83
328,329,83,258,776,83,9,236,-431,-431,0,0,0,0,0,83
329,330,83,258,777,83,9,238,-432,-432,0,0,0,0,0,83
330,331,83,258,777,83,9,240,-433,-433,0,0,0,0,0,83
331,332,83,258,778,83,9,243,-434,-434,0,0,0,0,0,83
332,333,83,259,778,83,9,245,-435,-435,0,0,0,0,0,83
333,334,83,259,779,83,9,247,-436,-436,0,0,0,0,0,83
334,335,83,259,779,83,9,249,-437,-437,0,0,0,0,0,83
335,336,83,259,780,83,9,251,-438,-438,0,0,0,0,0,83
336,337,83,259,780,83,9,253,-439,-439,0,0,0,0,0,83
337,338,83,259,781,83,10,256,-440,-440,0,0,0,0,0,83
338,339,83,260,782,83,10,258,-441,-441,0,0,0,0,0,83
339,340,83,260,782,83,10,260,-442,-442,0,0,0,0,0,83
340,341,83,260,783,83,10,262,-443,-443,0,0,0,0,0,83
341,342,83,260,783,83,10,264,-444,-444,0,0,0,0,0,83
342,343,83,260,784,83,10,267,-445,-445,0,0,0,0,0,83
343,344,83,260,784,83,10,269,-446,-446,0,0,0,0,0,83
344,345,83,261,785,83,10,271,-447,-447,0,0,0,0,0,83
345,346,83,261,785,83,10,273,-448,-448,0,0,0,0,0,83
346,347,83,261,786,83,10,276,-449,-449,0,0,0,0,0,83
347,348,83,261,786,83,10,278,-450,-450,0,0,0,0,0,83
348,349,83,261,787,83,11,280,-451,-451,0,0,0,0,0,83
349,350,83,261,788,83,11,283,-452,-452,0,0,0,0,0,83
350,351,83,261,788,83,11,285,-453,-453,0,0,0,0,0,83
351,352,83,262,789,83,11,287,-454,-454,0,0,0,0,0,83
352,353,83,262,789,83,11,290,-455,-455,0,0,0,0,0,83
353,354,83,262,790,83,11,292,-456,-456,0,0,0,0,0,83
354,355,83,262,790,83,11,294,-457,-457,0,0,0,0,0,83
355,356,83,262,791,83,11,297,-458,-458,0,0,0,0,0,83
356,357,83,262,791,83,11,299,-459,-459,0,0,0,0,0,83
357,358,83,263,792,83,11,301,-460,-460,0,0,0,0,0,83
358,359,83,263,793,83,11,304,-461,-461,0,0,0,0,0,83
359,360,83,263,793,83,12,306,-462,-462,0,0,0,0,0,83
360,361,83,263,794,83,12,309,-463,-463,0,0,0,0,0,83
361,362,83,263,794,83,12,311,-464,-464,0,0,0,0,0,83
362,363,83,263,795,83,12,313,-465,-465,0,0,0,0,0,83
363,364,83,263,795,83,12,316,-466,-466,0,0,0,0,0,83
364,365,83,264,796,83,12,318,-467,-467,0,0,0,0,0,83
365,366,83,264,796,83,12,321,-468,-468,0,0,0,0,0,83
366,367,83,264,797,83,12,323,-469,-469,0,0,0,0,0,83
367,368,83,264,798,83,12,326,-470,-470,0,0,0,0,0,83
368,369,83,264,798,83,12,328,-471,-471,0,0,0,0,0,83
369,370,83,264,799,83,13,331,-472,-472,0,0,0,0,0,83
370,371,83,265,799,83,13,333,-473,-473,0,0,0,0,0,83
371,372,83,265,800,83,13,336,-474,-474,0,0,0,0,0,83
372,373,83,265,800,83,13,338,-475,-475,0,0,0,0,0,83
373,374,83,265,801,83,13,341,-476,-476,0,0,0,0,0,83
374,375,83,265,801,83,13,343,-477,-477,0,0,0,0,0,83
375,376,83,265,802,83,13,346,-478,-478,0,0,0,0,0,83
376,377,83,265,803,83,13,348,-479,-479,0,0,0,0,0,83
377,378,83,266,803,83,13,351,-480,-480,0,0,0,0,0,83
378,379,83,266,804,83,14,354,-481,-481,0,0,0,0,0,83
379,380,83,266,804,83,14,356,-482,-482,0,0,0,0,0,83
380,381,83,266,805,83,14,359,-483,-483,0,0,0,0,0,83
381,382,83,266,805,83,14,361,-484,-484,0,0,0,0,0,83
382,383,83,266,806,83,14,364,-485,-485,0,0,0,0,0,83
383,384,83,267,807,83,14,367,-486,-486,0,0,0,0,0,83
384,385,83,267,807,83,14,369,-487,-487,0,0,0,0,0,83
385,386,83,267,808,83,14,372,-488,-488,0,0,0,0,0,83
386,387,83,267,808,83,14,375,-489,-489,0,0,0,0,0,83
387,388,83,267,809,83,15,377,-490,-490,0,0,0,0,0,83
388,389,83,267,809,83,15,380,-491,-491,0,0,0,0,0,83
389,390,83,268,810,83,15,383,-492,-492,0,0,0,0,0,83
390,391,83,268,811,83,15,385,-493,-493,0,0,0,0,0,83
391,392,83,268,811,83,15,388,-494,-494,0,0,0,0,0,83
392,393,83,268,812,83,15,391,-495,-495,0,0,0,0,0,83
393,394,83,268,812,83,15,394,-496,-496,0,0,0,0,0,83
394,395,83,268,813,83,15,396,-497,-497,0,0,0,0,0,83
395,396,83,269,813,83,15,399,-498,-498,0,0,0,0,0,83
396,397,83,269,814,83,16,402,-499,-499,0,0,0,0,0,83
397,398,83,269,814,83,16,405,-500,-500,0,0,0,0,0,83
398,399,83,269,815,83,16,407,-501,-501,0,0,0,0,0,83
399,400,83,269,816,83,16,410,-501,-501,0,0,0,0,0,83
400,401,83,269,816,83,16,413,-502,-502,0,0,0,0,0,83
401,402,83,270,817,83,16,416,-502,-502,0,0,0,0,0,83
402,403,83,270,817,83,16,418,-503,-503,0,0,0,0,0,83
403,404,83,270,818,83,16,421,-503,-503,0,0,0,0,0,83
