"rownum","Mod","TiersWhitelist","TransformAchievement","ModFamilies"
159,24949,[4],"",[]
160,24950,[2],"",[]
161,24951,[3],"",[]
162,24952,[4],"",[]
163,24953,[2],"",[]
164,24954,[3],"",[]
165,24955,[4],"",[]
166,24956,[2],"",[]
167,24957,[3],"",[]
168,24958,[4],"",[]
169,24959,[2],"",[]
170,24960,[3],"",[]
171,24961,[4],"",[]
172,24962,[2],"",[]
173,24963,[3],"",[]
174,24964,[4],"",[]
175,24965,[2],"",[]
176,24966,[3],"",[]
177,24967,[4],"",[]
178,24968,[2],"",[]
179,24969,[3],"",[]
180,24970,[4],"",[]
181,24971,[2],"",[]
182,24972,[3],"",[]
183,24973,[4],"",[]
184,24974,[2],"",[]
185,24975,[3],"",[]
186,24976,[4],"",[]
187,24977,[2],"",[]
188,24978,[3],"",[]
189,24979,[4],"",[]
190,24980,[1],"",[]
191,24981,[2],"",[]
192,24982,[3],"",[]
193,24983,[4],"",[]
194,24984,[2],"",[]
195,24985,[3],"",[]
196,24986,[4],"",[]
197,24987,[2],"",[]
198,24988,[3],"",[]
199,24989,[4],"",[]
200,24990,[2],"",[]
201,24991,[3],"",[]
202,24992,[4],"",[]
203,24993,[2],"",[]
204,24994,[3],"",[]
205,24995,[4],"",[]
206,24996,[1],"",[]
207,24997,[2],"",[]
208,24998,[3],"",[]
209,24999,[4],"",[]
210,25000,[1],"","[124,4184,1513,52]"
211,25001,[2],"","[124,4184,1513,52]"
212,25002,[3],"","[124,4184,1513,52]"
213,25003,[4],"","[124,4184,1513,52]"
214,25004,[1],"","[4184,1513,52,124]"
215,25005,[2],"","[4184,1513,52,124]"
216,25006,[3],"","[4184,1513,52,124]"
217,25007,[4],"","[4184,1513,52,124]"
218,25008,[1],"","[4184,1513,52,124]"
219,25009,[2],"","[4184,1513,52,124]"
220,25010,[3],"","[4184,1513,52,124]"
221,25011,[4],"","[4184,1513,52,124]"
222,25012,[1],"","[124,4185,1512,50]"
223,25013,[2],"","[124,4185,1512,50]"
224,25014,[3],"","[124,4185,1512,50]"
225,25015,[4],"","[124,4185,1512,50]"
226,25016,[1],"","[4185,1512,50,124]"
227,25017,[2],"","[4185,1512,50,124]"
228,25018,[3],"","[4185,1512,50,124]"
229,25019,[4],"","[4185,1512,50,124]"
230,25020,[1],"","[4185,1512,50,124]"
231,25021,[2],"","[4185,1512,50,124]"
232,25022,[3],"","[4185,1512,50,124]"
233,25023,[4],"","[4185,1512,50,124]"
234,25024,[1],"","[124,4186,1151,54]"
235,25025,[2],"","[124,4186,1151,54]"
236,25026,[3],"","[124,4186,1151,54]"
237,25027,[4],"","[124,4186,1151,54]"
238,25028,[1],"","[4186,1151,54,124]"
239,25029,[2],"","[4186,1151,54,124]"
240,25030,[3],"","[4186,1151,54,124]"
241,25031,[4],"","[4186,1151,54,124]"
242,25032,[1],"","[4186,1151,54,124]"
243,25033,[2],"","[4186,1151,54,124]"
244,25034,[3],"","[4186,1151,54,124]"
245,25035,[4],"","[4186,1151,54,124]"
246,25036,[1],"","[1249,70]"
247,25037,[2],"","[1249,70]"
248,25038,[3],"","[1249,70]"
249,25039,[4],"","[1249,70]"
250,25040,[1],"","[1249,70]"
251,25041,[2],"","[1249,70]"
252,25042,[3],"","[1249,70]"
253,25043,[4],"","[1249,70]"
254,25044,[1],"","[3396,1153,1081]"
255,25045,[2],"","[3396,1153,1081]"
256,25046,[3],"","[3396,1153,1081]"
257,25047,[4],"","[3396,1153,1081]"
258,25048,[1],"","[3396,1153,1081]"
259,25049,[2],"","[3396,1153,1081]"
260,25050,[3],"","[3396,1153,1081]"
261,25051,[4],"","[3396,1153,1081]"
262,25052,[1],"","[3396,1153,1081]"
263,25053,[2],"","[3396,1153,1081]"
264,25054,[3],"","[3396,1153,1081]"
265,25055,[4],"","[3396,1153,1081]"
266,25056,[1],"",[]
267,25057,[2],"",[]
268,25058,[3],"",[]
269,25059,[4],"",[]
270,25060,[1],"","[124,4184,19,114,1513,52]"
271,25061,[2],"","[124,4184,19,114,1513,52]"
272,25062,[3],"","[124,4184,19,114,1513,52]"
273,25063,[4],"","[124,4184,19,114,1513,52]"
274,25064,[1],"","[4184,19,114,1513,52,124]"
275,25065,[2],"","[4184,19,114,1513,52,124]"
276,25066,[3],"","[4184,19,114,1513,52,124]"
277,25067,[4],"","[4184,19,114,1513,52,124]"
278,25068,[1],"","[124,4185,19,114,1512,50]"
279,25069,[2],"","[124,4185,19,114,1512,50]"
280,25070,[3],"","[124,4185,19,114,1512,50]"
281,25071,[4],"","[124,4185,19,114,1512,50]"
282,25072,[1],"","[4185,19,114,1512,50,124]"
283,25073,[2],"","[4185,19,114,1512,50,124]"
284,25074,[3],"","[4185,19,114,1512,50,124]"
285,25075,[4],"","[4185,19,114,1512,50,124]"
286,25076,[1],"","[124,4186,19,114,1151,54]"
287,25077,[2],"","[124,4186,19,114,1151,54]"
288,25078,[3],"","[124,4186,19,114,1151,54]"
289,25079,[4],"","[124,4186,19,114,1151,54]"
290,25080,[1],"","[4186,19,114,1151,54,124]"
291,25081,[2],"","[4186,19,114,1151,54,124]"
292,25082,[3],"","[4186,19,114,1151,54,124]"
293,25083,[4],"","[4186,19,114,1151,54,124]"
294,25084,[1],"","[1249,19,114,70]"
295,25085,[2],"","[1249,19,114,70]"
296,25086,[3],"","[1249,19,114,70]"
297,25087,[4],"","[1249,19,114,70]"
298,25088,[1],"","[1249,19,114,70]"
299,25089,[2],"","[1249,19,114,70]"
300,25090,[3],"","[1249,19,114,70]"
301,25091,[4],"","[1249,19,114,70]"
302,25092,[1],"",[114]
303,25093,[1],"",[114]
304,25094,[2],"",[114]
305,25095,[2],"",[114]
306,25096,[3],"",[114]
307,25097,[4],"",[114]
308,25098,[1],"",[114]
309,25099,[1],"",[114]
310,25100,[2],"",[114]
311,25101,[2],"",[114]
312,25102,[3],"",[114]
313,25103,[4],"",[114]
314,25104,[1],"","[124,4184,1513]"
315,25105,[1],"","[124,4184,1513]"
316,25106,[2],"","[124,4184,1513]"
317,25107,[2],"","[124,4184,1513]"
318,25108,[3],"","[124,4184,1513]"
319,25109,[4],"","[124,4184,1513]"
320,25110,[1],"","[4184,1513,124]"
321,25111,[1],"","[4184,1513,124]"
322,25112,[2],"","[4184,1513,124]"
323,25113,[2],"","[4184,1513,124]"
324,25114,[3],"","[4184,1513,124]"
325,25115,[4],"","[4184,1513,124]"
326,25116,[1],"","[124,4185,1512]"
327,25117,[1],"","[124,4185,1512]"
328,25118,[2],"","[124,4185,1512]"
329,25119,[2],"","[124,4185,1512]"
330,25120,[3],"","[124,4185,1512]"
331,25121,[4],"","[124,4185,1512]"
332,25122,[1],"","[4185,1512,124]"
333,25123,[1],"","[4185,1512,124]"
334,25124,[2],"","[4185,1512,124]"
335,25125,[2],"","[4185,1512,124]"
336,25126,[3],"","[4185,1512,124]"
337,25127,[4],"","[4185,1512,124]"
338,25128,[1],"","[124,4186,1151]"
339,25129,[1],"","[124,4186,1151]"
340,25130,[2],"","[124,4186,1151]"
341,25131,[2],"","[124,4186,1151]"
342,25132,[3],"","[124,4186,1151]"
343,25133,[4],"","[124,4186,1151]"
344,25134,[1],"","[4186,1151,124]"
345,25135,[1],"","[4186,1151,124]"
346,25136,[2],"","[4186,1151,124]"
347,25137,[2],"","[4186,1151,124]"
348,25138,[3],"","[4186,1151,124]"
349,25139,[4],"","[4186,1151,124]"
350,25140,[1],"",[1249]
351,25141,[1],"",[1249]
352,25142,[2],"",[1249]
353,25143,[2],"",[1249]
354,25144,[3],"",[1249]
355,25145,[4],"",[1249]
356,25146,[1],"",[1249]
357,25147,[1],"",[1249]
358,25148,[2],"",[1249]
359,25149,[2],"",[1249]
360,25150,[3],"",[1249]
361,25151,[4],"",[1249]
362,25152,[1],"",[]
363,25153,[1],"",[]
364,25154,[2],"",[]
365,25155,[2],"",[]
366,25156,[3],"",[]
367,25157,[4],"",[]
368,25158,[1],"",[]
369,25159,[1],"",[]
370,25160,[2],"",[]
371,25161,[2],"",[]
372,25162,[3],"",[]
373,25163,[4],"",[]
374,25164,[1],"","[3396,1153]"
375,25165,[1],"","[3396,1153]"
376,25166,[2],"","[3396,1153]"
377,25167,[2],"","[3396,1153]"
378,25168,[3],"","[3396,1153]"
379,25169,[4],"","[3396,1153]"
380,25170,[1],"","[3396,1153]"
381,25171,[1],"","[3396,1153]"
382,25172,[2],"","[3396,1153]"
383,25173,[2],"","[3396,1153]"
384,25174,[3],"","[3396,1153]"
385,25175,[4],"","[3396,1153]"
386,25176,[1],"",[]
387,25177,[2],"",[]
388,25178,[3],"",[]
389,25179,[4],"",[]
390,25180,[1],"",[]
391,25181,[2],"",[]
392,25182,[3],"",[]
393,25183,[4],"",[]
394,25184,[2],"",[]
395,25185,[3],"",[]
396,25186,[4],"",[]
397,25187,[2],"",[2157]
398,25188,[3],"",[2157]
399,25189,[4],"",[2157]
400,25190,[2],"",[4706]
401,25191,[3],"",[4706]
402,25192,[4],"",[4706]
403,25193,[2],"",[4706]
404,25194,[3],"",[4706]
405,25195,[4],"",[4706]
406,25196,[3],"","[4185,50,124]"
407,25197,[4],"","[4185,50,124]"
408,25198,[3],"","[4185,50,124]"
409,25199,[4],"","[4185,50,124]"
410,25200,[3],"","[4184,52,124]"
411,25201,[4],"","[4184,52,124]"
412,25202,[3],"","[4184,52,124]"
413,25203,[4],"","[4184,52,124]"
414,25204,[3],"","[1249,70]"
415,25205,[4],"","[1249,70]"
416,25206,[3],"","[1249,70]"
417,25207,[4],"","[1249,70]"
418,25208,[3],"","[3396,1081]"
419,25209,[4],"","[3396,1081]"
420,25210,[3],"","[3396,1081]"
421,25211,[4],"","[3396,1081]"
422,25212,[2],"",[]
423,25213,[3],"",[]
424,25214,[4],"",[]
425,25215,[1],8421,[]
426,25216,[2],8421,[]
427,25217,[3],8421,[]
428,25218,[4],8421,[]
429,25219,[1],8421,[]
430,25220,[2],8421,[]
431,25221,[3],8421,[]
432,25222,[4],8421,[]
433,25223,[1],8421,[]
434,25224,[2],8421,[]
435,25225,[3],8421,[]
436,25226,[4],8421,[]
437,25227,[3],"",[]
438,25228,[4],"",[]
439,25229,[3],"",[]
440,25230,[4],"",[]
441,25231,[3],"",[]
442,25232,[4],"",[]
443,25233,[2],"",[]
444,25234,[3],"",[]
445,25235,[4],"",[]
446,25236,"[3,4]",8329,[114]
447,25237,"[3,4]",8329,[114]
448,25238,"[3,4]",8329,"[154,114]"
449,25239,"[3,4]",8329,[114]
450,25240,"[3,4]",8329,[114]
451,25241,"[3,4]",8329,[114]
452,25242,"[3,4]",8329,[114]
453,25243,"[3,4]",8329,[114]
454,25244,"[3,4]",8329,[114]
455,25245,"[3,4]",8329,"[4186,114,1151,54,124]"
456,25246,"[3,4]",8329,"[3396,114,1153,1081]"
457,25247,"[3,4]",8329,"[4185,114,1512,50,124]"
458,25248,"[3,4]",8329,"[4184,114,1513,52,124]"
459,25249,"[3,4]",8329,[114]
460,25250,"[3,4]",8329,[114]
461,25251,"[3,4]",8329,"[3396,19,114,1153,1081]"
462,25252,"[3,4]",8329,"[3396,19,114,1153,1081]"
463,25253,"[3,4]",8329,"[4186,19,114,1151,54,124]"
464,25254,"[3,4]",8329,"[4186,19,114,1151,54,124]"
465,25255,"[3,4]",8329,"[4185,19,114,1512,50,124]"
466,25256,"[3,4]",8329,"[4185,19,114,1512,50,124]"
467,25257,"[3,4]",8329,"[4184,19,114,1513,52,124]"
468,25258,"[3,4]",8329,"[4184,19,114,1513,52,124]"
469,25259,"[3,4]",8329,"[1249,19,114,70]"
470,25260,"[3,4]",8329,"[1249,19,114,70]"
471,25261,"[2,3,4]","",[]
472,25262,"[2,3,4]","",[]
473,25263,[1],"",[]
474,25264,[2],"",[]
475,25265,[3],"",[]
476,25266,[4],"",[]
477,25267,[1],"",[]
478,25268,[2],"",[]
479,25269,[3],"",[]
480,25270,[4],"",[]
481,25271,[2],"","[4703,4704,4705]"
482,25272,[3],"","[4703,4704,4705]"
483,25273,[4],"","[4703,4704,4705]"
484,25274,[1],"",[]
485,25275,[2],"",[]
486,25276,[3],"",[]
487,25277,[4],"",[]
488,25278,[2],"",[1586]
489,25279,[3],"",[1586]
490,25280,[4],"",[1586]
491,25281,[1],"","[1586,870]"
492,25282,[1],"","[1586,870]"
493,25283,[1],"","[1586,870]"
494,25284,[2],"","[1586,870]"
495,25285,[2],"","[1586,870]"
496,25286,[2],"","[1586,870]"
497,25287,[3],"","[1586,870]"
498,25288,[3],"","[1586,870]"
499,25289,[3],"","[1586,870]"
500,25290,[4],"","[1586,870]"
501,25291,[2],"",[]
502,25292,[2],"",[]
503,25293,[3],"",[]
504,25294,[4],"",[]
505,25295,[2],"",[]
506,25296,[3],"",[]
507,25297,[4],"",[]
508,25298,[1],8421,[]
509,25299,[2],8421,[]
510,25300,[3],8421,[]
511,25301,[4],8421,[]
512,25302,[1],"",[]
513,25303,[2],"",[]
514,25304,[3],"",[]
515,25305,[4],"",[]
516,25306,[1],"",[594]
517,25307,[2],"",[594]
518,25308,[2],"",[594]
519,25309,[3],"",[594]
520,25310,[3],"",[594]
521,25311,[4],"",[594]
522,25312,[1],"",[]
523,25313,[1],"",[]
524,25314,[1],"",[]
525,25315,[1],"",[]
526,25316,[2],"",[]
527,25317,[2],"",[]
528,25318,[3],"",[]
529,25319,[4],"",[]
530,25320,[2],"","[1249,2255,70]"
531,25321,[3],"","[1249,2255,70]"
532,25322,[4],"","[1249,2255,70]"
533,25323,[2],"","[411,1249]"
534,25324,[3],"","[411,1249]"
535,25325,[4],"","[411,1249]"
536,25326,[2],"",[]
537,25327,[3],"",[]
538,25328,[4],"",[]
539,25329,[2],"",[]
540,25330,[3],"",[]
541,25331,[4],"",[]
542,25332,[2],"",[]
543,25333,[3],"",[]
544,25334,[4],"",[]
545,25335,[2],"",[]
546,25336,[3],"",[]
547,25337,[4],"",[]
548,25338,[2],"",[]
549,25339,[3],"",[]
550,25340,[4],"",[]
551,25341,[2],"",[]
552,25342,[3],"",[]
553,25343,[4],"",[]
554,25344,[1],"",[]
555,25345,[2],"",[]
556,25346,[3],"",[]
557,25347,[4],"",[]
558,25348,[1],"",[]
559,25349,[2],"",[]
560,25350,[3],"",[]
561,25351,[4],"",[]
562,25352,[1],"",[]
563,25353,[2],"",[]
564,25354,[3],"",[]
565,25355,[4],"",[]
566,25356,[2],"","[527,4184,1513,52,124]"
567,25357,[3],"","[527,4184,1513,52,124]"
568,25358,[4],"","[527,4184,1513,52,124]"
569,25359,[2],"","[527,4184,1513,52,124]"
570,25360,[3],"","[527,4184,1513,52,124]"
571,25361,[4],"","[527,4184,1513,52,124]"
572,25362,[2],"","[527,4185,1512,50,124]"
573,25363,[3],"","[527,4185,1512,50,124]"
574,25364,[4],"","[527,4185,1512,50,124]"
575,25365,[2],"","[527,4185,1512,50,124]"
576,25366,[3],"","[527,4185,1512,50,124]"
577,25367,[4],"","[527,4185,1512,50,124]"
578,25368,[2],"","[527,4186,1151,54,124]"
579,25369,[3],"","[527,4186,1151,54,124]"
580,25370,[4],"","[527,4186,1151,54,124]"
581,25371,[2],"","[527,4186,1151,54,124]"
582,25372,[3],"","[527,4186,1151,54,124]"
583,25373,[4],"","[527,4186,1151,54,124]"
584,25374,[2],"",[1028]
585,25375,[3],"",[1028]
586,25376,[4],"",[1028]
587,25377,[2],"",[421]
588,25378,[3],"",[421]
589,25379,[4],"",[421]
590,25380,[1],"",[]
591,25381,[2],"",[]
592,25382,[3],"",[]
593,25383,[4],"",[]
594,25384,[3],"",[]
595,25385,[4],"",[]
596,25386,[3],"",[]
597,25387,[4],"",[]
598,25388,[3],"",[0]
599,25389,[4],"",[0]
600,25390,[3],"",[]
601,25391,[4],"",[]
602,25392,[3],"",[]
603,25393,[4],"",[]
604,25394,[3],"",[]
605,25395,[4],"",[]
606,25396,[2],"",[]
607,25397,[3],"",[]
608,25398,[4],"",[]
609,25399,[2],"",[]
610,25400,[3],"",[]
611,25401,[4],"",[]
612,25402,[2],"",[]
613,25403,[3],"",[]
614,25404,[4],"",[]
615,25405,"[3,4]",8328,[]
616,25406,"[3,4]",8328,[]
617,25407,"[3,4]",8328,[]
618,25408,"[3,4]",8328,[]
619,25409,"[3,4]",8328,[]
620,25410,[2],8421,[]
621,25411,[3],8421,[]
622,25412,[4],8421,[]
623,25413,[2],8328,[]
624,25414,[3],8328,[]
625,25415,[4],"",[]
626,25416,[2],"",[]
627,25417,[3],"",[]
628,25418,[4],"",[]
629,25419,[2],"",[]
630,25420,[3],"",[]
631,25421,[4],"",[]
632,25422,[2],"",[]
633,25423,[3],"",[]
634,25424,[4],"",[]
635,25425,[2],"",[]
636,25426,[3],"",[]
637,25427,[4],"",[]
638,25428,[2],"",[]
639,25429,[3],"",[]
640,25430,[4],"",[]
641,25431,[2],"",[]
642,25432,[3],"",[]
643,25433,[4],"",[]
644,25434,[2],"",[]
645,25435,[3],"",[]
646,25436,[4],"",[]
647,25437,[2],"",[]
648,25438,[3],"",[]
649,25439,[4],"",[]
650,25440,[2],"",[]
651,25441,[3],"",[]
652,25442,[4],"",[]
653,25443,[2],"",[]
654,25444,[3],"",[]
655,25445,[4],"",[]
656,25446,[2],"",[]
657,25447,[3],"",[]
658,25448,[4],"",[]
659,25449,[2],"",[]
660,25450,[3],"",[]
661,25451,[4],"",[]
662,25452,[2],"",[]
663,25453,[3],"",[]
664,25454,[4],"",[]
665,25455,[2],"",[]
666,25456,[3],"",[]
667,25457,[4],"",[]
668,25458,[2],"",[]
669,25459,[3],"",[]
670,25460,[4],"",[]
671,25461,[4],"",[]
672,25462,[2],"","[4184,52,124]"
673,25463,[3],"","[4184,52,124]"
674,25464,[4],"","[4184,52,124]"
675,25465,[2],"","[4184,52,124]"
676,25466,[3],"","[4184,52,124]"
677,25467,[4],"","[4184,52,124]"
678,25468,[2],"","[4185,50,124]"
679,25469,[3],"","[4185,50,124]"
680,25470,[4],"","[4185,50,124]"
681,25471,[2],"","[4185,50,124]"
682,25472,[3],"","[4185,50,124]"
683,25473,[4],"","[4185,50,124]"
684,25474,[2],"","[4186,54,124]"
685,25475,[3],"","[4186,54,124]"
686,25476,[4],"","[4186,54,124]"
687,25477,[2],"","[4186,54,124]"
688,25478,[3],"","[4186,54,124]"
689,25479,[4],"","[4186,54,124]"
690,25480,[2],"","[3396,1081]"
691,25481,[3],"","[3396,1081]"
692,25482,[4],"","[3396,1081]"
693,25483,[2],"","[3396,1081]"
694,25484,[3],"","[3396,1081]"
695,25485,[4],"","[3396,1081]"
696,25486,"[1,2,3,4]","",[]
697,25487,"[3,4]",8330,[169]
698,25488,"[3,4]",8330,[169]
699,25489,"[3,4]",8330,[169]
700,25490,"[3,4]",8330,[169]
701,25491,"[3,4]",8330,[169]
702,25492,"[3,4]",8330,[169]
703,25493,"[3,4]",8330,[169]
704,25494,"[3,4]",8330,[169]
705,25495,[1],"","[3416,134]"
706,25496,[2],"","[3416,134]"
707,25497,[3],"","[3416,134]"
708,25498,[4],"","[3416,134]"
709,25499,[1],"","[3416,558]"
710,25500,[2],"","[3416,558]"
711,25501,[3],"","[3416,558]"
712,25502,[4],"","[3416,558]"
713,25503,[1],"","[3416,510]"
714,25504,[2],"","[3416,510]"
715,25505,[3],"","[3416,510]"
716,25506,[4],"","[3416,510]"
717,25507,[2],8421,[]
718,25508,[3],8421,[]
719,25509,[4],8421,[]
720,25510,[2],8421,[]
721,25511,[3],8421,[]
722,25512,[4],8421,[]
723,25513,"[3,4]","",[]
724,25514,"[3,4]","",[]
725,25515,"[3,4]","",[]
726,25516,"[3,4]","",[]
727,25517,"[3,4]","",[]
728,25518,[3],"",[]
729,25519,[4],"",[]
730,25520,[3],"",[]
731,25521,[4],"",[]
732,25522,[3],"",[]
733,25523,[4],"",[]
734,25524,[2],"","[3396,1153,1081]"
735,25525,[3],"","[3396,1153,1081]"
736,25526,[4],"","[3396,1153,1081]"
737,25527,[2],"","[3396,1153,1081]"
738,25528,[3],"","[3396,1153,1081]"
739,25529,[4],"","[3396,1153,1081]"
740,25530,[2],"","[527,4185,1512,50,124]"
741,25531,[3],"","[527,4185,1512,50,124]"
742,25532,[4],"","[527,4185,1512,50,124]"
743,25533,[2],"","[527,4185,1512,50,124]"
744,25534,[3],"","[527,4185,1512,50,124]"
745,25535,[4],"","[527,4185,1512,50,124]"
746,25536,[2],"","[1249,70]"
747,25537,[3],"","[1249,70]"
748,25538,[4],"","[1249,70]"
749,25539,[2],"","[1249,70]"
750,25540,[3],"","[1249,70]"
751,25541,[4],"","[1249,70]"
752,25542,"[3,4]","",[]
753,25543,"[3,4]","",[]
754,25544,"[3,4]","",[]
755,25545,"[3,4]","",[]
756,25546,[2],"",[]
757,25547,[3],"",[]
758,25548,[4],"",[]
759,25549,[2],"",[]
760,25550,[3],"",[]
761,25551,[4],"",[]
762,25552,[3],"",[]
763,25553,[4],"",[]
764,25554,[3],"",[]
765,25555,[4],"",[]
766,25556,[3],"",[]
767,25557,[4],"",[]
768,25558,[3],"",[]
769,25559,[4],"",[]
770,25560,[3],"",[]
771,25561,[4],"",[]
772,25562,[3],"",[]
773,25563,[4],"",[]
774,25564,[2],"",[]
775,25565,[3],"",[]
776,25566,[4],"",[]
777,25567,[2],"","[1249,70]"
778,25568,[3],"","[1249,70]"
779,25569,[4],"","[1249,70]"
780,25570,[2],"","[1249,70]"
781,25571,[3],"","[1249,70]"
782,25572,[4],"","[1249,70]"
783,25573,[2],"","[4184,1513,52,124]"
784,25574,[3],"","[4184,1513,52,124]"
785,25575,[4],"","[4184,1513,52,124]"
786,25576,[2],"","[4184,1513,52,124]"
787,25577,[3],"","[4184,1513,52,124]"
788,25578,[4],"","[4184,1513,52,124]"
789,25579,[2],"","[4185,1512,50,124]"
790,25580,[3],"","[4185,1512,50,124]"
791,25581,[4],"","[4185,1512,50,124]"
792,25582,[2],"","[4185,1512,50,124]"
793,25583,[3],"","[4185,1512,50,124]"
794,25584,[4],"","[4185,1512,50,124]"
795,25585,[2],"","[4186,1151,54,124]"
796,25586,[3],"","[4186,1151,54,124]"
797,25587,[4],"","[4186,1151,54,124]"
798,25588,[2],"","[4186,1151,54,124]"
799,25589,[3],"","[4186,1151,54,124]"
800,25590,[4],"","[4186,1151,54,124]"
801,25591,[2],"",[]
802,25592,[3],"",[]
803,25593,[4],"",[]
804,25594,[3],8331,[]
805,25595,[4],8331,[]
806,25596,[2],8421,[]
807,25597,[3],8421,[]
808,25598,[4],8421,[]
809,25599,[2],"",[]
810,25600,[3],"",[]
811,25601,[4],"",[]
812,25602,[2],"",[]
813,25603,[3],"",[]
814,25604,[4],"",[]
815,25605,[2],"",[]
