"rownum","Id","rid","rid","rid","i32","bool","bool","bool","bool","i32","i32","i32","bool","i32","bool","bool","rid","i32","f32","f32","f32","bool","rid","string"
116,116,862,20,"",0,1,"","","",0,10,400,"",4,"","","",0,1,1,1,1,"",""
117,117,861,20,"",10,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
118,118,852,20,3887,0,1,"","","",0,10,-50,"",4,"","","",0,1,1,1,1,"",""
119,119,863,20,3798,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
120,120,860,20,"",0,"","",1,"",0,3,0,1,4,"","","",0,1,1,1,1,"",""
121,121,864,31,3896,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
122,122,871,31,3955,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
123,123,876,31,4033,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
124,124,878,20,4177,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
125,125,879,20,4056,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
126,126,881,20,"",0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
127,127,882,20,4059,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
128,128,883,20,4060,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
129,129,886,20,4087,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
130,130,887,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
131,131,891,20,4158,0,1,1,1,"",0,7,100,1,4,"","","",0,1,1,1,1,"",""
132,132,892,29,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
133,133,896,20,4360,0,1,"","","",0,15,0,"",3,"","","",0,1,1,1,1,"",""
134,134,904,20,"",0,"",1,1,"",0,5,0,"",4,"","","",0,1,1,1,1,"",""
135,135,911,20,"",0,1,1,1,"",0,5,0,"",4,"","","",0,1,1,1,1,"",""
136,136,912,20,4244,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
137,137,901,20,4192,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
138,138,932,20,3798,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
139,139,1035,20,5111,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
140,140,935,20,3798,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
141,141,936,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
142,142,937,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
143,143,938,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
144,144,946,31,4507,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
145,145,949,20,"",0,"","","","",0,1,0,"",4,"","","",0,1,1,1,1,"",""
146,146,951,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
147,147,952,20,"",0,"","","","",0,20,0,"",4,"","","",0,1,1,1,1,"",""
148,148,958,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
149,149,959,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
150,150,948,20,4701,0,1,1,"","",0,15,50,"",4,"","","",0,1,1,1,1,"",""
151,151,962,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
152,152,969,20,4662,0,"","","","",0,15,300,"",4,"","","",0,1,1,1,1,"",""
153,153,972,20,"",0,"","","","",0,1,0,"",4,"","","",0,1,1,1,1,"",""
154,154,976,20,4745,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
155,155,980,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
156,156,987,20,4697,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
157,157,977,20,4746,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
158,158,978,20,4747,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
159,159,979,20,4748,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
160,160,981,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
161,161,982,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
162,162,983,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
163,163,999,20,4779,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
164,164,1001,20,4859,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
165,165,1002,20,4887,0,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
166,166,1003,20,4888,0,"","","","",0,12,0,"",4,"","","",0,1,1,1,1,"",""
167,167,1008,24,4933,0,"","","","",0,26,67,"",4,"","","",0,1,1,1,1,"",""
168,168,1010,20,4938,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
169,169,1012,20,4939,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
170,170,1011,20,4944,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
171,171,1017,20,452,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
172,172,1018,20,4971,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
173,173,1021,31,5010,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
174,174,1034,20,1363,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
175,175,1049,24,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
176,176,1050,24,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
177,177,1061,20,5427,0,1,"","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
178,178,1062,20,5428,0,1,"","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
179,179,1063,20,5429,0,1,"","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
180,180,1066,20,5448,0,1,"","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
181,181,679,20,5621,0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
182,182,680,20,"",0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
183,183,905,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
184,184,906,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
185,185,907,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
186,186,908,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
187,187,909,20,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
188,188,1103,20,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
189,189,1121,20,"",0,1,1,1,"",0,6,0,1,4,"","","",0,1,1,1,1,"",""
190,190,1133,20,5970,10,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
191,191,1134,20,5971,10,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
192,192,1135,20,5972,10,"","","","",0,23,0,"",4,"","","",0,1,1,1,1,"",""
193,193,1137,20,5982,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
194,194,1138,20,5983,0,1,"","","",0,12,0,"",4,1,"","",0,1,1,1,1,"",""
195,195,1146,20,6100,10,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
196,196,1136,20,"",0,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
197,197,1155,20,6170,0,"","","","",0,11,0,"",4,"",1,6205,7,0.7,0.7,1.1,1,"",""
198,198,1156,20,6201,0,"","","","",0,10,30,"",4,"","","",0,1,1,1,1,"",""
199,199,1157,20,6204,0,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
200,200,1165,20,6303,0,"","","","",0,12,0,"",4,"","","",0,1,1,1,"","",""
201,201,1167,20,6326,0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
202,202,1176,20,516,0,"","","","",10,15,0,"",4,"","","",0,1,1,1,1,"",""
