"rownum","WorldAreasKey","InheritsFrom","RecipeId"
45,742,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
46,743,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
47,44,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",166
48,53,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",144
49,90,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",136
50,104,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",164
51,106,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",156
52,122,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",192
53,140,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",145
54,1262,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",172
55,1122,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",191
56,1094,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",175
57,1138,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",154
58,1101,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",179
59,1130,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",199
60,1222,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",153
61,1102,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",157
62,1226,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",229
63,1199,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",167
64,1196,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",195
65,1148,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",189
66,1160,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",165
67,1112,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",252
68,1235,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",261
69,1260,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",151
70,1163,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",197
71,1263,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",262
72,1241,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",193
73,1146,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",142
74,1233,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",109
75,1135,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",190
76,1172,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",198
77,1166,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",196
78,1114,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",253
79,1195,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",249
80,1217,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",250
81,1184,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",251
82,1153,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",247
83,1111,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",248
84,1200,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",237
85,1210,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",238
86,1143,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",242
87,1126,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",243
88,1118,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",155
89,1152,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",182
90,1231,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",186
91,1206,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",226
92,1259,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",227
93,1220,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",231
94,1103,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",254
95,1197,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",255
