"rownum","InfluenceMod","UpgradedMod","bool"
112,14263,24209,1
113,14264,14265,""
114,14265,14266,""
115,14266,24210,1
116,14267,14268,""
117,14268,14269,""
118,14269,24211,1
119,14270,14271,""
120,14271,14272,""
121,14272,24212,1
122,14273,14274,""
123,14274,24213,1
124,14275,24214,1
125,14276,14277,""
126,14277,14278,""
127,14278,24215,1
128,14279,14280,""
129,14280,14281,""
130,14281,24216,1
131,14282,14283,""
132,14283,14284,""
133,14284,24217,1
134,14285,14286,""
135,14286,14287,""
136,14287,24218,1
137,14288,14289,""
138,14289,14290,""
139,14290,24219,1
140,14291,14292,""
141,14292,24220,1
142,14293,14294,""
143,14294,24221,1
144,14295,14296,""
145,14296,24222,1
146,14297,14298,""
147,14298,14299,""
148,14299,24223,1
149,14300,14301,""
150,14301,14302,""
151,14302,24224,1
152,14303,24225,1
153,14304,24226,1
154,20186,20187,""
155,20187,24227,1
156,20293,20294,""
157,20294,24228,1
158,20299,20300,""
159,20300,24230,1
160,20301,24231,1
161,20302,20303,""
162,20303,24232,1
163,20304,20305,""
164,20305,24233,1
165,20306,24234,1
166,20307,20308,""
167,20308,20309,""
168,20309,24235,1
169,20310,20311,""
170,20311,20312,""
171,20312,24236,1
172,20313,20314,""
173,20314,20315,""
174,20315,24237,1
175,20316,24238,1
176,20317,20318,""
177,20318,24239,1
178,20319,20320,""
179,20320,20321,""
180,20321,24240,1
181,20322,20323,""
182,20323,24241,1
183,20324,24242,1
184,20325,20326,""
185,20326,20327,""
186,20327,24243,1
187,20328,20329,""
188,20329,24244,1
189,20330,24245,1
190,20331,20332,""
191,20332,20333,""
192,20333,24246,1
193,20334,20335,""
194,20335,24247,1
195,20336,20337,""
196,20337,24248,1
197,20338,24249,1
198,20339,24250,1
199,20340,20342,""
200,20342,24251,1
201,20344,20345,""
202,20345,24253,1
203,20346,20347,""
204,20347,24254,1
205,20348,20349,""
206,20349,24255,1
207,20350,20351,""
208,20351,24256,1
209,20352,20353,""
210,20353,20354,""
211,20354,24257,1
212,20355,20356,""
213,20356,20357,""
214,20357,24258,1
215,20358,20359,""
216,20359,20360,""
217,20360,24259,1
218,20361,20362,""
219,20362,20363,""
220,20363,24260,1
221,20364,20365,""
222,20365,20366,""
223,20366,24261,1
224,20367,24262,1
225,20368,20369,""
226,20369,24263,1
227,20370,24264,1
228,20371,24265,1
229,20372,24266,1
230,14175,14176,""
231,14176,14177,""
232,14177,24267,1
233,14178,14179,""
234,14179,14180,""
235,14180,24268,1
236,14181,14182,""
237,14182,14183,""
238,14183,24269,1
239,14184,24270,1
240,14185,14186,""
241,14186,14187,""
242,14187,24271,1
243,14188,14189,""
244,14189,14190,""
245,14190,24272,1
246,14191,14192,""
247,14192,14193,""
248,14193,24273,1
249,14194,24274,1
250,14199,14200,""
251,14200,14201,""
252,14201,24277,1
253,14202,14203,""
254,14203,14204,""
255,14204,24278,1
256,14205,14206,""
257,14206,14207,""
258,14207,24279,1
259,14208,14209,""
260,14209,14210,""
261,14210,24280,1
262,14211,14212,""
263,14212,14213,""
264,14213,24281,1
265,14214,14215,""
266,14215,14216,""
267,14216,24282,1
268,14217,14218,""
269,14218,14219,""
270,14219,24283,1
271,14220,14221,""
272,14221,24284,1
273,14224,14225,""
274,14225,14226,""
275,14226,24285,1
276,14227,14228,""
277,14228,24286,1
278,14229,14230,""
279,14230,14231,""
280,14231,24287,1
281,14232,14233,""
282,14233,14234,""
283,14234,24288,1
284,14235,14236,""
285,14236,14237,""
286,14237,24289,1
287,17670,17671,""
288,17671,24290,1
289,17684,17685,""
290,17685,24291,1
291,17699,17700,""
292,17700,24292,1
293,17715,17716,""
294,17716,24293,1
295,20177,20178,""
296,20178,20179,""
297,20179,24294,1
298,20222,20223,""
299,20223,24295,1
300,20226,20227,""
301,20227,24297,1
302,20228,20229,""
303,20229,24298,1
304,20230,20231,""
305,20231,24299,1
306,20232,24300,1
307,20233,24301,1
308,20234,20235,""
309,20235,20236,""
310,20236,24302,1
311,20237,20238,""
312,20238,20239,""
313,20239,24303,1
314,20240,24304,1
315,20241,20242,""
316,20242,20243,""
317,20243,24305,1
318,20244,20245,""
319,20245,20246,""
320,20246,24306,1
321,20247,20248,""
322,20248,20249,""
323,20249,24307,1
324,20250,20251,""
325,20251,20252,""
326,20252,24308,1
327,20253,24309,1
328,20254,20255,""
329,20255,24310,1
330,20256,24311,1
331,20257,20258,""
332,20258,24312,1
333,20259,20260,""
334,20260,24313,1
335,20261,20262,""
336,20262,24314,1
337,20263,20264,""
338,20264,24315,1
339,20265,20266,""
340,20266,24316,1
341,20267,20268,""
342,20268,20269,""
343,20269,24317,1
344,20270,20271,""
345,20271,24318,1
346,20272,20273,""
347,20273,24319,1
348,20274,24320,1
349,20275,24321,1
350,20276,24322,1
351,20277,24323,1
352,20278,20279,""
353,20279,24324,1
354,20281,20282,""
355,20282,24325,1
356,20283,20284,""
357,20284,24326,1
358,20285,20286,""
359,20286,24327,1
360,20287,20288,""
361,20288,24328,1
362,20289,20290,""
363,20290,24329,1
364,20291,20292,""
365,20292,24330,1
366,20509,24331,1
367,14137,24332,1
368,14138,24333,1
369,14139,24334,1
370,14140,24335,1
371,14141,24336,1
372,14142,24337,1
373,14143,24338,1
374,14144,14145,""
375,14145,14146,""
376,14146,24339,1
377,14147,14148,""
378,14148,14149,""
379,14149,24340,1
380,14150,14151,""
381,14151,14152,""
382,14152,24341,1
383,14153,14154,""
384,14154,14155,""
385,14155,24342,1
386,14156,14157,""
387,14157,24343,1
388,14158,14159,""
389,14159,24344,1
390,14160,14161,""
391,14161,14162,""
392,14162,24345,1
393,14163,14164,""
394,14164,14165,""
395,14165,24346,1
396,14166,14167,""
397,14167,14168,""
398,14168,24347,1
399,14169,14170,""
400,14170,14171,""
401,14171,24348,1
402,14172,24349,1
403,14173,24350,1
404,14174,24351,1
405,20151,24352,1
406,20152,24353,1
407,20153,20154,""
408,20154,24354,1
409,20157,20158,""
410,20158,24356,1
411,20159,20160,""
412,20160,24357,1
413,20161,20162,""
414,20162,20163,""
415,20163,24358,1
416,20164,20165,""
417,20165,20166,""
418,20166,24359,1
419,20167,20168,""
420,20168,20169,""
421,20169,24360,1
422,20170,20171,""
423,20171,24361,1
424,20172,24362,1
425,20173,24363,1
426,20174,24364,1
427,20175,20176,""
428,20176,24365,1
429,20180,20181,""
430,20181,24366,1
431,20182,20183,""
432,20183,24367,1
433,20184,20185,""
434,20185,24368,1
435,20188,24369,1
436,20189,24370,1
437,20190,24371,1
438,20191,20192,""
439,20192,24372,1
440,20193,20194,""
441,20194,24373,1
442,20195,24374,1
443,20196,20197,""
444,20197,20198,""
445,20198,24375,1
446,20199,20200,""
447,20200,20201,""
448,20201,24376,1
449,20202,20203,""
450,20203,24377,1
451,20204,20205,""
452,20205,24378,1
453,20206,24379,1
454,20207,24380,1
455,20208,20209,""
456,20209,24381,1
457,20210,20211,""
458,20211,24382,1
459,20212,20213,""
460,20213,20214,""
461,20214,24383,1
462,20215,24384,1
463,20216,20217,""
464,20217,24385,1
465,20218,20219,""
466,20219,24386,1
467,20220,20221,""
468,20221,24387,1
469,20377,20378,""
470,20378,24169,1
471,14195,24275,1
472,24146,24146,1
473,24147,24147,1
474,24148,24148,1
475,24149,24149,1
476,24150,24150,1
477,24151,24151,1
478,24152,24152,1
479,24153,24153,1
480,24154,24154,1
481,24155,24155,1
482,24156,24156,1
483,24157,24157,1
484,24158,24158,1
485,24159,24159,1
486,24160,24160,1
487,24161,24161,1
488,24162,24162,1
489,24163,24163,1
490,24164,24164,1
491,24165,24165,1
492,24166,24166,1
493,24167,24167,1
494,24170,24170,1
495,24171,24171,1
496,24172,24172,1
497,24173,24173,1
498,24174,24174,1
499,24175,24175,1
500,24176,24176,1
501,24177,24177,1
502,24178,24178,1
503,24179,24179,1
504,24180,24180,1
505,24181,24181,1
506,24182,24182,1
507,24183,24183,1
508,24184,24184,1
509,24185,24185,1
510,24186,24186,1
511,24187,24187,1
512,24188,24188,1
513,24189,24189,1
514,24190,24190,1
515,24191,24191,1
516,24192,24192,1
517,24193,24193,1
518,24194,24194,1
519,24196,24196,1
520,24197,24197,1
521,24198,24198,1
522,24199,24199,1
523,24200,24200,1
524,24201,24201,1
525,24202,24202,1
526,24203,24203,1
527,24204,24204,1
528,24205,24205,1
529,24207,24207,1
530,24208,24208,1
531,24209,24209,1
532,24210,24210,1
533,24211,24211,1
534,24212,24212,1
535,24213,24213,1
536,24214,24214,1
537,24215,24215,1
538,24216,24216,1
539,24217,24217,1
540,24218,24218,1
541,24219,24219,1
542,24220,24220,1
543,24221,24221,1
544,24222,24222,1
545,24223,24223,1
546,24224,24224,1
547,24225,24225,1
548,24226,24226,1
549,24227,24227,1
550,24228,24228,1
551,24230,24230,1
552,24231,24231,1
553,24232,24232,1
554,24233,24233,1
555,24234,24234,1
556,24235,24235,1
557,24236,24236,1
558,24237,24237,1
559,24238,24238,1
560,24239,24239,1
561,24240,24240,1
562,24241,24241,1
563,24242,24242,1
564,24243,24243,1
565,24244,24244,1
566,24245,24245,1
567,24246,24246,1
568,24247,24247,1
569,24248,24248,1
570,24249,24249,1
571,24250,24250,1
572,24251,24251,1
573,24253,24253,1
574,24254,24254,1
575,24255,24255,1
576,24256,24256,1
577,24257,24257,1
578,24258,24258,1
579,24259,24259,1
580,24260,24260,1
581,24261,24261,1
582,24262,24262,1
583,24263,24263,1
584,24264,24264,1
585,24265,24265,1
586,24266,24266,1
587,24267,24267,1
588,24268,24268,1
589,24269,24269,1
590,24270,24270,1
591,24271,24271,1
592,24272,24272,1
593,24273,24273,1
594,24274,24274,1
595,24277,24277,1
596,24278,24278,1
597,24279,24279,1
598,24280,24280,1
599,24281,24281,1
600,24282,24282,1
601,24283,24283,1
602,24284,24284,1
603,24285,24285,1
604,24286,24286,1
605,24287,24287,1
606,24288,24288,1
607,24289,24289,1
608,24290,24290,1
609,24291,24291,1
610,24292,24292,1
611,24293,24293,1
612,24294,24294,1
613,24295,24295,1
614,24297,24297,1
615,24298,24298,1
616,24299,24299,1
617,24300,24300,1
618,24301,24301,1
619,24302,24302,1
620,24303,24303,1
621,24304,24304,1
622,24305,24305,1
623,24306,24306,1
624,24307,24307,1
625,24308,24308,1
626,24309,24309,1
627,24310,24310,1
628,24311,24311,1
629,24312,24312,1
630,24313,24313,1
631,24314,24314,1
632,24315,24315,1
633,24316,24316,1
634,24317,24317,1
635,24318,24318,1
636,24319,24319,1
637,24320,24320,1
638,24321,24321,1
639,24322,24322,1
640,24323,24323,1
641,24324,24324,1
642,24325,24325,1
643,24326,24326,1
644,24327,24327,1
645,24328,24328,1
646,24329,24329,1
647,24330,24330,1
648,24331,24331,1
649,24332,24332,1
650,24333,24333,1
651,24334,24334,1
652,24335,24335,1
653,24336,24336,1
654,24337,24337,1
655,24338,24338,1
656,24339,24339,1
657,24340,24340,1
658,24341,24341,1
659,24342,24342,1
660,24343,24343,1
661,24344,24344,1
662,24345,24345,1
663,24346,24346,1
664,24347,24347,1
665,24348,24348,1
666,24349,24349,1
667,24350,24350,1
668,24351,24351,1
669,24352,24352,1
670,24353,24353,1
671,24354,24354,1
672,24356,24356,1
673,24357,24357,1
674,24358,24358,1
675,24359,24359,1
676,24360,24360,1
677,24361,24361,1
678,24362,24362,1
679,24363,24363,1
680,24364,24364,1
681,24365,24365,1
682,24366,24366,1
683,24367,24367,1
684,24368,24368,1
685,24369,24369,1
686,24370,24370,1
687,24371,24371,1
688,24372,24372,1
689,24373,24373,1
690,24374,24374,1
691,24375,24375,1
692,24376,24376,1
693,24377,24377,1
694,24378,24378,1
695,24379,24379,1
696,24380,24380,1
697,24381,24381,1
698,24382,24382,1
699,24383,24383,1
700,24384,24384,1
701,24385,24385,1
702,24386,24386,1
703,24387,24387,1
704,24169,24169,1
705,24275,24275,1
706,20341,20343,""
707,20343,24252,1
708,20155,20156,""
709,20156,24355,1
710,20224,20225,""
711,20225,24296,1
712,20295,20296,""
713,20296,24229,1
