"rownum","Monster","SkillType","rid","[rid]","[i32]","rid","Animation","Stats","StatsValues","i32","rid","GrantedEffects","i32","rid","Script1","Script2","Mods","Name","i32","[rid]","i32","i32","[i32]","[rid]","[rid]","[rid]","MiscAnimations","bool"
35,1141,0,338,[],[],8897,"",[],[],0,345,[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
36,1144,0,338,[],[],8897,"",[],[],0,345,[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
37,416,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
38,416,1,338,[1230],[20],6683,"",[],[],0,345,[7666],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggeredThrust, ContactPoint );\""",[],"Thrusting Strike",0,[],30,0,[],[],[],[],[],""
39,416,2,189,[],[],8890,"",[70],[-20],0,"","[6023,6035]",0,"","","on_event_footstep_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeFootstep );\""\r\non_event_contact_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeImpact );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
40,416,3,189,[],[],8891,"",[70],[-40],0,"",[7715],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphCloneStampede, TargetLocation );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
41,424,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
42,424,1,338,[1230],[20],6683,"",[],[],0,345,[7666],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggeredThrust, ContactPoint );\""",[],"Thrusting Strike",0,[],30,0,[],[],[],[],[],""
43,424,2,189,[],[],8890,"",[70],[-20],0,"","[6023,6035]",0,"","","on_event_footstep_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeFootstep );\""\r\non_event_contact_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeImpact );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
44,424,3,189,[],[],8891,"",[70],[-40],0,"",[7715],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphCloneStampede, TargetLocation );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
45,1132,0,338,[],[],8897,"",[],[],0,345,[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
46,1134,0,338,[],[],8897,"",[],[],0,345,[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
47,1136,0,338,[],[],8897,"",[],[],0,345,[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
48,1044,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
49,1044,1,8626,[],[],8826,"",[434],[100],0,"",[],0,"","","",[],"Crashing Wave",0,[],10,0,[],[],[],[],[],""
50,1044,2,8626,[],[],8828,"","[434,70]","[100,-30]",0,"",[873],0,"","","on_event_contact_for_GeometryAttack = \""TriggerSkill( MetamorphFreezingPulseNova, Ahead );\""",[],"Cleaving Frost",0,[],0,0,[],[],[],[],[],""
51,429,0,345,[],[],8897,"",[],[],0,"",[],0,"","","",[3713],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
52,429,3,8625,[],[],8992,114,[],[],0,6067,[],0,"","","",[3713],"Screeching Cry",95,[],0,0,[],[],[],[],[],""
53,429,4,8625,[],[],8888,23,[],[],0,"",[4884],0,"","","on_event_contact_for_GeometryTrigger = \""TriggerSkill( MetamorphosisCastCausticGround, Self );\""",[3713],"Caustic Blast",67,[],0,0,[],[],[],[],[],""
54,886,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
55,495,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
56,907,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
57,1061,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
58,1061,1,8626,[],[],8826,"",[434],[100],0,"",[],0,"","","",[],"Crashing Wave",0,[],0,0,[],[],[],[],[],""
59,1061,2,8626,[],[],8828,"","[434,70]","[100,-30]",0,"",[873],0,"","","on_event_contact_for_GeometryAttack = \""TriggerSkill( MetamorphFreezingPulseNova, Ahead );\""",[],"Cleaving Frost",0,[],0,0,[],[],[],[],[],""
60,1061,3,8193,[],[],8993,20,[],[],0,"",[],0,"","","",[],"Frost Barrage",96,[],-40,0,[],[],[],[],[],""
61,1061,4,8193,[],[],8882,20,[318],[50],0,8194,[4885],0,"","","",[],"Frost Burst",98,[],0,0,[],[],[],[],[],""
62,641,0,338,[],[],8897,"",[],[],0,345,[],6,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
63,641,2,338,[],[],8929,114,[],[],0,7667,[],0,"","","",[],"Ground Strike",99,[],0,0,[],[],[],[],[],""
64,485,0,345,[],[],8897,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],20,0,[],[],[],[],[],""
65,485,1,6028,[],[],8994,"",[],[],0,6068,[],0,"","","",[],"Sea Surge",97,[],0,0,[],[],[],[],[],""
66,485,3,8638,[],[],8886,22,[],[],0,"",[],0,"","","",[],"Geyser",65,[],0,0,[],[],[],[],[],""
67,485,4,2822,[],[],8882,23,[],[],0,3076,[],0,"","","",[],"Siren's Call",98,[],30,0,[],[],[],[],[],""
68,651,0,338,[],[],8897,"",[],[],0,345,[],6,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
69,651,2,338,[],[],8929,114,[],[],0,7667,[],0,"","","",[],"Ground Strike",99,[],70,0,[],[],[],[],[],""
70,519,0,338,[],[],8834,"",[],[],0,345,[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
71,519,1,338,[],[],8861,1,[],[],0,1578,[],0,"","","",[],"Skeletal Barrage",56,[],0,0,[],[],[],[],[],""
72,519,3,338,[],[],8865,1,[1211],[200],0,1578,[],0,"","","",[],"Hunter's Barrage",52,[],0,0,[],[],[],[],[],""
73,2687,0,338,[],[],8897,"",[],[],0,345,[],2,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
74,2687,1,654,[],[],8853,40,[173],[4],0,"",[],2,"","","",[],"Rock Toss",49,[],70,0,[],[],[],[],[],""
75,2650,0,338,[],[],8897,"",[],[],0,345,[],2,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
76,2650,1,654,[],[],8853,40,[173],[4],0,"",[],2,"","","",[],"Rock Toss",49,[],70,0,[],[],[],[],[],""
77,2713,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
78,2713,2,2018,[],[],8883,21,"[175,6156,195]","[50,12,1]",0,"",[],0,"","","",[],"Fire Breath",62,[],40,0,[],[],[],[],[],""
79,215,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
80,215,1,674,[],[],8889,14,[],[],0,"",[],0,"","","",[],"Leap Slam",0,[],0,0,[],[],[],[],[],""
81,215,4,674,[],[],8892,14,[],[],0,"","[8954,6077]",0,"","","on_event_hit_ground_for_LeapSlam = \""TriggerSkill( MetamorphGeometryEarthquake );\""",[],"Leap Slam Quake",0,[],0,0,[],[],[],[],[],""
82,1536,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
83,1536,2,2265,[],[],8859,"",[],[],0,"",[],0,"","","",[],"Spew Blood",51,[],0,0,[],[],[],[],[],""
84,984,1,787,[],[],8854,20,[214],[2],0,"",[],0,"","","",[],"Spark",49,[],0,0,[],[],[],[],[],""
85,984,2,787,[],[],8855,20,"[1777,2120,2121,2122,1789]","[1,30,1000,360,50]",0,"",[],0,"","","",[],"Spark Nova",49,[],0,0,[],[],[],[],[],""
86,984,3,897,[],[],8888,"",[],[],0,7818,[],0,"","","",[],"Expanding Shocknova",67,[],0,0,[],[],[],[],[],""
87,984,4,897,[],[],8957,"",[357],[1500],0,8634,[],0,"","","",[],"Storm Blast",122,[],0,0,[],[],[],[],[],""
88,256,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
89,256,1,3,[],[],8834,20,[173],[4],0,"",[],0,"","","",[],"Fireball",0,[],0,0,[],[],[],[],[],""
90,256,2,1352,[],[],8887,"",[],[],0,"",[],0,"","","",[],"Molten Shell",66,[],0,0,[],[],[],[],[],""
91,256,3,3,[],[],8958,20,[],[],0,"",[],0,"","","",[],"Fire Blast",123,[],0,0,[],[],[],[],[],""
92,532,0,338,[],[],8834,"",[],[],0,345,[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
93,532,1,1735,[],[],8835,"","[195,173]","[1,2]",0,"",[],0,"","","",[],"Burning Arrow",0,[],20,0,[],[],[],[],[],""
94,5239,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Strike",0,[],-20,0,[],[],[],[],[],""
95,5239,3,3712,[],[],8891,"",[],[],0,"",[9001],0,"","","on_event_metamortar_for_VollCharge = \""TriggerSkill( MetamorphosisMortar );\""",[],"Charge Forward",0,[],80,0,"[1,10]","[6847,2503]",[],[],[],""
96,5241,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Strike",0,[],-20,0,[],[],[],[],[],""
97,5241,3,338,[],[],8891,"",[],[],0,3712,[9001],0,"","","on_event_metamortar_for_VollCharge = \""TriggerSkill( MetamorphosisMortar );\""",[],"Charge Forward",0,[],80,0,"[1,10]","[6847,2503]",[],[],[],""
98,516,2,1317,[],[],8863,1,[6822],[50],0,"",[],0,"","","",[],"Splitting Barrage",56,[],-40,0,[],[],[],[],[],""
99,516,4,1308,[],[],8903,53,[],[],0,"",[],0,"","","",[],"Storm of Arrows",71,[],-80,0,[],[],[],[],[],""
100,253,1,3241,[],[],8826,"",[],[],0,"",[],0,"","","",[],"Molten Strike",0,[],0,0,[],[],[],[],[],""
101,253,2,712,[],[],8849,"",[6346],[30],0,"",[4859],0,"","","on_event_hit_ground_for_LeapSlam = \""TriggerSkill( TheFaunCastGroundEffectLavaTemporary ); KillGroundEffectsOfType( Fire, 2, 3.0 );\""",[],"Lava Leap",0,[],0,0,[],[],[],[],[],""
102,253,3,8640,[],[],8837,"",[434],[100],0,"",[],0,"","","",[],"Volcanic Sunder",0,[],0,0,[],[],[],[],[],""
103,394,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
104,394,2,1867,[],[],8880,"",[],[],0,1110,[],0,"","","",[],"Summon Skeletons",58,[],0,0,[],[],[],[],[],""
105,394,3,1867,[],[],8993,20,[173],[2],0,8945,[],0,"","","",[],"Necrotic Barrage",96,[],-65,0,[],[],[],[],[],""
106,514,0,345,[],[],8897,"",[],[],0,"",[],0,"","","",[5830],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
107,514,1,846,[],[],8826,"",[],[],0,"",[],0,"","","",[5830],"Glacial Hammer",0,[],40,0,[],[],[],[],[],""
108,514,4,5371,[],[],8847,"",[173],[2],0,"",[],0,"","on_event_metafx_for_ThrownShieldProjectile = \""PlayEffect( ColdSurge1 );\""","",[5830],"Frosted Shield Toss",0,[],0,0,"[100,3000,100]","[2390,357,434]",[],[],[2396],""
109,539,0,338,[],[],8834,"",[],[],0,345,[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
110,539,1,1671,[],[],8835,1,[173],[4],0,"",[],0,"","","",[],"Lightning Arrow",0,[],50,0,[],[],[],[],[],""
111,649,0,337,[],[],8897,"",[],[],0,"",[],6,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
112,649,2,337,[],[],8929,114,[],[],0,7667,[],0,"","","",[],"Ground Strike",99,[],70,0,[],[],[],[],[],""
113,1206,0,338,[],[],8897,"",[],[],0,345,[],1,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
114,1206,3,338,[],[],8841,114,[1211],[-50],0,8950,[8935],0,"","on_start_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Skeletal Slam",0,[],50,50,[100],[434],[],[],[3727],""
115,1208,0,338,[],[],8897,"",[],[],0,345,[],1,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
116,1208,3,338,[],[],8841,114,[1211],[-50],0,8950,[8935],0,"","on_start_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Skeletal Slam",0,[],50,50,[100],[434],[],[],[3727],""
117,1210,0,338,[],[],8897,"",[],[],0,345,[],1,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
118,1210,3,338,[],[],8841,114,[1211],[-50],0,8950,[8935],0,"","on_start_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Skeletal Slam",0,[],50,50,[100],[434],[],[],[3727],""
119,142,1,2050,[],[],8835,"",[],[],0,"",[],0,"","","",[],"Hook",0,[],0,0,[],[],[],[],[],""
120,142,2,3379,[],[],8899,"",[],[],0,"",[],0,"","","",[],"Brute Slam",0,[],-50,0,[],[],[],[],[],""
121,142,3,7631,[],[],8900,51,[],[],0,"",[],0,"","","",[],"Enraged Slam",0,[],-10,0,[],[],[],[],[],""
122,142,4,3349,"[434,1211]","[50,50]",8903,13,[434],[-40],0,"",[],0,"","","",[],"Bed of Nails",71,[],0,0,[],[],[],[],[],""
123,398,0,345,[],[],8897,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
124,398,3,2982,[],[],8880,"",[],[],0,2983,[],0,"","","",[],"Call Cadavers",58,[],0,0,[],[],[],[],[],""
125,398,4,2982,[],[],8894,"",[],[],0,3530,[],0,"","","",[],"Vulnerability",0,[],0,0,[],[],[],[],[],""
126,403,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
127,403,2,1867,[],[],8880,"",[],[],0,1110,[],0,"","","",[],"Summon Skeletons",58,[],0,0,[],[],[],[],[],""
128,403,3,997,[],[],8893,"",[1211],[-50],0,"",[8926],0,"","","on_event_contact_for_Enfeeble = \""TriggerSkill( MetamorphosisSummonMetaVolatiles, TargetLocation );\""",[],"Enfeebling Volatiles",0,[],0,0,"[5,3,0]","[883,2155,4771]",[],[],[],""
129,546,0,338,[],[],8834,"",[],[],0,345,[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
130,546,1,1654,[],[],8835,1,"[173,3814,1921]","[4,1,-33]",0,"",[],0,"","","",[],"Maiming Puncture",0,[],20,0,[],[],[],[],[],""
131,579,0,749,[],[],8854,20,[173],[4],0,"",[],0,"","","",[],"Projected Ice",49,[],50,0,[],[],[],[],[],""
132,579,1,749,[],[],8906,20,"[455,175,1789]","[25,-25,40]",0,"",[],0,"","on_event_metafx_for_GeometryTrigger = \""PlayEffect( ColdSurge1 );\""","",[],"Frost Spray",124,[],40,0,[],[],[],[],[2396],""
133,579,4,749,[],[],8847,114,[1211],[-75],0,8950,[3729],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( ColdSurge1 );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( ColdSurge1 );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( BloodlinesBearerColdBeacon );\""",[],"Frost Spheres",0,[],0,0,"[3000,-25,50]","[357,434,2479]",[],[],[2396],""
134,623,0,755,[],[],8854,20,[173],[4],0,"",[],0,"","","",[],"Projected Lightning",49,[],50,0,[],[],[],[],[],""
135,623,2,755,[],[],8836,20,"[1777,2120,2121,2122,175,659,1789]","[1,15,500,120,100,33,50]",0,"",[],0,"","on_event_metafx_for_SkeletonProjectileLightning = \""PlayEffect( LightningSurge1 );\""","",[],"Charged Nova",0,[],-20,0,"[3000,-75,60]",[],[],[],[2397],""
136,623,4,755,[],[],8846,114,[1211],[-75],0,8950,[3732],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( LightningSurge1 );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( LightningSurge1 );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( BloodlinesBearerLightningBeacon );\""",[],"Lightning Beacons",0,[],0,0,"[3000,-25,60]","[357,434,2479]",[],[],[2397],""
137,677,0,337,[],[],8897,"",[],[],0,"",[],0,"","","",[12464],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
138,229,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
139,229,1,674,[],[],8889,"",[],[],0,"",[],0,"","","",[],"Leap Slam",0,[],0,0,[],[],[],[],[],""
140,267,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
141,267,1,762,[],[],8878,"",[],[],0,"",[],0,"","","",[],"Spark Nova",57,[],50,0,[],[],[],[],[],""
142,267,2,878,[],[],8887,"","[434,1847,357]","[50,1,4000]",0,"",[],0,"","","",[],"Shocking Nova",66,[],50,0,[],[],[],[],[],""
143,273,0,347,[],[],8897,"",[],[],0,"",[],0,"","","",[],"Fire Strike",0,[],0,0,[],[],[],[],[],""
144,273,3,1354,[],[],8845,"",[195],[1],0,"",[],0,"","","",[],"Molten Shell",0,[],0,0,[],[],[],[],[],""
145,273,4,3206,[214],[2],8847,"","[861,1211]","[5000,-66]",0,"",[],0,"","","",[],"Fireball Cascade",0,[],0,0,[],[],[],[],[],""
146,331,0,345,[],[],8897,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
147,331,1,5361,[],[],8898,"",[611],[100],0,"",[],0,"","","",[],"Flame Slash",0,[],0,0,[],[],[],[],[],""
148,331,4,8645,[],[],8846,"",[],[],0,"",[],0,"","on_event_metafx_for_CastGroundEffect = \""PlayEffect( FlameSurge3 );\""","",[],"Scorched Earth",0,[],33,0,[],[],[],[],[2383],""
149,313,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
150,313,3,338,[],[],8919,24,"[1921,10859]","[-50,-15]",0,9001,[],0,"","","",[],"Flame Barrage",82,[],50,0,[],[],[],[],[],""
151,153,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
152,153,1,338,[],[],8861,114,[],[],0,8944,[],0,"","on_start_GeometryTrigger = \""PlayEffect( MetamorphosisSkillSurgeFast );\""","",[],"Ghostly Barrage",56,[],-20,0,[],[],[],[],[3728],""
153,425,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
154,425,1,338,[1230],[20],6683,"",[],[],0,345,[7666],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggeredThrust, ContactPoint );\""",[],"Thrusting Strike",0,[],30,0,[],[],[],[],[],""
155,425,2,189,[],[],8890,"",[70],[-20],0,"","[6023,6035]",0,"","","on_event_footstep_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeFootstep );\""\r\non_event_contact_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeImpact );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
156,425,3,189,[],[],8891,"",[70],[-40],0,"",[7714],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphRhoaStampede );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
157,509,0,337,[],[],8897,"",[],[],0,"",[],0,"","","",[8810],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
158,509,1,2481,[],[],8835,"",[173],[4],0,"",[],0,"","","",[8810],"Spectral Weapon",0,[],30,0,[],[],[],[],[],""
159,509,4,2786,[],[],8914,"","[357,617]","[4000,-33]",0,"",[],0,"","","",[8810],"Spectral Swarm",78,[],0,0,[],[],[],[],[],""
160,898,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
161,1035,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
162,1035,3,539,[],[],8881,"",[434],[50],0,"",[],0,"","","",[],"Flash Freeze",58,[],50,0,[],[],[],[],[],""
163,1035,4,539,[],[],8923,114,"[883,2155,4771]","[12,1,0]",0,8926,[8935],0,"","on_event_metafx_for_GeometryTrigger = \""PlayEffect( ColdSurge1 );\""","on_event_contact_for_GeometryTrigger = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Frost Volatiles",129,[],0,-66,[200],[3883],[],[],[2396],""
164,167,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
165,167,2,1326,[],[],8828,"","[214,70,634]","[2,160,-50]",0,"",[],0,"","","",[],"Flicker Strike",0,[],60,0,[],[],[],[],[],""
166,494,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[3874],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
167,494,4,338,[],[],8894,"",[1211],[-50],0,3530,[],0,"","","",[3874],"Vulnerability",0,[],0,0,[],[],[],[],[],""
168,887,0,338,[],[],8897,"",[],[],0,345,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
169,1032,1,8626,[],[],8896,"",[434],[100],0,"",[],0,"","","",[4633],"Crashing Wave",68,[],0,0,[],[],[],[],[],""
170,1032,2,77,[],[],8909,"",[434],[50],0,79,[],0,"","","",[4633],"Water Nova",74,[],0,0,[],[],[],[],[],""
171,1032,3,8647,[],[],8911,"",[],[],0,"",[],0,"","","",[4633],"Call from the Deep",76,[],0,0,[],[],[],[],[],""
