"rownum","ChestsKey","Weight","HeistAreasKey","HeistChestTypesKey"
147,1968,250,"[3,5]",1
148,1969,250,"[0,7,8]",1
149,1970,250,"[1,6]",1
150,1971,250,"[2,4]",1
151,1972,250,"[3,5]",1
152,1973,250,"[0,7,8]",1
153,1974,250,"[1,6]",1
154,1975,250,"[2,4]",1
155,1976,250,"[3,5]",1
156,1977,250,"[0,7,8]",1
157,1978,250,"[1,6]",1
158,1979,250,"[2,4]",1
159,1980,250,"[3,5]",1
160,1981,250,"[0,7,8]",1
161,1982,250,"[1,6]",1
162,1983,250,"[2,4]",1
163,1984,250,"[3,5]",1
164,1985,250,"[0,7,8]",1
165,1986,250,"[1,6]",1
166,1987,250,"[2,4]",1
167,1988,250,"[3,5]",1
168,1989,250,"[0,7,8]",1
169,1990,250,"[1,6]",1
170,1991,250,"[2,4]",1
171,1992,250,"[3,5]",1
172,1993,250,"[0,7,8]",1
173,1994,250,"[1,6]",1
174,1995,250,"[2,4]",1
175,1996,250,"[3,5]",1
176,1997,250,"[0,7,8]",1
177,1998,250,"[1,6]",1
178,1999,250,"[2,4]",1
179,2000,250,"[3,5]",1
180,2001,250,"[0,7,8]",1
181,2002,250,"[1,6]",1
182,2003,250,"[2,4]",1
183,2004,250,"[3,5]",1
184,2005,250,"[0,7,8]",1
185,2006,250,"[1,6]",1
186,2007,250,"[2,4]",1
187,2008,250,"[3,5]",1
188,2009,250,"[0,7,8]",1
189,2010,250,"[1,6]",1
190,2011,250,"[2,4]",1
191,2012,250,"[3,5]",1
192,1821,250,"[0,7,8]",1
193,1822,250,"[1,6]",1
194,1823,250,"[2,4]",1
195,1824,250,"[3,5]",1
196,1765,125,"[0,7,8]",2
197,1766,125,"[1,6]",2
198,1767,125,"[2,4]",2
199,1768,125,"[3,5]",2
200,1769,125,"[0,7,8]",2
201,1770,125,"[1,6]",2
202,1771,125,"[2,4]",2
203,1772,125,"[3,5]",2
204,1773,125,"[0,7,8]",2
205,1774,125,"[1,6]",2
206,1775,125,"[2,4]",2
207,1776,125,"[3,5]",2
208,1777,125,"[0,7,8]",2
209,1778,125,"[1,6]",2
210,1779,125,"[2,4]",2
211,1780,125,"[3,5]",2
212,1781,125,"[0,7,8]",2
213,1782,125,"[1,6]",2
214,1783,125,"[2,4]",2
215,1784,125,"[3,5]",2
216,1785,125,"[0,7,8]",2
217,1786,125,"[1,6]",2
218,1787,125,"[2,4]",2
219,1788,125,"[3,5]",2
220,1789,125,"[0,7,8]",2
221,1790,125,"[1,6]",2
222,1791,125,"[2,4]",2
223,1792,125,"[3,5]",2
224,1793,125,"[0,7,8]",2
225,1794,125,"[1,6]",2
226,1795,125,"[2,4]",2
227,1796,125,"[3,5]",2
228,1797,125,"[0,7,8]",2
229,1798,125,"[1,6]",2
230,1799,125,"[2,4]",2
231,1800,125,"[3,5]",2
232,1801,125,"[0,7,8]",2
233,1802,125,"[1,6]",2
234,1803,125,"[2,4]",2
235,1804,125,"[3,5]",2
236,1805,125,"[0,7,8]",2
237,1806,125,"[1,6]",2
238,1807,125,"[2,4]",2
239,1808,125,"[3,5]",2
240,1809,125,"[0,7,8]",2
241,1810,125,"[1,6]",2
242,1811,125,"[2,4]",2
243,1812,125,"[3,5]",2
244,1813,125,"[0,7,8]",2
245,1814,125,"[1,6]",2
246,1815,125,"[2,4]",2
247,1816,125,"[3,5]",2
248,1817,125,"[0,7,8]",2
249,1818,125,"[1,6]",2
250,1819,125,"[2,4]",2
251,1820,125,"[3,5]",2
252,2019,0,"[0,1,2,3,4,5,6,7,8]",3
253,2020,125,"[0,7,8]",2
254,2021,125,"[1,6]",2
255,2022,125,"[2,4]",2
256,2023,125,"[3,5]",2
257,2024,125,"[0,7,8]",2
258,2025,125,"[1,6]",2
259,2026,125,"[2,4]",2
260,2027,125,"[3,5]",2
261,2028,250,"[0,7,8]",1
262,2029,250,"[1,6]",1
263,2030,250,"[2,4]",1
264,2031,250,"[3,5]",1
265,2032,250,"[0,7,8]",1
266,2033,250,"[1,6]",1
267,2034,250,"[2,4]",1
268,2035,250,"[3,5]",1
269,2036,250,"[0,7,8]",1
270,2037,250,"[1,6]",1
271,2038,250,"[2,4]",1
272,2039,250,"[3,5]",1
273,2040,250,"[0,7,8]",1
274,2041,250,"[1,6]",1
275,2042,250,"[2,4]",1
276,2043,250,"[3,5]",1
277,2044,250,"[0,7,8]",1
278,2045,250,"[1,6]",1
279,2046,250,"[2,4]",1
280,2047,250,"[3,5]",1
281,2048,250,"[0,7,8]",1
282,2049,250,"[1,6]",1
283,2050,250,"[2,4]",1
284,2051,250,"[3,5]",1
285,2052,250,"[0,7,8]",1
286,2053,250,"[1,6]",1
287,2054,250,"[2,4]",1
288,2055,250,"[3,5]",1
289,2056,250,"[0,7,8]",1
290,2057,250,"[1,6]",1
291,2058,250,"[2,4]",1
292,2059,250,"[3,5]",1
293,2060,250,"[0,7,8]",1
294,2061,250,"[1,6]",1
295,2062,250,"[2,4]",1
296,2063,250,"[3,5]",1
297,2064,250,"[0,7,8]",1
298,2065,250,"[1,6]",1
299,2066,250,"[2,4]",1
300,2067,250,"[3,5]",1
301,2068,250,"[0,7,8]",1
302,2069,250,"[1,6]",1
303,2070,250,"[2,4]",1
304,2071,250,"[3,5]",1
305,2072,250,"[0,7,8]",1
306,2073,250,"[1,6]",1
307,2074,250,"[2,4]",1
308,2075,250,"[3,5]",1
309,2076,250,"[0,7,8]",1
310,2077,250,"[1,6]",1
311,2078,250,"[2,4]",1
312,2079,250,"[3,5]",1
313,2080,250,"[0,7,8]",1
314,2081,250,"[1,6]",1
315,2082,250,"[2,4]",1
316,2083,250,"[3,5]",1
317,2084,250,"[0,7,8]",1
318,2085,250,"[1,6]",1
319,2086,250,"[2,4]",1
320,2087,250,"[3,5]",1
321,2088,250,"[0,7,8]",1
322,2089,250,"[1,6]",1
323,2090,250,"[2,4]",1
324,2091,250,"[3,5]",1
325,2092,250,"[0,7,8]",1
326,2093,250,"[1,6]",1
327,2094,250,"[2,4]",1
328,2095,250,"[3,5]",1
329,2096,250,"[0,7,8]",1
330,2097,250,"[1,6]",1
331,2098,250,"[2,4]",1
332,2099,250,"[3,5]",1
333,2100,250,"[0,7,8]",1
334,2101,250,"[1,6]",1
335,2102,250,"[2,4]",1
336,2103,250,"[3,5]",1
337,2104,250,"[0,7,8]",1
338,2105,250,"[1,6]",1
339,2106,250,"[2,4]",1
340,2107,250,"[3,5]",1
341,2108,250,"[0,7,8]",1
342,2109,250,"[1,6]",1
343,2110,250,"[2,4]",1
344,2111,250,"[3,5]",1
345,2112,250,"[0,7,8]",1
346,2113,250,"[1,6]",1
347,2114,250,"[2,4]",1
348,2115,250,"[3,5]",1
349,2116,250,"[0,7,8]",1
350,2117,250,"[1,6]",1
351,2118,250,"[2,4]",1
352,2119,250,"[3,5]",1
353,2120,250,"[0,7,8]",1
354,2121,250,"[1,6]",1
355,2122,250,"[2,4]",1
356,2123,250,"[3,5]",1
357,2124,250,"[0,7,8]",1
358,2125,250,"[1,6]",1
359,2126,250,"[2,4]",1
360,2127,250,"[3,5]",1
361,2128,250,"[0,7,8]",1
362,2129,250,"[1,6]",1
363,2130,250,"[2,4]",1
364,2131,250,"[3,5]",1
365,2132,250,"[0,7,8]",1
366,2133,250,"[1,6]",1
367,2134,250,"[2,4]",1
368,2135,250,"[3,5]",1
369,2136,250,"[0,7,8]",1
370,2137,250,"[1,6]",1
371,2138,250,"[2,4]",1
372,2139,250,"[3,5]",1
373,2140,250,"[0,7,8]",1
374,2141,250,"[1,6]",1
375,2142,250,"[2,4]",1
376,2143,250,"[3,5]",1
377,2144,250,"[0,7,8]",1
378,2145,250,"[1,6]",1
379,2146,250,"[2,4]",1
380,2147,250,"[3,5]",1
381,2148,250,"[0,7,8]",1
382,2149,250,"[1,6]",1
383,2150,250,"[2,4]",1
384,2151,250,"[3,5]",1
385,2152,250,"[0,7,8]",1
386,2153,250,"[1,6]",1
387,2154,250,"[2,4]",1
388,2155,250,"[3,5]",1
389,2156,250,"[0,7,8]",1
390,2157,250,"[1,6]",1
391,2158,250,"[2,4]",1
392,2159,250,"[3,5]",1
393,2160,250,"[0,7,8]",1
394,2161,250,"[1,6]",1
395,2162,250,"[2,4]",1
396,2163,250,"[3,5]",1
397,2164,250,"[0,7,8]",1
398,2165,250,"[1,6]",1
399,2166,250,"[2,4]",1
400,2167,250,"[3,5]",1
401,2168,250,"[0,7,8]",1
402,2169,250,"[1,6]",1
403,2170,250,"[2,4]",1
404,2171,250,"[3,5]",1
405,2172,250,"[0,7,8]",1
406,2173,250,"[1,6]",1
407,2174,250,"[2,4]",1
408,2175,250,"[3,5]",1
409,2176,250,"[0,7,8]",1
410,2177,250,"[1,6]",1
411,2178,250,"[2,4]",1
412,2179,250,"[3,5]",1
413,2180,250,"[0,7,8]",1
414,2181,250,"[1,6]",1
415,2182,250,"[2,4]",1
416,2183,250,"[3,5]",1
417,2184,250,"[0,7,8]",1
418,2185,250,"[1,6]",1
419,2186,250,"[2,4]",1
420,2187,250,"[3,5]",1
421,2188,250,"[0,7,8]",1
422,2189,250,"[1,6]",1
423,2190,250,"[2,4]",1
424,2191,250,"[3,5]",1
425,2192,250,"[0,7,8]",1
426,2193,250,"[1,6]",1
427,2194,250,"[2,4]",1
428,2195,250,"[3,5]",1
429,2196,250,"[0,7,8]",1
430,2197,250,"[1,6]",1
431,2198,250,"[2,4]",1
432,2199,250,"[3,5]",1
433,2200,250,"[0,7,8]",1
434,2201,250,"[1,6]",1
435,2202,250,"[2,4]",1
436,2203,250,"[3,5]",1
437,2204,250,"[0,7,8]",1
438,2205,250,"[1,6]",1
439,2206,250,"[2,4]",1
440,2207,250,"[3,5]",1
441,2208,250,"[0,7,8]",1
442,2209,250,"[1,6]",1
443,2210,250,"[2,4]",1
444,2211,250,"[3,5]",1
445,2212,250,"[0,7,8]",1
446,2213,250,"[1,6]",1
447,2214,250,"[2,4]",1
448,2215,250,"[3,5]",1
449,2216,250,"[0,7,8]",1
450,2217,250,"[1,6]",1
451,2218,250,"[2,4]",1
452,2219,250,"[3,5]",1
453,2220,250,"[0,7,8]",1
454,2221,250,"[1,6]",1
455,2222,250,"[2,4]",1
456,2223,250,"[3,5]",1
457,2224,250,"[0,7,8]",1
458,2225,250,"[1,6]",1
459,2226,250,"[2,4]",1
460,2227,250,"[3,5]",1
461,2228,250,"[0,7,8]",1
462,2229,250,"[1,6]",1
463,2230,250,"[2,4]",1
464,2231,250,"[3,5]",1
465,2232,250,"[0,7,8]",1
466,2233,250,"[1,6]",1
467,2234,250,"[2,4]",1
468,2235,250,"[3,5]",1
469,2236,250,"[0,7,8]",1
470,2237,250,"[1,6]",1
471,2238,250,"[2,4]",1
472,2239,250,"[3,5]",1
473,2240,250,"[0,7,8]",1
474,2241,250,"[1,6]",1
475,2242,250,"[2,4]",1
476,2243,250,"[3,5]",1
